Misc/AcceptanceStep,Metrics/EpCost,Metrics/LagrangeMultiplier/Min,Safety/ShieldLagrangeMultiplier,Metrics/LagrangeMultiplier,Train/Epoch,Safety/shield_adv_c,Value/cost,Train/KL,Train/PolicyRatio/Min,Loss/Loss_reward_critic/Delta,Metrics/EpLen,Safety/EpCostShield,Misc/xHx,Train/StopIter,Value/Adv,Misc/Alpha,Loss/Loss_cost_critic/Delta,Train/PolicyStd,Misc/gradient_norm,_step,Time/Update,Train/Entropy,Loss/Loss_pi/Delta,Time/FPS,Loss/Loss_reward_critic,Safety/ShieldLagrangeMultiplier/Std,_timestamp,Safety/ShieldLagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Max,Time/Rollout,Safety/shield_violation,Train/PolicyRatio,Train/PolicyRatio/Max,Train/LR,Time/Epoch,Loss/Loss_pi,Metrics/EpRet,_runtime,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier/Std,Loss/Loss_cost_critic,Time/Total,TotalEnvSteps,Safety/ShieldLagrangeMultiplier/Min,Value/reward,Misc/H_inv_g,Misc/FinalStepNorm
1,82.30000305175781,0.035999998450279236,0.04500000178813934,0.035999998450279236,0,2.2415151596069336,0.14865559339523315,0.00030127447098493576,1.0011508464813232,0.007680392358452082,1000,150.39999389648438,0.0022050433326512575,10,-4.577636492086867e-09,3.0116565227508545,33.78050231933594,0.9933948516845703,0.045547302812337875,1,25.31104278564453,1.4122662544250488,-0.4442519247531891,105.76789093017578,0.007680392358452082,0,1746496596.3205862,0.04500000178813934,0.035999998450279236,163.78224182128906,-0.030146382749080658,1.0011507272720337,1.0011508464813232,0,189.0933074951172,-0.4442519247531891,-0.48635515570640564,334.876937028,0.0008137713884934783,0,33.78050231933594,189.09466552734375,20000.0,0.04500000178813934,-0.06643134355545044,0.09953499585390091,0.2997652292251587
1,66.94999694824219,0.07062964141368866,0.08004436641931534,0.07062964141368866,1,2.356265068054199,3.5717809200286865,0.00021849815675523132,1.0005143880844116,-0.003374291118234396,1000,162.5,0.001844263169914484,10,-1.0681151962899094e-08,3.2930805683135986,-2.3497390747070312,1.015099048614502,0.026306532323360443,2,24.43153953552246,1.4334746599197388,0.06763666868209839,138.6570281982422,0.004306101240217686,0,1746496740.6486146,0.08004436641931534,0.07062964141368866,119.80921936035156,2.805011510848999,1.0005143880844116,1.0005143880844116,0,144.2407989501953,-0.3766152560710907,0.08892764896154404,476.329175357,0.000363643019227311,0,31.430763244628906,333.4338073730469,40000.0,0.08004436641931534,-0.057288575917482376,0.10851479321718216,0.35734793543815613
1,68.36666870117188,0.10524380207061768,0.11509452760219574,0.10524380207061768,2,1.5492831468582153,2.860379457473755,0.0003061888855881989,1.000200629234314,0.00020981347188353539,1000,159.60000610351562,0.0017100360710173845,10,3.051757735406113e-09,3.419881820678711,-4.604803085327148,1.0516326427459717,0.03504326939582825,3,28.16376495361328,1.4685348272323608,0.034759730100631714,141.49435424804688,0.004515914712101221,0,1746496882.100927,0.11509452760219574,0.10524380207061768,113.18458557128906,5.610345363616943,1.000200629234314,1.000200629234314,0,141.348388671875,-0.341855525970459,0.39822643995285034,613.817586422,0.00014178204583004117,0,26.825960159301758,474.8675231933594,60000.0,0.11509452760219574,-0.03136568143963814,0.09659560024738312,0.3303455412387848
1,67.17500305175781,0.13983149826526642,0.14955627918243408,0.13983149826526642,3,1.3374996185302734,2.749725580215454,0.0002780378272291273,1.0005897283554077,0.0010283528827130795,1000,119.55000305175781,0.0015209200792014599,10,-2.4414061883248905e-08,3.626271963119507,-7.004894256591797,1.0682768821716309,0.04334242641925812,4,25.73853302001953,1.483888030052185,0.006803750991821289,145.571044921875,0.0055442675948143005,0,1746497019.5887043,0.14955627918243408,0.13983149826526642,111.65138244628906,3.1414787769317627,1.0005897283554077,1.0005897283554077,0,137.3899688720703,-0.3350517749786377,0.6612526774406433,762.92312551,0.00041697281994856894,0,19.82106590270996,612.3637084960938,80000.0,0.14955627918243408,-0.013170703314244747,0.09228410571813583,0.3346472680568695
1,62.59000015258789,0.17427147924900055,0.1840393841266632,0.17427147924900055,4,1.6193132400512695,4.486583709716797,0.0002927246387116611,1.001585841178894,0.008547906763851643,1000,139.89999389648438,0.0027666164096444845,10,9.918212917625624e-09,2.6886839866638184,1.1690521240234375,1.1104553937911987,0.041965823620557785,5,25.99325942993164,1.5216633081436157,-0.036609649658203125,134.2352752685547,0.014092174358665943,0,1746497168.6941671,0.1840393841266632,0.17427147924900055,122.99882507324219,8.828227996826172,1.001585841178894,1.001585841178894,0,148.9921417236328,-0.3716614246368408,1.0415667295455933,907.50837039,0.0011213310062885284,0,20.9901180267334,761.4591064453125,100000.0,0.1840393841266632,0.012404083274304867,0.11271990835666656,0.30306822061538696
1,50.86000061035156,0.2081594467163086,0.21760673820972443,0.2081594467163086,5,-0.5764820575714111,3.8342278003692627,0.0003007949562743306,1.0020484924316406,-0.00043600238859653473,1000,92.80000305175781,0.002340332604944706,10,1.0299681996173149e-08,2.9233126640319824,-8.859756469726562,1.1679311990737915,0.04130605235695839,6,27.998050689697266,1.571168303489685,-0.02932119369506836,138.41525268554688,0.013656171970069408,0,1746497313.2797644,0.21760673820972443,0.2081594467163086,116.49465942382812,9.090909004211426,1.0020484924316406,1.0020484924316406,0,144.4927520751953,-0.4009826183319092,1.5871038436889648,1050.635023245,0.001448559109121561,0,12.130361557006836,906.06640625,120000.0,0.21760673820972443,0.06027430295944214,0.10487671196460724,0.30658742785453796
1,47.279998779296875,0.24150775372982025,0.2514097988605499,0.24150775372982025,6,0.694727897644043,3.25508451461792,0.0003596676979213953,1.0007332563400269,0.0035513779148459435,1000,136.75,0.0037792357616126537,10,-7.629394338515283e-10,2.300447940826416,4.099365234375,1.218856692314148,0.07540282607078552,7,27.582624435424805,1.6132941246032715,0.05270886421203613,139.8349609375,0.017207549884915352,0,1746497456.4066854,0.2514097988605499,0.24150775372982025,115.4430923461914,9.32642650604248,1.0007332563400269,1.0007332563400269,0,143.02574157714844,-0.34827375411987305,2.084467887878418,1198.376108262,0.0005184624460525811,0,16.229726791381836,1049.1773681640625,140000.0,0.2514097988605499,0.1076502650976181,0.1170862540602684,0.2693508565425873
1,49.72999954223633,0.2745896875858307,0.28588831424713135,0.2745896875858307,7,2.8112144470214844,3.0590343475341797,0.0004078361962456256,1.0014193058013916,0.008799705654382706,1000,222.0,0.005620452109724283,10,-2.4414061883248905e-08,1.8863791227340698,3.8267593383789062,1.2552233934402466,0.09336023032665253,8,25.783987045288086,1.6429842710494995,0.19341836869716644,135.45361328125,0.026007255539298058,0,1746497604.1475306,0.28588831424713135,0.2745896875858307,121.86799621582031,8.893198013305664,1.001419186592102,1.0014193058013916,0,147.6520233154297,-0.1548553854227066,2.643071174621582,1342.670963692,0.001003544544801116,0,20.056486129760742,1196.9249267578125,160000.0,0.28588831424713135,0.11063727736473083,0.13941632211208344,0.2629920244216919
1,42.16999816894531,0.3071170449256897,0.31940069794654846,0.3071170449256897,8,-0.0919618085026741,3.2165122032165527,0.00033459856058470905,1.001906394958496,0.009901544079184532,1000,91.94999694824219,0.0037730438634753227,10,2.2888183792701966e-08,2.302334785461426,-7.221454620361328,1.271910309791565,0.07538257539272308,9,28.890228271484375,1.6561646461486816,-0.25450558960437775,138.69161987304688,0.03590879961848259,0,1746497748.44234,0.31940069794654846,0.3071170449256897,115.31454467773438,8.325052261352539,1.001906394958496,1.001906394958496,0,144.20481872558594,-0.40936097502708435,3.2603724002838135,1488.621249351,0.0013480248162522912,0,12.835031509399414,1341.2257080078125,180000.0,0.31940069794654846,0.2615830600261688,0.13175129890441895,0.303335577249527
1,40.15999984741211,0.33911484479904175,0.3531072437763214,0.33911484479904175,9,0.662163496017456,3.6637516021728516,0.0003151784185320139,1.0007904767990112,-0.0016976892948150635,1000,144.10000610351562,0.004214294720441103,10,-1.5258788677030566e-09,2.1784722805023193,1.5255279541015625,1.2808798551559448,0.05397668480873108,10,27.612791061401367,1.6630100011825562,0.11256945133209229,137.12606811523438,0.034211110323667526,0,1746497894.3922977,0.3531072437763214,0.33911484479904175,118.23834991455078,9.448734283447266,1.0007904767990112,1.0007904767990112,0,145.8511962890625,-0.29679152369499207,3.637615442276001,1630.841270398,0.0005589234060607851,0,14.360559463500977,1487.16748046875,200000.0,0.3531072437763214,0.29071295261383057,0.14566439390182495,0.3173258602619171
