Train/PolicyStd,Time/Epoch,Metrics/LagrangeMultiplier/Std,Value/Adv,Metrics/LagrangeMultiplier/Max,_timestamp,Value/cost,Safety/ShieldLagrangeMultiplier/Std,TotalEnvSteps,_runtime,Value/reward,Loss/Loss_cost_critic,Safety/ShieldLagrangeMultiplier/Max,Train/PolicyRatio,Safety/shield_adv_c,Train/Epoch,Metrics/LagrangeMultiplier/Min,Train/Entropy,Loss/Loss_reward_critic/Delta,Metrics/EpLen,Safety/ShieldLagrangeMultiplier/Min,Time/Update,Time/Total,Loss/Loss_pi/Delta,Safety/shield_violation,Safety/EpCostShield,Metrics/EpCost,Safety/ShieldLagrangeMultiplier,Metrics/EpRet,Loss/Loss_cost_critic/Delta,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier,Time/Rollout,Train/KL,Time/FPS,Train/LR,Train/PolicyRatio/Std,Train/PolicyRatio/Max,Train/PolicyRatio/Min,Loss/Loss_pi,Train/StopIter,_step
0.9934868812561035,264.3469543457031,0,-0.32821306586265564,0.03599999472498894,1746541031.2017329,0.060276128351688385,0,20000.0,482.596135203,-0.18493911623954773,12.975120544433594,0.044999994337558746,0.9991992115974426,NaN,0,0.03599999472498894,1.4123929738998413,0.0042081172578036785,1000,0.044999994337558746,128.73410034179688,264.3479309082031,-0.009237403981387615,0.05064474046230316,72.6500015258789,45.349998474121094,0.044999994337558746,-0.11641721427440643,12.975120544433594,0.0042081172578036785,0.03599999472498894,135.61277770996094,0.007796762511134148,75.65814971923828,0.0002969999914057553,0.011171719059348106,0.9991992712020874,0.9991992712020874,-0.009237403981387615,40,1
0.9937711358070374,217.2054443359375,0,0.06884294748306274,0.06879173964262009,1746541248.4950063,1.4599589109420776,0,40000.0,705.95089056,-0.16711153090000153,4.140664577484131,0.07003490626811981,0.9986546039581299,NaN,1,0.06879173964262009,1.4125031232833862,-0.0016878412570804358,1000,0.07003490626811981,128.75076293945312,481.64605712890625,-0.04902919474989176,2.0865535736083984,4.550000190734863,23.424999237060547,0.07003490626811981,-0.05329162999987602,-8.834455966949463,0.0025202760007232428,0.06879173964262009,88.45463562011719,0.00960936676710844,92.07872009277344,0.00029399999766610563,0.011961804702877998,0.9986546039581299,0.9986546039581299,-0.05826659873127937,40,2
0.9764963984489441,223.2761688232422,0,-0.23705075681209564,0.10044672340154648,1746541471.849461,1.1985834836959839,0,60000.0,929.818639187,-0.1388958990573883,5.098913192749023,0.09665730595588684,1.0003788471221924,NaN,2,0.10044672340154648,1.394565463066101,-0.0005100613925606012,1000,0.09665730595588684,130.35516357421875,705.0011596679688,0.029265189543366432,1.4840412139892578,31.350000381469727,19.46666717529297,0.09665730595588684,0.20267292857170105,0.9582486152648926,0.0020102146081626415,0.10044672340154648,92.92096710205078,0.01035440992563963,89.57516479492188,0.000291000003926456,0.011715925298631191,1.0003788471221924,1.0003788471221924,-0.02900140918791294,40,3
0.9692347645759583,223.77432250976562,0,0.056480683386325836,0.13170510530471802,1746541695.7175,0.9826399683952332,0,80000.0,1151.721586783,-0.09967507421970367,7.8423614501953125,0.12639600038528442,0.9995989799499512,NaN,3,0.13170510530471802,1.3868248462677002,0.00013021077029407024,1000,0.12639600038528442,129.03782653808594,928.8610229492188,0.058405375108122826,1.493660569190979,63.54999923706055,19.475000381469727,0.12639600038528442,0.2412676364183426,2.743448257446289,0.0021404253784567118,0.13170510530471802,94.73644256591797,0.008066273294389248,89.37576293945312,0.0002880000101868063,0.010906764306128025,0.9995989799499512,0.9995989799499512,0.029403965920209885,40,4
0.9466022253036499,221.80563354492188,0,-0.13846638798713684,0.16234812140464783,1746541917.6199214,1.847928524017334,0,100000.0,1377.486409454,-0.07727617025375366,6.216240882873535,0.15701523423194885,0.999308705329895,NaN,4,0.16234812140464783,1.3632330894470215,0.0008262537885457277,1000,0.15701523423194885,129.21434020996094,1150.75341796875,-0.06299543753266335,3.6023831367492676,43.400001525878906,16.510000228881836,0.15701523423194885,0.31260043382644653,-1.6261205673217773,0.0029666791670024395,0.16234812140464783,92.59123992919922,0.010200362652540207,90.16903686523438,0.0002849999873433262,0.011383194476366043,0.999308705329895,0.999308705329895,-0.03359147161245346,40,5
0.9264824390411377,225.6251220703125,0,-0.1497209519147873,0.1915796846151352,1746542143.3851986,1.1775559186935425,0,120000.0,1599.599866438,-0.04669841751456261,6.658650875091553,0.18830063939094543,1.0009578466415405,NaN,5,0.1915796846151352,1.3417543172836304,0.0007230625487864017,1000,0.18830063939094543,130.09075927734375,1376.4874267578125,0.0006234534084796906,3.488347291946411,44.04999923706055,10.84000015258789,0.18830063939094543,0.4794442355632782,0.4424099922180176,0.0036897417157888412,0.1915796846151352,95.53430938720703,0.009930378757417202,88.64261627197266,0.00028199999360367656,0.011196263134479523,1.00095796585083,1.00095796585083,-0.03296801820397377,40,6
0.9210337400436401,221.9035186767578,0,0.002848692238330841,0.22066442668437958,1746542365.4980505,2.872986316680908,0,140000.0,1823.688423925,-0.01515891682356596,7.43560266494751,0.2204378843307495,0.9995865225791931,NaN,6,0.22066442668437958,1.3357120752334595,0.0016404963098466396,1000,0.2204378843307495,129.15777587890625,1598.5186767578125,-0.016462720930576324,4.889735221862793,52.0,15.399999618530273,0.2204378843307495,0.4622153043746948,0.776951789855957,0.005330238025635481,0.22066442668437958,92.74569702148438,0.0072615179233253,90.12925720214844,0.0002789999998640269,0.009739918634295464,0.9995865225791931,0.9995865225791931,-0.049430739134550095,40,7
0.9119759798049927,223.92880249023438,0,0.06804575026035309,0.2497662901878357,1746542589.5864456,1.4767016172409058,0,160000.0,2045.178974317,-0.0011815405450761318,4.2528533935546875,0.2529537081718445,0.9998451471328735,NaN,7,0.2497662901878357,1.325946569442749,-0.001305440440773964,1000,0.2529537081718445,130.1905975341797,1822.6729736328125,0.042024203576147556,3.052293300628662,46.25,15.869999885559082,0.2529537081718445,0.38793429732322693,-3.1827492713928223,0.004024797584861517,0.2497662901878357,93.73816680908203,0.008189660497009754,89.31410217285156,0.00027600000612437725,0.010726558975875378,0.9998451471328735,0.9998451471328735,-0.007406535558402538,40,8
0.9120349884033203,221.35107421875,0,-0.2449810802936554,0.279141366481781,1746542811.0779285,2.3308262825012207,0,180000.0,2266.660540435,-0.015324331820011139,4.452025890350342,0.2862963378429413,0.9996496438980103,NaN,8,0.279141366481781,1.326269507408142,0.0008053700439631939,1000,0.2862963378429413,129.10166931152344,2044.17822265625,0.013959630392491817,4.169439315795898,61.849998474121094,17.350000381469727,0.2862963378429413,0.24942618608474731,0.1991724967956543,0.004830167628824711,0.279141366481781,92.2493667602539,0.008068735711276531,90.35420227050781,0.0002730000123847276,0.01084329467266798,0.9996496438980103,0.9996496438980103,0.006553094834089279,40,9
0.8999478816986084,221.30975341796875,0,0.2257242202758789,0.3088058829307556,1746543032.5593555,1.7038683891296387,0,200000.0,2491.465779169,-0.006777636706829071,4.212939262390137,0.3197985887527466,1.002078652381897,NaN,9,0.3088058829307556,1.3129360675811768,0.0009434777311980724,1000,0.3197985887527466,129.356201171875,2265.6171875,-0.0415249727666378,4.2414631843566895,48.04999923706055,17.649999618530273,0.3197985887527466,0.13822679221630096,-0.23908662796020508,0.005773645360022783,0.3088058829307556,91.95352172851562,0.00950679462403059,90.3710708618164,0.0002699999895412475,0.010410533286631107,1.002078652381897,1.002078652381897,-0.03497187793254852,40,10
