Value/Adv,Train/PolicyStd,Loss/Loss_pi,Loss/Loss_cost_critic/Delta,Value/reward,Metrics/LagrangeMultiplier/Max,Time/Total,Metrics/LagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Std,_timestamp,Train/Entropy,_runtime,Train/StopIter,Metrics/EpCost,Safety/ShieldLagrangeMultiplier,Time/Update,Time/Rollout,Time/Epoch,Train/LR,Safety/shield_adv_c,Train/PolicyRatio,Safety/EpCostShield,Metrics/EpLen,Metrics/LagrangeMultiplier/Std,_step,Metrics/EpRet,Safety/shield_violation,Train/PolicyRatio/Std,Loss/Loss_reward_critic/Delta,Loss/Loss_reward_critic,Value/cost,Loss/Loss_pi/Delta,Safety/ShieldLagrangeMultiplier/Min,TotalEnvSteps,Loss/Loss_cost_critic,Train/KL,Train/PolicyRatio/Min,Metrics/LagrangeMultiplier/Min,Safety/ShieldLagrangeMultiplier/Max,Time/FPS,Train/Epoch,Train/PolicyRatio/Max
0.05001935362815857,0.9777090549468994,-0.4270951449871063,32.051055908203125,0.0638689175248146,0.035999998450279236,265.2862854003906,0.035999998450279236,0,1746537525.4230802,1.3963570594787598,504.935694635,40,59.29999923706055,0.04500000178813934,128.09332275390625,137.19151306152344,265.2849426269531,0.0002969999914057553,NaN,1.00405752658844,71.2249984741211,500,0,1,-0.2551754117012024,-0.04201687127351761,0.010660646483302116,0.008344441652297974,0.008344441652297974,-0.03927947208285332,-0.4270951449871063,0.04500000178813934,20000.0,32.051055908203125,0.009294000454246998,1.00405752658844,0.035999998450279236,0.04500000178813934,75.39063262939453,0,1.00405752658844
0.3287011981010437,0.9345958232879639,-0.38261640071868896,-6.019012451171875,0.03990417346358299,0.07102449983358383,503.8555603027344,0.07102449983358383,0,1746537764.0056138,1.351174235343933,737.936589473,40,70.82499694824219,0.0798250213265419,129.2747039794922,109.23149871826172,238.50625610351562,0.00029399999766610563,NaN,1.0038124322891235,99.6500015258789,500,0,2,0.03589633107185364,3.619621992111206,0.013269376941025257,-0.0008585755713284016,0.007485866080969572,2.9284932613372803,0.04447874426841736,0.0798250213265419,40000.0,26.03204345703125,0.01334287878125906,1.0038124322891235,0.07102449983358383,0.0798250213265419,83.85523986816406,1,1.0038124322891235
-0.11914810538291931,0.8952611684799194,-0.39072078466415405,0.5858058929443359,0.06428986042737961,0.10612374544143677,736.8375244140625,0.10612374544143677,0,1746537997.0064898,1.3081328868865967,974.409391983,40,72.0199966430664,0.11438693106174469,128.74887084960938,104.15946960449219,232.908447265625,0.000291000003926456,NaN,1.0065304040908813,72.67500305175781,500,0,3,0.4834458529949188,4.728499412536621,0.013252634555101395,0.0025615314953029156,0.010047397576272488,3.606466293334961,-0.008104383945465088,0.11438693106174469,60000.0,26.617849349975586,0.016244452446699142,1.006530523300171,0.10612374544143677,0.11438693106174469,85.87065124511719,2,1.006530523300171
-0.03222388029098511,0.8631380200386047,-0.33150410652160645,12.352338790893555,0.08729970455169678,0.14132176339626312,973.34228515625,0.14132176339626312,0,1746538233.4791968,1.2714014053344727,1210.140412563,40,76.97000122070312,0.1492442786693573,128.05532836914062,108.3563232421875,236.4116973876953,0.0002880000101868063,NaN,1.006295084953308,104.82499694824219,500,0,4,1.1232508420944214,8.14387035369873,0.012545093894004822,-0.0005153976380825043,0.009531999938189983,6.959197044372559,0.05921667814254761,0.1492442786693573,80000.0,38.97018814086914,0.012714744545519352,1.006295084953308,0.14132176339626312,0.1492442786693573,84.59818267822266,3,1.006295084953308
-0.05126490071415901,0.8372603058815002,-0.3057061731815338,9.261829376220703,0.14217709004878998,0.176603764295578,1209.077392578125,0.176603764295578,0,1746538469.2103307,1.2410697937011719,1441.746943607,40,78.06999969482422,0.1843428909778595,127.81321716308594,107.86078643798828,235.67405700683594,0.0002849999873433262,NaN,1.0054906606674194,108.875,500,0,5,1.7705553770065308,9.612899780273438,0.012778079137206078,-0.0003173425793647766,0.009214657358825207,7.232670307159424,0.025797933340072632,0.1843428909778595,100000.0,48.232017517089844,0.01463694404810667,1.0054906606674194,0.176603764295578,0.1843428909778595,84.86296844482422,4,1.0054906606674194
-0.028395555913448334,0.7996295690536499,-0.3552823066711426,-24.292377471923828,0.19076098501682281,0.2116708755493164,1440.6717529296875,0.2116708755493164,0,1746538700.8167644,1.1950960159301758,1674.813773848,40,65.66000366210938,0.2185640037059784,128.6923065185547,102.84528350830078,231.5376434326172,0.00028199999360367656,NaN,1.0110270977020264,62.099998474121094,500,0,6,2.2768306732177734,5.941588878631592,0.014691666699945927,0.0023777103051543236,0.01159236766397953,4.296528339385986,-0.049576133489608765,0.2185640037059784,120000.0,23.939640045166016,0.014964812435209751,1.011027216911316,0.2116708755493164,0.2185640037059784,86.37904357910156,5,1.011027216911316
0.41177642345428467,0.7768234610557556,-0.35127145051956177,6.971616744995117,0.28080278635025024,0.24565072357654572,1673.739990234375,0.24565072357654572,0,1746538933.8835683,1.1662663221359253,1903.224358835,40,42.72999954223633,0.25193774700164795,129.42686462402344,103.5715103149414,232.99842834472656,0.0002789999998640269,NaN,1.0091837644577026,56.025001525878906,500,0,7,2.9816672801971436,7.442858695983887,0.01285471674054861,0.008457250893115997,0.020049618557095528,5.201285362243652,0.0040108561515808105,0.25193774700164795,140000.0,30.911256790161133,0.012788498774170876,1.0091837644577026,0.24565072357654572,0.25193774700164795,85.83749389648438,6,1.0091837644577026
-0.04967410862445831,0.7495424151420593,-0.3823421001434326,-13.135320663452148,0.37391215562820435,0.27830708026885986,1902.1417236328125,0.27830708026885986,0,1746539162.2941432,1.1304335594177246,2133.172867173,40,33.66999816894531,0.2833194136619568,128.04006958007812,100.29271697998047,228.33287048339844,0.00027600000612437725,NaN,1.0118449926376343,28.524999618530273,500,0,8,3.520120859146118,5.374517440795898,0.013588695786893368,-0.0037301108241081238,0.016319507732987404,3.3310866355895996,-0.03107064962387085,0.2833194136619568,160000.0,17.775936126708984,0.01418418250977993,1.0118449926376343,0.27830708026885986,0.2833194136619568,87.59142303466797,7,1.0118449926376343
0.15845942497253418,0.7271897196769714,-0.3381322920322418,4.842550277709961,0.4290224611759186,0.3087877631187439,2132.10888671875,0.3087877631187439,0,1746539392.2427175,1.1001664400100708,2364.550878622,40,17.25,0.31388047337532043,128.47203063964844,101.41839599609375,229.89048767089844,0.0002730000123847276,NaN,1.0099424123764038,42.75,500,0,9,3.6018130779266357,6.233770370483398,0.012759950011968613,0.0023348424583673477,0.01865435019135475,3.8738718032836914,0.044209808111190796,0.31388047337532043,180000.0,22.618486404418945,0.014638079330325127,1.0099424123764038,0.3087877631187439,0.31388047337532043,86.9979476928711,8,1.0099424123764038
0.4391407370567322,0.7095157504081726,-0.29419511556625366,0.6713027954101562,0.512596845626831,0.33789893984794617,2363.48583984375,0.33789893984794617,0,1746539623.6208713,1.0755304098129272,2590.871424262,40,22.950000762939453,0.34419873356819153,128.41676330566406,102.90196228027344,231.31878662109375,0.0002699999895412475,NaN,1.0091526508331299,51.224998474121094,500,0,10,4.198485374450684,5.9549078941345215,0.013158652000129223,0.0012872032821178436,0.019941553473472595,3.206641435623169,0.04393717646598816,0.34419873356819153,200000.0,23.2897891998291,0.013572372496128082,1.0091527700424194,0.33789893984794617,0.34419873356819153,86.46076965332031,9,1.0091527700424194
