Safety/shield_violation,Safety/EpCostShield,Train/PolicyStd,Metrics/EpLen,Loss/Loss_pi/Delta,Train/PolicyRatio/Min,Loss/Loss_reward_critic,Value/cost,Metrics/LagrangeMultiplier/Std,Metrics/EpRet,Safety/ShieldLagrangeMultiplier,Loss/Loss_cost_critic,Time/FPS,Metrics/EpCost,Safety/ShieldLagrangeMultiplier/Min,_timestamp,Loss/Loss_pi,TotalEnvSteps,Train/Epoch,Safety/ShieldLagrangeMultiplier/Std,_runtime,Train/PolicyRatio,Safety/shield_adv_c,Loss/Loss_reward_critic/Delta,Train/PolicyRatio/Max,Time/Rollout,Train/StopIter,Train/Entropy,Train/KL,Value/Adv,Metrics/LagrangeMultiplier,Time/Update,Metrics/LagrangeMultiplier/Min,Train/PolicyRatio/Std,Loss/Loss_cost_critic/Delta,Train/LR,Time/Epoch,Metrics/LagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier/Max,Time/Total,_step,Value/reward
0.03813456371426582,4.900000095367432,0.9707679748535156,1000,-0.45889541506767273,1.0050421953201294,0.006661094259470701,-0.18983183801174164,0,-3.4691765308380127,0.044999994337558746,0.9648374319076538,80.25811767578125,2.950000047683716,0.044999994337558746,1746517356.1197348,-0.45889541506767273,20000.0,0,0,468.103948311,1.0050421953201294,NaN,0.006661094259470701,1.0050421953201294,140.4521026611328,40,1.3891907930374146,0.0113114845007658,-0.2375866174697876,0.03599999472498894,108.74381256103516,0.03599999472498894,0.011190115474164486,0.9648374319076538,0.0002969999914057553,249.19598388671875,0.03599999472498894,0.044999994337558746,249.19760131835938,1,0.008223266340792179
0.17562462389469147,19.649999618530273,0.934164822101593,1000,0.02106940746307373,1.0049165487289429,0.009810647927224636,-0.038027845323085785,0,-3.5596587657928467,0.07594332844018936,1.7216482162475586,91.92486572265625,3.825000047683716,0.07594332844018936,1746517573.760638,-0.437826007604599,40000.0,1,0,687.450702041,1.0049165487289429,NaN,0.003149553667753935,1.0049165487289429,108.41526794433594,40,1.3507957458496094,0.010545702651143074,-0.01612057536840439,0.07094542682170868,109.15367126464844,0.07094542682170868,0.011878939345479012,0.7568107843399048,0.00029399999766610563,217.56900024414062,0.07094542682170868,0.07594332844018936,466.841064453125,2,-0.04762766882777214
0.5691307187080383,49.29999923706055,0.8986351490020752,1000,0.006948977708816528,1.00828218460083,0.012113156728446484,-0.0036160957533866167,0,-3.0330541133880615,0.10571104288101196,5.21638822555542,91.20723724365234,8.833333015441895,0.10571104288101196,1746517793.1074388,-0.43087702989578247,60000.0,2,0,907.636275866,1.00828218460083,NaN,0.0023025088012218475,1.00828218460083,109.7091293334961,40,1.3120049238204956,0.012580394744873047,0.4868333041667938,0.10351915657520294,109.5716552734375,0.10351915657520294,0.012340397574007511,3.4947400093078613,0.000291000003926456,219.2808380126953,0.10351915657520294,0.10571104288101196,686.1912841796875,3,-0.08307962119579315
1.09383225440979,11.100000381469727,0.8743646144866943,1000,0.06268885731697083,1.0069775581359863,0.006124632433056831,0.23735053837299347,0,-2.534480571746826,0.13373146951198578,1.9808409214019775,90.8582534790039,7.324999809265137,0.13373146951198578,1746518013.293003,-0.36818817257881165,80000.0,3,0,1123.930546033,1.0069775581359863,NaN,-0.005988524295389652,1.0069775581359863,110.09881591796875,40,1.2846466302871704,0.010795916430652142,0.049897320568561554,0.1370616853237152,110.02423858642578,0.1370616853237152,0.011681651696562767,-3.2355473041534424,0.0002880000101868063,220.12310791015625,0.1370616853237152,0.13373146951198578,906.3826904296875,4,-0.061135802417993546
1.264290452003479,30.350000381469727,0.8534117341041565,1000,0.02205219864845276,1.007728099822998,0.007581122685223818,0.34704071283340454,0,-2.2272727489471436,0.16371656954288483,1.5021997690200806,92.49320983886719,6.599999904632568,0.16371656954288483,1746518229.5873015,-0.3461359739303589,100000.0,4,0,1346.862467032,1.007728099822998,NaN,0.0014564902521669865,1.007728099822998,107.32894897460938,40,1.260392189025879,0.012139899656176567,0.32170552015304565,0.17105430364608765,108.90309143066406,0.17105430364608765,0.011835869401693344,-0.478641152381897,0.0002849999873433262,216.2321014404297,0.17105430364608765,0.16371656954288483,1122.6800537109375,5,-0.06732164323329926
2.2620930671691895,34.54999923706055,0.8288735747337341,1000,-0.02989974617958069,1.010550618171692,0.006491906009614468,0.4453688859939575,0,-1.5811243057250977,0.1951809823513031,2.609860897064209,89.74771881103516,8.130000114440918,0.1951809823513031,1746518452.5191712,-0.3760357201099396,120000.0,5,0,1568.461950801,1.010550618171692,NaN,-0.0010892166756093502,1.010550618171692,113.0571060180664,40,1.2312052249908447,0.013858068734407425,-0.43603554368019104,0.20556378364562988,109.78972625732422,0.20556378364562988,0.012767799198627472,1.1076611280441284,0.00028199999360367656,222.8468780517578,0.20556378364562988,0.1951809823513031,1345.5870361328125,6,-0.057759448885917664
3.213024139404297,24.049999237060547,0.8069565892219543,1000,0.017444372177124023,1.0109245777130127,0.0038963411934673786,0.9111494421958923,0,-0.8002859354019165,0.22688712179660797,3.3985021114349365,90.28170776367188,8.279999732971191,0.22688712179660797,1746518674.1186962,-0.35859134793281555,140000.0,6,0,1787.356859519,1.0109245777130127,NaN,-0.002595564816147089,1.0109245777130127,111.79451751708984,40,1.2043811082839966,0.01230793260037899,0.15478432178497314,0.24046269059181213,109.73423767089844,0.24046269059181213,0.012496531009674072,0.7886412143707275,0.0002789999998640269,221.52880859375,0.24046269059181213,0.22688712179660797,1567.1988525390625,7,-0.049571797251701355
1.6246649026870728,5.949999809265137,0.7932246923446655,1000,0.007799297571182251,1.0125170946121216,0.006239819340407848,0.49167925119400024,0,-0.4257175028324127,0.2561214864253998,1.0491269826889038,91.3958969116211,4.510000228881836,0.2561214864253998,1746518893.0135677,-0.3507920503616333,160000.0,7,0,2007.23747207,1.012516975402832,NaN,0.0023434781469404697,1.0125170946121216,109.61774444580078,40,1.1871966123580933,0.01099518220871687,0.24604478478431702,0.2744954526424408,109.21041107177734,0.2744954526424408,0.012508563697338104,-2.3493751287460327,0.00027600000612437725,218.8282012939453,0.2744954526424408,0.2561214864253998,1786.0972900390625,8,-0.048752978444099426
2.344149112701416,57.75,0.7623673677444458,1000,-0.02001604437828064,1.0150182247161865,0.014233138412237167,0.6494861245155334,0,-0.26323437690734863,0.28712478280067444,5.651702880859375,90.98979187011719,10.6899995803833,0.28712478280067444,1746519112.8942082,-0.37080809473991394,180000.0,8,0,2225.582587943,1.0150182247161865,NaN,0.007993319071829319,1.0150182247161865,111.01435089111328,40,1.1475118398666382,0.013932907022535801,-0.01772419735789299,0.30921420454978943,108.79046630859375,0.30921420454978943,0.013910152018070221,4.602575898170471,0.0002730000123847276,219.80487060546875,0.30921420454978943,0.28712478280067444,2005.9698486328125,9,-0.025005532428622246
3.524399995803833,30.25,0.7477430701255798,1000,0.00024819374084472656,1.0139025449752808,0.009370222687721252,0.8451613187789917,0,-0.027355732396245003,0.31863856315612793,2.9853835105895996,91.631103515625,10.5600004196167,0.31863856315612793,1746519331.2393029,-0.3705599009990692,200000.0,9,0,2445.539730086,1.0139025449752808,NaN,-0.004862915724515915,1.0139025449752808,106.42644500732422,40,1.1281453371047974,0.01413648296147585,-0.010100901126861572,0.3444984555244446,111.8399887084961,0.3444984555244446,0.013698353432118893,-2.6663193702697754,0.0002699999895412475,218.26649475097656,0.3444984555244446,0.31863856315612793,2224.3125,10,-0.03408593684434891
