Loss/Loss_pi/Delta,Train/KL,Time/Rollout,Value/Adv,Metrics/EpLen,Train/LR,Safety/ShieldLagrangeMultiplier/Std,Loss/Loss_cost_critic,Misc/xHx,Loss/Loss_cost_critic/Delta,Time/Epoch,Train/PolicyRatio/Min,Safety/ShieldLagrangeMultiplier,TotalEnvSteps,_step,Safety/shield_adv_c,Metrics/LagrangeMultiplier,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Time/FPS,Train/PolicyStd,_runtime,Misc/FinalStepNorm,Misc/AcceptanceStep,Metrics/EpCost,Misc/Alpha,Metrics/EpRet,Time/Update,Safety/ShieldLagrangeMultiplier/Min,Train/StopIter,Safety/shield_violation,Safety/EpCostShield,Misc/gradient_norm,Train/PolicyRatio,Train/PolicyRatio/Std,Safety/ShieldLagrangeMultiplier/Max,Train/Epoch,_timestamp,Train/Entropy,Time/Total,Loss/Loss_pi,Value/cost,Train/PolicyRatio/Max,Metrics/LagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Min,Value/reward,Metrics/LagrangeMultiplier/Std,Misc/H_inv_g
-0.396390825510025,0.0003287133586127311,91.12415313720703,-9.155272984173735e-09,1000,0,0,17.244752883911133,0.0029152454808354378,17.244752883911133,107.4021224975586,1.0021283626556396,0.044999994337558746,20000.0,1,-0.08418820053339005,0.03599999472498894,0.007549317553639412,0.007549317553639412,186.216064453125,1.0372735261917114,187.800029754,0.26432332396507263,1,35.04999923706055,2.619248390197754,-0.40703535079956055,16.277942657470703,0.044999994337558746,10,0.2262008786201477,65.25,0.04947342723608017,1.00212824344635,0.0015049796784296632,0.044999994337558746,0,1746524455.4553065,1.4552067518234253,107.40283203125,-0.396390825510025,0.1811559498310089,1.0021283626556396,0.03599999472498894,0.03599999472498894,0.041551679372787476,0,0.10091570764780045
-0.04093766212463379,0.00033612758852541447,63.66352081298828,-1.3732909920349812e-08,1000,0,0,5.7810821533203125,0.002604699693620205,-11.46367073059082,79.16262817382812,1.0016944408416748,0.07595951855182648,40000.0,2,0.16091060638427734,0.06948943436145782,0.003966637887060642,-0.0035826796665787697,252.64447021484375,1.0827728509902954,267.483702542,0.2669256329536438,1,20.924999237060547,2.7709925174713135,-0.48569029569625854,15.499082565307617,0.07595951855182648,10,1.078050971031189,23.799999237060547,0.05859442800283432,1.0016943216323853,0.0011980943381786346,0.07595951855182648,1,1746524534.9722252,1.4982867240905762,186.6173858642578,-0.4373284876346588,0.6559918522834778,1.0016944408416748,0.06948943436145782,0.06948943436145782,0.03174683824181557,0,0.09632851928472519
0.10667446255683899,0.000291685777483508,64.33978271484375,-9.155272984173735e-09,1000,0,0,7.230297088623047,0.0036760715302079916,1.4492149353027344,79.61175537109375,1.0024598836898804,0.10683225840330124,60000.0,3,0.05497196316719055,0.102271169424057,0.0022162441164255142,-0.001750393770635128,251.21917724609375,1.1259437799453735,352.150037428,0.3136983811855316,1,18.350000381469727,2.3325040340423584,-0.37427985668182373,15.271955490112305,0.10683225840330124,10,1.796303153038025,30.25,0.04881269857287407,1.0024598836898804,0.0017393723828718066,0.10683225840330124,2,1746524614.6570902,1.5371993780136108,266.6033020019531,-0.3306540250778198,0.8568182587623596,1.0024598836898804,0.102271169424057,0.102271169424057,0.024401677772402763,0,0.134489968419075
0.01227569580078125,0.0002933049399871379,68.7369613647461,0.0,1000,0,0,17.804786682128906,0.002711036941036582,10.57448959350586,84.61407470703125,1.0001602172851562,0.13711439073085785,80000.0,4,0.8389847278594971,0.1359463930130005,0.0038740176241844893,0.001657773507758975,236.3673095703125,1.178571105003357,436.656799958,0.31281259655952454,1,32.087501525878906,2.716104507446289,-0.1639889031648636,15.877080917358398,0.13711439073085785,10,2.7782955169677734,130.4499969482422,0.0368737056851387,1.0001602172851562,0.00011334695591358468,0.13711439073085785,3,1746524699.3233604,1.5825718641281128,351.2697448730469,-0.3183783292770386,1.527176022529602,1.0001602172851562,0.1359463930130005,0.1359463930130005,0.020146548748016357,0,0.11516956984996796
-0.08458518981933594,0.00029971665935590863,68.4808120727539,2.2888182460434336e-09,1000,0,0,10.315312385559082,0.002132532186806202,-7.489474296569824,84.44671630859375,1.0034316778182983,0.1684640794992447,100000.0,5,0.5561894774436951,0.17019779980182648,0.003851260058581829,-2.275756560266018e-05,236.8357391357422,1.2071239948272705,523.250868432,0.3274347484111786,1,34.099998474121094,3.0624301433563232,-0.03289450332522392,15.9658784866333,0.1684640794992447,10,3.9579901695251465,72.75,0.029127201065421104,1.0034316778182983,0.0024265346582978964,0.1684640794992447,4,1746524783.8300714,1.6059805154800415,435.7686462402344,-0.4029635190963745,1.9621037244796753,1.0034316778182983,0.17019779980182648,0.17019779980182648,0.02249649353325367,0,0.10691990703344345
0.042120903730392456,0.00037472465191967785,70.61634063720703,3.051757735406113e-09,1000,0,0,16.932079315185547,0.0037888786755502224,6.616766929626465,86.54375457763672,1.0026509761810303,0.2010549008846283,120000.0,6,1.169096827507019,0.20487934350967407,0.004596642218530178,0.000745382159948349,231.09698486328125,1.242547869682312,608.683327148,0.28155118227005005,1,36.0099983215332,2.297518730163574,0.23970161378383636,15.927385330200195,0.2010549008846283,10,4.744711875915527,103.30000305175781,0.06603359431028366,1.0026508569717407,0.0018744670087471604,0.2010549008846283,5,1746524870.4242032,1.6335304975509644,522.372802734375,-0.36084261536598206,2.6751675605773926,1.0026509761810303,0.20487934350967407,0.20487934350967407,0.027544734999537468,0,0.1225457638502121
0.11511693894863129,0.000274850579444319,69.59022521972656,0.0,1000,0,0,24.293426513671875,0.002804078860208392,7.361347198486328,85.14635467529297,1.0013940334320068,0.23427562415599823,140000.0,7,0.7982717752456665,0.23987822234630585,0.01915324106812477,0.014556598849594593,234.8896942138672,1.2757381200790405,694.11785706,0.32424721121788025,1,50.869998931884766,2.6706631183624268,0.7451003789901733,15.556111335754395,0.23427562415599823,10,5.408044338226318,163.0500030517578,0.037759970873594284,1.0013939142227173,0.0009857305558398366,0.23427562415599823,6,1746524955.8566303,1.6582493782043457,607.5692138671875,-0.24572567641735077,3.0430126190185547,1.0013940334320068,0.23987822234630585,0.23987822234630585,0.04818565770983696,0,0.12141074240207672
-0.17585806548595428,0.0003526852233335376,69.62897491455078,7.629394005448376e-09,1000,0,0,10.375795364379883,0.0031535993330180645,-13.917631149291992,85.38397216796875,1.0019067525863647,0.2671806216239929,160000.0,8,-0.56312096118927,0.275251179933548,0.010615046136081219,-0.008538194932043552,234.2360076904297,1.2965431213378906,782.810091742,0.2990218997001648,1,55.0099983215332,2.5183207988739014,1.0877071619033813,15.754980087280273,0.2671806216239929,10,6.369410037994385,72.25,0.04882373288273811,1.0019067525863647,0.0013483057264238596,0.2671806216239929,7,1746525041.291269,1.673567295074463,693.2390747070312,-0.42158374190330505,3.8158702850341797,1.0019067525863647,0.275251179933548,0.275251179933548,0.07668204605579376,0,0.11873860657215118
0.1334620714187622,0.00030434803920798004,72.9739990234375,-6.103515470812226e-09,1000,0,0,15.824301719665527,0.004079963080585003,5.4485063552856445,88.6235580444336,1.0018857717514038,0.3008982837200165,180000.0,9,0.09541422128677368,0.31099629402160645,0.017981328070163727,0.007366281934082508,225.6736297607422,1.3309664726257324,866.859609446,0.3070761263370514,1,53.56999969482422,2.2140445709228516,1.3057316541671753,15.649539947509766,0.3008982837200165,10,6.5609846115112305,125.0999984741211,0.04447611793875694,1.0018857717514038,0.0013333576498553157,0.3008982837200165,8,1746525129.9835122,1.6994043588638306,781.9130859375,-0.28812167048454285,3.2459237575531006,1.0018857717514038,0.31099629402160645,0.31099629402160645,0.08887352049350739,0,0.1386946439743042
-0.08955883979797363,0.0002863947593141347,68.12089538574219,-9.155272984173735e-09,1000,0,0,10.99246597290039,0.0043500130996108055,-4.831835746765137,83.99872589111328,1.0030702352523804,0.3345790505409241,200000.0,10,0.5242972373962402,0.34710830450057983,0.016550078988075256,-0.0014312490820884705,238.09884643554688,1.3461793661117554,953.263329539,0.3279458284378052,1,58.369998931884766,2.144219398498535,1.6260054111480713,15.877813339233398,0.3345790505409241,10,6.469933032989502,87.30000305175781,0.042886923998594284,1.0030702352523804,0.002171012107282877,0.3345790505409241,9,1746525214.0329158,1.71201753616333,865.98046875,-0.3776805102825165,3.967730760574341,1.0030702352523804,0.34710830450057983,0.34710830450057983,0.10182208567857742,0,0.1529441624879837
