Metrics/EpLen,Time/Epoch,_step,Metrics/LagrangeMultiplier,Loss/Loss_cost_critic/Delta,Value/cost,Loss/Loss_pi,Value/reward,Value/Adv,Train/PolicyRatio,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,_timestamp,Train/Epoch,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier/Max,Time/Total,Loss/Loss_pi/Delta,Train/Entropy,Time/FPS,Train/PolicyRatio/Max,Train/StopIter,Train/PolicyStd,Metrics/LagrangeMultiplier/Std,TotalEnvSteps,Metrics/EpRet,Metrics/LagrangeMultiplier/Min,Train/LR,Train/KL,_runtime,Time/Rollout,Loss/Loss_cost_critic,Metrics/EpCost,Time/Update,Train/PolicyRatio/Min
500,190.48458862304688,1,0.03599999472498894,12.943260192871094,0.02311144396662712,-0.02413281239569187,0.023953093215823174,0.16437089443206787,0.9992403984069824,5.757611274719238,5.757611274719238,1743331710.4982474,0,0.014980850741267204,0.03599999472498894,190.48593139648438,-0.02413281239569187,1.4195533990859985,104.99536895751953,0.9992403388023376,25,1.000622272491455,0,20000.0,-3.60896372795105,0.03599999472498894,0.0002969999914057553,0.02002490870654583,377.028040933,123.90455627441406,12.943260192871094,35.92499923706055,66.5799560546875,0.9992403388023376
500,185.2893524169922,2,0.07025660574436188,-7.307459831237793,0.6704550385475159,-0.02459985390305519,-0.18702878057956696,0.020563490688800812,0.998591959476471,4.178643226623535,-1.5789680480957031,1743331895.860333,1,0.01532206404954195,0.07025660574436188,375.8504638671875,-0.0004670415073633194,1.4173935651779175,107.93928527832031,0.9985918998718262,23,0.9984824061393738,0,40000.0,0.927302360534668,0.07025660574436188,0.00029399999766610563,0.020410852506756783,555.208315203,125.11540985107422,5.635800361633301,25.899999618530273,60.17388153076172,0.9985918998718262
500,178.10435485839844,3,0.10329388082027435,-4.186298608779907,1.5668818950653076,-0.023806799203157425,-0.011238164268434048,0.12073680013418198,0.998683512210846,4.0734477043151855,-0.10519552230834961,1743332074.0407405,2,0.015750786289572716,0.10329388082027435,554.0293579101562,0.0007930546998977661,1.415219783782959,112.29371643066406,0.998683512210846,20,0.9963158369064331,0,60000.0,1.0757256746292114,0.10329388082027435,0.000291000003926456,0.021301815286278725,723.559554529,124.61368560791016,1.4495017528533936,18.40999984741211,53.49056625366211,0.998683512210846
500,168.27352905273438,4,0.1368045061826706,13.3282310962677,1.3537017107009888,-0.02730139158666134,0.08222533017396927,-0.010030537843704224,0.9984554052352905,5.864971160888672,1.7915234565734863,1743332242.391773,3,0.015143172815442085,0.1368045061826706,722.3751220703125,-0.003494592383503914,1.414867639541626,118.8541030883789,0.9984553456306458,17,0.9959669709205627,0,80000.0,0.047880154103040695,0.1368045061826706,0.0002880000101868063,0.020972328260540962,889.620363474,123.29916381835938,14.777732849121094,26.299999237060547,44.974308013916016,0.9984553456306458
500,165.9910430908203,5,0.1709544062614441,-5.167118072509766,5.858265399932861,-0.025316741317510605,0.14877578616142273,0.19928300380706787,0.9989379048347473,6.700725555419922,0.83575439453125,1743332408.452706,4,0.01537960022687912,0.1709544062614441,888.44921875,0.001984650269150734,1.4122874736785889,120.48843383789062,0.9989379048347473,16,0.993416965007782,0,100000.0,0.3274403512477875,0.1709544062614441,0.0002849999873433262,0.020149536430835724,1054.346272434,124.01431274414062,9.610614776611328,35.119998931884766,41.976654052734375,0.9989379048347473
500,164.6388702392578,6,0.20555229485034943,-1.216191291809082,3.9881348609924316,-0.02539704367518425,0.10062801837921143,0.11544457077980042,1.0000418424606323,6.941650390625,0.24092483520507812,1743332573.1788268,5,0.01550872903317213,0.20555229485034943,1053.154296875,-8.030235767364502e-05,1.411442518234253,121.4780044555664,1.0000418424606323,15,0.9925845265388489,0,120000.0,2.9478273391723633,0.20555229485034943,0.00028199999360367656,0.0203440822660923,1211.361032881,125.98308563232422,8.394423484802246,35.779998779296875,38.655704498291016,1.0000418424606323
500,156.94158935546875,7,0.24057729542255402,10.712454795837402,3.180588483810425,-0.03394477814435959,0.21949589252471924,0.13184912502765656,0.9979225993156433,4.837767601013184,-2.1038827896118164,1743332730.1934464,6,0.015505830757319927,0.24057729542255402,1210.1888427734375,-0.008547734469175339,1.4109781980514526,127.43594360351562,0.9979225397109985,13,0.9921317100524902,0,140000.0,3.8092806339263916,0.24057729542255402,0.0002789999998640269,0.021040892228484154,1378.457746052,124.45632934570312,19.10687828063965,44.959999084472656,32.48518753051758,0.9979225397109985
500,167.02676391601562,8,0.2758658826351166,-13.375550746917725,3.6277711391448975,-0.02632990851998329,0.44036903977394104,-0.02731984481215477,0.9990094304084778,4.8169450759887695,-0.020822525024414062,1743332897.2904081,7,0.015470420941710472,0.2758658826351166,1377.2845458984375,0.007614869624376297,1.4102312326431274,119.74128723144531,0.9990094304084778,16,0.9914174675941467,0,160000.0,1.5498666763305664,0.2758658826351166,0.00027600000612437725,0.020923497155308723,1530.451661131,125.37681579589844,5.731327533721924,39.349998474121094,41.64985275268555,0.9990094304084778
500,151.89231872558594,9,0.31116825342178345,5.531391620635986,4.856166362762451,-0.027217470109462738,0.5279736518859863,-0.054184965789318085,0.9986233115196228,5.501557350158691,0.6846122741699219,1743333049.2842095,8,0.016212448477745056,0.31116825342178345,1529.2469482421875,-0.0008875615894794464,1.4095650911331177,131.67222595214844,0.9986233115196228,11,0.9907738566398621,0,180000.0,0.2270880937576294,0.31116825342178345,0.0002730000123847276,0.020436836406588554,1687.70315411,124.9430923461914,11.26271915435791,34.88999938964844,26.94916343688965,0.9986233115196228
500,157.18026733398438,10,0.34614720940589905,-5.014448165893555,4.023981094360352,-0.028173713013529778,0.5505011081695557,-0.3049529194831848,1.001072883605957,4.818589210510254,-0.6829681396484375,1743333206.5358827,9,0.016039501875638962,0.34614720940589905,1686.5279541015625,-0.0009562429040670395,1.408768653869629,127.24243927001953,1.0010727643966675,13,0.9900027513504028,0,200000.0,1.286001443862915,0.34614720940589905,0.0002699999895412475,0.020437126979231834,1838.722865547,123.94954681396484,6.2482709884643555,29.309999465942383,33.23065185546875,1.0010727643966675
500,150.95297241210938,11,0.38116171956062317,7.6422624588012695,7.464974880218506,-0.029418569058179855,0.3339468240737915,-0.14905118942260742,0.9999685287475586,5.558719158172607,0.7401299476623535,1743333357.5553424,10,0.016655677929520607,0.38116171956062317,1837.5526123046875,-0.0012448560446500778,1.4096441268920898,132.49159240722656,0.9999685883522034,11,0.9908668398857117,0,220000.0,3.285122871398926,0.38116171956062317,0.00026699999580159783,0.02100915089249611,1981.767216706,122.96297454833984,13.890533447265625,33.97999954223633,27.989891052246094,0.9999685883522034
500,142.97882080078125,12,0.41663435101509094,3.832294464111328,9.473172187805176,-0.03230677545070648,0.2931697368621826,0.19690914452075958,1.000627875328064,8.293767929077148,2.735048770904541,1743333500.5999613,11,0.015082386322319508,0.41663435101509094,1980.59716796875,-0.0028882063925266266,1.4091036319732666,139.880859375,1.000627875328064,8,0.9903080463409424,0,240000.0,3.655524969100952,0.41663435101509094,0.0002640000020619482,0.020391138270497322,2147.016549557,122.16926574707031,17.722827911376953,43.72999954223633,20.80949592590332,1.000627875328064
500,165.188720703125,13,0.45208030939102173,-11.617689609527588,5.584006309509277,-0.0328255370259285,0.44467148184776306,0.07594111561775208,1.0012753009796143,4.497529983520508,-3.7962379455566406,1743333665.8492718,12,0.015567593276500702,0.45208030939102173,2145.8486328125,-0.0005187615752220154,1.4078248739242554,121.07364654541016,1.0012753009796143,16,0.9890937805175781,0,260000.0,1.9466538429260254,0.45208030939102173,0.0002610000083222985,0.02103324607014656,2289.768374643,123.85470581054688,6.105138301849365,35.09000015258789,41.33395004272461,1.0012753009796143
500,142.6935272216797,14,0.4873560667037964,3.9684882164001465,6.284183025360107,-0.028526335954666138,0.3471573293209076,0.20090603828430176,1.0019580125808716,5.606423377990723,1.1088933944702148,1743333808.601095,13,0.01665247417986393,0.4873560667037964,2288.602783203125,0.00429920107126236,1.4068511724472046,140.16053771972656,1.0019580125808716,8,0.9881357550621033,0,280000.0,3.2213568687438965,0.4873560667037964,0.0002579999854788184,0.02036607638001442,2444.300762677,123.40184783935547,10.073626518249512,32.61000061035156,19.291610717773438,1.0019580125808716
500,154.46568298339844,15,0.5220075249671936,-3.6018171310424805,6.081289768218994,-0.032844461500644684,0.5037514567375183,-0.027784720063209534,1.0011978149414062,4.844418525695801,-0.7620048522949219,1743333963.1335125,14,0.01625119335949421,0.5220075249671936,2443.126708984375,-0.004318125545978546,1.4060813188552856,129.4785919189453,1.0011979341506958,12,0.9873671531677246,0,300000.0,2.4170780181884766,0.5220075249671936,0.00025499999173916876,0.021352915093302727,2594.369293002,123.52944946289062,6.471809387207031,25.760000228881836,30.936174392700195,1.0011979341506958
500,149.99111938476562,16,0.5558359622955322,-0.8220109939575195,5.147976398468018,-0.028454361483454704,0.6252453923225403,0.1349128782749176,1.0009040832519531,4.019100666046143,-0.8253178596496582,1743334113.201506,15,0.01571313664317131,0.5558359622955322,2593.1845703125,0.0043901000171899796,1.4050374031066895,133.3412322998047,1.0009040832519531,10,0.9863623380661011,0,320000.0,3.218052387237549,0.5558359622955322,0.0002519999979995191,0.020574551075696945,2743.797084592,124.33358001708984,5.649798393249512,22.200000762939453,25.657440185546875,1.0009040832519531
500,149.34727478027344,17,0.5886538028717041,-0.9246349334716797,5.911962985992432,-0.027966860681772232,0.8876760601997375,-0.19373591244220734,0.999963641166687,5.869043350219727,1.849942684173584,1743334262.6297815,16,0.015869682654738426,0.5886538028717041,2742.616943359375,0.00048750080168247223,1.402859091758728,133.91607666015625,0.9999637007713318,11,0.9842249155044556,0,340000.0,3.836472272872925,0.5886538028717041,0.00024900000425986946,0.020391687750816345,2891.701911336,122.64653778076172,4.725163459777832,18.850000381469727,26.700666427612305,0.9999637007713318
500,147.83444213867188,18,0.6207115054130554,3.3829050064086914,4.301952362060547,-0.03148135542869568,0.8649218678474426,-0.3446694612503052,1.001537561416626,5.6003642082214355,-0.268679141998291,1743334410.5344458,17,0.016749411821365356,0.6207115054130554,2890.5263671875,-0.0035144947469234467,1.401458978652954,135.28646850585938,1.001537561416626,9,0.9828712940216064,0,360000.0,3.065525531768799,0.6207115054130554,0.0002460000105202198,0.020543640479445457,3040.144954706,125.1654052734375,8.108068466186523,20.079999923706055,22.668947219848633,1.001537561416626
500,148.3587188720703,19,0.6525261402130127,0.7098302841186523,3.7416679859161377,-0.037622105330228806,0.8179534673690796,-0.4654780924320221,0.999330461025238,3.794402837753296,-1.8059613704681396,1743334558.9774153,18,0.016819417476654053,0.6525261402130127,3038.9560546875,-0.006140749901533127,1.402001142501831,134.8083953857422,0.9993305206298828,10,0.9834206700325012,0,380000.0,4.4352521896362305,0.6525261402130127,0.00024300000222865492,0.02254580333828926,3185.232600895,123.44108581542969,8.817898750305176,24.649999618530273,24.917522430419922,0.9993305206298828
500,145.03057861328125,20,0.6855864524841309,11.121121406555176,6.612835884094238,-0.0566837377846241,0.8888632655143738,0.11840693652629852,1.0011919736862183,6.87573766708374,3.0813348293304443,1743334704.0653334,19,0.017408620566129684,0.6855864524841309,3184.071533203125,-0.019061632454395294,1.4022960662841797,137.90196228027344,1.0011918544769287,9,0.983726441860199,0,400000.0,5.528006553649902,0.6855864524841309,0.00023999999393709004,0.02173074521124363,3340.44285148,122.43610382080078,19.93902015686035,45.83000183105469,22.594411849975586,1.0011918544769287
