Train/PolicyRatio,Train/PolicyRatio/Max,Safety/ShieldLagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Min,Train/PolicyRatio/Min,Time/Update,Misc/gradient_norm,Value/Adv,Metrics/EpRet,Misc/H_inv_g,Train/PolicyStd,Safety/EpCostShield,Loss/Loss_pi,_step,Loss/Loss_reward_critic/Delta,Train/LR,Loss/Loss_cost_critic/Delta,Safety/ShieldLagrangeMultiplier/Std,_runtime,Value/cost,Metrics/LagrangeMultiplier/Min,Misc/Alpha,Time/Epoch,Time/FPS,Metrics/LagrangeMultiplier,Misc/FinalStepNorm,Safety/ShieldLagrangeMultiplier/Max,Time/Total,_timestamp,Time/Rollout,Train/Entropy,Safety/shield_adv_c,Metrics/EpCost,Metrics/LagrangeMultiplier/Max,Misc/AcceptanceStep,Value/reward,TotalEnvSteps,Loss/Loss_reward_critic,Misc/xHx,Train/Epoch,Loss/Loss_pi/Delta,Metrics/LagrangeMultiplier/Std,Metrics/EpLen,Loss/Loss_cost_critic,Train/PolicyRatio/Std,Train/StopIter,Train/KL,Safety/shield_violation
1.002063274383545,1.002063274383545,0.044999994337558746,0.044999994337558746,1.002063274383545,19.169815063476562,0.052789755165576935,-1.907348590179936e-08,-1.8475456237792969,0.08827096223831177,0.9962203502655029,16.600000381469727,-0.4660368263721466,1,0.01354151964187622,0,3.444287061691284,0,248.406768449,-0.01282518170773983,0.035999998450279236,2.8775649070739746,141.68653869628906,141.15667724609375,0.035999998450279236,0.25400543212890625,0.044999994337558746,141.6873779296875,1746514857.2018313,122.5167007446289,1.4150530099868774,0.15920576453208923,6.699999809265137,0.035999998450279236,1,0.06211816892027855,20000.0,0.01354151964187622,0.002415337832644582,0,-0.4660368263721466,0,1000,3.444287061691284,0.00145895523019135,10,0.00038278388092294335,-0.026162002235651016
1.0012842416763306,1.0012843608856201,0.07997514307498932,0.07997514307498932,1.0012843608856201,19.216848373413086,0.059729672968387604,-1.7929076889799944e-08,-1.7079168558120728,0.0769251361489296,1.002143144607544,16.200000762939453,-0.45781731605529785,2,-0.006479599978774786,0,-1.1755399703979492,0,353.050930782,0.2992126941680908,0.0686262845993042,2.923861265182495,105.6488037109375,189.3064422607422,0.0686262845993042,0.2249184399843216,0.07997514307498932,247.4073944091797,1746514962.9240413,86.43193817138672,1.420646071434021,-0.12036970257759094,3.3499999046325684,0.0686262845993042,1,0.03729885071516037,40000.0,0.007061919663101435,0.0023394546005874872,1,0.008219510316848755,0,1000,2.268747091293335,0.0009081802563741803,10,0.0004088599234819412,0.5981910824775696
1.0004864931106567,1.0004866123199463,0.11296617984771729,0.11296617984771729,1.0004866123199463,19.33853530883789,0.06812772154808044,3.051757735406113e-09,-1.2022984027862549,0.10321062058210373,1.015683889389038,8.300000190734863,-0.24684779345989227,3,-0.002607475034892559,0,-0.47661125659942627,0,455.53344231,0.019632507115602493,0.10012901574373245,2.6021006107330322,104.57113647460938,191.2573699951172,0.10012901574373245,0.2685644328594208,0.11296617984771729,352.052734375,1746515067.5683298,85.23258209228516,1.434209942817688,0.03301136568188667,2.8333332538604736,0.10012901574373245,1,0.008172590285539627,60000.0,0.004454444628208876,0.0029537950176745653,2,0.21096952259540558,0,1000,1.7921358346939087,0.0003440306754782796,10,0.00034736315137706697,0.603774905204773
1.000689148902893,1.0006892681121826,0.14665591716766357,0.14665591716766357,1.0006892681121826,18.807294845581055,0.04974823445081711,-6.103515470812226e-09,-0.943078339099884,0.11283768713474274,1.0208426713943481,22.200000762939453,-0.4414750337600708,4,-0.0021807414013892412,0,-0.02507460117340088,0,560.757978679,0.20794379711151123,0.1329725831747055,2.768031597137451,102.35586547851562,195.396728515625,0.1329725831747055,0.31233829259872437,0.14665591716766357,454.47882080078125,1746515170.0501602,83.54855346679688,1.4392732381820679,-0.007140737026929855,6.6875,0.1329725831747055,1,0.0387590192258358,80000.0,0.0022737032268196344,0.002610274823382497,3,-0.19462724030017853,0,1000,1.7670612335205078,0.00048738616169430315,10,0.00031465201755054295,1.090684413909912
1.001053810119629,1.001053810119629,0.18066813051700592,0.18066813051700592,1.001053810119629,19.21906280517578,0.030406827107071877,5.340575981449547e-09,-0.7617732882499695,0.12564940750598907,1.0174565315246582,28.850000381469727,-0.44010475277900696,5,-0.00015030219219624996,0,4.424189567565918,0,664.581848317,0.3034822344779968,0.16659624874591827,2.7868027687072754,105.13291931152344,190.23536682128906,0.16659624874591827,0.3501601219177246,0.18066813051700592,559.752197265625,1746515275.275312,85.9138412475586,1.4356040954589844,0.08303767442703247,8.1899995803833,0.16659624874591827,1,0.01866581104695797,100000.0,0.0021234010346233845,0.002575228689238429,4,0.0013702809810638428,0,1000,6.191250801086426,0.0007451000856235623,10,0.0002456971851643175,1.6614679098129272
1.0029922723770142,1.0029923915863037,0.2110672891139984,0.2110672891139984,1.0029923915863037,19.048137664794922,0.033828187733888626,-1.5258788677030566e-09,-0.3932860493659973,0.13002938032150269,1.007805347442627,2.75,-0.4520782232284546,6,0.00027186074294149876,0,-4.676544666290283,0,777.00156871,0.27056068181991577,0.2007313221693039,2.6055243015289307,103.74778747558594,192.7751922607422,0.2007313221693039,0.33879467844963074,0.2110672891139984,663.579345703125,1746515379.099008,84.69963073730469,1.42636239528656,-0.3105604648590088,6.849999904632568,0.2007313221693039,1,0.017399465665221214,120000.0,0.0023952617775648832,0.002946037333458662,5,-0.011973470449447632,0,1000,1.5147061347961426,0.0021159404423087835,10,0.00028214414487592876,1.2617131471633911
1.0002326965332031,1.0002326965332031,0.23541030287742615,0.23541030287742615,1.0002326965332031,19.240421295166016,0.05364854261279106,-1.1444091230217168e-09,-0.05662762001156807,0.12900765240192413,1.0275201797485352,153.64999389648438,-0.1661139577627182,7,0.0016497776377946138,0,20.74012517929077,0,882.414757411,0.3634938597679138,0.23159587383270264,2.4204776287078857,112.22998046875,178.20550537109375,0.23159587383270264,0.31226012110710144,0.23541030287742615,775.8870849609375,1746515491.5182571,92.98954772949219,1.4459084272384644,2.8353700637817383,23.729999542236328,0.23159587383270264,1,0.01801798678934574,140000.0,0.004045039415359497,0.0034137095790356398,6,0.2859642654657364,0,1000,22.254831314086914,0.00016459751350339502,10,0.0003104867646470666,1.4730075597763062
1.003832221031189,1.003832221031189,0.2597041428089142,0.2597041428089142,1.003832221031189,19.339231491088867,0.04235396534204483,-6.103515470812226e-09,0.10032384842634201,0.13515673577785492,1.0464473962783813,30.0,-0.4380497932434082,8,-0.0003808671608567238,0,-12.747488975524902,0,988.863894262,1.681565284729004,0.2633565366268158,2.399895429611206,105.30894470214844,189.91738891601562,0.2633565366268158,0.32436203956604004,0.2597041428089142,881.3967895507812,1746515596.9321377,85.96969604492188,1.464318871498108,0.03469732403755188,25.8700008392334,0.2633565366268158,1,0.01237579807639122,160000.0,0.0036641722545027733,0.0034725149162113667,7,-0.27193583548069,0,1000,9.507342338562012,0.002709705149754882,10,0.00032083739642985165,3.6933436393737793
1.0021252632141113,1.0021252632141113,0.28432855010032654,0.28432855010032654,1.0021252632141113,19.24434471130371,0.03851424902677536,3.051757735406113e-09,0.13156573474407196,0.10521324723958969,1.07351553440094,34.150001525878906,-0.3729526102542877,9,0.007571939378976822,0,-2.8641433715820312,0,1093.126735568,1.5980037450790405,0.2963344156742096,2.967158317565918,106.36236572265625,188.03643798828125,0.2963344156742096,0.3121843636035919,0.28432855010032654,987.8479614257812,1746515703.3809786,87.11800384521484,1.4897165298461914,-0.51275634765625,22.770000457763672,0.2963344156742096,1,0.022773468866944313,180000.0,0.011236111633479595,0.0022716771345585585,8,0.06509718298912048,0,1000,6.6431989669799805,0.0015027880435809493,10,0.00030283635715022683,3.06931471824646
1.002004623413086,1.002004623413086,0.30981892347335815,0.30981892347335815,1.002004623413086,19.198535919189453,0.06124874949455261,-3.814697002724188e-09,0.15807245671749115,0.14287571609020233,1.0989623069763184,42.400001525878906,-0.3916676938533783,10,-0.0032687047496438026,0,-3.2865071296691895,0,1195.371579496,1.629953145980835,0.3301643431186676,2.1496899127960205,104.16434478759766,192.00428771972656,0.3301643431186676,0.30713847279548645,0.30981892347335815,1092.1065673828125,1746515807.6443467,84.96578979492188,1.5132132768630981,0.3795899450778961,20.510000228881836,0.3301643431186676,1,0.030741723254323006,200000.0,0.007967406883835793,0.004327901639044285,9,-0.018715083599090576,0,1000,3.356691837310791,0.001417539082467556,10,0.0003027755010407418,3.689762592315674
