TotalEnvSteps,Train/LR,Train/PolicyRatio,Metrics/LagrangeMultiplier/Max,Train/PolicyRatio/Min,Misc/xHx,Metrics/EpCost,Safety/shield_violation,Time/Epoch,Value/cost,Loss/Loss_cost_critic,Metrics/EpRet,Metrics/LagrangeMultiplier,Train/PolicyRatio/Max,Metrics/EpLen,Train/PolicyRatio/Std,Loss/Loss_cost_critic/Delta,Misc/gradient_norm,Value/Adv,Misc/Alpha,Train/Epoch,Train/Entropy,Train/PolicyStd,Misc/H_inv_g,Safety/ShieldLagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier/Std,Safety/EpCostShield,_step,Loss/Loss_pi/Delta,_timestamp,Time/Update,Misc/FinalStepNorm,Loss/Loss_pi,Misc/AcceptanceStep,Safety/shield_adv_c,Time/FPS,Train/KL,Safety/ShieldLagrangeMultiplier,_runtime,Metrics/LagrangeMultiplier/Std,Metrics/LagrangeMultiplier/Min,Value/reward,Train/StopIter,Time/Total,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Safety/ShieldLagrangeMultiplier/Min,Time/Rollout
220000.0,0,1.000169277191162,0.37703680992126465,1.000169277191162,0.006926428992301226,16.209999084472656,4.864646911621094,106.58879089355469,2.617466926574707,5.405998706817627,0.09924344718456268,0.37703680992126465,1.000169277191162,1000,0.00011969704792136326,-1.8165721893310547,0.07840155065059662,-1.1825560974898508e-08,1.6992605924606323,10,1.3889862298965454,0.9705607891082764,0.180348739027977,0.3571864366531372,0,55.849998474121094,11,-0.05975168012082577,1746558072.7341979,16.62505340576172,0.30645951628685,-0.06921287626028061,1,0.5922812223434448,187.63699340820312,0.0002980063436552882,0.3571864366531372,1353.393264599,0,0.37703680992126465,0.014843950048089027,10,1244.727294921875,0.009717497043311596,0.0029909624718129635,0.3571864366531372,89.9637222290039
240000.0,0,1.0015230178833008,0.4087528586387634,1.0015230178833008,0.006207410246133804,17.790000915527344,4.172008037567139,107.76416778564453,2.5672028064727783,4.408162593841553,-0.06725943833589554,0.4087528586387634,1.0015230178833008,1000,0.0010769362561404705,-0.9978361129760742,0.06576317548751831,2.2888182460434336e-09,1.794979214668274,11,1.3965190649032593,0.9784865379333496,0.16707280278205872,0.3852921426296234,0,18.600000381469727,12,-0.10730548948049545,1746558180.5509915,16.470409393310547,0.2998921871185303,-0.17651836574077606,1,-0.10240928828716278,185.5904541015625,0.00032157308305613697,0.3852921426296234,1464.341473231,0,0.4087528586387634,0.012365014292299747,10,1352.5455322265625,0.06527407467365265,0.05555657763034105,0.3852921426296234,91.29373931884766
260000.0,0,1.0007373094558716,0.43994706869125366,1.0007374286651611,0.005453907884657383,18.420000076293945,4.195135593414307,110.88199615478516,2.4080545902252197,3.6390562057495117,0.027075348421931267,0.43994706869125366,1.0007374286651611,1000,0.000521384587045759,-0.769106388092041,0.06858056783676147,2.2888182460434336e-09,1.9149643182754517,12,1.4017566442489624,0.9841232895851135,0.1758612096309662,0.41216880083084106,0,23.75,13,0.01509895920753479,1746558291.499174,16.811763763427734,0.33676794171333313,-0.16141940653324127,1,0.27817875146865845,180.37193298339844,0.00025549414567649364,0.41216880083084106,1572.248769435,0,0.43994706869125366,0.0011047364678233862,10,1463.4810791015625,0.008060936816036701,-0.05721313785761595,0.41216880083084106,94.0702133178711
280000.0,0,1.0004544258117676,0.4713011384010315,1.0004544258117676,0.008297188207507133,24.18000030517578,3.932715654373169,107.85134887695312,2.1928865909576416,4.360734939575195,-0.15377287566661835,0.4713011384010315,1.0004544258117676,1000,0.00032132756314240396,0.7216787338256836,0.14085622131824493,-1.5258788677030566e-09,1.5525630712509155,13,1.4133979082107544,0.9956159591674805,0.1908661425113678,0.43951520323753357,0,52.900001525878906,14,0.128834780305624,1746558399.4064276,16.72866439819336,0.2963317036628723,-0.032584626227617264,1,0.8743491172790527,185.4404296875,0.00029805279336869717,0.43951520323753357,1683.647255396,0,0.4713011384010315,0.015181551687419415,10,1571.3985595703125,0.02086164616048336,0.012800709344446659,0.43951520323753357,91.1226577758789
300000.0,0,0.9987377524375916,0.5022750496864319,0.9987377524375916,0.014580965042114258,18.950000762939453,4.796489238739014,111.33722686767578,2.6219730377197266,4.947437763214111,-0.10683368891477585,0.5022750496864319,0.9987377524375916,1000,0.0008925578440539539,0.586702823638916,0.12430769205093384,6.103515470812226e-09,1.1711747646331787,14,1.4276762008666992,1.0100945234298706,0.22756806015968323,0.46775367856025696,0,64.25,15,0.008472057059407234,1746558510.8048482,16.44032096862793,0.26652196049690247,-0.02411256916821003,1,0.017434388399124146,179.6344451904297,0.0003573335416149348,0.46775367856025696,1795.240302788,0,0.5022750496864319,0.012703648768365383,10,1682.7943115234375,0.01764315739274025,-0.0032184887677431107,0.46775367856025696,94.8968734741211
320000.0,0,0.9999706149101257,0.5324397087097168,0.9999706149101257,0.012520363554358482,14.65999984741211,4.127236843109131,111.52572631835938,2.0906646251678467,4.116031169891357,-0.022935865446925163,0.5324397087097168,0.9999706149101257,1000,2.0820629288209602e-05,-0.8314065933227539,0.1409221589565277,-4.577636492086867e-09,1.2638814449310303,15,1.4389837980270386,1.0217581987380981,0.2149614840745926,0.49555128812789917,0,37.20000076293945,16,-0.08735928498208523,1746558622.3979936,16.765901565551758,0.2716858386993408,-0.11147185415029526,1,-0.3855104148387909,179.33082580566406,0.0003578471078071743,0.49555128812789917,1900.719348879,0,0.5324397087097168,0.006314360070973635,10,1794.3824462890625,0.006794548127800226,-0.010848609264940023,0.49555128812789917,94.75980377197266
340000.0,0,1.000950813293457,0.5617630481719971,1.000950813293457,0.0054634991101920605,13.479999542236328,3.2437539100646973,105.4147720336914,1.4525177478790283,2.1988298892974854,0.11341048032045364,0.5617630481719971,1.000950813293457,1000,0.0006722703110426664,-1.917201280593872,0.06299621611833572,6.103515470812226e-09,1.913282871246338,16,1.448904037475586,1.032507061958313,0.16296926140785217,0.5217944383621216,0,16.0,17,-0.048105038702487946,1746558727.8770835,16.409324645996094,0.311806321144104,-0.1595768928527832,1,0.21478310227394104,189.7267303466797,0.00029719306621700525,0.5217944383621216,2014.925467262,0,0.5617630481719971,-0.0005579096614383161,10,1899.859619140625,0.0057498253881931305,-0.0010447227396070957,0.5217944383621216,89.00543212890625
360000.0,0,1.0002045631408691,0.5907593965530396,1.0002045631408691,0.009801062755286694,16.709999084472656,3.8282172679901123,114.14542388916016,2.1381676197052,3.1653223037719727,0.09206117689609528,0.5907593965530396,1.0002045631408691,1000,0.0001446479873266071,0.9664924144744873,0.10907230526208878,-1.5258788677030566e-09,1.4284932613372803,17,1.459591269493103,1.043333649635315,0.21660371124744415,0.5484991073608398,0,49.849998474121094,18,0.12808674573898315,1746558842.083171,16.439435958862305,0.3094169497489929,-0.03149014711380005,1,0.9912276864051819,175.215087890625,0.0002847774012479931,0.5484991073608398,2123.281544054,0,0.5907593965530396,0.01636863313615322,10,2014.0731201171875,0.00876318197697401,0.00301335658878088,0.5484991073608398,97.70597076416016
380000.0,0,1.0008635520935059,0.618760347366333,1.0008635520935059,0.005720505490899086,11.050000190734863,2.5896973609924316,108.2945327758789,1.0876574516296387,3.6968700885772705,0.10852950811386108,0.618760347366333,1.0008635520935059,1000,0.0006106235668994486,0.5315477848052979,0.10030016303062439,-1.0681151962899094e-08,1.8698097467422485,18,1.4671682119369507,1.0512865781784058,0.15256516635417938,0.5740259289741516,0,19.850000381469727,19,-0.07471740245819092,1746558950.4392297,16.749855041503906,0.2852678596973419,-0.10620754957199097,1,-0.3078685700893402,184.6815185546875,0.0003324983990751207,0.5740259289741516,2232.665838622,0,0.618760347366333,0.011603142134845257,10,2122.425048828125,0.009801043197512627,0.0010378612205386162,0.5740259289741516,91.54466247558594
400000.0,0,0.9998231530189514,0.6460450887680054,0.9998232126235962,0.011824444867670536,12.210000038146973,3.0977001190185547,109.32965850830078,1.326072096824646,3.1825640201568604,0.2352992445230484,0.6460450887680054,0.9998232126235962,1000,0.00012503564357757568,-0.5143060684204102,0.12359626591205597,-7.629394338515283e-10,1.3005421161651611,19,1.4735218286514282,1.0583420991897583,0.24188123643398285,0.599233090877533,0,32.349998474121094,20,0.024860233068466187,1746559059.8234954,16.545574188232422,0.31457674503326416,-0.08134731650352478,1,0.6577211618423462,182.9329833984375,0.0002718330651987344,0.599233090877533,2338.10064474,0,0.6460450887680054,0.021327046677470207,10,2231.81689453125,0.005002415273338556,-0.00479862792417407,0.599233090877533,92.78406524658203
420000.0,0,1.0017439126968384,0.6730990409851074,1.001744031906128,0.0061953626573085785,15.180000305175781,2.9967079162597656,105.37080383300781,1.0046583414077759,2.2559189796447754,0.30884212255477905,0.6730990409851074,1.001744031906128,1000,0.0012331606121733785,-0.926645040512085,0.08708254992961884,4.577636492086867e-09,1.79672372341156,20,1.4684752225875854,1.053314208984375,0.16836602985858917,0.6240264773368835,0,29.75,21,-9.399652481079102e-05,1746559165.2583644,16.760417938232422,0.302507221698761,-0.08144131302833557,1,0.1686374694108963,189.80589294433594,0.00033863738644868135,0.6240264773368835,2446.48860981,0,0.6730990409851074,0.03614920750260353,10,2337.24365234375,0.007863648235797882,0.002861232962459326,0.6240264773368835,88.61036682128906
440000.0,0,0.9984698295593262,0.7000230550765991,0.9984698295593262,0.01200906652957201,15.640000343322754,2.1674156188964844,108.32958221435547,0.8445172905921936,2.1064159870147705,0.2423960566520691,0.7000230550765991,0.9984698295593262,1000,0.0010819939197972417,-0.14950299263000488,0.1167202815413475,1.5258788677030566e-09,1.2905064821243286,21,1.472885012626648,1.0580096244812012,0.250427782535553,0.6484665274620056,0,29.75,22,0.04583002254366875,1746559273.6462264,17.01579475402832,0.3231786787509918,-0.035611290484666824,1,-0.1125878319144249,184.6217803955078,0.0002631410025060177,0.6484665274620056,2557.0939108,0,0.7000230550765991,0.016537655144929886,10,2445.6357421875,0.014398938044905663,0.0065352898091077805,0.6484665274620056,91.3137435913086
460000.0,0,0.9999895095825195,0.7262768745422363,0.9999895095825195,0.010985216125845909,11.40999984741211,3.398723840713501,110.53534698486328,1.1275824308395386,2.936349868774414,0.22944088280200958,0.7262768745422363,0.9999895095825195,1000,7.389854090433801e-06,0.8299338817596436,0.11547888815402985,3.051757735406113e-09,1.3493061065673828,22,1.4737330675125122,1.0589137077331543,0.22867095470428467,0.6728160381317139,0,33.400001525878906,23,-0.055399905890226364,1746559384.251637,16.388715744018555,0.30854710936546326,-0.09101119637489319,1,-0.0170096755027771,180.93760681152344,0.0002772748121060431,0.6728160381317139,2664.604434553,0,0.7262768745422363,0.03293822705745697,10,2556.23046875,0.004314482677727938,-0.010084455367177725,0.6728160381317139,94.1466064453125
480000.0,0,1.0001492500305176,0.7522147297859192,1.0001492500305176,0.01122143492102623,13.359999656677246,2.473639726638794,107.45660400390625,0.8096093535423279,3.62286114692688,0.2913721203804016,0.7522147297859192,1.0001492500305176,1000,0.00010553570609772578,0.6865112781524658,0.10791671276092529,2.2888182460434336e-09,1.3350286483764648,23,1.4711278676986694,1.0555500984191895,0.2404598891735077,0.6968575716018677,0,29.200000762939453,24,0.044365376234054565,1746559491.7620738,16.95147132873535,0.32102084159851074,-0.04664582014083862,1,0.11460864543914795,186.1216583251953,0.0002758569607976824,0.6968575716018677,2772.324579995,0,0.7522147297859192,0.02040957286953926,10,2663.7548828125,0.011327325366437435,0.0070128426887094975,0.6968575716018677,90.50511169433594
500000.0,0,1.000218391418457,0.7777220010757446,1.000218391418457,0.012351849116384983,12.199999809265137,2.593940258026123,107.66688537597656,0.9439522624015808,3.2608113288879395,0.16835471987724304,0.7777220010757446,1.000218391418457,1000,0.00015436987450812012,-0.36204981803894043,0.157719224691391,0.0,1.272473692893982,24,1.4760888814926147,1.0606108903884888,0.2503787875175476,0.7211828827857971,0,38.650001525878906,25,0.03803143184632063,1746559599.4823015,16.48974609375,0.3186004161834717,-0.008614388294517994,1,0.6113459467887878,185.75814819335938,0.00028797253617085516,0.7211828827857971,2882.588836566,0,0.7777220010757446,0.004627241753041744,10,2771.4765625,0.007586130406707525,-0.00374119495972991,0.7211828827857971,91.17711639404297
520000.0,0,1.001752257347107,0.8022119402885437,1.001752257347107,0.01417343970388174,7.829999923706055,2.9554600715637207,110.1893081665039,0.9165563583374023,2.2945380210876465,0.0662306696176529,0.8022119402885437,1.001752257347107,1000,0.0012390611227601767,-0.966273307800293,0.15190601348876953,3.051757735406113e-09,1.1878926753997803,25,1.4690829515457153,1.0532605648040771,0.2758130431175232,0.7459134459495544,0,41.099998474121094,26,-0.011426460929214954,1746559709.7465742,16.930744171142578,0.3276363015174866,-0.02004084922373295,1,0.5126160383224487,181.5058135986328,0.00027499833959154785,0.7459134459495544,2995.713928869,0,0.8022119402885437,0.02114355005323887,10,2881.7197265625,0.010779627598822117,0.0031934971921145916,0.7459134459495544,93.258544921875
540000.0,0,1.0012437105178833,0.8258076310157776,1.0012438297271729,0.014984670095145702,7.929999828338623,3.3323965072631836,113.06539916992188,1.041336178779602,2.6136083602905273,0.2131289690732956,0.8258076310157776,1.0012438297271729,1000,0.0008794642053544521,0.31907033920288086,0.17029546201229095,-6.103515470812226e-09,1.1552907228469849,26,1.4690176248550415,1.053167462348938,0.27734988927841187,0.7709419131278992,0,39.70000076293945,27,-0.024860331788659096,1746559822.8716228,16.888538360595703,0.3204197883605957,-0.044901181012392044,1,0.17424029111862183,176.88877868652344,0.0002792484301608056,0.7709419131278992,3101.537785358,0,0.8258076310157776,0.012208855710923672,10,2994.859619140625,0.005563629791140556,-0.0052159978076815605,0.7709419131278992,96.17683410644531
560000.0,0,1.0003290176391602,0.8486548662185669,1.0003290176391602,0.015624558553099632,8.25,3.5323288440704346,105.75215148925781,0.8215604424476624,2.608856439590454,0.31706711649894714,0.8486548662185669,1.0003290176391602,1000,0.00023265060735866427,-0.004751920700073242,0.11883231997489929,-1.2588500908350397e-08,1.1313865184783936,27,1.4801583290100098,1.0654114484786987,0.27913913130760193,0.7952713370323181,0,23.149999618530273,28,-0.11708354577422142,1746559928.6954396,16.55355453491211,0.31581422686576843,-0.16198472678661346,1,-0.5958139300346375,189.12144470214844,0.0002726316743064672,0.7952713370323181,3212.46553413,0,0.8486548662185669,0.032255806028842926,10,3100.67236328125,0.006669523660093546,0.0011058938689529896,0.7952713370323181,89.19857025146484
580000.0,0,1.0010145902633667,0.8703734874725342,1.0010145902633667,0.009052226319909096,5.369999885559082,3.394322633743286,110.83607482910156,0.7068514227867126,1.7002273797988892,0.4333716928958893,0.8703734874725342,1.0010145902633667,1000,0.0007173955673351884,-0.9086290597915649,0.10369667410850525,-8.392333938900265e-09,1.4864046573638916,28,1.4923921823501587,1.0786923170089722,0.21851155161857605,0.8189273476600647,0,22.299999237060547,29,0.0029967278242111206,1746560039.6227095,16.95071792602539,0.324796587228775,-0.15898799896240234,1,0.4167243242263794,180.4466552734375,0.00025187392020598054,0.8189273476600647,3315.981670116,0,0.8703734874725342,0.038436323404312134,10,3211.583984375,0.007869276218116283,0.0011997525580227375,0.8189273476600647,93.88533782958984
600000.0,0,1.00119149684906,0.8912462592124939,1.00119149684906,0.009930867701768875,6.409999847412109,2.5144906044006348,103.4354248046875,0.6419392824172974,2.478789806365967,0.5157731771469116,0.8912462592124939,1.00119149684906,1000,0.0008424873813055456,0.7785624265670776,0.11679814010858536,-4.577636492086867e-09,1.4191266298294067,29,1.4997202157974243,1.0868083238601685,0.2176806479692459,0.8420435190200806,0,23.200000762939453,30,0.06936966627836227,1746560143.1394022,16.398761749267578,0.3089164197444916,-0.08961833268404007,1,1.2729334831237793,193.3573455810547,0.00027859723195433617,0.8420435190200806,3424.10542697,0,0.8912462592124939,0.04231615737080574,10,3315.115478515625,0.018467143177986145,0.010597866959869862,0.8420435190200806,87.0366439819336
620000.0,0,0.9998089671134949,0.9120287299156189,0.9998089671134949,0.019806336611509323,10.520000457763672,3.1477153301239014,108.04154205322266,0.7763292789459229,6.542326927185059,0.5026621222496033,0.9120287299156189,0.9998089671134949,1000,0.00013506659888662398,4.063537120819092,0.13880282640457153,-5.340575981449547e-09,1.004876732826233,30,1.4985088109970093,1.0858677625656128,0.3196165859699249,0.8661714792251587,0,47.79999923706055,31,0.10678269155323505,1746560251.2631652,16.36479949951172,0.3211752772331238,0.017164358869194984,1,-0.04739493131637573,185.11398315429688,0.00026506654103286564,0.8661714792251587,3533.590914293,0,0.9120287299156189,0.040107984095811844,10,3423.22900390625,0.013959347270429134,-0.004507795907557011,0.8661714792251587,91.67672729492188
640000.0,0,1.0009785890579224,0.9329425096511841,1.000978708267212,0.016218896955251694,11.770000457763672,3.3535289764404297,109.41118621826172,1.0722084045410156,3.8526535034179688,0.42168205976486206,0.9329425096511841,1.000978708267212,1000,0.0006919950246810913,-2.68967342376709,0.10273153334856033,4.577636492086867e-09,1.110463261604309,31,1.5012731552124023,1.08863365650177,0.2856566607952118,0.8900547623634338,0,28.350000381469727,32,-0.13887433893978596,1746560360.7485807,17.001094818115234,0.31721121072769165,-0.12170998007059097,1,-0.8476598262786865,182.79666137695312,0.00026775029255077243,0.8900547623634338,3644.871183121,0,0.9329425096511841,0.03534070402383804,10,3532.722412109375,0.011054808273911476,-0.0029045389965176582,0.8900547623634338,92.41006469726562
660000.0,0,0.999178409576416,0.9541633725166321,0.999178409576416,0.013462252914905548,12.869999885559082,3.3587968349456787,111.1985855102539,0.956233024597168,4.822420597076416,0.3677443563938141,0.9541633725166321,0.999178409576416,1000,0.0005809802678413689,0.9697670936584473,0.13497397303581238,-7.629394338515283e-10,1.218865990638733,32,1.5048917531967163,1.0926073789596558,0.25122761726379395,0.9142866730690002,0,37.349998474121094,33,0.06356676667928696,1746560472.02891,16.7518310546875,0.30621278285980225,-0.058143213391304016,1,-0.2543337345123291,179.8583984375,0.0002710960397962481,0.9142866730690002,3751.918927941,0,0.9541633725166321,0.06034846231341362,10,3643.99609375,0.011210552416741848,0.00015574414283037186,0.9142866730690002,94.44673156738281
680000.0,0,1.0005770921707153,0.97579026222229,1.0005772113800049,0.012280134484171867,13.600000381469727,3.41520619392395,106.9797592163086,1.0320382118225098,2.5818309783935547,0.23057541251182556,0.97579026222229,1.0005772113800049,1000,0.0004080938524566591,-2.2405896186828613,0.11011156439781189,-6.103515470812226e-09,1.276183843612671,33,1.50236976146698,1.0904220342636108,0.24933302402496338,0.9376563429832458,0,18.700000762939453,34,-0.1361733376979828,1746560579.0765557,16.64263343811035,0.31819477677345276,-0.1943165510892868,1,-0.49426013231277466,186.9512481689453,0.0002794706670101732,0.9376563429832458,3858.906610089,0,0.97579026222229,0.07212778925895691,10,3751.05712890625,0.006939399521797895,-0.0042711528949439526,0.9376563429832458,90.33709716796875
700000.0,0,1.000349998474121,0.9977158308029175,1.000349998474121,0.018092988058924675,13.09000015258789,2.797543525695801,106.91619110107422,0.7471619844436646,2.504408597946167,0.2237333506345749,0.9977158308029175,1.000349998474121,1000,0.0002475425135344267,-0.0774223804473877,0.18032921850681305,-4.577636492086867e-09,1.0513800382614136,34,1.4991426467895508,1.0865970849990845,0.2836860120296478,0.9608815312385559,0,28.200000762939453,35,0.11959607899188995,1746560686.0642505,16.822410583496094,0.298261821269989,-0.07472047209739685,1,0.15776567161083221,187.06240844726562,0.0003149875265080482,0.9608815312385559,3966.921681602,0,0.9977158308029175,0.04117174074053764,10,3858.04248046875,0.008820354007184505,0.00188095448538661,0.9608815312385559,90.09375
