Train/Epoch,_timestamp,Misc/Alpha,Loss/Loss_reward_critic,TotalEnvSteps,Train/PolicyStd,Time/FPS,Safety/shield_violation,Misc/AcceptanceStep,Safety/ShieldLagrangeMultiplier/Std,Misc/xHx,Value/cost,Safety/shield_adv_c,Metrics/EpCost,Metrics/LagrangeMultiplier,Train/KL,Time/Update,Misc/FinalStepNorm,Metrics/EpLen,Train/Entropy,Time/Epoch,Train/PolicyRatio/Min,_runtime,Train/PolicyRatio,Misc/gradient_norm,Train/LR,Loss/Loss_cost_critic/Delta,Metrics/EpRet,Loss/Loss_cost_critic,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier/Max,_step,Time/Rollout,Value/Adv,Loss/Loss_pi,Time/Total,Value/reward,Metrics/LagrangeMultiplier/Min,Loss/Loss_reward_critic/Delta,Safety/ShieldLagrangeMultiplier/Min,Train/StopIter,Safety/ShieldLagrangeMultiplier,Misc/H_inv_g,Loss/Loss_pi/Delta,Safety/EpCostShield
0,1746542623.8166695,1.7603838443756104,0.009111066348850727,20000.0,1.003278374671936,216.4043426513672,0.16128388047218323,1,0,0.006453786976635456,-0.11240893602371216,1.0258828401565552,19.0,0.03599999099969864,0.00044174151844345033,15.17086410522461,0.1962832659482956,1000,1.4222086668014526,92.41958618164062,1.0007550716400146,163.920864373,1.000754952430725,0.1278989464044571,0,5.536118030548096,-2.1300501823425293,5.536118030548096,1.0007550716400146,0.0005338038899935782,0.03599999099969864,0,0.044999994337558746,1,77.24871063232422,3.051757735406113e-09,-0.016796579584479332,92.42028045654297,-0.14962832629680634,0.03599999099969864,0.009111066348850727,0.044999994337558746,10,0.044999994337558746,0.11150026321411133,-0.016796579584479332,35.150001525878906
1,1746542694.190956,2.1942217350006104,0.004688388202339411,40000.0,1.0157524347305298,284.68560791015625,1.2069785594940186,1,0,0.004154013469815254,0.34647953510284424,0.8351356387138367,23.450000762939453,0.07099948823451996,0.00017863453831523657,14.822330474853516,0.37052062153816223,1000,1.434514045715332,70.25293731689453,0.9991487264633179,235.970116367,0.9991486668586731,0.03906719386577606,0,9.631992816925049,-1.546141266822815,15.168110847473145,0.9991487264633179,0.000601969426497817,0.07099948823451996,0,0.07906068861484528,2,55.43059539794922,1.1444091230217168e-09,0.0034047069493681192,162.82550048828125,-0.11966638267040253,0.07099948823451996,-0.004422678146511316,0.07906068861484528,10,0.07906068861484528,0.168861985206604,0.02020128653384745,65.05000305175781
2,1746542766.2401247,1.568280577659607,0.0050728716887533665,60000.0,1.0198980569839478,278.05767822265625,1.3496822118759155,1,0,0.008131710812449455,0.270473837852478,0.069046251475811,25.700000762939453,0.10609334707260132,0.0003783206338994205,14.79384994506836,0.2873588502407074,1000,1.4385970830917358,71.92752075195312,0.9980857372283936,308.357157103,0.9980857372283936,0.119630366563797,0,3.62753963470459,-1.0480633974075317,18.795650482177734,0.9980857372283936,0.0013535881880670786,0.10609334707260132,0,0.11358720064163208,3,57.133644104003906,-1.0681151962899094e-08,0.024819113314151764,234.87628173828125,-0.11369717866182327,0.10609334707260132,0.0003844834864139557,0.11358720064163208,10,0.11358720064163208,0.18323178589344025,0.021414406364783645,66.5999984741211
3,1746542838.627396,2.2655181884765625,0.0027926983311772346,80000.0,1.0123597383499146,276.7002258300781,3.0434622764587402,1,0,0.00389667134732008,1.0169106721878052,3.0050339698791504,38.76250076293945,0.14086446166038513,0.0002851051976904273,15.084583282470703,0.343593031167984,1000,1.4308404922485352,72.28038787841797,0.9993454813957214,383.183044621,0.9993454813957214,0.0539567805826664,0,16.055484771728516,-0.8150660395622253,34.85113525390625,0.9993454813957214,0.0004628566966857761,0.14086446166038513,0,0.14640548825263977,4,57.1957893371582,6.103515470812226e-09,0.14906954765319824,307.2787780761719,-0.07927164435386658,0.14086446166038513,-0.002280173357576132,0.14640548825263977,10,0.14640548825263977,0.15166200697422028,0.12425043433904648,143.6999969482422
4,1746542913.453356,1.7696563005447388,0.0071165310218930244,100000.0,1.0238438844680786,267.7861328125,6.750648498535156,1,0,0.006386331282556057,3.8771653175354004,0.9262058138847351,46.0099983215332,0.17567110061645508,0.000267953728325665,14.96345329284668,0.3611925542354584,1000,1.4417228698730469,74.68646240234375,0.9978915452957153,455.151775619,0.9978914856910706,0.05319707840681076,0,-5.28388786315918,-0.42554202675819397,29.56724739074707,0.9978915452957153,0.0014909306773915887,0.17567110061645508,0,0.1799573302268982,5,59.72299575805664,4.1961669694501325e-09,0.1016610860824585,382.0668640136719,-0.05951164662837982,0.17567110061645508,0.00432383269071579,0.1799573302268982,10,0.1799573302268982,0.20410321652889252,-0.047408461570739746,143.60000610351562
5,1746542985.4220886,1.7182601690292358,0.005774067714810371,120000.0,1.025891900062561,279.01898193359375,6.207202434539795,1,0,0.006774098612368107,3.335087537765503,-0.2551216185092926,48.04999923706055,0.21076731383800507,0.00032336777076125145,15.141549110412598,0.3330719769001007,1000,1.4437958002090454,71.6797103881836,0.999043881893158,529.90345941,0.999043881893158,0.06548874825239182,0,-13.160268783569336,0.3478458523750305,16.406978607177734,0.999043881893158,0.0006760916439816356,0.21076731383800507,0,0.21277955174446106,6,56.538143157958984,-2.2888183792701966e-08,-0.054042983800172806,453.88592529296875,-0.04798942431807518,0.21076731383800507,-0.001342463307082653,0.21277955174446106,10,0.21277955174446106,0.1938425898551941,-0.1557040698826313,64.5
6,1746543060.173732,1.3048069477081299,0.010046109557151794,140000.0,1.0121926069259644,269.0865478515625,6.8694257736206055,1,0,0.011747272685170174,2.773218870162964,2.2374534606933594,58.58000183105469,0.24608302116394043,0.0003944072232116014,14.803800582885742,0.29660069942474365,1000,1.4301204681396484,74.32553100585938,0.998827338218689,602.324396224,0.9988272786140442,0.13894997537136078,0,10.935062408447266,1.0269659757614136,27.342041015625,0.998827338218689,0.0008291971171274781,0.24608302116394043,0,0.24645623564720154,7,59.52170181274414,-1.6975402417074292e-08,0.18486492335796356,528.5036010742188,-0.010383689776062965,0.24608302116394043,0.004272041842341423,0.24645623564720154,10,0.24645623564720154,0.2273138463497162,0.23890790715813637,157.75
7,1746543132.59431,1.4819304943084717,0.011731728911399841,160000.0,1.0052787065505981,276.6439514160156,6.526998996734619,1,0,0.009106967598199844,3.5810699462890625,1.4396286010742188,62.33000183105469,0.2817089557647705,0.00035565439611673355,15.260077476501465,0.29520073533058167,1000,1.4228242635726929,72.29508972167969,1.0007553100585938,675.611637217,1.0007553100585938,0.09956055134534836,0,-11.278884887695312,1.5487480163574219,16.063156127929688,1.0007553100585938,0.000534028687980026,0.2817089557647705,0,0.2800140678882599,8,57.034996032714844,-2.5939939973795845e-08,0.010634195990860462,601.22216796875,0.02470272406935692,0.2817089557647705,0.0016856193542480469,0.2800140678882599,10,0.2800140678882599,0.1992001235485077,-0.1742307273671031,90.25
8,1746543205.881974,1.3709864616394043,0.014204537495970726,180000.0,1.0024656057357788,273.18829345703125,9.27790641784668,1,0,0.010640529915690422,4.323474407196045,-0.40985894203186035,52.2400016784668,0.3175201714038849,0.00039473825017921627,15.115425109863281,0.25409936904907227,1000,1.4198747873306274,73.20957946777344,1.0014299154281616,748.919708877,1.0014299154281616,0.16035886108875275,0,-1.884054183959961,2.1195268630981445,14.179101943969727,1.0014299154281616,0.0010110186412930489,0.3175201714038849,0,0.31264424324035645,9,58.094139099121094,-3.051757735406113e-09,-0.18779046833515167,674.56640625,0.0638066753745079,0.3175201714038849,0.0024728085845708847,0.31264424324035645,10,0.31264424324035645,0.1853405386209488,-0.19842466432601213,61.150001525878906
9,1746543279.1899996,1.8838833570480347,0.01895856484770775,200000.0,1.007456660270691,273.0727844238281,7.493257999420166,1,0,0.005635353736579418,3.115999698638916,-0.0870550125837326,46.56999969482422,0.35329821705818176,0.00030449300538748503,15.023603439331055,0.31569626927375793,1000,1.424448013305664,73.24054718017578,0.99969881772995,821.48636615,0.99969881772995,0.14816643297672272,0,1.3085289001464844,2.4522151947021484,15.487630844116211,0.99969881772995,0.0002130101784132421,0.35329821705818176,0,0.34512102603912354,10,58.21692657470703,-1.2207030941624453e-08,-0.05278206989169121,747.8753051757812,0.08291485905647278,0.35329821705818176,0.004754027351737022,0.34512102603912354,10,0.34512102603912354,0.16757740080356598,0.13500839844346046,79.6500015258789
10,1746543351.7565658,1.5677212476730347,0.02604379877448082,220000.0,1.005905032157898,275.8981018066406,8.908903121948242,1,0,0.008137513883411884,3.8887245655059814,-1.2714178562164307,46.20000076293945,0.38903361558914185,0.0003404537565074861,14.945819854736328,0.2976694107055664,1000,1.4225479364395142,72.49053192138672,1.0002607107162476,893.848934289,1.0002607107162476,0.14549385011196136,0,-2.8914871215820312,3.1319539546966553,12.59614372253418,1.0002607107162476,0.00018437842663843185,0.38903361558914185,0,0.37692898511886597,11,57.5446891784668,2.4414061883248905e-08,-0.19392184913158417,820.4334106445312,0.16973230242729187,0.38903361558914185,0.007085233926773071,0.37692898511886597,10,0.37692898511886597,0.18987391889095306,-0.14113977923989296,61.349998474121094
11,1746543424.1191983,1.233717918395996,0.02625553123652935,240000.0,0.9991135001182556,276.6585998535156,9.273426055908203,1,0,0.013140078634023666,4.423713207244873,0.7206978797912598,41.369998931884766,0.42452168464660645,0.00035017530899494886,15.277386665344238,0.2832171618938446,1000,1.4160774946212769,72.29126739501953,0.9979811906814575,967.318403223,0.9979811310768127,0.16221632063388824,0,5.207096099853516,3.7794244289398193,17.803239822387695,0.9979811906814575,0.0014275419525802135,0.42452168464660645,0,0.40931081771850586,12,57.01385498046875,-7.629394338515283e-10,-0.03970343992114067,892.8023681640625,0.26098281145095825,0.42452168464660645,0.00021173246204853058,0.40931081771850586,10,0.40931081771850586,0.22956396639347076,0.1542184092104435,102.3499984741211
