Safety/shield_adv_c,Metrics/LagrangeMultiplier/Min,Value/cost,TotalEnvSteps,Loss/Loss_cost_critic,Time/Epoch,Time/Update,Loss/Loss_pi/Delta,Metrics/LagrangeMultiplier,Train/PolicyRatio/Min,Train/PolicyStd,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Time/FPS,Safety/ShieldLagrangeMultiplier/Max,Loss/Loss_reward_critic,Train/Epoch,Train/KL,Metrics/EpRet,_step,Safety/ShieldLagrangeMultiplier/Min,Value/Adv,_timestamp,Loss/Loss_pi,Safety/shield_violation,Metrics/LagrangeMultiplier/Std,Time/Rollout,Train/LR,Loss/Loss_cost_critic/Delta,Metrics/LagrangeMultiplier/Max,Value/reward,Safety/EpCostShield,Metrics/EpCost,Train/PolicyRatio,Loss/Loss_reward_critic/Delta,_runtime,Safety/ShieldLagrangeMultiplier/Std,Metrics/EpLen,Train/Entropy,Safety/ShieldLagrangeMultiplier,Train/StopIter,Time/Total
NaN,0.03599999472498894,-0.035787433385849,20000.0,7.624396800994873,225.10768127441406,92.75609588623047,-0.0612671859562397,0.03599999472498894,1.000104546546936,0.9903102517127991,1.000104546546936,0.010798631235957146,88.84637451171875,0.044999994337558746,0.00716306222602725,0,0.007960340939462185,-1.651090383529663,1,0.044999994337558746,-0.026011794805526733,1746560195.5156865,-0.0612671859562397,0.056305985897779465,0,132.35150146484375,0.0002969999914057553,7.624396800994873,0.03599999472498894,0.05153968557715416,55.79999923706055,28.149999618530273,1.000104546546936,0.00716306222602725,417.899446833,0,1000,1.4091943502426147,0.044999994337558746,40,225.1087646484375
NaN,0.07104001939296722,0.8791624903678894,40000.0,10.970833778381348,191.22296142578125,93.02535247802734,0.041458310559391975,0.07104001939296722,1.0001968145370483,0.9781138300895691,1.0001968145370483,0.012678992003202438,104.58995056152344,0.07975278794765472,0.0029071911703795195,1,0.011801733635365963,-0.9086491465568542,2,0.07975278794765472,-0.12150841951370239,1746560386.8315253,-0.019808875396847725,1.017205834388733,0,98.19755554199219,0.00029399999766610563,3.3464369773864746,0.07104001939296722,0.0399949811398983,80.94999694824219,29.975000381469727,1.0001968145370483,-0.004255871055647731,610.191199041,0,1000,1.3968050479888916,0.07975278794765472,40,416.4268798828125
NaN,0.10558617860078812,0.9722837805747986,60000.0,4.877950668334961,192.19845581054688,92.6313247680664,-0.04268733598291874,0.10558617860078812,1.0013246536254883,0.963064968585968,1.0013246536254883,0.013324657455086708,104.05911254882812,0.1116623654961586,0.004944731015712023,2,0.013719512149691582,-0.49019476771354675,3,0.1116623654961586,-0.03968300297856331,1746560579.1232815,-0.062496211379766464,1.4586668014526367,0,99.56707000732422,0.000291000003926456,-6.092883110046387,0.10558617860078812,0.019938476383686066,27.600000381469727,22.91666603088379,1.0013245344161987,0.0020375398453325033,804.511277937,0,1000,1.3812960386276245,0.1116623654961586,40,608.7188110351562
NaN,0.13921192288398743,0.9260213971138,80000.0,2.908148765563965,194.22930908203125,98.13314056396484,0.016628652811050415,0.13921192288398743,1.0005205869674683,0.9523078203201294,1.0005205869674683,0.012265942990779877,102.97107696533203,0.1433490514755249,0.007590848952531815,3,0.013507336378097534,-0.3860100507736206,4,0.1433490514755249,-0.04551931098103523,1746560773.443289,-0.04586755856871605,1.9795355796813965,0,96.09609985351562,0.0002880000101868063,-1.969801902770996,0.13921192288398743,0.034367796033620834,39.099998474121094,17.5625,1.0005205869674683,0.002646117936819792,1005.319940703,0,1000,1.370065689086914,0.1433490514755249,40,803.040283203125
NaN,0.17221324145793915,1.188348412513733,100000.0,2.4584484100341797,200.739990234375,97.07389068603516,-0.02206805720925331,0.17221324145793915,1.0005693435668945,0.9388052821159363,1.0005693435668945,0.012369571253657341,99.63136291503906,0.17447860538959503,0.004715682938694954,4,0.012972746044397354,-0.274539589881897,5,0.17447860538959503,0.1814400553703308,1746560974.2519097,-0.06793561577796936,2.387847900390625,0,103.66604614257812,0.0002849999873433262,-0.44970035552978516,0.17221324145793915,0.05155564472079277,32.650001525878906,16.729999542236328,1.0005693435668945,-0.0028751660138368607,1205.419682955,0,1000,1.3557801246643066,0.17447860538959503,40,1003.8724365234375
NaN,0.20432353019714355,1.5979247093200684,120000.0,4.6605000495910645,200.0228729248047,97.04204559326172,-0.04546967148780823,0.20432353019714355,1.001806616783142,0.9135581851005554,1.001806616783142,0.012903431430459023,99.98856353759766,0.2054220587015152,0.008615744300186634,5,0.01464009378105402,0.19261260330677032,6,0.2054220587015152,-0.03224766626954079,1746561174.3516433,-0.11340528726577759,4.129451274871826,0,102.98077392578125,0.00028199999360367656,2.2020516395568848,0.20432353019714355,0.04365193098783493,34.099998474121094,13.65999984741211,1.001806616783142,0.00390006136149168,1407.671186225,0,1000,1.328455924987793,0.2054220587015152,40,1203.9627685546875
NaN,0.23479443788528442,1.7113230228424072,140000.0,3.392659902572632,202.18992614746094,96.4781723022461,0.0038997456431388855,0.23479443788528442,1.001528024673462,0.8907693028450012,1.001528024673462,0.012999305501580238,98.91690063476562,0.23607590794563293,0.006869735196232796,6,0.016148189082741737,0.19625797867774963,7,0.23607590794563293,-0.2846044898033142,1746561376.6031573,-0.1095055416226387,3.7598633766174316,0,105.71168518066406,0.0002789999998640269,-1.2678401470184326,0.23479443788528442,0.042311158031225204,31.399999618530273,8.649999618530273,1.001528024673462,-0.0017460091039538383,1608.539909643,0,1000,1.3032482862472534,0.23607590794563293,40,1406.231689453125
NaN,0.2640201449394226,1.4906708002090454,160000.0,4.114842891693115,200.78924560546875,96.92070007324219,0.013237044215202332,0.2640201449394226,1.0028609037399292,0.8688697218894958,1.0028609037399292,0.01307515799999237,99.60693359375,0.26633769273757935,0.004516590852290392,7,0.015751300379633904,0.17866170406341553,8,0.26633769273757935,-0.033552054315805435,1746561577.4718232,-0.09626849740743637,3.1934964656829834,0,103.86846923828125,0.00027600000612437725,0.7221829891204834,0.2640201449394226,0.034607164561748505,28.700000762939453,8.65999984741211,1.0028609037399292,-0.002353144343942404,1811.204956143,0,1000,1.2783582210540771,0.26633769273757935,40,1607.0794677734375
NaN,0.2928149700164795,1.4285215139389038,180000.0,3.7110469341278076,202.6025848388672,97.63655853271484,-0.02898559719324112,0.2928149700164795,1.0038021802902222,0.8607407808303833,1.0038021802902222,0.01346513256430626,98.71542358398438,0.29722562432289124,0.01237513218075037,8,0.016139572486281395,0.2589026689529419,9,0.29722562432289124,-0.5012145638465881,1746561780.1369267,-0.1252540946006775,4.869412422180176,0,104.9659652709961,0.0002730000123847276,-0.4037959575653076,0.2928149700164795,0.04583803936839104,41.900001525878906,11.170000076293945,1.0038021802902222,0.007858541328459978,2008.19222422,0,1000,1.268952488899231,0.29722562432289124,40,1809.764404296875
NaN,0.32116401195526123,1.0450220108032227,200000.0,2.5677905082702637,196.9106903076172,97.38513946533203,-0.00401856005191803,0.32116401195526123,1.0045231580734253,0.8415499329566956,1.0045231580734253,0.013678811490535736,101.56889343261719,0.3275443911552429,0.010994557291269302,9,0.01635286770761013,0.2262057065963745,10,0.3275443911552429,0.0361003503203392,1746561977.1241074,-0.12927265465259552,3.6529862880706787,0,99.52545166015625,0.0002699999895412475,-1.143256425857544,0.32116401195526123,0.034178417176008224,26.100000381469727,10.510000228881836,1.0045231580734253,-0.0013805748894810677,2208.76856725,0,1000,1.2463798522949219,0.3275443911552429,40,2006.7344970703125
