Train/PolicyRatio,Time/Total,Time/Rollout,Value/reward,Metrics/EpLen,Train/Entropy,Loss/Loss_pi,Time/FPS,Value/cost,Train/PolicyStd,Metrics/EpCost,_step,Time/Update,Loss/Loss_cost_critic/Delta,Loss/Loss_reward_critic/Delta,Metrics/LagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Min,Train/PolicyRatio/Min,Metrics/EpRet,Train/PolicyRatio/Max,Train/Epoch,Loss/Loss_pi/Delta,Metrics/LagrangeMultiplier/Std,Loss/Loss_reward_critic,Time/Epoch,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier,Train/LR,Loss/Loss_cost_critic,Train/StopIter,Value/Adv,_timestamp,_runtime,TotalEnvSteps,Train/KL
1.000295639038086,162.71844482421875,97.62934112548828,0.06505516171455383,500,1.4259991645812988,-0.008020998910069466,122.91258239746094,-0.03811894357204437,1.007087230682373,63.75,1,65.0878677368164,9.082962036132812,0.00811349879950285,0.03599999472498894,0.03599999472498894,1.0002957582473755,-0.0332581028342247,1.0002957582473755,0,-0.008020998910069466,0,0.00811349879950285,162.71726989746094,0.010142337530851364,0.03599999472498894,0.0002969999914057553,9.082962036132812,40,0.025428511202335358,1743325062.024842,327.056219219,20000.0,0.00755329430103302
0.9994522333145142,326.18243408203125,97.68439483642578,0.05899748578667641,500,1.4084742069244385,-0.01510437112301588,122.40176391601562,3.1417734622955322,0.9895981550216675,80.67500305175781,2,65.71188354492188,1.4184112548828125,0.0001733154058456421,0.07097449153661728,0.07097449153661728,0.9994522333145142,0.288236141204834,0.9994522333145142,1,-0.007083372212946415,0,0.008286814205348492,163.39633178710938,0.013721092604100704,0.07097449153661728,0.00029399999766610563,10.501373291015625,40,0.17049580812454224,1743325225.5128343,490.148546774,40000.0,0.014342239126563072
1.0014991760253906,489.3138732910156,97.29047393798828,0.0736808329820633,500,1.3815101385116577,-0.014802767895162106,122.6690673828125,3.3183631896972656,0.96327805519104,94.30999755859375,3,65.74976348876953,-1.548990249633789,0.002453526481986046,0.10601075738668442,0.10601075738668442,1.0014991760253906,0.6826205253601074,1.0014991760253906,2,0.000301603227853775,0,0.010740340687334538,163.040283203125,0.013836509548127651,0.10601075738668442,0.000291000003926456,8.952383041381836,40,-0.06273529678583145,1743325388.6030078,653.688561568,60000.0,0.014001150615513325
1.0007020235061646,652.8547973632812,97.80583190917969,0.1156669408082962,500,1.3659183979034424,-0.01615448296070099,122.33071899414062,7.4647650718688965,0.9483690857887268,94.79000091552734,4,65.68535614013672,3.8493919372558594,-0.0006396137177944183,0.14118029177188873,0.14118029177188873,1.0007020235061646,1.369411826133728,1.0007020235061646,3,-0.0013517150655388832,0,0.01010072696954012,163.49124145507812,0.013878804631531239,0.14118029177188873,0.0002880000101868063,12.801774978637695,40,0.13767430186271667,1743325552.1440306,818.964538607,80000.0,0.01385167520493269
1.0022677183151245,818.1323852539062,99.21700286865234,0.15281639993190765,500,1.3438103199005127,-0.014426730573177338,121.0447769165039,10.340614318847656,0.9276503324508667,110.05000305175781,5,66.01106262207031,2.66217041015625,0.0024612508714199066,0.1765085756778717,0.1765085756778717,1.0022677183151245,2.0219905376434326,1.0022677183151245,4,0.0017277523875236511,0,0.012561977840960026,165.22811889648438,0.012700945138931274,0.1765085756778717,0.0002849999873433262,15.463945388793945,40,-0.2009643167257309,1743325717.42001,983.57022275,100000.0,0.013408752158284187
0.9998405575752258,982.7327270507812,98.47710418701172,0.2529054284095764,500,1.3150027990341187,-0.018268786370754242,121.54236602783203,13.745144844055176,0.9013429284095764,122.19000244140625,6,66.07452392578125,2.954456329345703,0.0022710785269737244,0.21201932430267334,0.21201932430267334,0.9998405575752258,2.7756409645080566,0.9998405575752258,5,-0.0038420557975769043,0,0.01483305636793375,164.5516815185547,0.013418550603091717,0.21201932430267334,0.00028199999360367656,18.41840171813965,40,0.22564230859279633,1743325882.026893,1147.845612859,120000.0,0.014692232944071293
0.9993138909339905,1147.0123291015625,97.95863342285156,0.33913931250572205,500,1.2933015823364258,-0.02013956569135189,121.78410339355469,11.8352689743042,0.8820170164108276,112.27999877929688,7,66.26636505126953,-0.9891033172607422,0.005047080107033253,0.24764077365398407,0.24764077365398407,0.9993139505386353,3.624718427658081,0.9993139505386353,6,-0.0018707793205976486,0,0.019880136474967003,164.2250518798828,0.013476506806910038,0.24764077365398407,0.0002789999998640269,17.429298400878906,40,-0.14009392261505127,1743326046.3023145,1311.828629666,140000.0,0.015962863340973854
1.0006988048553467,1310.9906005859375,97.74152374267578,0.41533374786376953,500,1.2748303413391113,-0.025346772745251656,122.00508880615234,11.327068328857422,0.8659307360649109,108.62999725341797,8,66.18601989746094,-2.203763008117676,-0.0024558063596487045,0.2833022475242615,0.2833022475242615,1.0006988048553467,4.189206600189209,1.0006988048553467,7,-0.005207207053899765,0,0.0174243301153183,163.92759704589844,0.01371004618704319,0.2833022475242615,0.00027600000612437725,15.22553539276123,40,0.10156670212745667,1743326210.2783942,1476.884441655,160000.0,0.018549300730228424
0.9987767934799194,1476.042724609375,98.7266616821289,0.5645389556884766,500,1.2545404434204102,-0.020708173513412476,121.20984649658203,13.586568832397461,0.8484652042388916,95.75,9,66.27637481689453,0.8628816604614258,0.006147982552647591,0.31877845525741577,0.31877845525741577,0.9987768530845642,4.698163986206055,0.9987768530845642,8,0.00463859923183918,0,0.02357231266796589,165.0030975341797,0.013448096811771393,0.31877845525741577,0.0002730000123847276,16.088417053222656,40,-0.006148877553641796,1743326375.341083,1641.09992237,180000.0,0.014597265049815178
1.0009939670562744,1640.2666015625,98.19224548339844,0.6174529790878296,500,1.232814073562622,-0.024887293577194214,121.8296890258789,9.707119941711426,0.8302819728851318,90.4000015258789,10,65.97129821777344,-4.650266647338867,0.0048742759972810745,0.354000061750412,0.354000061750412,1.0009939670562744,5.32374382019043,1.0009939670562744,9,-0.004179120063781738,0,0.028446588665246964,164.16358947753906,0.013859828002750874,0.354000061750412,0.0002699999895412475,11.438150405883789,40,-0.03934416174888611,1743326539.5565786,1807.548558836,200000.0,0.020687950775027275
