Safety/ShieldLagrangeMultiplier,Train/StopIter,Time/FPS,Loss/Loss_pi,Metrics/EpRet,_step,Misc/Alpha,Metrics/LagrangeMultiplier/Max,Misc/xHx,Safety/EpCostShield,Safety/ShieldLagrangeMultiplier/Max,Metrics/EpLen,Metrics/LagrangeMultiplier/Std,Time/Update,Loss/Loss_pi/Delta,Train/PolicyRatio/Min,Metrics/LagrangeMultiplier/Min,Loss/Loss_cost_critic/Delta,Value/Adv,Train/Entropy,Time/Epoch,Value/reward,Safety/shield_adv_c,Loss/Loss_reward_critic/Delta,Safety/ShieldLagrangeMultiplier/Min,Time/Total,Safety/shield_violation,Train/LR,_timestamp,Train/KL,Train/PolicyRatio/Max,Train/PolicyRatio,Metrics/EpCost,Metrics/LagrangeMultiplier,Loss/Loss_cost_critic,Misc/H_inv_g,_runtime,TotalEnvSteps,Train/Epoch,Safety/ShieldLagrangeMultiplier/Std,Value/cost,Misc/FinalStepNorm,Misc/AcceptanceStep,Train/PolicyStd,Misc/gradient_norm,Loss/Loss_reward_critic,Train/PolicyRatio/Std,Time/Rollout
0.04500000178813934,10,144.01405334472656,-0.429579496383667,-1.7963939905166626,1,1.7311447858810425,0.03599999099969864,0.006673636846244335,25.549999237060547,0.04500000178813934,1000,0,18.908462524414062,-0.429579496383667,1.0020074844360352,0.03599999099969864,4.688662052154541,1.0681151962899094e-08,1.410857081413269,138.87533569335938,0.03687051683664322,-0.028428170830011368,0.013668606989085674,0.04500000178813934,138.87619018554688,0.047089751809835434,0,1746514843.0751207,0.0004948338610120118,1.0020074844360352,1.0020074844360352,8.050000190734863,0.03599999099969864,4.688662052154541,0.11215201020240784,239.608918038,20000.0,0,0,-0.040008362382650375,0.1941513568162918,1,0.9919688105583191,0.09331556409597397,0.013668606989085674,0.0014195620315149426,119.96685028076172
0.07592001557350159,10,200.50694274902344,-0.47474193572998047,-1.1923391819000244,2,3.2573935985565186,0.06993100047111511,0.0018848951440304518,9.25,0.07592001557350159,1000,0,18.574474334716797,-0.04516243934631348,1.0011390447616577,0.06993100047111511,-2.575173854827881,7.629394338515283e-10,1.4073063135147095,99.7471694946289,0.029665140435099602,0.01038932055234909,-0.007774039637297392,0.07592001557350159,238.75836181640625,0.27960771322250366,0,1746514942.9103577,0.0003004118043463677,1.0011390447616577,1.0011390447616577,5.324999809265137,0.06993100047111511,2.11348819732666,0.09120763838291168,339.34284549,40000.0,1,0,-0.014487331733107567,0.29709917306900024,1,0.9884533882141113,0.04049979895353317,0.005894567351788282,0.0008053981582634151,81.17267608642578
0.10184401273727417,10,200.68240356445312,-0.2435622215270996,-0.8463870286941528,3,3.1085219383239746,0.10226884484291077,0.002069760113954544,2.5999999046325684,0.10184401273727417,1000,0,18.36214828491211,0.23117971420288086,1.001609206199646,0.10226884484291077,-1.3061276078224182,0.0,1.4312599897384644,99.65995788574219,0.010261131450533867,-0.23880669474601746,-0.002033509314060211,0.10184401273727417,338.4950866699219,0.501641035079956,0,1746515042.6446738,0.00034410215448588133,1.001609206199646,1.001609206199646,3.549999952316284,0.10226884484291077,0.8073605895042419,0.09275177866220474,440.613580549,60000.0,2,0,0.03925350308418274,0.288320928812027,1,1.0127065181732178,0.04238003492355347,0.003861058037728071,0.0011378525523468852,81.29779052734375
0.13122880458831787,10,197.6212921142578,-0.3821026086807251,-0.6411139369010925,4,3.2989208698272705,0.1342012882232666,0.001837739022448659,24.25,0.13122880458831787,1000,0,18.58551788330078,-0.1385403871536255,1.0018985271453857,0.1342012882232666,1.4233985543251038,-3.051757735406113e-09,1.468331217765808,101.20366668701172,0.004884845577180386,-0.1413188874721527,-0.0007845605723559856,0.13122880458831787,439.764892578125,0.7519977688789368,0,1746515143.915361,0.0002643965999595821,1.0018985271453857,1.0018984079360962,3.8375000953674316,0.1342012882232666,2.2307591438293457,0.10100354999303818,540.731879115,80000.0,3,0,0.16691936552524567,0.3332027196884155,1,1.0511842966079712,0.027596358209848404,0.0030764974653720856,0.0013424052158370614,82.61813354492188
0.16155503690242767,10,199.89971923828125,-0.2805670499801636,-0.4904109239578247,5,2.7756335735321045,0.16583362221717834,0.002595996018499136,15.5,0.16155503690242767,1000,0,18.631250381469727,0.10153555870056152,1.0020692348480225,0.16583362221717834,0.007555723190307617,1.2207030941624453e-08,1.499367356300354,100.05016326904297,0.02286013402044773,-0.12240852415561676,-0.0006799118127673864,0.16155503690242767,539.8818359375,0.8548551797866821,0,1746515244.0333183,0.0003037589485757053,1.0020692348480225,1.002069115638733,3.640000104904175,0.16583362221717834,2.2383148670196533,0.11768504232168198,645.372500449,100000.0,4,0,0.072927325963974,0.32665055990219116,1,1.0841970443725586,0.0418916754424572,0.002396585652604699,0.0014631699305027723,81.41889190673828
0.19135820865631104,10,191.31858825683594,-0.34733402729034424,-0.16343875229358673,6,2.6626763343811035,0.198249951004982,0.002820925787091255,58.29999923706055,0.19135820865631104,1000,0,18.70688247680664,-0.06676697731018066,1.0010817050933838,0.198249951004982,3.4140937328338623,0.0,1.5228753089904785,104.53767395019531,0.016477512195706367,-0.16823269426822662,0.0016833783593028784,0.19135820865631104,644.4954833984375,1.5331358909606934,0,1746515348.674284,0.00028800551081076264,1.0010817050933838,1.0010815858840942,5.340000152587891,0.198249951004982,5.652408599853516,0.12714219093322754,750.026173369,120000.0,5,0,0.1597471982240677,0.3385384976863861,1,1.1098328828811646,0.03810052573680878,0.0040799640119075775,0.0007648247992619872,85.83076477050781
0.22238518297672272,10,191.3105010986328,-0.41579821705818176,-0.028030503541231155,7,2.6562209129333496,0.23162220418453217,0.0028346541803330183,32.0,0.22238518297672272,1000,0,18.71232795715332,-0.06846418976783752,1.0022621154785156,0.23162220418453217,0.06261920928955078,1.5258788677030566e-09,1.53485906124115,104.5420913696289,0.008636439219117165,0.047543734312057495,-0.0013939628843218088,0.22238518297672272,749.1326293945312,1.8324604034423828,0,1746515453.3270059,0.00035887493868358433,1.0022621154785156,1.0022621154785156,7.260000228881836,0.23162220418453217,5.715027809143066,0.11204328387975693,855.131006425,140000.0,6,0,0.23464751243591309,0.29761171340942383,1,1.1229896545410156,0.039746567606925964,0.0026860011275857687,0.0015996134607121348,85.82975006103516
0.254774272441864,10,190.442138671875,-0.35758474469184875,0.133819118142128,8,2.329211950302124,0.26563215255737305,0.0036864709109067917,50.400001525878906,0.254774272441864,1000,0,18.56568145751953,0.05821347236633301,1.0027364492416382,0.26563215255737305,1.4800472259521484,1.0681151962899094e-08,1.5529025793075562,105.0187759399414,0.009766707196831703,0.738860547542572,-0.0004927525296807289,0.254774272441864,854.2804565429688,3.001917600631714,0,1746515558.4324765,0.0003251881862524897,1.0027364492416382,1.0027364492416382,10.5600004196167,0.26563215255737305,7.195075035095215,0.13370966911315918,959.103482599,160000.0,7,0,0.6867177486419678,0.3114381730556488,1,1.1434909105300903,0.04569299891591072,0.00219324859790504,0.0019349337089806795,86.45307159423828
0.28818973898887634,10,192.50856018066406,-0.3747377395629883,0.14440059661865234,9,2.5200002193450928,0.30009445548057556,0.0031493972055613995,48.849998474121094,0.28818973898887634,1000,0,18.434276580810547,-0.017152994871139526,1.0028222799301147,0.30009445548057556,-0.36275768280029297,-3.051757735406113e-09,1.575121283531189,103.89148712158203,0.023552635684609413,0.1215844377875328,0.002713095163926482,0.28818973898887634,958.2467651367188,2.5871005058288574,0,1746515662.4047863,0.000322866952046752,1.0028222799301147,1.0028222799301147,13.229999542236328,0.30009445548057556,6.832317352294922,0.1198454275727272,1062.760746461,180000.0,8,0,0.9055970907211304,0.30201050639152527,1,1.1693309545516968,0.04856344312429428,0.004906343761831522,0.0019956249743700027,85.45719146728516
0.32247236371040344,10,193.12103271484375,-0.3388427793979645,0.09188413619995117,10,2.8041722774505615,0.334979385137558,0.002543424488976598,64.44999694824219,0.32247236371040344,1000,0,18.674312591552734,0.035894960165023804,1.0016686916351318,0.334979385137558,-0.9983282089233398,-5.722045615108584e-10,1.5791497230529785,103.56200408935547,0.023481469601392746,0.43207988142967224,0.0019512632861733437,0.32247236371040344,1061.893310546875,3.858905792236328,0,1746515766.0617056,0.0003181738138664514,1.0016686916351318,1.0016685724258423,15.949999809265137,0.334979385137558,5.833989143371582,0.1058071181178093,1165.468495316,200000.0,9,0,1.1176165342330933,0.2967014014720917,1,1.1738730669021606,0.06698374450206757,0.006857607048004866,0.001179886981844902,84.88764953613281
