Value/cost,Loss/Loss_reward_critic/Delta,Train/PolicyRatio,Loss/Loss_pi/Delta,Misc/r,Train/PolicyRatio/Min,Loss/Loss_reward_critic,Time/Update,Time/Rollout,Misc/Alpha,Metrics/EpRet,Misc/A,Train/StopIter,Loss/Loss_pi,Value/reward,Time/Total,Metrics/EpCost,Misc/gradient_norm,Time/FPS,Misc/FinalStepNorm,Train/PolicyRatio/Std,Loss/Loss_cost_critic/Delta,Train/Epoch,Train/LR,Misc/H_inv_g,Train/KL,Misc/Lambda_star,Train/PolicyRatio/Max,Value/Adv,Misc/xHx,Misc/cost_gradient_norm,Misc/B,Misc/OptimCase,Misc/s,Misc/Nu_star,Loss/Loss_cost_critic,Misc/q,_runtime,Train/Entropy,_step,TotalEnvSteps,Misc/AcceptanceStep,Train/PolicyStd,_timestamp,Metrics/EpLen,Time/Epoch
0.05998773127794266,0.016018152236938477,0.9989010691642761,-0.013205024413764477,0.0031911954283714294,0.9989010691642761,0.016018152236938477,8.731670379638672,96.10462188720703,2.1118197441101074,-0.16930212080478668,0.004429579246789217,10,-0.013205024413764477,-0.04855995625257492,104.83738708496094,151.3000030517578,0.04049304127693176,190.7736053466797,0.29232797026634216,0.0007771035889163613,19.69180679321289,0,0,0.16300395131111145,0.00015187359531410038,0.0,0.9989010691642761,-3.051757735406113e-09,0.004484513774514198,0.35990774631500244,-123486.0234375,0,0.185378760099411,0.3284618854522705,19.69180679321289,0.004484513774514198,211.374527236,1.432229995727539,1,20000.0,1,1.0134423971176147,1743325606.3661678,500,104.8363037109375
5.237785339355469,0.0006019081920385361,0.9998714327812195,-0.003380085341632366,-0.014373218640685081,0.9998714327812195,0.016620060428977013,8.656966209411621,96.70863342285156,1.4015889167785645,-0.7183846235275269,0.008673299103975296,10,-0.016585109755396843,-0.07424743473529816,210.26348876953125,149.71249389648438,0.11639896035194397,189.8152313232422,0.29584410786628723,9.092480468098074e-05,-6.165345191955566,1,0,0.19443070888519287,0.00015714101027697325,0.0,0.9998714327812195,1.907348590179936e-08,0.010180948302149773,0.3772452473640442,-163571.78125,0,0.13702745735645294,0.3820420503616333,13.526461601257324,0.010180948302149773,317.174703721,1.436562180519104,2,40000.0,1,1.0178922414779663,1743325711.7894256,500,105.3656234741211
2.8499317169189453,-0.004391941241919994,1.0015387535095215,0.0007836315780878067,-0.013675540685653687,1.0015387535095215,0.012228119187057018,8.634740829467773,97.10842895507812,1.3093571662902832,-0.7145053744316101,0.009597060270607471,10,-0.015801478177309036,-0.0782722756266594,316.063232421875,114.69000244140625,0.11975393444299698,189.13746643066406,0.2633253335952759,0.0010880629997700453,-6.826001167297363,2,0,0.2098105102777481,0.00020068093726877123,0.0,1.0015387535095215,-6.103515470812226e-09,0.011665768921375275,0.32190510630607605,-145499.453125,0,0.09040442854166031,0.47034889459609985,6.700460433959961,0.011665768921375275,422.90884149,1.430577278137207,3,60000.0,1,1.0117944478988647,1743325817.5896542,500,105.74319458007812
4.663966178894043,-0.0006860336288809776,1.0007034540176392,0.005549372173845768,-0.003270867047831416,1.0007035732269287,0.01154208555817604,8.673831939697266,96.97604370117188,1.6108510494232178,-0.5133084058761597,0.007540802471339703,10,-0.010252106003463268,-0.07010678201913834,421.76898193359375,74.72000122070312,0.06831073760986328,189.30450439453125,0.33685022592544556,0.0004974451730959117,2.2427806854248047,3,0,0.2160213142633438,0.00014053646009415388,0.0,1.0007035732269287,-9.155272984173735e-09,0.007707591634243727,0.14342910051345825,-87039.3515625,0,0.06414428353309631,0.5583878755569458,8.943241119384766,0.007707591634243727,528.540556814,1.4219783544540405,4,80000.0,1,1.0031437873840332,1743325923.323395,500,105.64989471435547
3.0169405937194824,-0.002860741689801216,0.9999589920043945,0.0027721556834876537,-0.0005392708699218929,0.9999589920043945,0.008681343868374825,8.718900680541992,96.85204315185547,1.387851595878601,-0.12933997809886932,0.010376853868365288,10,-0.0074799503199756145,-0.04869845137000084,527.4310913085938,39.45000076293945,0.06442596763372421,189.44602966308594,0.34382590651512146,2.9025157346040942e-05,-4.146018028259277,4,0,0.2545558214187622,0.000128080093418248,0.0,0.9999589920043945,9.155272984173735e-09,0.010383493266999722,0.1689857691526413,-35532.43359375,0,0.04379945993423462,0.67574143409729,4.797223091125488,0.010383493266999722,634.382345498,1.4136810302734375,5,100000.0,1,0.994976818561554,1743326028.9555163,500,105.57096862792969
1.06584894657135,-0.002727869898080826,1.000656008720398,0.0023218216374516487,0.00037389365024864674,1.000656008720398,0.005953473970293999,8.668188095092773,97.11328887939453,1.2242985963821411,-0.0916123166680336,0.013337468728423119,10,-0.005158128682523966,-0.03496500477194786,633.2704467773438,23.829999923706055,0.07391002029180527,189.06898498535156,0.32345521450042725,0.0004638400860130787,-2.501340866088867,5,0,0.2799353003501892,0.00014733211719430983,0.0,1.000656008720398,5.340575981449547e-09,0.013343045487999916,0.1612113118171692,-22652.060546875,0,0.025069164112210274,0.8931923508644104,2.295882225036621,0.013343045487999916,739.974926788,1.4143062829971313,6,120000.0,1,0.995501697063446,1743326134.797298,500,105.781494140625
1.665513038635254,0.00426360871642828,0.9997987151145935,-0.0027968683280050755,0.0018126440700143576,0.9997987151145935,0.010217082686722279,8.71252155303955,96.82359313964844,1.4329415559768677,-0.015757227316498756,0.00968894362449646,10,-0.007954997010529041,-0.006917111109942198,738.8640747070312,8.739999771118164,0.05653858184814453,189.50856018066406,0.30651843547821045,0.00014234395348466933,1.1538033485412598,6,0,0.24847924709320068,0.0001387403899570927,0.0,0.9997987151145935,-8.01086397217432e-09,0.009740306064486504,0.2623591721057892,-1194.0947265625,0,0.06397005915641785,0.5591477751731873,3.449685573577881,0.009740306064486504,845.743627571,1.4174613952636719,7,140000.0,1,0.998563289642334,1743326240.3898847,500,105.5361328125
1.3321887254714966,-0.006096472032368183,0.999692440032959,0.004145435057580471,0.004549600183963776,0.999692440032959,0.0041206106543540955,8.666984558105469,97.03683471679688,1.1658406257629395,0.003403866197913885,0.014126863330602646,10,-0.0038095619529485703,-0.021358469501137733,844.6292724609375,10.920000076293945,0.068677619099617,189.2078857421875,0.322920024394989,0.00021747773280367255,-1.2209455966949463,7,0,0.2884765565395355,0.0001293498498853296,0.0,0.999692440032959,2.2888182460434336e-09,0.014714695513248444,0.14686088263988495,-3386.48583984375,0,0.035212211310863495,0.75364750623703,2.2287399768829346,0.014714695513248444,951.136747083,1.4194213151931763,8,160000.0,1,1.0005958080291748,1743326346.1586118,500,105.70384216308594
1.1358428001403809,-0.00011918134987354279,1.0010007619857788,0.002698844764381647,0.0008506486192345619,1.0010007619857788,0.004001429304480553,8.72828197479248,96.60266876220703,1.1715973615646362,0.03320717811584473,0.014448964968323708,10,-0.0011107171885669231,-0.014336681924760342,950.0206909179688,4.260000228881836,0.10540615767240524,189.87767028808594,0.326370507478714,0.0007076737238094211,-1.37734454870224,8,0,0.2872018814086914,0.00014167901827022433,0.0,1.0010007619857788,0.0,0.0145704485476017,0.05638376995921135,-3046.733154296875,0,0.005956364329904318,1.8324156999588013,0.8513954281806946,0.0145704485476017,1056.739353264,1.4243074655532837,9,180000.0,1,1.005696177482605,1743326451.551691,500,105.33097076416016
0.8019207715988159,0.001045334618538618,1.0002578496932983,-0.005923135671764612,-0.0030030158814042807,1.0002578496932983,0.005046763923019171,8.660310745239258,96.86756896972656,1.058773398399353,-0.031593985855579376,0.01713508367538452,10,-0.007033852860331535,-0.01437994372099638,1055.611572265625,5.670000076293945,0.07139619439840317,189.5233154296875,0.29732197523117065,0.00018224300583824515,-0.006078124046325684,9,0,0.32980385422706604,0.00016528452397324145,0.0,1.0002578496932983,1.1062621929625038e-08,0.01784118451178074,0.10606186836957932,-2517.182373046875,0,0.012771667912602425,1.25138521194458,0.8453173041343689,0.01784118451178074,1161.888406417,1.4427156448364258,10,200000.0,1,1.0248335599899292,1743326557.1543152,500,105.52791595458984
