Loss/Loss_pi/Delta,Safety/ShieldLagrangeMultiplier/Min,Value/Adv,Misc/xHx,Safety/EpCostShield,Misc/AcceptanceStep,Loss/Loss_cost_critic/Delta,Safety/ShieldLagrangeMultiplier,Metrics/LagrangeMultiplier/Std,Loss/Loss_pi,Misc/gradient_norm,Train/Entropy,Safety/shield_adv_c,Loss/Loss_cost_critic,Loss/Loss_reward_critic/Delta,Train/PolicyStd,Loss/Loss_reward_critic,Value/reward,Train/PolicyRatio/Max,Train/PolicyRatio,Metrics/EpRet,Train/PolicyRatio/Std,Time/Total,TotalEnvSteps,Train/StopIter,Time/Update,Time/FPS,Time/Rollout,Misc/FinalStepNorm,_step,Metrics/LagrangeMultiplier/Max,Misc/Alpha,Safety/shield_violation,Safety/ShieldLagrangeMultiplier/Max,Train/KL,_timestamp,Metrics/EpLen,Train/PolicyRatio/Min,Metrics/LagrangeMultiplier/Min,_runtime,Train/LR,Misc/H_inv_g,Metrics/EpCost,Time/Epoch,Metrics/LagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Std,Train/Epoch,Value/cost
-0.023108087480068207,0.04500000178813934,1.8692016823251834e-08,0.003781357081606984,43.25,1,9.839619636535645,0.04500000178813934,0,-0.023108087480068207,0.04557483270764351,1.4156709909439087,0.6621995568275452,9.839619636535645,0.00997727271169424,0.9967414736747742,0.00997727271169424,0.2869330942630768,0.9989875555038452,0.9989874958992004,-1.5039929151535034,0.0007159063825383782,172.10789489746094,20000.0,10,27.57209587097168,116.2070083618164,144.5345458984375,0.3071438670158386,1,0.035999998450279236,2.299802541732788,0.10323403030633926,0.04500000178813934,0.00027047874755226076,1746561631.7316322,1000,0.9989875555038452,0.035999998450279236,300.508969255,0,0.13355228304862976,23.5,172.10665893554688,0.035999998450279236,0,0,-0.06254997104406357
0.0008738916367292404,0.08001525700092316,9.155272984173735e-09,0.012184461578726768,44.04999923706055,1,1.6476116180419922,0.08001525700092316,0,-0.022234195843338966,0.14678587019443512,1.40691339969635,-0.13557277619838715,11.487231254577637,-0.004569361452013254,0.9880706667900085,0.005407911259680986,0.23880527913570404,1.0007224082946777,1.0007224082946777,-1.238197684288025,0.0005108197801746428,299.338623046875,40000.0,10,27.563570022583008,157.5016632080078,99.419189453125,0.22209516167640686,2,0.07100285589694977,1.2811843156814575,1.303500771522522,0.08001525700092316,0.00042534348904155195,1746561758.8493047,1000,1.0007224082946777,0.07100285589694977,422.746636935,0,0.17335145175457,23.575000762939453,126.9827880859375,0.07100285589694977,0,1,0.765860378742218
0.01017774362117052,0.11501011997461319,7.629394005448376e-09,0.008963970467448235,43.150001525878906,1,1.007833480834961,0.11501011997461319,0,-0.012056452222168446,0.09436710178852081,1.3956891298294067,0.04314042627811432,12.495064735412598,-0.0001485813409090042,0.9770844578742981,0.005259329918771982,0.19669896364212036,0.9997808337211609,0.9997808337211609,-0.9403465986251831,0.00015501611051149666,421.61468505859375,60000.0,10,27.608131408691406,163.7332000732422,94.54176330566406,0.2955561876296997,3,0.10606598854064941,1.4937039613723755,1.5219587087631226,0.11501011997461319,0.00034459607559256256,1746561881.0870569,1000,0.9997808337211609,0.10606598854064941,551.548893522,0,0.1978679746389389,25.016666412353516,122.14994812011719,0.10606598854064941,0,2,1.0463072061538696
0.006747219245880842,0.15015746653079987,5.340575981449547e-09,0.0066994777880609035,54.29999923706055,1,0.8963584899902344,0.15015746653079987,0,-0.005309232976287603,0.09102538973093033,1.3924776315689087,-0.06591993570327759,13.391423225402832,0.0001488211564719677,0.97397381067276,0.00540815107524395,0.17688997089862823,0.9996694326400757,0.9996693730354309,-0.6500036120414734,0.00023377450997941196,550.4013671875,80000.0,10,26.111116409301758,155.4036102294922,102.58600616455078,0.2860568165779114,4,0.141238272190094,1.7278028726577759,2.9301531314849854,0.15015746653079987,0.00036682368954643607,1746562009.8893046,1000,0.9996694326400757,0.141238272190094,675.18940933,0,0.1655610352754593,27.3125,128.6971435546875,0.141238272190094,0,3,1.9953978061676025
-0.033492463175207376,0.1853020042181015,-3.356933575560106e-08,0.00592142716050148,47.5,1,-0.8181514739990234,0.1853020042181015,0,-0.03880169615149498,0.07095929980278015,1.3879103660583496,-0.04009464383125305,12.573271751403809,-0.002626975765451789,0.9695239663124084,0.002781175309792161,0.15061961114406586,0.998653769493103,0.9986537098884583,-0.5485304594039917,0.0009519848972558975,674.0397338867188,100000.0,10,28.771663665771484,161.898681640625,94.76234436035156,0.34276148676872253,5,0.17650631070137024,1.8378134965896606,3.9400434494018555,0.1853020042181015,0.00027121431776322424,1746562133.5300996,1000,0.998653769493103,0.17650631070137024,810.808318283,0,0.1865050494670868,27.889999389648438,123.5340576171875,0.17650631070137024,0,4,3.316434860229492
0.04254920780658722,0.22037488222122192,3.051757735406113e-09,0.0070406668819487095,83.1500015258789,1,3.7421674728393555,0.22037488222122192,0,0.0037475116550922394,0.0926191583275795,1.3682570457458496,0.36298972368240356,16.315439224243164,0.002186270197853446,0.9507198333740234,0.004967445507645607,0.1255316585302353,1.0007352828979492,1.0007352828979492,-0.08042924851179123,0.0005198673461563885,809.6796875,120000.0,10,29.078725814819336,147.5585174560547,106.460693359375,0.31490030884742737,6,0.21196727454662323,1.6854186058044434,5.818817138671875,0.22037488222122192,0.0003550074761733413,1746562269.1492054,1000,1.0007352828979492,0.21196727454662323,938.358768469,0,0.1868380308151245,32.880001068115234,135.53944396972656,0.21196727454662323,0,5,3.6851961612701416
-0.019339431077241898,0.2557621896266937,1.5258788677030566e-09,0.008297420106828213,77.4000015258789,1,-2.9538211822509766,0.2557621896266937,0,-0.015591919422149658,0.05961792171001434,1.366036295890808,0.19872748851776123,13.361618041992188,-0.0010653412900865078,0.9485710263252258,0.003902104217559099,0.11864350736141205,0.9999791383743286,0.9999790787696838,0.2843238115310669,1.4779508092033211e-05,937.2116088867188,140000.0,10,25.560121536254883,156.9188995361328,101.89422607421875,0.33271005749702454,7,0.24764598906040192,1.5525413751602173,6.047145366668701,0.2557621896266937,0.0002991841174662113,1746562396.6994023,1000,0.9999791383743286,0.24764598906040192,1074.763652116,0,0.2143002599477768,38.65999984741211,127.4543685913086,0.24764598906040192,0,6,4.155819892883301
0.011254243087023497,0.29145869612693787,3.051757735406113e-09,0.010712009854614735,86.5,1,-1.501317024230957,0.29145869612693787,0,-0.004337676335126162,0.07220885902643204,1.3679747581481934,1.0717376470565796,11.86030101776123,0.0052265808917582035,0.9503788352012634,0.009128685109317303,0.11277386546134949,1.00107741355896,1.0010772943496704,0.6327535510063171,0.0007618464296683669,1073.6214599609375,160000.0,10,28.21379852294922,146.7236328125,108.09686279296875,0.3367147445678711,8,0.28356561064720154,1.3664045333862305,6.70556640625,0.29145869612693787,0.0003053091641049832,1746562533.1047518,1000,1.00107741355896,0.28356561064720154,1216.326275978,0,0.2464239001274109,41.040000915527344,136.31068420410156,0.28356561064720154,0,7,4.776719570159912
0.014853381086140871,0.3274155259132385,7.629394338515283e-10,0.00921486783772707,108.25,1,2.9511537551879883,0.3274155259132385,0,0.01051570475101471,0.05607585236430168,1.367817759513855,1.5086188316345215,14.811454772949219,0.004790846258401871,0.9501805901527405,0.013919531367719173,0.12131278216838837,1.0009092092514038,1.0009092092514038,1.0680327415466309,0.0006428237538784742,1215.201904296875,180000.0,10,28.531084060668945,141.35549926757812,112.95613098144531,0.34679335355758667,9,0.3197440207004547,1.4732288122177124,8.22249698638916,0.3274155259132385,0.0002321612846571952,1746562674.6670766,1000,1.0009092092514038,0.3197440207004547,1347.859558462,0,0.23539681732654572,44.189998626708984,141.48724365234375,0.3197440207004547,0,8,5.090231895446777
-0.04916694387793541,0.3636890947818756,-3.051757735406113e-09,0.017486106604337692,100.55000305175781,1,0.041197776794433594,0.3636890947818756,0,-0.0386512391269207,0.12385357916355133,1.3653841018676758,-0.20436839759349823,14.852652549743652,0.0008033681660890579,0.9478842616081238,0.014722899533808231,0.1558220237493515,0.9996293783187866,0.9996293187141418,1.54753839969635,0.00026212530792690814,1346.7103271484375,200000.0,10,28.905052185058594,152.16415405273438,102.53192138671875,0.31341397762298584,10,0.3562132716178894,1.0694692134857178,8.738080978393555,0.3636890947818756,0.00031396307167597115,1746562806.1997607,1000,0.9996293783187866,0.3562132716178894,1488.443531515,0,0.29305562376976013,50.779998779296875,131.43701171875,0.3562132716178894,0,9,4.735202312469482
