Value/cost,Loss/Loss_pi,Train/PolicyRatio/Max,Train/LR,Safety/shield_adv_c,Time/FPS,Metrics/LagrangeMultiplier/Min,Value/Adv,Misc/FinalStepNorm,Metrics/EpCost,Train/PolicyRatio,Metrics/EpRet,Metrics/LagrangeMultiplier,Train/Entropy,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier/Max,Misc/gradient_norm,Metrics/LagrangeMultiplier/Std,Loss/Loss_pi/Delta,Misc/xHx,Metrics/EpLen,Safety/shield_violation,Safety/ShieldLagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Min,Train/StopIter,Train/PolicyRatio/Std,Misc/Alpha,TotalEnvSteps,Misc/AcceptanceStep,_runtime,_timestamp,Time/Rollout,Safety/ShieldLagrangeMultiplier/Std,Train/Epoch,Loss/Loss_cost_critic/Delta,Train/PolicyRatio/Min,Misc/H_inv_g,_step,Safety/ShieldLagrangeMultiplier/Max,Train/PolicyStd,Time/Epoch,Loss/Loss_reward_critic/Delta,Safety/EpCostShield,Value/reward,Train/KL,Time/Update,Loss/Loss_cost_critic,Time/Total
-0.11901947110891342,-0.1769033819437027,1.0001213550567627,0,6.20632266998291,165.8437042236328,0.035999998450279236,0.0,0.17863884568214417,133.6750030517578,1.0001212358474731,-2.6070590019226074,0.035999998450279236,1.4171667098999023,0.03647354245185852,0.035999998450279236,0.13320262730121613,0,-0.1769033819437027,0.005482539534568787,500,-0.2035280466079712,0.044999994337558746,0.044999994337558746,10,8.575479296268895e-05,1.9099575281143188,20000.0,1,214.384206799,1746551867.3289185,106.54132080078125,0,0,81.7806396484375,1.0001213550567627,0.09353027492761612,1,0.044999994337558746,0.9982325434684753,120.59546661376953,0.03647354245185852,172.25,0.016974911093711853,0.00046020548325031996,14.054129600524902,81.7806396484375,120.59614562988281
1.1111942529678345,-0.2270708531141281,0.9999459981918335,0,1.5294570922851562,215.5918731689453,0.07015426456928253,-1.1444091230217168e-09,0.39434391260147095,93.67500305175781,0.9999459385871887,-1.3909375667572021,0.07015426456928253,1.4302338361740112,0.017828764393925667,0.07015426456928253,0.024793997406959534,0,-0.050167471170425415,0.0025003834161907434,500,2.1610991954803467,0.07685777544975281,0.07685777544975281,10,3.8213147490751e-05,2.82820463180542,40000.0,1,309.344067421,1746551960.191164,78.33480072021484,0,1,-47.29722595214844,0.9999459981918335,0.13943259418010712,2,0.07685777544975281,1.0114225149154663,92.76787567138672,-0.018644778057932854,74.375,0.04316771402955055,0.00014234980335459113,14.433058738708496,34.48341369628906,213.42274475097656
2.8960182666778564,-0.17643235623836517,1.0006479024887085,0,2.1878981590270996,210.81272888183594,0.1037767082452774,1.2969969986897922e-08,0.3635607957839966,81.77999877929688,1.0006479024887085,-0.28115975856781006,0.1037767082452774,1.436133861541748,0.017016924917697906,0.1037767082452774,0.059140194207429886,0,0.05063849687576294,0.004446688573807478,500,4.239889144897461,0.10865968465805054,0.10865968465805054,10,0.0004581081448122859,2.1207826137542725,60000.0,1,408.397182576,1746552055.1510627,80.96277618408203,0,2,3.6092605590820312,1.0006479024887085,0.1714276671409607,3,0.10865968465805054,1.0173540115356445,94.87093353271484,-0.0008118394762277603,88.19999694824219,0.049535851925611496,0.00033255419111810625,13.908136367797852,38.092674255371094,308.38623046875
7.101512432098389,-0.052388306707143784,1.0009889602661133,0,3.083017349243164,202.08816528320312,0.1372586190700531,6.141662112213453e-08,0.3360501825809479,82.66000366210938,1.0009889602661133,2.0222692489624023,0.1372586190700531,1.431338906288147,0.03033086657524109,0.1372586190700531,0.04614363983273506,0,0.12404404953122139,0.0055326675064861774,500,9.912220001220703,0.14170213043689728,0.14170213043689728,10,0.0006992443231865764,1.9012854099273682,80000.0,1,507.317183499,1746552154.2042131,84.49382781982422,0,3,40.1656494140625,1.0009889602661133,0.17674894630908966,4,0.14170213043689728,1.0125378370285034,98.96670532226562,0.013313941657543182,154.625,0.0593927726149559,0.00034015101846307516,14.472862243652344,78.2583236694336,407.4413146972656
7.242793560028076,-0.1041315421462059,0.9999278783798218,0,0.4582251310348511,202.3410186767578,0.17111116647720337,2.3651121949797016e-08,0.28546175360679626,100.18000030517578,0.999927818775177,4.792167663574219,0.17111116647720337,1.4325917959213257,0.04585057124495506,0.17111116647720337,0.06332724541425705,0,-0.05174323543906212,0.006546491291373968,500,10.68652629852295,0.17514310777187347,0.17514310777187347,10,5.1053884817520157e-05,1.7478749752044678,100000.0,1,604.535876366,1746552253.1242182,84.763427734375,0,4,1.7413101196289062,0.9999278783798218,0.16331931948661804,5,0.17514310777187347,1.0141100883483887,98.84303283691406,0.015519704669713974,124.05000305175781,0.2531038224697113,0.000430192390922457,14.079591751098633,79.9996337890625,506.3739013671875
7.057293891906738,-0.1948143094778061,1.003174066543579,0,0.7082412242889404,205.93521118164062,0.20494912564754486,3.204345588869728e-08,0.26458001136779785,87.87000274658203,1.0031739473342896,6.940695285797119,0.20494912564754486,1.4417933225631714,0.057383451610803604,0.20494912564754486,0.09148547798395157,0,-0.09068276733160019,0.008033553138375282,500,9.97843074798584,0.2079753577709198,0.2079753577709198,10,0.002244347706437111,1.5778324604034424,120000.0,1,700.343820038,1746552350.3427236,81.40127563476562,0,5,-15.755012512207031,1.003174066543579,0.16768574714660645,6,0.2079753577709198,1.023823618888855,97.117919921875,0.011532880365848541,85.07499694824219,0.48954930901527405,0.0004389429232105613,15.716623306274414,64.24462127685547,603.5671997070312
9.87987232208252,-0.14158208668231964,1.003140926361084,0,1.8985381126403809,208.9275360107422,0.23834414780139923,1.3732909920349812e-08,0.24336384236812592,71.98999786376953,1.003140926361084,8.422867774963379,0.23834414780139923,1.4417144060134888,0.10268225520849228,0.23834414780139923,0.11312486976385117,0,0.05323222279548645,0.006733205169439316,500,12.511077880859375,0.24094319343566895,0.24094319343566895,10,0.002220970345661044,1.7234700918197632,140000.0,1,793.65190444,1746552446.1508834,81.62957763671875,0,6,4.462562561035156,1.003140926361084,0.14120572805404663,7,0.24094319343566895,1.024408221244812,95.72696685791016,0.045298803597688675,106.875,0.751029372215271,0.0004608625313267112,14.097373962402344,68.70718383789062,699.39453125
7.379667282104492,-0.30119752883911133,1.002752661705017,0,0.7068506479263306,214.54635620117188,0.271123468875885,-1.3732909920349812e-08,0.28157371282577515,62.939998626708984,1.002752661705017,9.875443458557129,0.271123468875885,1.4389352798461914,0.10929621756076813,0.271123468875885,0.11774898320436478,0,-0.1596154421567917,0.006189572159200907,500,9.8963041305542,0.2725139260292053,0.2725139260292053,10,0.0019463414791971445,1.797563910484314,160000.0,1,888.338195497,1746552539.4589233,78.45903015136719,0,7,-33.40986251831055,1.002752661705017,0.15664184093475342,8,0.2725139260292053,1.0213817358016968,93.2199478149414,0.006613962352275848,54.17499923706055,1.0601749420166016,0.0003315619833301753,14.760903358459473,35.29732131958008,792.6968994140625
7.892354488372803,-0.3004061281681061,1.0011228322982788,0,-1.063297986984253,211.35971069335938,0.3027613162994385,-1.4495848965623281e-08,0.27410563826560974,45.77000045776367,1.0011228322982788,10.627309799194336,0.3027613162994385,1.423784613609314,0.14588303864002228,0.3027613162994385,0.1568591147661209,0,0.000791400671005249,0.006264921277761459,500,10.218883514404297,0.3029313087463379,0.3029313087463379,10,0.000793990446254611,1.7867214679718018,180000.0,1,980.33844448,1746552634.1455402,79.5181884765625,0,8,10.541481018066406,1.0011228322982788,0.1534126251935959,9,0.3029313087463379,1.0058504343032837,94.62541961669922,0.03658682107925415,52.5,1.3175748586654663,0.000362696242518723,15.107209205627441,45.838802337646484,887.4091796875
7.779678821563721,-0.3648921549320221,1.0003907680511475,0,-0.3237244188785553,217.53187561035156,0.33309683203697205,1.2207030941624453e-08,0.2622928023338318,37.150001525878906,1.000390648841858,11.773913383483887,0.33309683203697205,1.4039678573608398,0.13635511696338654,0.33309683203697205,0.14478309452533722,0,-0.06448602676391602,0.00590912951156497,500,10.900986671447754,0.3320184350013733,0.3320184350013733,10,0.0002762023650575429,1.8397248983383179,200000.0,1,1068.156222227,1746552726.1454427,77.91960144042969,0,9,0.7195663452148438,1.0003907680511475,0.14257174730300903,10,0.3320184350013733,0.9866223335266113,91.94054412841797,-0.009527921676635742,41.849998474121094,1.4882761240005493,0.0003754506469704211,14.020930290222168,46.55836868286133,979.40869140625
