Time/Total,Value/cost,Safety/ShieldLagrangeMultiplier/Max,Train/Entropy,Loss/Loss_pi,Safety/ShieldLagrangeMultiplier/Std,Train/PolicyRatio/Max,Train/Epoch,Train/StopIter,Time/Rollout,Safety/EpCostShield,_timestamp,_runtime,Value/reward,Loss/Loss_reward_critic,Train/PolicyRatio/Std,Time/FPS,Value/Adv,Metrics/EpRet,Safety/shield_violation,_step,Metrics/EpLen,TotalEnvSteps,Metrics/LagrangeMultiplier/Max,Time/Update,Metrics/EpCost,Loss/Loss_reward_critic/Delta,Metrics/LagrangeMultiplier/Min,Train/PolicyStd,Safety/shield_adv_c,Metrics/LagrangeMultiplier,Train/KL,Safety/ShieldLagrangeMultiplier/Min,Train/LR,Loss/Loss_pi/Delta,Loss/Loss_cost_critic/Delta,Time/Epoch,Metrics/LagrangeMultiplier/Std,Train/PolicyRatio/Min,Train/PolicyRatio,Loss/Loss_cost_critic,Safety/ShieldLagrangeMultiplier
303.1837463378906,0.0061094206757843494,0.044999994337558746,1.3978549242019653,-0.43075403571128845,0,1.0049898624420166,0,40,157.73326110839844,119.8499984741211,1746521822.241315,549.410637429,-0.06304334849119186,0.005693297367542982,0.010523082688450813,65.96687316894531,-0.04046577587723732,-1.0095365047454834,-0.02074453979730606,1,1000,20000.0,0.03599999472498894,145.44908142089844,79.9000015258789,0.005693297367542982,0.03599999472498894,0.9791794419288635,NaN,0.03599999472498894,0.009581546299159527,0.044999994337558746,0.0002969999914057553,-0.43075403571128845,31.339155197143555,303.1824645996094,0,1.0049898624420166,1.0049898624420166,31.339155197143555,0.044999994337558746
548.1341552734375,1.557063102722168,0.07777072489261627,1.366540789604187,-0.4250386357307434,0,1.0057387351989746,1,40,103.57167053222656,61.650001525878906,1746522067.186026,800.09907897,-0.059815000742673874,0.005815829150378704,0.011015144176781178,81.67910766601562,0.0730544701218605,-0.8975039720535278,2.702342987060547,2,1000,40000.0,0.07059643417596817,141.28890991210938,64.19999694824219,0.00012253178283572197,0.07059643417596817,0.9489818215370178,NaN,0.07059643417596817,0.009916137903928757,0.07777072489261627,0.00029399999766610563,0.005715399980545044,-19.084792137145996,244.86065673828125,0,1.0057387351989746,1.0057387351989746,12.254363059997559,0.07777072489261627
798.810546875,2.2936389446258545,0.11134497076272964,1.3312523365020752,-0.3618949353694916,0,1.0063331127166748,2,40,111.6400375366211,94.25,1746522317.8743,1047.236121399,-0.06045472249388695,0.007788489107042551,0.011829971335828304,79.8115234375,-0.056736480444669724,-0.4507814347743988,3.138840675354004,3,1000,60000.0,0.10454893857240677,138.95025634765625,51.75,0.001972659956663847,0.10454893857240677,0.9160865545272827,NaN,0.10454893857240677,0.01286430936306715,0.11134497076272964,0.000291000003926456,0.06314370036125183,-2.011892318725586,250.59039306640625,0,1.0063331127166748,1.0063329935073853,10.242470741271973,0.11134497076272964
1045.940673828125,2.1789889335632324,0.14332973957061768,1.2988219261169434,-0.4059884548187256,0,1.0085471868515015,3,40,104.9572982788086,46.25,1746522565.0115044,1297.626133979,-0.050456639379262924,0.007760566659271717,0.012407355010509491,80.96184539794922,0.09831322729587555,-0.02161480113863945,3.9397430419921875,4,1000,80000.0,0.13777579367160797,142.0725860595703,43.63750076293945,-2.792244777083397e-05,0.13777579367160797,0.886852502822876,NaN,0.13777579367160797,0.011257177218794823,0.14332973957061768,0.0002880000101868063,-0.04409351944923401,-1.7596492767333984,247.0299530029297,0,1.0085471868515015,1.0085471868515015,8.482821464538574,0.14332973957061768
1296.2996826171875,3.197251081466675,0.17487096786499023,1.275546908378601,-0.4033813774585724,0,1.0085452795028687,4,40,107.3182373046875,54.099998474121094,1746522815.401101,1548.811582567,0.005342388059943914,0.01073943730443716,0.011869334615767002,79.91899871826172,-0.1415591537952423,0.41350415349006653,4.881682872772217,5,1000,100000.0,0.17033648490905762,142.93502807617188,39.15999984741211,0.0029788706451654434,0.17033648490905762,0.866446852684021,NaN,0.17033648490905762,0.010834203101694584,0.17487096786499023,0.0002849999873433262,0.0026070773601531982,-0.24872684478759766,250.25338745117188,0,1.0085452795028687,1.0085452795028687,8.234094619750977,0.17487096786499023
1547.5191650390625,2.5159902572631836,0.20527584850788116,1.240439534187317,-0.4154636561870575,0,1.010412573814392,5,40,111.35171508789062,38.25,1746523066.5866568,1802.33529175,0.03044695407152176,0.01052832417190075,0.012363351881504059,79.65679931640625,-0.1411259025335312,1.136330485343933,4.610220909118652,6,1000,120000.0,0.20150502026081085,139.72531127929688,26.459999084472656,-0.00021111313253641129,0.20150502026081085,0.8365879654884338,NaN,0.20150502026081085,0.012487576343119144,0.20527584850788116,0.00028199999360367656,-0.012082278728485107,-0.8687343597412109,251.07713317871094,0,1.010412573814392,1.010412573814392,7.365360260009766,0.20527584850788116
1801.052734375,2.5920941829681396,0.2354375123977661,1.2031830549240112,-0.39595329761505127,0,1.0120145082473755,6,40,108.22039794921875,47.599998474121094,1746523320.110845,2047.613326503,0.05636977404356003,0.011953548528254032,0.012905016541481018,78.91807556152344,-0.007312852889299393,1.8021326065063477,4.1907758712768555,7,1000,140000.0,0.23128189146518707,145.2068634033203,22.030000686645508,0.001425224356353283,0.23128189146518707,0.8060105443000793,NaN,0.23128189146518707,0.013143441639840603,0.2354375123977661,0.0002789999998640269,0.019510358572006226,1.6819276809692383,253.4273681640625,0,1.0120145082473755,1.012014389038086,9.047287940979004,0.2354375123977661
2046.327392578125,2.182806968688965,0.26410630345344543,1.1725718975067139,-0.41937559843063354,0,1.0138320922851562,7,40,104.09357452392578,25.450000762939453,1746523565.3888235,2299.401647099,0.12091748416423798,0.013952190056443214,0.013009149581193924,81.57090759277344,-0.05663113668560982,2.3119118213653564,4.317089080810547,8,1000,160000.0,0.25969406962394714,141.09176635742188,18.729999542236328,0.0019986415281891823,0.25969406962394714,0.7817157506942749,NaN,0.25969406962394714,0.013371418230235577,0.26410630345344543,0.00027600000612437725,-0.023422300815582275,-4.402311325073242,245.18545532226562,0,1.0138320922851562,1.0138320922851562,4.644976615905762,0.26410630345344543
2298.10009765625,2.266568660736084,0.2926097512245178,1.1406965255737305,-0.4041254222393036,0,1.0129637718200684,8,40,107.74588775634766,41.400001525878906,1746523817.1767337,2548.307095397,0.1611761450767517,0.01672356203198433,0.012990755029022694,79.46663665771484,-0.33850377798080444,2.865366220474243,4.693282604217529,9,1000,180000.0,0.28705498576164246,143.93197631835938,18.90999984741211,0.002771371975541115,0.28705498576164246,0.7572035193443298,NaN,0.28705498576164246,0.013932894915342331,0.2926097512245178,0.0002730000123847276,0.015250176191329956,0.5773458480834961,251.67796325683594,0,1.0129637718200684,1.0129637718200684,5.222322463989258,0.2926097512245178
2547.018798828125,2.6650853157043457,0.32211288809776306,1.1044185161590576,-0.38479548692703247,0,1.0135653018951416,9,40,108.06497192382812,65.1500015258789,1746524066.0822637,2802.449446544,0.19449155032634735,0.01778414286673069,0.014307407662272453,80.38510131835938,-0.16436342895030975,3.286625385284424,5.644357204437256,10,1000,200000.0,0.31391021609306335,140.7372283935547,22.389999389648438,0.0010605808347463608,0.31391021609306335,0.7304171919822693,NaN,0.31391021609306335,0.017074426636099815,0.32211288809776306,0.0002699999895412475,0.019329935312271118,4.222382545471191,248.80233764648438,0,1.0135653018951416,1.0135653018951416,9.44470500946045,0.32211288809776306
