Train/StopIter,_runtime,Loss/Loss_pi,Time/Rollout,Value/reward,Train/PolicyRatio/Max,Time/Update,Metrics/EpRet,TotalEnvSteps,Misc/gradient_norm,Loss/Loss_reward_critic/Delta,Train/Epoch,Loss/Loss_cost_critic/Delta,Metrics/LagrangeMultiplier/Max,Loss/Loss_pi/Delta,Misc/FinalStepNorm,Misc/Alpha,Value/cost,Time/FPS,Train/PolicyRatio/Min,Train/Entropy,Train/KL,Train/LR,Time/Total,_step,Metrics/EpCost,Time/Epoch,_timestamp,Metrics/LagrangeMultiplier/Min,Metrics/LagrangeMultiplier,Loss/Loss_cost_critic,Metrics/EpLen,Train/PolicyStd,Misc/AcceptanceStep,Train/PolicyRatio,Misc/H_inv_g,Train/PolicyRatio/Std,Value/Adv,Loss/Loss_reward_critic,Misc/xHx,Metrics/LagrangeMultiplier/Std
10,213.906273917,-0.006576533894985914,98.10604858398438,0.13917750120162964,0.9989776015281677,8.715197563171387,-0.2854629158973694,20000.0,0.06599701195955276,0.016132432967424393,0,27.347951889038086,0.035999998450279236,-0.006576533894985914,0.28347399830818176,1.9353182315826416,-0.1750129610300064,187.2286376953125,0.9989776015281677,1.4164975881576538,0.0003203115484211594,0,106.8222885131836,1,219.8000030517578,106.8212661743164,1743324109.473943,0.035999998450279236,0.035999998450279236,27.347951889038086,500,0.997574508190155,1,0.9989776015281677,0.14647409319877625,0.0007229589391499758,3.433227480087453e-09,0.016132432967424393,0.005339793395251036,0
10,320.304984049,-0.008651181124150753,97.53630828857422,0.11111253499984741,0.9995459318161011,8.625353813171387,0.1698916107416153,40000.0,0.1252516806125641,-0.0031111780554056168,1,-9.73879623413086,0.07101854681968689,-0.002074647229164839,0.25552791357040405,1.5440094470977783,7.128582954406738,188.3918914794922,0.9995459318161011,1.4114985466003418,0.0003810067137237638,0,213.0525360107422,2,224.875,106.16168212890625,1743324215.687551,0.07101854681968689,0.07101854681968689,17.609155654907227,500,0.992663562297821,1,0.9995458722114563,0.1654963493347168,0.0003210746799595654,4.577636492086867e-09,0.013021254912018776,0.008389374241232872,0
10,426.413336249,-0.008039119653403759,97.7292251586914,0.1684337556362152,0.9989809989929199,8.601374626159668,1.2696101665496826,60000.0,0.08430606871843338,0.008627312257885933,2,3.622303009033203,0.10603171586990356,0.000612061470746994,0.28214284777641296,1.7117009162902832,13.080656051635742,188.09255981445312,0.9989809989929199,1.409185528755188,0.0003488553920760751,0,319.4348449707031,3,222.6199951171875,106.33062744140625,1743324322.0862153,0.10603171586990356,0.10603171586990356,21.23145866394043,500,0.9903412461280823,1,0.9989809989929199,0.16483184695243835,0.0007205706206150353,4.577636492086867e-09,0.02164856716990471,0.006826114375144243,0
10,532.294110277,-0.008567891083657742,97.32817077636719,0.23235689103603363,1.0003961324691772,8.721470832824707,2.2513468265533447,80000.0,0.060740888118743896,0.00012505613267421722,3,1.1897048950195312,0.14092181622982025,-0.0005287714302539825,0.32956621050834656,1.7464599609375,15.306314468383789,188.59088134765625,1.0003961324691772,1.3959726095199585,0.0003035299014300108,0,425.5506591796875,4,206.63999938964844,106.04966735839844,1743324428.1941571,0.14092181622982025,0.14092181622982025,22.42116355895996,500,0.9777041077613831,1,1.0003961324691772,0.18870526552200317,0.00028007986838929355,1.9836425835251248e-08,0.021773623302578926,0.006557103246450424,0
10,638.746166897,-0.01100698858499527,97.16204833984375,0.2853506803512573,1.000322699546814,8.652785301208496,2.9546239376068115,100000.0,0.15200555324554443,0.0042583756148815155,4,9.949308395385742,0.17580103874206543,-0.0024390975013375282,0.24667058885097504,1.2418947219848633,21.500247955322266,189.00938415527344,1.000322699546814,1.378829002380371,0.0004413861606735736,0,531.430908203125,5,213.50999450683594,105.81484985351562,1743324534.0754037,0.17580103874206543,0.17580103874206543,32.3704719543457,500,0.9615829586982727,1,1.000322699546814,0.1986244022846222,0.00022821113816462457,-1.5258788677030566e-09,0.02603199891746044,0.012967613525688648,0
10,744.889334746,-0.01035874430090189,97.69340515136719,0.38727235794067383,1.0003063678741455,8.695199966430664,3.5980401039123535,120000.0,0.12894631922245026,0.011047350242733955,5,-2.5023136138916016,0.21055324375629425,0.00064824428409338,0.26963579654693604,1.349459171295166,22.250694274902344,187.99002075195312,1.0003063678741455,1.363834023475647,0.0004052245058119297,0,637.8859252929688,6,199.75,106.38862609863281,1743324640.5275345,0.21055324375629425,0.21055324375629425,29.8681583404541,500,0.948035717010498,1,1.000306248664856,0.19981028139591217,0.00021657861361745745,3.051757735406113e-09,0.0370793491601944,0.010982724837958813,0
10,851.126875481,-0.010948480106890202,97.47802734375,0.5150440335273743,0.9995574951171875,8.60386848449707,4.752701282501221,140000.0,0.13413231074810028,0.012069370597600937,6,-1.7431526184082031,0.2448907196521759,-0.0005897358059883118,0.2887381315231323,1.2257354259490967,20.20528793334961,188.53355407714844,0.9995574951171875,1.3488155603408813,0.00035207116161473095,0,744.0292358398438,7,170.33999633789062,106.08191680908203,1743324746.6706285,0.2448907196521759,0.2448907196521759,28.1250057220459,500,0.9337298274040222,1,0.9995574951171875,0.23556317389011383,0.0003129263059236109,2.2888182460434336e-09,0.049148719757795334,0.013311782851815224,0
10,957.574225355,-0.015214182436466217,97.56204223632812,0.754388689994812,0.9995826482772827,8.616655349731445,6.6466898918151855,160000.0,0.2589455842971802,0.0319422222673893,7,3.295330047607422,0.2785283029079437,-0.0042657023295760155,0.28882765769958496,0.9068945646286011,22.723243713378906,188.36166381835938,0.9995826482772827,1.3467189073562622,0.0003325309371575713,0,850.2655639648438,8,141.8300018310547,106.17872619628906,1743324852.9081793,0.2785283029079437,0.2785283029079437,31.42033576965332,500,0.9317585825920105,1,0.9995825886726379,0.31847986578941345,0.00029511222965084016,-1.907348590179936e-08,0.08109094202518463,0.024317346513271332,0
10,1063.895449981,-0.014362792484462261,97.77932739257812,0.7832666039466858,1.0003576278686523,8.607157707214355,7.614426136016846,180000.0,0.21578055620193481,-0.0060591548681259155,8,-17.97672462463379,0.3112519383430481,0.0008513899520039558,0.27150222659111023,0.926471471786499,11.583773612976074,187.99375915527344,1.0003576278686523,1.3395298719406128,0.00038305798079818487,0,956.708740234375,9,118.66999816894531,106.38650512695312,1743324959.3555367,0.3112519383430481,0.3112519383430481,13.443611145019531,500,0.9251513481140137,1,1.0003576278686523,0.29304972290992737,0.00025288108736276627,1.602172794434864e-08,0.07503178715705872,0.023300524801015854,0
10,1170.595156701,-0.012647475115954876,97.6507339477539,0.955100417137146,1.0004472732543945,8.60209846496582,7.427484035491943,200000.0,0.14646080136299133,0.004967130720615387,9,-3.134293556213379,0.34204423427581787,0.0017153173685073853,0.3043508529663086,1.130002498626709,9.599814414978027,188.23025512695312,1.0004472732543945,1.3364559412002563,0.00032999442191794515,0,1063.0224609375,10,60.029998779296875,106.25284576416016,1743325065.6767764,0.34204423427581787,0.34204423427581787,10.309317588806152,500,0.9220482707023621,1,1.0004472732543945,0.269336462020874,0.00031632615718990564,-1.678466787780053e-08,0.0799989178776741,0.01566285267472267,0
