Safety/ShieldLagrangeMultiplier/Min,Train/PolicyRatio/Max,Train/Epoch,Time/FPS,Train/KL,Train/PolicyRatio,Safety/ShieldLagrangeMultiplier/Std,Value/Adv,Metrics/EpRet,Safety/shield_adv_c,Metrics/LagrangeMultiplier/Min,Safety/ShieldLagrangeMultiplier/Max,Time/Rollout,Loss/Loss_pi,Train/LR,Value/reward,Time/Update,Loss/Loss_cost_critic,TotalEnvSteps,Loss/Loss_cost_critic/Delta,Time/Epoch,Train/PolicyStd,Train/Entropy,Value/cost,Safety/EpCostShield,Train/StopIter,Time/Total,Metrics/EpLen,Metrics/LagrangeMultiplier,_runtime,Metrics/EpCost,_timestamp,Loss/Loss_pi/Delta,_step,Metrics/LagrangeMultiplier/Std,Train/PolicyRatio/Std,Train/PolicyRatio/Min,Loss/Loss_reward_critic,Safety/shield_violation,Safety/ShieldLagrangeMultiplier,Loss/Loss_reward_critic/Delta,Metrics/LagrangeMultiplier/Max
0.044999994337558746,0.9989444613456726,0,118.55368041992188,0.009486967697739601,0.9989444613456726,0,-0.12918917834758759,-0.3294066786766052,NaN,0.03599999472498894,0.044999994337558746,89.2390365600586,-0.02692917175590992,0.0002969999914057553,-0.06928689032793045,79.46086120605469,25.50227165222168,20000.0,25.50227165222168,168.699951171875,0.9938449859619141,1.4127590656280518,0.14848946034908295,112.6500015258789,40,168.70065307617188,1000,0.03599999472498894,320.159008578,63.900001525878906,1746549855.083977,-0.02692917175590992,1,0,0.011638493277132511,0.9989444613456726,0.006767602637410164,-0.03310065343976021,0.044999994337558746,0.006767602637410164,0.03599999472498894
0.07994598150253296,0.9988280534744263,1,133.0415802001953,0.010630183853209019,0.9988280534744263,0,-0.07834932208061218,0.40765514969825745,NaN,0.07099708914756775,0.07994598150253296,70.69918823242188,0.017822615802288055,0.00029399999766610563,-0.043673109263181686,79.62970733642578,26.463993072509766,40000.0,0.9617214202880859,150.3289337158203,0.9975586533546448,1.4164890050888062,2.1019833087921143,146.0,40,319.0814514160156,1000,0.07099708914756775,471.506701966,63.70000076293945,1746550005.4810526,0.044751787558197975,2,0,0.01208710391074419,0.9988280534744263,0.0094255730509758,3.924992561340332,0.07994598150253296,0.0026579704135656357,0.07099708914756775
0.11501187086105347,0.9988959431648254,2,132.19046020507812,0.007991675287485123,0.9988959431648254,0,-0.029870890080928802,0.8691138029098511,NaN,0.10605655610561371,0.11501187086105347,71.84147644042969,0.06719416379928589,0.000291000003926456,-0.029736699536442757,79.455322265625,23.265012741088867,60000.0,-3.1989803314208984,151.29684448242188,0.9935382008552551,1.4124422073364258,2.186812400817871,153.1999969482422,40,470.44622802734375,1000,0.10605655610561371,622.774730898,67.80000305175781,1746550156.8268816,0.04937154799699783,3,0,0.010980045422911644,0.9988959431648254,0.00776891503483057,4.3238959312438965,0.11501187086105347,-0.0016566580161452293,0.10605655610561371
0.1500588208436966,0.9996234774589539,3,132.25827026367188,0.011796679347753525,0.9996234774589539,0,-0.07934167981147766,1.1564594507217407,NaN,0.14100348949432373,0.1500588208436966,71.17122650146484,0.02152380160987377,0.0002880000101868063,0.023463312536478043,80.0479965209961,14.700970649719238,80000.0,-8.564042091369629,151.21926879882812,0.9796318411827087,1.3983256816864014,2.168255567550659,138.4499969482422,40,621.71435546875,1000,0.14100348949432373,774.984132016,61.337501525878906,1746550308.0965161,-0.04567036218941212,4,0,0.010814294219017029,0.9996234774589539,0.011164326220750809,7.175694465637207,0.1500588208436966,0.0033954111859202385,0.14100348949432373
0.18434759974479675,0.997721254825592,4,131.4396514892578,0.009675880894064903,0.997721254825592,0,-0.16632390022277832,1.5895434617996216,NaN,0.17617172002792358,0.18434759974479675,72.11076354980469,0.2844669818878174,0.0002849999873433262,0.06123040243983269,80.05024719238281,27.95156478881836,100000.0,13.250594139099121,152.1610870361328,0.9832998514175415,1.402056097984314,3.8544819355010986,287.95001220703125,40,773.9259033203125,1000,0.17617172002792358,925.66925606,80.5999984741211,1746550460.3061237,0.2629431802779436,5,0,0.010656130500137806,0.997721254825592,0.013755176216363907,10.263815879821777,0.18434759974479675,0.002590849995613098,0.17617172002792358
0.21884816884994507,0.9993338584899902,5,132.78744506835938,0.008538151159882545,0.9993337988853455,0,-0.26795491576194763,2.1873815059661865,NaN,0.2115444540977478,0.21884816884994507,71.05880737304688,0.04237066209316254,0.00028199999360367656,0.07862980663776398,79.55780029296875,18.041433334350586,120000.0,-9.910131454467773,150.6166534423828,0.9770510196685791,1.3956451416015625,4.88176155090332,185.35000610351562,40,924.5914306640625,1000,0.2115444540977478,1077.154752555,84.44000244140625,1746550610.991179,-0.24209631979465485,6,0,0.01028526946902275,0.9993338584899902,0.014552658423781395,11.999361038208008,0.21884816884994507,0.0007974822074174881,0.2115444540977478
0.2533099949359894,1.0001327991485596,6,132.06968688964844,0.007952434942126274,1.0001327991485596,0,-0.2380620837211609,2.856829881668091,NaN,0.2470361590385437,0.2533099949359894,71.06114959716797,-0.010164393112063408,0.0002789999998640269,0.14952868223190308,80.37401580810547,16.594867706298828,140000.0,-1.4465656280517578,151.43521118164062,0.9675047397613525,1.3858600854873657,4.973501682281494,167.25,40,1076.0950927734375,1000,0.2470361590385437,1230.255590357,81.13999938964844,1746550762.476451,-0.052535055205225945,7,0,0.010518628172576427,1.0001327991485596,0.02193010225892067,12.669031143188477,0.2533099949359894,0.007377443835139275,0.2470361590385437
0.28814345598220825,0.9976847171783447,7,130.69346618652344,0.008549459278583527,0.9976847171783447,0,0.012264437973499298,3.4246151447296143,NaN,0.28265491127967834,0.28814345598220825,73.10350036621094,0.14612212777137756,0.00027600000612437725,0.20484143495559692,79.92626190185547,19.76724624633789,160000.0,3.1723785400390625,153.0298309326172,0.9691468477249146,1.387522578239441,4.49124002456665,213.10000610351562,40,1229.1748046875,1000,0.28265491127967834,1384.184510389,83.62000274658203,1746550915.5775964,0.15628652088344097,8,0,0.011117462068796158,0.9976847171783447,0.026053376495838165,12.30568790435791,0.28814345598220825,0.004123274236917496,0.28265491127967834
0.3231668770313263,0.9999856948852539,8,129.9806365966797,0.009015016257762909,0.9999856948852539,0,0.23432856798171997,4.156187534332275,NaN,0.3184482157230377,0.3231668770313263,73.37312316894531,0.0002224470372311771,0.0002730000123847276,0.2574498653411865,80.49591064453125,16.704267501831055,180000.0,-3.062978744506836,153.86907958984375,0.9663197994232178,1.3845716714859009,6.215615749359131,201.0500030517578,40,1383.114990234375,1000,0.3184482157230377,1536.794882209,88.7699966430664,1746551069.5064425,-0.1458996807341464,9,0,0.011343466117978096,0.9999856948852539,0.023770984262228012,15.502555847167969,0.3231668770313263,-0.002282392233610153,0.3184482157230377
0.3583008646965027,0.9972699284553528,9,131.19581604003906,0.011189973913133144,0.9972699284553528,0,-0.04557466506958008,5.153112888336182,NaN,0.35404929518699646,0.3583008646965027,72.84088897705078,0.08547699451446533,0.0002699999895412475,0.34812623262405396,79.60295867919922,20.188596725463867,200000.0,3.4843292236328125,152.4438934326172,0.960273027420044,1.3783127069473267,5.605699062347412,197.10000610351562,40,1535.619873046875,1000,0.35404929518699646,1689.851229414,72.86000061035156,1746551222.116144,0.08525454747723415,10,0,0.011464758776128292,0.9972699284553528,0.03814064711332321,13.622623443603516,0.3583008646965027,0.0143696628510952,0.35404929518699646
