Train/Entropy,Misc/gradient_norm,Time/Total,Loss/Loss_pi/Delta,Time/FPS,Train/PolicyRatio/Std,Train/LR,TotalEnvSteps,_step,_runtime,Train/StopIter,Value/Adv,Metrics/EpRet,Train/KL,Loss/Loss_pi,Train/PolicyStd,Misc/AcceptanceStep,Train/PolicyRatio/Max,Time/Epoch,Loss/Loss_reward_critic/Delta,Metrics/EpCost,Train/PolicyRatio,Loss/Loss_cost_critic,Misc/FinalStepNorm,Value/reward,Train/PolicyRatio/Min,Time/Rollout,Value/cost,Metrics/LagrangeMultiplier/Max,Misc/H_inv_g,Loss/Loss_reward_critic,Loss/Loss_cost_critic/Delta,Metrics/LagrangeMultiplier/Std,Metrics/LagrangeMultiplier,Misc/Alpha,_timestamp,Metrics/LagrangeMultiplier/Min,Misc/xHx,Time/Update,Train/Epoch,Metrics/EpLen
1.4223922491073608,0.06485473364591599,113.84484100341797,-0.008016437292098999,175.67970275878906,0.0005278471508063376,0,20000.0,1,228.544888688,10,1.831054596834747e-08,0.5324347615242004,0.0002857525832951069,-0.008016437292098999,1.003462791442871,1,1.000746488571167,113.84354400634766,0.008549914695322514,66.0,1.0007463693618774,7.108717918395996,0.3255115747451782,-0.050754353404045105,1.000746488571167,93.08060455322266,0.14607316255569458,0.035999998450279236,0.18291857838630676,0.008549914695322514,7.108717918395996,0,0.035999998450279236,1.779543399810791,1743306042.4262028,0.035999998450279236,0.006315563805401325,20.762910842895508,0,1000
1.4223393201828003,0.11267151683568954,227.0080108642578,-0.001111423596739769,176.90792846679688,0.0003426819748710841,0,40000.0,2,340.588814345,10,0.0,0.42726317048072815,0.00041334956767968833,-0.009127860888838768,1.0034114122390747,1,1.0004847049713135,113.05315399169922,-0.001524993684142828,58.79999923706055,1.000484585762024,5.27340841293335,0.3010856509208679,-0.022913070395588875,1.0004847049713135,92.2779541015625,1.5830315351486206,0.07083679735660553,0.1817290037870407,0.007024921011179686,-1.8353095054626465,0,0.07083679735660553,1.6567836999893188,1743306155.578213,0.07083679735660553,0.00728614442050457,20.775157928466797,1,1000
1.4086982011795044,0.0862782895565033,339.04827880859375,0.003125957679003477,178.66470336914062,0.0005043011042289436,0,60000.0,3,454.018583585,10,-4.1961669694501325e-09,0.4020472764968872,0.00031244487036019564,-0.006001903209835291,0.9898589253425598,1,1.0007132291793823,111.9415283203125,0.0030874828808009624,55.46666717529297,1.0007132291793823,3.7941036224365234,0.31048524379730225,-0.018303101882338524,1.0007132291793823,91.70173645019531,1.891121506690979,0.1055324375629425,0.1364658623933792,0.010112403891980648,-1.4793047904968262,0,0.1055324375629425,2.27518630027771,1743306267.6221647,0.1055324375629425,0.0038636247627437115,20.239742279052734,2,1000
1.4105006456375122,0.10966092348098755,452.47381591796875,-0.00314880209043622,176.4865264892578,0.00017426317208446562,0,80000.0,4,566.985898729,10,3.051757735406113e-09,0.5742371678352356,0.0003251041052863002,-0.009150705300271511,0.9916190505027771,1,1.0002464056015015,113.32310485839844,-0.003235194366425276,50.61249923706055,1.0002464056015015,3.0801095962524414,0.3270348608493805,-0.025636060163378716,1.0002464056015015,92.89769744873047,1.974980115890503,0.1399824172258377,0.19255082309246063,0.006877209525555372,-0.713994026184082,0,0.1399824172258377,1.6984339952468872,1743306381.0521753,0.1399824172258377,0.006933173164725304,20.425382614135742,3,1000
1.3941463232040405,0.13335555791854858,565.4426879882812,-0.0006950916722416878,177.2193145751953,4.529383295448497e-05,0,100000.0,5,679.290562424,10,-7.629394005448376e-09,0.8534539937973022,0.00041109189623966813,-0.009845796972513199,0.9756198525428772,1,1.0000641345977783,112.85452270507812,0.004258084576576948,52.36000061035156,1.0000640153884888,3.384810209274292,0.2880513370037079,0.006213716696947813,1.0000641345977783,92.59957122802734,2.1066126823425293,0.1743798851966858,0.19852276146411896,0.01113529410213232,0.3047006130218506,0,0.1743798851966858,1.4509738683700562,1743306494.019533,0.1743798851966858,0.009499709121882915,20.254920959472656,4,1000
1.3807859420776367,0.13804009556770325,677.7461547851562,0.00015610363334417343,178.2672882080078,0.0006904777837917209,0,120000.0,6,792.182751583,10,1.525878801089675e-08,1.2322741746902466,0.00042873472557403147,-0.009689693339169025,0.9625939726829529,1,1.0009765625,112.19108581542969,0.001372016966342926,48.52000045776367,1.0009765625,3.2224695682525635,0.29993781447410583,0.057700756937265396,1.0009765625,91.79457092285156,2.8629422187805176,0.20859481394290924,0.19611772894859314,0.012507311068475246,-0.16234064102172852,0,0.20859481394290924,1.5293762683868408,1743306606.3240237,0.20859481394290924,0.008550683036446571,20.396486282348633,5,1000
1.3771473169326782,0.06675107032060623,790.6417846679688,0.0009643770754337311,177.321533203125,0.00030255818273872137,0,140000.0,7,905.292080442,10,0.0,1.8243932723999023,0.0002896820951718837,-0.008725316263735294,0.9591051936149597,1,1.0004279613494873,112.78945922851562,0.00741161685436964,60.2599983215332,1.0004278421401978,4.559927463531494,0.3360064625740051,0.11968854814767838,1.0004279613494873,92.46185302734375,4.044342994689941,0.243093803524971,0.20374853909015656,0.019918927922844887,1.3374578952789307,0,0.243093803524971,1.6491233110427856,1743306719.216382,0.243093803524971,0.0073539926670491695,20.327566146850586,6,1000
1.3872098922729492,0.07771804928779602,903.7266235351562,0.00023853778839111328,177.01669311523438,0.0009525749483145773,0,160000.0,8,1018.086891464,10,-7.629394338515283e-10,2.2981505393981934,0.0002897281665354967,-0.008486778475344181,0.9692218899726868,1,1.001347303390503,112.98370361328125,0.013848608359694481,64.4000015258789,1.0013471841812134,3.697793483734131,0.3139292597770691,0.14656677842140198,1.001347303390503,92.50662994384766,3.1823277473449707,0.2778984308242798,0.1968161016702652,0.03376753628253937,-0.8621339797973633,0,0.2778984308242798,1.5950385332107544,1743306832.3254805,0.2778984308242798,0.007861167192459106,20.477033615112305,7,1000
1.3768939971923828,0.09884241968393326,1016.5537109375,0.0002689547836780548,177.46253967285156,2.3546173906652257e-05,0,180000.0,9,1130.593192889,10,2.4414061883248905e-08,3.2977850437164307,0.0003263486723881215,-0.008217823691666126,0.959604024887085,1,1.0000333786010742,112.69984436035156,0.0034068413078784943,63.06999969482422,1.0000333786010742,2.4255001544952393,0.31941816210746765,0.1883220374584198,1.0000333786010742,92.36991119384766,4.056859970092773,0.3128979504108429,0.18231859803199768,0.03717437759041786,-1.2722933292388916,0,0.3128979504108429,1.7519780397415161,1743306945.1205995,0.3128979504108429,0.0065158638171851635,20.32988166809082,8,1000
1.3551524877548218,0.11540520191192627,1129.0518798828125,-0.0025446023792028427,177.92591857910156,0.0001395903673255816,0,200000.0,10,1243.164563894,10,1.0681151962899094e-08,3.972548007965088,0.00030876719392836094,-0.010762426070868969,0.9389153122901917,1,1.000197410583496,112.40632629394531,-0.002036038786172867,66.80000305175781,1.000197410583496,3.6026241779327393,0.32050198316574097,0.2535381317138672,1.000197410583496,91.94757843017578,4.668455600738525,0.3481389284133911,0.24126006662845612,0.035138338804244995,1.1771240234375,0,0.3481389284133911,1.3284502029418945,1743307057.6266744,0.3481389284133911,0.011332846246659756,20.45871925354004,9,1000
1.34518563747406,0.13440169394016266,1241.615966796875,-0.0003823358565568924,177.838134765625,0.0004625476140063256,0,220000.0,11,1356.167313911,10,-2.8991697931246563e-08,5.097326278686523,0.00033485423773527145,-0.011144761927425861,0.9296681880950928,1,1.0006542205810547,112.46182250976562,0.005890648812055588,65.58999633789062,1.0006542205810547,2.416412115097046,0.3093644082546234,0.3625318706035614,1.0006542205810547,92.04481506347656,5.048855304718018,0.38353604078292847,0.2414197027683258,0.04102898761630058,-1.1862120628356934,0,0.38353604078292847,1.2814381122589111,1743307170.1978412,0.38353604078292847,0.012179638259112835,20.41696548461914,10,1000
1.3405853509902954,0.1584690511226654,1354.6402587890625,0.0016680965200066566,177.12637329101562,0.00030587372020818293,0,240000.0,12,1469.546641572,10,7.629394005448376e-09,5.989013671875,0.00032578138052485883,-0.009476665407419205,0.9252541065216064,1,1.0004327297210693,112.91373443603516,0.005966886878013611,54.880001068115234,1.0004326105117798,2.5654308795928955,0.29981115460395813,0.4788312017917633,1.0004327297210693,92.62324523925781,4.9695305824279785,0.4187163710594177,0.20830969512462616,0.046995874494314194,0.1490187644958496,0,0.4187163710594177,1.4392569065093994,1743307283.2011533,0.4187163710594177,0.009655012749135494,20.29046630859375,11,1000
1.3268771171569824,0.13575045764446259,1468.0128173828125,-0.0005978243425488472,176.53843688964844,0.0008416725322604179,0,260000.0,13,1579.979615603,10,-1.5830993405074878e-08,7.708984851837158,0.00032356014708057046,-0.010074489749968052,0.9127412438392639,1,0.9988096952438354,113.2897720336914,0.014645051211118698,51.0099983215332,0.9988096356391907,2.600966215133667,0.29194092750549316,0.705812931060791,0.9988096952438354,92.58258819580078,5.778552055358887,0.453571617603302,0.22780901193618774,0.06164092570543289,0.035535335540771484,0,0.453571617603302,1.281516194343567,1743307396.5803194,0.453571617603302,0.012178152799606323,20.7071533203125,12,1000
1.3060775995254517,0.1266585737466812,1578.430419921875,-0.0005147270858287811,181.28228759765625,0.00032498029759153724,0,280000.0,14,1692.439607973,10,0.0,8.314848899841309,0.0003545316867530346,-0.010589216835796833,0.8941991925239563,1,1.0004596710205078,110.3251724243164,-0.008524537086486816,57.380001068115234,1.0004596710205078,2.4019036293029785,0.2905472218990326,0.7376354336738586,1.0004596710205078,92.19328308105469,6.2848052978515625,0.4884018003940582,0.23375533521175385,0.053116388618946075,-0.19906258583068848,0,0.4884018003940582,1.2429543733596802,1743307507.0129685,0.4884018003940582,0.012945512309670448,18.13184928894043,13,1000
1.2841352224349976,0.10388978570699692,1690.895263671875,0.0007183076813817024,178.00823974609375,0.00031351635698229074,0,300000.0,15,1804.692161052,10,-1.2207030941624453e-08,9.452839851379395,0.00032153900247067213,-0.00987090915441513,0.875652551651001,1,1.000443458557129,112.3543472290039,0.002779696136713028,56.31999969482422,1.000443458557129,3.3083860874176025,0.3029942810535431,0.7951213121414185,1.000443458557129,92.07511901855469,6.163943767547607,0.5231732130050659,0.22809508442878723,0.0558960847556591,0.906482458114624,0,0.5231732130050659,1.3283683061599731,1743307619.4730914,0.5231732130050659,0.011334244161844254,20.279190063476562,14,1000
1.2706738710403442,0.13065463304519653,1803.102783203125,0.0009979037567973137,178.40737915039062,9.806166781345382e-05,0,320000.0,16,1917.726841119,10,-8.01086397217432e-09,9.605740547180176,0.00034285231959074736,-0.008873005397617817,0.8649985194206238,1,0.9998613595962524,112.10298919677734,0.0004149973392486572,54.650001525878906,0.9998612999916077,2.046368360519409,0.2938721776008606,0.7821060419082642,0.9998613595962524,92.52568817138672,6.522894382476807,0.5578330159187317,0.19695121049880981,0.05631108209490776,-1.2620177268981934,0,0.5578330159187317,1.4921064376831055,1743307731.7255745,0.5578330159187317,0.00898317527025938,19.5772705078125,15,1000
1.268568992614746,0.19303803145885468,1916.1834716796875,-0.003741025924682617,177.09950256347656,0.00018508086213842034,0,340000.0,17,2030.557340683,10,1.2207030941624453e-08,10.926482200622559,0.0003559701726771891,-0.012614031322300434,0.8630709648132324,1,0.9997382164001465,112.93087005615234,0.018921460956335068,55.59000015258789,0.9997382164001465,2.557080030441284,0.28282636404037476,1.031285285949707,0.9997382164001465,92.6475830078125,6.618299961090088,0.5924366116523743,0.2680097222328186,0.07523254305124283,0.510711669921875,0,0.5924366116523743,1.055284023284912,1743307844.7604346,0.5924366116523743,0.017959365621209145,20.28325843811035,16,1000
1.2655278444290161,0.1766655296087265,2028.9884033203125,0.0020535532385110855,177.46142578125,1.2728487490676343e-05,0,360000.0,18,2143.134104496,10,4.76837147544984e-09,11.52987289428711,0.0003511446702759713,-0.010560478083789349,0.8598995208740234,1,0.9999820590019226,112.70055389404297,-0.0013609901070594788,52.75,0.9999820590019226,2.209505081176758,0.27927449345588684,1.1122239828109741,0.9999820590019226,92.3710708618164,6.559898376464844,0.6268807649612427,0.22732673585414886,0.07387155294418335,-0.34757494926452637,0,0.6268807649612427,1.228515863418579,1743307957.5908732,0.6268807649612427,0.0132515924051404,20.329456329345703,17,1000
1.2488914728164673,0.16465990245342255,2141.596923828125,-7.094815373420715e-06,177.81488037109375,0.0007914054440334439,0,380000.0,19,2256.377893429,10,6.103515470812226e-09,12.01696491241455,0.0003561262565199286,-0.01056757289916277,0.8453699946403503,1,1.0011193752288818,112.47653198242188,0.006453610956668854,49.7400016784668,1.0011192560195923,2.1787588596343994,0.2813775837421417,1.0591188669204712,1.0011193752288818,92.07745361328125,6.118318557739258,0.6610636711120605,0.23163431882858276,0.0803251639008522,-0.0307462215423584,0,0.6610636711120605,1.2147490978240967,1743308070.1676207,0.6610636711120605,0.013553655706346035,20.399045944213867,18,1000
