Metrics/LagrangeMultiplier/Max,Time/FPS,TotalEnvSteps,Time/Total,Metrics/EpRet,Train/StopIter,Loss/Loss_reward_critic,Metrics/LagrangeMultiplier/Std,Misc/xHx,Safety/shield_adv_c,_timestamp,Train/Epoch,Misc/Alpha,_step,Train/KL,Train/PolicyRatio/Std,Loss/Loss_cost_critic,Safety/ShieldLagrangeMultiplier/Std,Misc/gradient_norm,Misc/FinalStepNorm,Time/Update,Safety/EpCostShield,Safety/ShieldLagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Min,Metrics/EpLen,Value/reward,Train/LR,Loss/Loss_pi,Train/PolicyRatio,Train/PolicyRatio/Max,_runtime,Time/Rollout,Misc/H_inv_g,Value/Adv,Safety/shield_violation,Safety/ShieldLagrangeMultiplier/Min,Train/Entropy,Loss/Loss_pi/Delta,Metrics/EpCost,Train/PolicyStd,Misc/AcceptanceStep,Loss/Loss_cost_critic/Delta,Time/Epoch,Metrics/LagrangeMultiplier,Loss/Loss_reward_critic/Delta,Value/cost,Train/PolicyRatio/Min
0.03599999472498894,183.83392333984375,20000.0,108.7962417602539,-0.39650487899780273,10,0.009818587452173233,0,0.0025161777157336473,1.268326759338379,1746519900.5397937,0,2.8193142414093018,1,0.00037910978426225483,0.002823895076289773,17.629884719848633,0,0.05316220223903656,0.23611564934253693,14.352361679077148,63.70000076293945,0.04500000178813934,0.04500000178813934,0.03599999472498894,1000,0.22623129189014435,0,-0.36402180790901184,1.0039936304092407,1.0039937496185303,188.200933106,94.44146728515625,0.08374932408332825,-1.0681151962899094e-08,0.006707173306494951,0.04500000178813934,1.4497737884521484,-0.36402180790901184,37.54999923706055,1.0316025018692017,1,17.629884719848633,108.79385375976562,0.03599999472498894,0.009818587452173233,0.07666657865047455,1.0039937496185303
0.07036829739809036,254.7953338623047,40000.0,187.3616943359375,-0.3649114966392517,10,0.005401520989835262,0,0.002137398812919855,0.23978519439697266,1746519979.1348755,1,3.058941602706909,2,0.0002687540836632252,0.0022152382880449295,11.928779602050781,0,0.035598933696746826,0.3065744936466217,14.623126029968262,33.0,0.0778065174818039,0.0778065174818039,0.07036829739809036,1000,0.1743653565645218,0,-0.46347513794898987,1.0031328201293945,1.0031328201293945,270.919078998,63.8712272644043,0.10022241622209549,1.2969969986897922e-08,0.797143280506134,0.0778065174818039,1.4742342233657837,-0.09945333003997803,27.975000381469727,1.057155728340149,1,-5.701105117797852,78.49436950683594,0.07036829739809036,-0.004417066462337971,0.6734260320663452,1.0031328201293945
0.10430453717708588,242.072265625,60000.0,270.08331298828125,-0.21940822899341583,10,0.004136266652494669,0,0.002704448299482465,-0.882813572883606,1746520061.8529615,2,2.7194111347198486,3,0.0003432798548601568,0.0020005705300718546,11.986193656921387,0,0.05029275268316269,0.2580326199531555,14.549966812133789,42.900001525878906,0.11104880273342133,0.11104880273342133,0.10430453717708588,1000,0.1470102071762085,0,-0.40832433104515076,1.0028291940689087,1.0028293132781982,353.491341728,68.0699691772461,0.09488547593355179,7.629394005448376e-09,2.2447500228881836,0.11104880273342133,1.5197001695632935,0.05515080690383911,24.733333587646484,1.107286810874939,1,0.05741405487060547,82.61995697021484,0.10430453717708588,-0.0012652543373405933,1.973720908164978,1.0028293132781982
0.13790933787822723,242.50323486328125,80000.0,352.65484619140625,-0.12399311363697052,10,0.004928740672767162,0,0.001828412408940494,0.8028478026390076,1746520144.4251816,3,3.307323694229126,4,0.00031643419060856104,0.0009181268978863955,9.224143028259277,0,0.034459155052900314,0.2901031970977783,14.433975219726562,50.599998474121094,0.1448778510093689,0.1448778510093689,0.13790933787822723,1000,0.11507484316825867,0,-0.3910614550113678,1.001298427581787,1.001298427581787,438.092021783,68.03913879394531,0.08771538734436035,1.2969969986897922e-08,2.252372980117798,0.1448778510093689,1.5762821435928345,0.01726287603378296,23.012500762939453,1.171862244606018,1,-2.7620506286621094,82.47312927246094,0.13790933787822723,0.0007924740202724934,1.4454619884490967,1.001298427581787
0.1718291938304901,236.63357543945312,100000.0,437.2709045410156,0.010197050869464874,10,0.005932076368480921,0,0.0021699003409594297,1.0676038265228271,1746520229.0258975,4,3.0359463691711426,5,0.0003363740397617221,0.0011223986512050033,22.974685668945312,0,0.03751465305685997,0.31730416417121887,14.30374526977539,95.05000305175781,0.17868182063102722,0.17868182063102722,0.1718291938304901,1000,0.09869274497032166,0,-0.3613351583480835,1.0015872716903687,1.0015872716903687,525.489176138,70.21510314941406,0.10451573133468628,9.155272984173735e-09,3.50805926322937,0.17868182063102722,1.6163959503173828,0.029726296663284302,28.450000762939453,1.2201660871505737,1,13.750542640686035,84.51885986328125,0.1718291938304901,0.0010033356957137585,1.3387080430984497,1.0015872716903687
0.20630528032779694,229.04513549804688,120000.0,524.6715087890625,0.29604119062423706,10,0.009509246796369553,0,0.0028343049343675375,0.47645026445388794,1746520316.423151,5,2.6563844680786133,6,0.0002572959056124091,0.0009508890798315406,27.720308303833008,0,0.03520704433321953,0.3384588956832886,14.621210098266602,154.14999389648438,0.21166548132896423,0.21166548132896423,0.20630528032779694,1000,0.09872737526893616,0,-0.2817024290561676,1.0013446807861328,1.0013446807861328,614.121224023,72.69780731201172,0.12741337716579437,-1.5258788677030566e-09,4.639038562774658,0.21166548132896423,1.6425024271011353,0.0796327292919159,40.209999084472656,1.2528482675552368,1,4.745622634887695,87.31903076171875,0.20630528032779694,0.003577170427888632,1.9272863864898682,1.0013446807861328
0.24082264304161072,225.8762969970703,140000.0,613.293212890625,0.5849021673202515,10,0.007612533401697874,0,0.0033209878019988537,1.2159234285354614,1746520405.0552022,6,2.4540348052978516,7,0.00029783035279251635,0.0003317238006275147,32.89093017578125,0,0.04714849963784218,0.32306066155433655,14.784442901611328,191.5,0.24482251703739166,0.24482251703739166,0.24082264304161072,1000,0.1004677340388298,0,-0.25569066405296326,1.0004692077636719,1.0004692077636719,701.498374419,73.75958251953125,0.13164469599723816,-1.5258788677030566e-09,7.1257476806640625,0.24482251703739166,1.6637107133865356,0.026011765003204346,62.18000030517578,1.2799503803253174,1,5.170621871948242,88.5440444946289,0.24082264304161072,-0.0018967133946716785,2.674895763397217,1.0004692077636719
0.27511143684387207,229.09637451171875,160000.0,700.6817626953125,0.9528751373291016,10,0.011844598688185215,0,0.004066087305545807,4.108886241912842,1746520492.4323614,7,2.2178192138671875,8,0.00030582724139094353,0.00023737104493193328,37.06318283081055,0,0.049905721098184586,0.31543198227882385,14.684484481811523,217.6999969482422,0.2785545587539673,0.2785545587539673,0.27511143684387207,1000,0.11601103842258453,0,-0.18388770520687103,1.000335693359375,1.000335693359375,787.466505547,72.61500549316406,0.1422261893749237,-9.155272984173735e-09,7.803488254547119,0.2785545587539673,1.6843996047973633,0.07180295884609222,86.63999938964844,1.3070652484893799,1,4.172252655029297,87.29950714111328,0.27511143684387207,0.004232065286487341,4.1174726486206055,1.000335693359375
0.3096368908882141,232.85400390625,180000.0,786.64892578125,1.280076265335083,10,0.011674509383738041,0,0.00394055712968111,-0.12740907073020935,1746520578.4003286,8,2.2528674602508545,9,0.0002720021002460271,0.0007964068208821118,29.31034278869629,0,0.038520731031894684,0.3407008647918701,14.381771087646484,157.10000610351562,0.31286028027534485,0.31286028027534485,0.3096368908882141,1000,0.1217542514204979,0,-0.31849873065948486,1.0011262893676758,1.0011262893676758,868.97923092,71.5089340209961,0.1512298732995987,-2.2888182460434336e-09,9.828330039978027,0.31286028027534485,1.6955410242080688,-0.13461102545261383,101.83999633789062,1.3212320804595947,1,-7.752840042114258,85.8907241821289,0.3096368908882141,-0.00017008930444717407,5.929327011108398,1.0011262893676758
0.34477463364601135,245.61473083496094,200000.0,868.1561279296875,1.573830246925354,10,0.01263442076742649,0,0.00649095606058836,-1.0100454092025757,1746520659.9131918,9,1.7553362846374512,10,0.00036374747287482023,0.0016317573608830571,17.29630470275879,0,0.08596565574407578,0.2715458571910858,14.601676940917969,83.9000015258789,0.3463684618473053,0.3463684618473053,0.34477463364601135,1000,0.15521088242530823,0,-0.42598745226860046,1.0023075342178345,1.002307653427124,952.697728037,66.82664489746094,0.15469734370708466,4.577636492086867e-09,8.990106582641602,0.3463684618473053,1.7125133275985718,-0.1074887216091156,100.58999633789062,1.3439770936965942,1,-12.0140380859375,81.42833709716797,0.34477463364601135,0.0009599113836884499,5.000168800354004,1.002307653427124
