Loss/Loss_pi/Delta,Metrics/LagrangeMultiplier,Value/Adv,_timestamp,Time/Update,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier/Max,_step,Train/LR,Train/Epoch,Time/Rollout,Safety/EpCostShield,Train/KL,Train/StopIter,Loss/Loss_cost_critic,Loss/Loss_reward_critic,Safety/shield_adv_c,TotalEnvSteps,Metrics/EpRet,Train/PolicyStd,Train/Entropy,Train/PolicyRatio/Min,Safety/shield_violation,Value/cost,Train/PolicyRatio,Value/reward,Safety/ShieldLagrangeMultiplier/Min,Loss/Loss_cost_critic/Delta,Metrics/EpCost,_runtime,Time/Epoch,Loss/Loss_reward_critic/Delta,Metrics/LagrangeMultiplier/Std,Time/Total,Loss/Loss_pi,Train/PolicyRatio/Max,Metrics/EpLen,Metrics/LagrangeMultiplier/Min,Time/FPS,Safety/ShieldLagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Max
-0.4615958333015442,0.03599999472498894,0.05912548303604126,1746503676.8118672,80.642333984375,0.010351215489208698,0.03599999472498894,1,0.0002969999914057553,0,90.63704681396484,43.849998474121094,0.00832156091928482,40,7.484209060668945,0.004838842432945967,NaN,20000.0,-0.9482792019844055,0.9769246578216553,1.395544171333313,1.002327561378479,-0.1011182963848114,0.21905551850795746,1.002327561378479,0.13223311305046082,0.044999994337558746,7.484209060668945,22.450000762939453,318.199424147,171.27944946289062,0.004838842432945967,0,171.2801513671875,-0.4615958333015442,1.002327561378479,1000,0.03599999472498894,116.76823425292969,0,0.044999994337558746,0.044999994337558746
0.024850428104400635,0.0710180252790451,0.0394054651260376,1746503822.823501,79.62786102294922,0.011672093532979488,0.0710180252790451,2,0.00029399999766610563,1,66.30986785888672,62.20000076293945,0.009416074492037296,40,9.583240509033203,0.006717711221426725,NaN,40000.0,-0.5196025967597961,0.9482812285423279,1.3655580282211304,1.0028659105300903,1.1878881454467773,0.46465468406677246,1.0028659105300903,0.10720998793840408,0.07979867607355118,2.099031448364258,27.075000762939453,468.693893846,145.93777465820312,0.0018788687884807587,0,317.2652282714844,-0.43674540519714355,1.0028659105300903,1000,0.0710180252790451,137.04470825195312,0,0.07979867607355118,0.07979867607355118
0.06374171376228333,0.10538832098245621,-0.21257948875427246,1746503973.3181922,79.62124633789062,0.01136714592576027,0.10538832098245621,3,0.000291000003926456,2,70.81583404541016,130.6999969482422,0.010607229545712471,40,18.781986236572266,0.005054194014519453,NaN,60000.0,-0.3151187300682068,0.9175458550453186,1.332548975944519,1.0045228004455566,2.417142868041992,1.0353126525878906,1.0045228004455566,0.06112639233469963,0.11265235394239426,9.198745727539062,43.91666793823242,619.703852989,150.43714904785156,-0.0016635172069072723,0,467.7801513671875,-0.37300369143486023,1.0045228004455566,1000,0.10538832098245621,132.94589233398438,0,0.11265235394239426,0.11265235394239426
0.02904057502746582,0.14004257321357727,0.3791636824607849,1746504124.3281875,80.13518524169922,0.010689343325793743,0.14004257321357727,4,0.0002880000101868063,3,70.82438659667969,143.89999389648438,0.008758102543652058,40,17.437877655029297,0.008835377171635628,NaN,80000.0,0.09620728343725204,0.8969399929046631,1.3099926710128784,1.0039520263671875,5.225471019744873,2.5114762783050537,1.0039520263671875,0.07306976616382599,0.14616797864437103,-1.3441085815429688,46.662498474121094,772.227745743,150.9596405029297,0.0037811831571161747,0,618.7929077148438,-0.3439631164073944,1.0039520263671875,1000,0.14004257321357727,132.48574829101562,0,0.14616797864437103,0.14616797864437103
-0.02110043168067932,0.17498178780078888,0.12270969152450562,1746504276.852121,80.43394470214844,0.011150455102324486,0.17498178780078888,5,0.0002849999873433262,4,72.03277587890625,148.9499969482422,0.009265185333788395,40,17.435340881347656,0.01110804732888937,NaN,100000.0,0.42210090160369873,0.86553555727005,1.27434241771698,1.004676342010498,9.297412872314453,4.216080665588379,1.004676342010498,0.10104773193597794,0.18031689524650574,-0.002536773681640625,51.59000015258789,922.538636504,152.46676635742188,0.0022726701572537422,0,771.31005859375,-0.36506354808807373,1.004676342010498,1000,0.17498178780078888,131.17613220214844,0,0.18031689524650574,0.18031689524650574
-0.006833076477050781,0.21019001305103302,0.11616721749305725,1746504427.162933,80.42686462402344,0.010960685089230537,0.21019001305103302,6,0.00028199999360367656,5,69.82915496826172,107.75,0.010172627866268158,40,13.852779388427734,0.008862095884978771,NaN,120000.0,0.9908596873283386,0.8393343091011047,1.2436708211898804,1.0053805112838745,7.064920425415039,3.3592147827148438,1.0053805112838745,0.09784357994794846,0.21453174948692322,-3.582561492919922,57.97999954223633,1074.338911019,150.25608825683594,-0.0022459514439105988,0,921.623046875,-0.3718966245651245,1.0053805112838745,1000,0.21019001305103302,133.10609436035156,0,0.21453174948692322,0.21453174948692322
-0.0227719247341156,0.24567797780036926,0.23926781117916107,1746504578.963268,80.54332733154297,0.010073712095618248,0.24567797780036926,7,0.0002789999998640269,6,71.20085144042969,117.9000015258789,0.008234560489654541,40,12.76687240600586,0.02620704285800457,NaN,140000.0,2.0429329872131348,0.8239398002624512,1.2251486778259277,1.0058315992355347,11.378105163574219,5.365172863006592,1.0058315992355347,0.1981903612613678,0.24896128475666046,-1.085906982421875,59.970001220703125,1224.845877619,151.7442169189453,0.0173449469730258,0,1073.4222412109375,-0.3946685492992401,1.0058315992355347,1000,0.24567797780036926,131.8007354736328,0,0.24896128475666046,0.24896128475666046
0.09936138987541199,0.28127557039260864,0.16600129008293152,1746504729.4701803,80.410888671875,0.009652586653828621,0.28127557039260864,8,0.00027600000612437725,7,70.04481506347656,120.69999694824219,0.007995364256203175,40,11.630180358886719,0.018465502187609673,NaN,160000.0,2.6445932388305664,0.8151674866676331,1.2144901752471924,1.0028043985366821,6.935558795928955,3.9067766666412354,1.0028043985366821,0.17155753076076508,0.2835870385169983,-1.1366920471191406,52.63999938964844,1377.175541553,150.45574951171875,-0.0077415406703948975,0,1223.9339599609375,-0.2953071594238281,1.0028043985366821,1000,0.28127557039260864,132.92945861816406,0,0.2835870385169983,0.2835870385169983
-0.022369027137756348,0.3171069324016571,0.23021386563777924,1746504881.7998927,80.0296401977539,0.010254296474158764,0.3171069324016571,9,0.0002730000123847276,8,72.24263000488281,164.39999389648438,0.008437495678663254,40,14.8114652633667,0.02955024316906929,NaN,180000.0,3.4796881675720215,0.8068913221359253,1.2042713165283203,1.0055394172668457,11.44209098815918,4.824233531951904,1.0055392980575562,0.33198148012161255,0.31873801350593567,3.1812849044799805,59.439998626708984,1530.061336676,152.27230834960938,0.011084740981459618,0,1376.257568359375,-0.3176761865615845,1.0055394172668457,1000,0.3171069324016571,131.34364318847656,0,0.31873801350593567,0.31873801350593567
-0.006718993186950684,0.35299715399742126,-0.03575698658823967,1746505034.6856306,80.20800018310547,0.010322455316781998,0.35299715399742126,10,0.0002699999895412475,9,72.62631225585938,148.3000030517578,0.009011805057525635,40,13.255012512207031,0.02405581623315811,NaN,200000.0,4.162816047668457,0.7983840703964233,1.1936330795288086,1.00572669506073,11.304117202758789,5.253829002380371,1.00572669506073,0.3706352412700653,0.35418879985809326,-1.556452751159668,54.380001068115234,1682.063550619,152.8343963623047,-0.005494426935911179,0,1529.149169921875,-0.32439517974853516,1.00572669506073,1000,0.35299715399742126,130.860595703125,0,0.35418879985809326,0.35418879985809326
0.048707544803619385,0.38895854353904724,-0.03364868462085724,1746505186.6878679,79.89698791503906,0.0107771847397089,0.38895854353904724,11,0.00026699999580159783,10,72.02764129638672,186.60000610351562,0.008125056512653828,40,12.082160949707031,0.02942606993019581,NaN,220000.0,4.909465789794922,0.7905063629150391,1.1837568283081055,1.0005203485488892,12.896857261657715,5.057768821716309,1.0005203485488892,0.41074618697166443,0.39012694358825684,-1.1728515625,55.29999923706055,1835.090657773,151.92471313476562,0.005370253697037697,0,1681.1256103515625,-0.27568763494491577,1.0005203485488892,1000,0.38895854353904724,131.6441650390625,0,0.39012694358825684,0.39012694358825684
-0.0685126781463623,0.4248998761177063,-0.19376720488071442,1746505339.7147927,80.57310485839844,0.010503118857741356,0.4248998761177063,12,0.0002640000020619482,11,72.38925170898438,133.25,0.009181140922009945,40,10.762744903564453,0.03268226236104965,NaN,240000.0,5.414719104766846,0.7858470678329468,1.1778090000152588,1.0065116882324219,11.388028144836426,4.527233123779297,1.0065116882324219,0.4611924886703491,0.4259604215621948,-1.3194160461425781,53.02000045776367,1988.564105601,152.96241760253906,0.0032561924308538437,0,1834.1654052734375,-0.3442003130912781,1.0065116882324219,1000,0.4248998761177063,130.75106811523438,0,0.4259604215621948,0.4259604215621948
-0.018384814262390137,0.46078604459762573,-0.20303772389888763,1746505493.1883922,80.77130126953125,0.011429022997617722,0.46078604459762573,13,0.0002610000083222985,12,72.64837646484375,132.9499969482422,0.009363630786538124,40,9.308614730834961,0.03914723917841911,NaN,260000.0,6.196827411651611,0.7741509675979614,1.1627349853515625,1.009100317955017,12.05827522277832,5.427484512329102,1.009100317955017,0.5494226813316345,0.4617024064064026,-1.4541301727294922,52.0099983215332,2141.115453064,153.4197235107422,0.006464976817369461,0,1987.653564453125,-0.3625851273536682,1.009100317955017,1000,0.46078604459762573,130.361328125,0,0.4617024064064026,0.4617024064064026
0.0437338650226593,0.49645352363586426,0.3183748722076416,1746505645.7396936,79.85128784179688,0.010924066416919231,0.49645352363586426,14,0.0002579999854788184,13,72.64517211914062,163.8000030517578,0.008312002755701542,40,12.479353904724121,0.03511307016015053,NaN,280000.0,6.399914741516113,0.7663801908493042,1.1526738405227661,1.0038492679595947,13.19847297668457,5.476067543029785,1.0038492679595947,0.5528702139854431,0.497752845287323,3.17073917388916,47.689998626708984,2292.32988438,152.4965362548828,-0.004034169018268585,0,2140.199951171875,-0.3188512623310089,1.0038492679595947,1000,0.49645352363586426,131.15052795410156,0,0.497752845287323,0.497752845287323
-0.1576061248779297,0.531773567199707,0.031428318470716476,1746505796.9542062,80.07670593261719,0.010882987640798092,0.531773567199707,15,0.00025499999173916876,14,71.07183837890625,99.3499984741211,0.010794956237077713,40,9.158698081970215,0.04812200367450714,NaN,300000.0,6.8207688331604,0.756443440914154,1.1396549940109253,1.0076746940612793,12.36815071105957,5.345228672027588,1.0076746940612793,0.48185527324676514,0.5330657958984375,-3.3206558227539062,44.0,2442.480438474,151.14859008789062,0.013008933514356613,0,2291.403564453125,-0.4764573872089386,1.0076746940612793,1000,0.531773567199707,132.32012939453125,0,0.5330657958984375,0.5330657958984375
