Metrics/LagrangeMultiplier/Max,Train/Epoch,Misc/H_inv_g,Safety/ShieldLagrangeMultiplier/Max,Safety/shield_violation,Safety/ShieldLagrangeMultiplier/Std,Train/PolicyStd,_timestamp,Train/PolicyRatio/Min,Loss/Loss_reward_critic/Delta,Misc/xHx,Loss/Loss_pi,Train/PolicyRatio/Max,Train/KL,Safety/EpCostShield,Loss/Loss_reward_critic,Train/StopIter,Misc/AcceptanceStep,Misc/Alpha,Loss/Loss_cost_critic,Time/Update,Safety/ShieldLagrangeMultiplier,Time/Rollout,Metrics/EpLen,Metrics/EpRet,Train/Entropy,Metrics/LagrangeMultiplier/Min,Safety/ShieldLagrangeMultiplier/Min,Time/FPS,Train/LR,Train/PolicyRatio,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Std,Metrics/EpCost,Time/Total,Train/PolicyRatio/Std,Time/Epoch,Misc/FinalStepNorm,Value/reward,Loss/Loss_cost_critic/Delta,Value/Adv,Value/cost,TotalEnvSteps,_step,Loss/Loss_pi/Delta,Safety/shield_adv_c,_runtime,Misc/gradient_norm
0.035999998450279236,0,0.1612541824579239,0.04500000178813934,0.06855972856283188,0,1.0026623010635376,1746570612.647537,0.9992872476577759,0.012132994830608368,0.006460759788751602,0.14467884600162506,0.9992872476577759,0.0003261245146859437,162.35000610351562,0.012132994830608368,10,1,1.7594335079193115,68.76141357421875,16.923328399658203,0.04500000178813934,144.2669677734375,500,-0.8692545890808105,1.4215387105941772,0.035999998450279236,0.04500000178813934,124.07691955566406,0,0.9992871880531311,0.035999998450279236,0,134.60000610351562,161.1913299560547,0.0005040201358497143,161.19032287597656,0.28371602296829224,-0.05305611714720726,68.76141357421875,-7.247924482811641e-09,0.06230316683650017,20000.0,1,0.14467884600162506,3.390705108642578,299.973199689,0.09199772030115128
0.07104726880788803,1,0.20423854887485504,0.08004748076200485,5.990187168121338,0,0.9993650317192078,1746570750.6392448,0.9982943534851074,-0.0019415868446230888,0.0094539113342762,0.2555171251296997,0.9982943534851074,0.0003294486668892205,180.8000030517578,0.010191407985985279,10,1,1.4544841051101685,55.485469818115234,17.16507339477539,0.08004748076200485,120.7644271850586,500,-0.45844215154647827,1.4181976318359375,0.07104726880788803,0.08004748076200485,145.0015869140625,0,0.9982943534851074,0.07104726880788803,0,148.2624969482422,299.18414306640625,0.0012060460867360234,137.92953491210938,0.2970617115497589,-0.06172686070203781,-13.275943756103516,0.0,5.003861427307129,40000.0,2,0.11083827912807465,5.574358940124512,432.94231498,0.1004338338971138
0.10581684857606888,2,0.2340550273656845,0.11301283538341522,6.67119836807251,0,0.9987397789955139,1746570883.6082354,1.0008504390716553,-0.0012152418494224548,0.010607855394482613,0.0846591368317604,1.0008504390716553,0.0003076865978073329,85.17500305175781,0.008976166136562824,10,1,1.373096227645874,43.9205207824707,17.52630043029785,0.11301283538341522,115.01493835449219,500,-0.039448801428079605,1.41763174533844,0.10581684857606888,0.11301283538341522,150.8964080810547,0,1.0008503198623657,0.10581684857606888,0,121.94999694824219,431.78594970703125,0.0006012388039380312,132.541259765625,0.321380078792572,-0.03502167388796806,-11.564949035644531,1.5258788677030566e-09,5.018477439880371,60000.0,3,-0.1708579882979393,0.7141086459159851,563.843883087,0.09045165777206421
0.13964974880218506,3,0.2582852244377136,0.14495274424552917,9.601541519165039,0,0.9943283200263977,1746571014.5098455,0.998298168182373,-0.0006260601803660393,0.013432198204100132,0.04869425296783447,0.998298168182373,0.0003540486213751137,82.875,0.008350105956196785,10,1,1.2202287912368774,53.848018646240234,17.342063903808594,0.14495274424552917,113.49685668945312,500,0.5523741245269775,1.4131633043289185,0.13964974880218506,0.14495274424552917,152.85968017578125,0,0.998298168182373,0.13964974880218506,0,88.52999877929688,563.054931640625,0.0012033767998218536,130.83895874023438,0.31516706943511963,-0.019192703068256378,9.927497863769531,1.678466787780053e-08,7.291909217834473,80000.0,4,-0.035964883863925934,1.6155825853347778,699.643272342,0.08110807836055756
0.17249999940395355,4,0.23648954927921295,0.17712713778018951,9.957152366638184,0,0.9862058758735657,1746571150.3092248,0.999304473400116,0.0012400103732943535,0.012238161638379097,0.16973821818828583,0.999304473400116,0.0003846694016829133,108.7750015258789,0.009590116329491138,10,1,1.2783703804016113,57.87247085571289,17.35748863220215,0.17712713778018951,118.38042449951172,500,1.0000474452972412,1.4049092531204224,0.17249999940395355,0.17712713778018951,147.34274291992188,0,0.999304473400116,0.17249999940395355,0,74.37000274658203,698.8563842773438,0.0004918537451885641,135.73794555664062,0.30232125520706177,0.01606137305498123,4.024452209472656,1.907348590179936e-08,7.24495792388916,100000.0,5,0.12104396522045135,1.0693514347076416,834.815262913,0.1033119484782219
0.20501911640167236,5,0.21216532588005066,0.20934459567070007,12.592334747314453,0,0.9755509495735168,1746571285.4811702,0.9995517134666443,0.0073899636045098305,0.01012946292757988,0.09834200143814087,0.9995517134666443,0.00033563547185622156,102.1500015258789,0.01698007993400097,10,1,1.4051463603973389,76.77783966064453,17.3504581451416,0.20934459567070007,117.61784362792969,500,1.9405221939086914,1.3941203355789185,0.20501911640167236,0.20934459567070007,148.18289184570312,0,0.9995517134666443,0.20501911640167236,0,82.9800033569336,833.8843383789062,0.00031700049294158816,134.96835327148438,0.2981233298778534,0.08379973471164703,18.90536880493164,3.05175760217935e-08,9.002902030944824,120000.0,6,-0.07139621675014496,0.5131919384002686,968.975482967,0.08717906475067139
0.23733273148536682,6,0.24905209243297577,0.2421623170375824,14.049651145935059,0,0.9708755612373352,1746571419.6416197,0.9994645118713379,0.004824580624699593,0.013727749697864056,0.23503585159778595,0.9994645118713379,0.0003399349225219339,130.4250030517578,0.02180466055870056,10,1,1.207021951675415,93.1273193359375,17.42242431640625,0.2421623170375824,116.67787170410156,500,2.5875961780548096,1.3893731832504272,0.23733273148536682,0.2421623170375824,149.14207458496094,0,0.9994645118713379,0.23733273148536682,0,82.7699966430664,968.1881103515625,0.0003786191809922457,134.10032653808594,0.30061134696006775,0.15500393509864807,16.34947967529297,-1.2207030941624453e-08,10.624513626098633,140000.0,7,0.13669385015964508,3.888814926147461,1103.233957099,0.11560620367527008
0.26964813470840454,7,0.2559121549129486,0.27493101358413696,15.85802173614502,0,0.958962619304657,1746571553.899902,0.9995924234390259,0.010793589055538177,0.015044781379401684,0.03143598139286041,0.9995924234390259,0.00034601351944729686,103.5999984741211,0.03259824961423874,10,1,1.1529803276062012,86.53297424316406,17.33812713623047,0.27493101358413696,116.84603118896484,500,3.581613779067993,1.3768587112426758,0.26964813470840454,0.27493101358413696,149.04885864257812,0,0.9995923638343811,0.26964813470840454,0,87.4000015258789,1102.433349609375,0.000288228242425248,134.18418884277344,0.2950616776943207,0.2950165867805481,-6.5943450927734375,2.4414061883248905e-08,13.005134582519531,160000.0,8,-0.20359987020492554,0.4811621904373169,1236.527452625,0.1308681070804596
0.30176401138305664,8,0.2781079411506653,0.3075343668460846,14.904281616210938,0,0.9426734447479248,1746571687.1934254,0.998481035232544,0.013639915734529495,0.019758135080337524,0.030351415276527405,0.998481035232544,0.0003810464695561677,97.07499694824219,0.046238165348768234,10,1,1.0061017274856567,83.12581634521484,17.659055709838867,0.3075343668460846,115.5752944946289,500,3.941202402114868,1.3597097396850586,0.30176401138305664,0.3075343668460846,150.1114044189453,0,0.998481035232544,0.30176401138305664,0,79.27999877929688,1235.739501953125,0.0010740702273324132,133.23439025878906,0.27980488538742065,0.3953075110912323,-3.4071578979492188,-2.7465819840699623e-08,12.112691879272461,180000.0,9,-0.0010845661163330078,0.5813809633255005,1369.765266171,0.20633602142333984
0.33366498351097107,9,0.3311673402786255,0.3399057984352112,14.72716236114502,0,0.931633472442627,1746571820.4312494,0.9987496733665466,0.02263275906443596,0.023601997643709183,0.011934340000152588,0.9987496733665466,0.0003159121552016586,92.0250015258789,0.0688709244132042,10,1,0.9205354452133179,102.34623718261719,16.96902084350586,0.3399057984352112,116.20304107666016,500,5.417102813720703,1.3479965925216675,0.33366498351097107,0.3399057984352112,150.18162536621094,0,0.9987496733665466,0.33366498351097107,0,76.5999984741211,1368.9725341796875,0.0008841285016387701,133.17208862304688,0.3048512935638428,0.5353628993034363,19.220420837402344,3.814697180359872e-08,11.653852462768555,200000.0,10,-0.018417075276374817,0.7400233745574951,1496.042301647,0.16536568105220795
