TotalEnvSteps,Loss/Loss_pi,Misc/gradient_norm,Time/Total,Metrics/EpCost,Safety/ShieldLagrangeMultiplier/Min,Loss/Loss_pi/Delta,Train/Entropy,Metrics/EpRet,Train/Epoch,Train/PolicyRatio/Std,Value/Adv,Train/StopIter,Value/reward,Train/PolicyRatio/Max,Loss/Loss_cost_critic,Train/LR,Misc/AcceptanceStep,Metrics/EpLen,Misc/Alpha,Safety/shield_violation,Train/PolicyRatio,Safety/shield_adv_c,Metrics/LagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Max,Train/KL,Time/Epoch,Loss/Loss_reward_critic/Delta,Misc/FinalStepNorm,Misc/H_inv_g,_step,Safety/EpCostShield,Misc/xHx,_timestamp,Metrics/LagrangeMultiplier/Std,Time/Rollout,Metrics/LagrangeMultiplier/Min,Safety/ShieldLagrangeMultiplier/Std,Time/FPS,_runtime,Train/PolicyStd,Train/PolicyRatio/Min,Loss/Loss_cost_critic/Delta,Safety/ShieldLagrangeMultiplier,Value/cost,Time/Update,Loss/Loss_reward_critic
20000.0,-0.2522425651550293,0.05395038425922394,148.35830688476562,46.650001525878906,0.044999994337558746,-0.2522425651550293,1.4404573440551758,-1.483401894569397,0,0.0012038826243951917,1.907348501362094e-09,10,-0.05164024606347084,1.0017026662826538,18.158618927001953,0,1,1000,2.7475850582122803,-0.01828266680240631,1.0017026662826538,1.7891993522644043,0.03599999472498894,0.044999994337558746,0.03599999472498894,0.00033950048964470625,148.35720825195312,0.007145415060222149,0.2615741789340973,0.09520149230957031,1,110.69999694824219,0.0026492688339203596,1746519617.996703,0,130.62254333496094,0.03599999472498894,0,134.8097686767578,250.635208763,1.021882176399231,1.0017026662826538,18.158618927001953,0.044999994337558746,0.011420024558901787,17.73464012145996,0.007145415060222149
40000.0,-0.46635743975639343,0.038724277168512344,249.76422119140625,30.450000762939453,0.07510484009981155,-0.21411487460136414,1.4587501287460327,-0.9127260446548462,1,0.0008109615300782025,6.866454960174906e-09,10,-0.05675432085990906,1.0011470317840576,9.55994987487793,0,1,1000,3.109973192214966,1.7947765588760376,1.001146912574768,0.5105814337730408,0.06987668573856354,0.07510484009981155,0.06987668573856354,0.00026839342899620533,101.32549285888672,-0.0021187765523791313,0.30617284774780273,0.09844871610403061,2,34.25,0.0020678287837654352,1746519719.405939,0,83.92447662353516,0.06987668573856354,0,197.38369750976562,357.919979813,1.0407001972198486,1.0011470317840576,-8.598669052124023,0.07510484009981155,-0.4168907105922699,17.400981903076172,0.005026638507843018
60000.0,-0.3103523552417755,0.04348321259021759,357.0509948730469,45.03333282470703,0.10736260563135147,0.15600508451461792,1.4918180704116821,-0.3842191696166992,2,0.000971906294580549,-3.051757735406113e-09,10,-0.04557650536298752,1.00137460231781,24.5015869140625,0,1,1000,2.7794501781463623,2.6607067584991455,1.00137460231781,1.1546666622161865,0.10429789125919342,0.10736260563135147,0.10429789125919342,0.000338375277351588,107.19771575927734,-0.00017520738765597343,0.27489927411079407,0.09890419989824295,3,117.9000015258789,0.002588871633633971,1746519826.6903615,0,89.99988555908203,0.10429789125919342,0,186.57113647460938,467.503800932,1.075871467590332,1.00137460231781,14.94163703918457,0.10736260563135147,0.5765425562858582,17.197790145874023,0.004851431120187044
80000.0,-0.40444716811180115,0.0371885672211647,466.6405029296875,48.57500076293945,0.13996773958206177,-0.09409481287002563,1.5222803354263306,-0.1939060389995575,3,0.0017055424395948648,3.8146971692576415e-10,10,-0.03111756034195423,1.0024120807647705,22.808486938476562,0,1,1000,2.7362802028656006,3.806593656539917,1.002411961555481,1.2272005081176758,0.13905000686645508,0.13996773958206177,0.13905000686645508,0.0003247481945436448,109.50778198242188,0.0005672220140695572,0.3038810193538666,0.11105624586343765,4,78.75,0.0026712047401815653,1746519936.2743783,0,91.03800201416016,0.13905000686645508,0,182.6354217529297,574.173965078,1.108949065208435,1.0024120807647705,-1.6930999755859375,0.13996773958206177,1.602339506149292,18.469757080078125,0.005418653134256601
100000.0,-0.41129422187805176,0.06279463320970535,573.304931640625,46.72999954223633,0.17281359434127808,-0.00684705376625061,1.5380992889404297,-0.2060101479291916,4,0.0016235527582466602,-1.5258788677030566e-09,10,-0.03063453920185566,1.0022962093353271,16.96142578125,0,1,1000,2.7448747158050537,6.023548603057861,1.0022960901260376,0.2633664011955261,0.17396870255470276,0.17281359434127808,0.17396870255470276,0.0003465771733317524,106.58911895751953,0.0017402986995875835,0.28774553537368774,0.10483011603355408,5,78.19999694824219,0.002654503798112273,1746520042.9444847,0,89.24150085449219,0.17396870255470276,0,187.63641357421875,680.940197099,1.1267579793930054,1.0022962093353271,-5.8470611572265625,0.17281359434127808,2.682929754257202,17.34759521484375,0.007158951833844185
120000.0,-0.33464884757995605,0.029277896508574486,680.09814453125,47.09000015258789,0.20635133981704712,0.0766453742980957,1.5565619468688965,0.19458059966564178,5,0.0012303508119657636,1.2207030941624453e-08,10,-0.019441762939095497,1.0017399787902832,17.12249755859375,0,1,1000,2.803400993347168,5.87185001373291,1.0017399787902832,0.8811029195785522,0.20900659263134003,0.20635133981704712,0.20900659263134003,0.0002594887337181717,106.71240997314453,0.0019816970452666283,0.3404187858104706,0.1214306503534317,6,102.6500015258789,0.0025448244996368885,1746520149.7109504,0,88.583740234375,0.20900659263134003,0,187.41961669921875,788.958407281,1.1476970911026,1.0017399787902832,0.16107177734375,0.20635133981704712,2.958462953567505,18.128646850585938,0.009140648879110813
140000.0,-0.35356807708740234,0.029764918610453606,788.102783203125,58.04999923706055,0.24038568139076233,-0.01891922950744629,1.573474407196045,0.479486346244812,6,0.001624508062377572,3.051757735406113e-09,10,0.008604269474744797,1.0022974014282227,13.048230171203613,0,1,1000,2.7986016273498535,6.333489894866943,1.0022974014282227,-0.10940555483102798,0.24434567987918854,0.24038568139076233,0.24434567987918854,0.00023197814880404621,107.95077514648438,-0.0031045908108353615,0.3463776707649231,0.12376812100410461,7,104.25,0.0025535603053867817,1746520257.729013,0,90.20028686523438,0.24434567987918854,0,185.26962280273438,897.130856842,1.1671828031539917,1.0022974014282227,-4.074267387390137,0.24038568139076233,3.657773494720459,17.75046730041504,0.006036058068275452
160000.0,-0.3431103229522705,0.07358919829130173,896.2855224609375,54.720001220703125,0.27457568049430847,0.010457754135131836,1.5959256887435913,0.6472617387771606,7,0.0021521304734051228,6.866454960174906e-09,10,0.0122446920722723,1.003043532371521,17.990787506103516,0,1,1000,1.8691614866256714,6.0403828620910645,1.003043532371521,2.0092196464538574,0.2798593044281006,0.27457568049430847,0.2798593044281006,0.0003599891497287899,108.11030578613281,0.002804867923259735,0.27661848068237305,0.14799068868160248,8,92.69999694824219,0.0057244738563895226,1746520365.9013598,0,90.61267852783203,0.2798593044281006,0,184.99624633789062,1003.76997013,1.1937373876571655,1.003043532371521,4.942557334899902,0.27457568049430847,2.997206926345825,17.497602462768555,0.008840925991535187
180000.0,-0.36048269271850586,0.06166542321443558,1002.91748046875,56.709999084472656,0.3092522919178009,-0.01737236976623535,1.619815468788147,0.9648008942604065,8,0.0007380194147117436,-9.155272984173735e-09,10,0.04240358993411064,1.001043677330017,21.320432662963867,0,1,1000,2.038145065307617,8.137208938598633,1.001043677330017,0.472054123878479,0.3155522048473358,0.3092522919178009,0.3155522048473358,0.00029395907768048346,106.57479858398438,0.0024116458371281624,0.3215313255786896,0.15775683522224426,9,116.4000015258789,0.004814585670828819,1746520472.5410385,0,89.22128295898438,0.3155522048473358,0,187.66163635253906,1114.014083974,1.2225595712661743,1.001043677330017,3.3296451568603516,0.3092522919178009,4.562196731567383,17.353492736816406,0.01125257182866335
200000.0,-0.3923107385635376,0.055985238403081894,1113.156494140625,57.90999984741211,0.34365954995155334,-0.03182804584503174,1.6337757110595703,1.4859399795532227,9,0.001347013283520937,6.103515470812226e-09,10,0.05006922781467438,1.0019049644470215,13.892263412475586,0,1,1000,1.937793493270874,7.516740798950195,1.0019049644470215,0.17586268484592438,0.3514123260974884,0.34365954995155334,0.3514123260974884,0.0002967655600514263,110.17439270019531,0.0035784170031547546,0.33026161789894104,0.17043179273605347,10,81.9000015258789,0.00532615976408124,1746520582.784699,0,92.3539047241211,0.3514123260974884,0,181.53038024902344,1219.841483646,1.2397500276565552,1.0019049644470215,-7.428169250488281,0.34365954995155334,4.784223556518555,17.82046890258789,0.014830988831818104
