Train/Epoch,Metrics/EpRet,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Min,Loss/Loss_cost_critic,Safety/ShieldLagrangeMultiplier/Std,_step,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Metrics/EpCost,Time/FPS,Safety/shield_violation,Time/Update,Metrics/LagrangeMultiplier/Max,Misc/H_inv_g,Misc/AcceptanceStep,Train/LR,Safety/ShieldLagrangeMultiplier/Min,_runtime,_timestamp,Metrics/EpLen,Value/Adv,Train/KL,Misc/Alpha,TotalEnvSteps,Train/PolicyStd,Value/cost,Train/PolicyRatio/Min,Time/Epoch,Train/Entropy,Train/StopIter,Loss/Loss_cost_critic/Delta,Misc/xHx,Time/Rollout,Safety/shield_adv_c,Train/PolicyRatio,Safety/EpCostShield,Metrics/LagrangeMultiplier/Std,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Time/Total,Loss/Loss_pi,Misc/gradient_norm,Safety/ShieldLagrangeMultiplier,Loss/Loss_pi/Delta,Safety/ShieldLagrangeMultiplier/Max,Value/reward,Misc/FinalStepNorm
11,0.07901240140199661,0.4149853587150574,0.4149853587150574,4.578102111816406,0,12,0.008928513154387474,0.0024535786360502243,11.960000038146973,195.24411010742188,3.4979593753814697,18.65390396118164,0.4149853587150574,0.1971464306116104,1,0,0.41997548937797546,1365.942914884,1746557818.9222739,1000,-4.76837147544984e-09,0.0002982777077704668,1.6127184629440308,240000.0,1.069867491722107,1.1009242534637451,0.9998002052307129,102.43586730957031,1.4864567518234253,10,1.7412471771240234,0.007689752150326967,83.78194427490234,0.005017891526222229,0.9998002052307129,40.849998474121094,0,0.9998002052307129,0.00014124815061222762,1261.1461181640625,-0.05788284167647362,0.07271812111139297,0.41997548937797546,0.15020718052983284,0.41997548937797546,-0.012712853960692883,0.31794169545173645
12,0.11459200829267502,0.4494428038597107,0.4494428038597107,3.483091115951538,0,13,0.011797445826232433,0.0028689326718449593,10.979999542236328,193.23513793945312,2.834942579269409,18.40165138244629,0.4494428038597107,0.19497191905975342,1,0,0.4527038335800171,1469.059903309,1746557922.5087473,1000,1.0681151962899094e-08,0.00031096942257136106,1.5995733737945557,260000.0,1.0558767318725586,1.0325415134429932,1.0005210638046265,103.50084686279297,1.4730968475341797,10,-1.0950109958648682,0.007816657423973083,85.09918212890625,-0.07169219851493835,1.0005210638046265,30.600000381469727,0,1.0005210638046265,0.0003684758266899735,1364.7108154296875,-0.07443388551473618,0.08011600375175476,0.4527038335800171,-0.016551043838262558,0.4527038335800171,-0.006869819480925798,0.31187188625335693
13,0.08013490587472916,0.4837014079093933,0.4837014079093933,2.359273672103882,0,14,0.005137269850820303,-0.00666017597541213,10.1899995803833,194.087158203125,3.404971122741699,18.38972282409668,0.4837014079093933,0.2032681256532669,1,0,0.4836905300617218,1573.470847158,1746558025.6258068,1000,0.0,0.00026953654014505446,1.6266690492630005,280000.0,1.058475375175476,1.2897274494171143,1.0006098747253418,103.04649353027344,1.4755784273147583,10,-1.1238174438476562,0.007558420300483704,84.65674591064453,-0.29859286546707153,1.0006098747253418,13.25,0,1.0006098747253418,0.00043124656076543033,1467.850341796875,-0.18249589204788208,0.09587021917104721,0.4836905300617218,-0.1080620065331459,0.4836905300617218,0.007815804332494736,0.3306499719619751
14,-0.13695687055587769,0.5176914930343628,0.5176914930343628,2.644146203994751,0,15,0.02056468464434147,0.015427414793521166,9.6899995803833,191.6715087890625,3.110044479370117,18.643800735473633,0.5176914930343628,0.3007698655128479,1,0,0.5161194801330566,1679.589914777,1746558130.0367734,1000,1.5258788677030566e-09,0.00032512814505025744,0.9740583300590515,300000.0,1.0530390739440918,1.00076425075531,0.9994912147521973,104.3451919555664,1.4705300331115723,10,0.28487253189086914,0.02107948064804077,85.70137786865234,-0.252193421125412,0.9994912147521973,60.599998474121094,0,0.9994912147521973,0.0003597374015953392,1572.2606201171875,0.05714084580540657,0.19766610860824585,0.5161194801330566,0.23963673785328865,0.5161194801330566,-0.001999764936044812,0.29296740889549255
15,-0.1516450047492981,0.5516427159309387,0.5516427159309387,3.8348517417907715,0,16,0.00603845901787281,-0.014526225626468658,10.5600004196167,188.5823974609375,4.373767375946045,18.394718170166016,0.5516427159309387,0.20177091658115387,1,0,0.5491166114807129,1786.574554829,1746558236.1558373,1000,-1.5258788677030566e-09,0.0002926030720118433,1.5526206493377686,320000.0,1.0410562753677368,1.2725881338119507,0.9996905326843262,106.05443572998047,1.4590221643447876,10,1.1907055377960205,0.008296573534607887,87.6596908569336,-0.47879278659820557,0.9996905326843262,45.70000076293945,0,0.9996905326843262,0.00021882643341086805,1678.3792724609375,-0.08475136011838913,0.09918216615915298,0.5491166114807129,-0.1418922059237957,0.5491166114807129,-0.0020300026517361403,0.31327369809150696
16,0.005613069515675306,0.5849652886390686,0.5849652886390686,3.4701220989227295,0,17,0.004160409793257713,-0.001878049224615097,7.929999828338623,187.06320190429688,4.396564960479736,18.640155792236328,0.5849652886390686,0.2528679370880127,1,0,0.5825721025466919,1893.132592222,1746558343.1405249,1000,-8.392333938900265e-09,0.0002713942958507687,1.2625609636306763,340000.0,1.0355969667434692,1.1667943000793457,1.000753402709961,106.91574096679688,1.4537453651428223,10,-0.364729642868042,0.012546567246317863,88.27556610107422,0.49064818024635315,1.000753402709961,45.349998474121094,0,1.000753402709961,0.0005327361868694425,1785.3668212890625,-0.09204917401075363,0.13248509168624878,0.5825721025466919,-0.007297813892364502,0.5825721025466919,0.0008529333863407373,0.31926119327545166
17,0.05478746071457863,0.6190351843833923,0.6190351843833923,9.926311492919922,0,18,0.0035248328931629658,-0.0006355769000947475,14.300000190734863,187.7991943359375,4.117383003234863,18.386436462402344,0.6190351843833923,0.31204453110694885,1,0,0.6175801753997803,1990.592312154,1746558449.698597,1000,-1.5258788677030566e-09,0.0002609276561997831,1.0448253154754639,360000.0,1.038069486618042,0.6831672787666321,0.999875545501709,106.49673461914062,1.4561704397201538,10,6.456189393997192,0.018320713192224503,88.11027526855469,0.39941370487213135,0.999875545501709,100.25,0,0.999875545501709,8.803072705632076e-05,1891.92626953125,0.22017590701580048,0.15427114069461823,0.6175801753997803,0.3122250810265541,0.6175801753997803,0.002966507337987423,0.32603201270103455
18,0.04922838509082794,0.6537472009658813,0.6537472009658813,2.951056718826294,0,19,0.0067148273810744286,0.003189994487911463,14.449999809265137,205.3627471923828,3.669860601425171,18.35784912109375,0.6537472009658813,0.18869540095329285,1,0,0.6498701572418213,2094.116667467,1746558547.1581764,1000,-3.051757735406113e-09,0.00025711976923048496,1.7843693494796753,380000.0,1.0368363857269287,1.0335291624069214,1.0016121864318848,97.3886489868164,1.4550307989120483,10,-6.975254774093628,0.006281448528170586,79.03077697753906,-0.4474424719810486,1.0016121864318848,5.449999809265137,0,1.0016121864318848,0.0011399879585951567,1989.3787841796875,-0.26140129566192627,0.07443485409021378,0.6498701572418213,-0.48157720267772675,0.6498701572418213,0.012314840219914913,0.33670228719711304
19,0.16081346571445465,0.6894249320030212,0.6894249320030212,7.00328254699707,0,20,0.01206957083195448,0.005354743450880051,17.75,193.32003784179688,3.7028110027313232,18.614412307739258,0.6894249320030212,0.3138335049152374,1,0,0.6829163432121277,2199.053852516,1746558650.6826684,1000,3.051757735406113e-09,0.0003221438091713935,0.9231051206588745,400000.0,1.0365755558013916,1.2560863494873047,1.0002424716949463,103.45539093017578,1.454699993133545,10,4.052225828170776,0.02347077801823616,84.8409652709961,-0.40359801054000854,1.0002423524856567,54.900001525878906,0,1.0002424716949463,0.000171397186932154,2092.911376953125,0.01829185150563717,0.24627475440502167,0.6829163432121277,0.27969314716756344,0.6829163432121277,0.020971251651644707,0.28970128297805786
20,0.11799635738134384,0.7260931134223938,0.7260931134223938,3.735740900039673,0,21,0.0068992809392511845,-0.005170289892703295,19.709999084472656,190.70863342285156,4.268713474273682,18.36146354675293,0.7260931134223938,0.262559711933136,1,0,0.7158587574958801,2304.697872949,1746558755.6196666,1000,0.0,0.0003204888489563018,1.1671580076217651,420000.0,1.0279403924942017,1.33417809009552,0.9995436072349548,104.87202453613281,1.4463697671890259,10,-3.2675416469573975,0.01468149945139885,86.51054382324219,-0.4255915582180023,0.9995436072349548,39.900001525878906,0,0.9995436072349548,0.0003227324632462114,2197.844482421875,-0.10733398795127869,0.16998057067394257,0.7158587574958801,-0.12562583945691586,0.7158587574958801,-0.004127163905650377,0.30644866824150085
21,-0.02637692540884018,0.7637805342674255,0.7637805342674255,5.8428449630737305,0,22,0.008104377426207066,0.0012050964869558811,22.229999542236328,189.4414520263672,3.905242919921875,18.64809799194336,0.7637805342674255,0.36234724521636963,1,0,0.7497205138206482,2411.206023445,1746558861.2638314,1000,3.051757735406113e-09,0.000263566937064752,0.872243344783783,440000.0,1.032594084739685,0.8763853311538696,0.998464822769165,105.5735092163086,1.450921654701233,10,2.1071040630340576,0.02628781646490097,86.92539978027344,0.3474406898021698,0.998464822769165,60.849998474121094,0,0.998464822769165,0.0010855342261493206,2303.48583984375,0.03534485027194023,0.2337866723537445,0.7497205138206482,0.14267883822321892,0.7497205138206482,-0.013890856876969337,0.3160549998283386
22,0.013993101194500923,0.8015820980072021,0.8015820980072021,4.36447286605835,0,23,0.006473699118942022,-0.0016306783072650433,15.680000305175781,187.89466857910156,5.745962619781494,18.649642944335938,0.8015820980072021,0.2993881404399872,1,0,0.7839215993881226,2514.950411933,1746558967.772001,1000,3.051757735406113e-09,0.00030077496194280684,1.0359996557235718,460000.0,1.040671467781067,1.1781256198883057,1.000133752822876,106.44261169433594,1.4587668180465698,10,-1.4783720970153809,0.018634192645549774,87.79295349121094,-0.1768316626548767,1.0001336336135864,50.900001525878906,0,1.000133752822876,9.452133963350207e-05,2409.99462890625,-0.14784272015094757,0.14967390894889832,0.7839215993881226,-0.1831875704228878,0.7839215993881226,0.010140904225409031,0.31016600131988525
23,0.04860693961381912,0.8398293256759644,0.8398293256759644,5.617395401000977,0,24,0.00707473186776042,0.0006010327488183975,18.389999389648438,192.9036865234375,5.1189117431640625,18.371395111083984,0.8398293256759644,0.3917982876300812,1,0,0.8191348314285278,2617.47644166,1746559071.51623,1000,2.2888182460434336e-09,0.00025387865025550127,0.8346310257911682,480000.0,1.050034523010254,1.0687800645828247,0.9986367225646973,103.6786880493164,1.467725157737732,10,1.252922534942627,0.0287105031311512,85.30726623535156,-0.6482245326042175,0.9986367225646973,68.3499984741211,0,0.9986367225646973,0.0009640108328312635,2513.743896484375,0.01266924012452364,0.1664745956659317,0.8191348314285278,0.1605119602754712,0.8191348314285278,-0.0047164177522063255,0.3270070254802704
24,0.07474887371063232,0.878170371055603,0.878170371055603,3.5992586612701416,0,25,0.004680688958615065,-0.0023940429091453552,16.31999969482422,195.2085418701172,4.270970344543457,18.357704162597656,0.878170371055603,0.36351874470710754,1,0,0.8538076877593994,2718.984102409,1746559174.0423036,1000,6.103515470812226e-09,0.00031458312878385186,0.806511402130127,500000.0,1.0543290376663208,1.0235464572906494,0.9996447563171387,102.45453643798828,1.471824049949646,10,-2.018136739730835,0.030747434124350548,84.09681701660156,-0.044495075941085815,0.9996447563171387,37.95000076293945,0,0.9996447563171387,0.0002511952188797295,2616.26611328125,-0.12816298007965088,0.18339796364307404,0.8538076877593994,-0.14083222020417452,0.8538076877593994,-0.00831194594502449,0.29318201541900635
25,0.07504017651081085,0.9167320132255554,0.9167320132255554,6.704554557800293,0,26,0.018545858561992645,0.01386516960337758,17.399999618530273,197.16477966308594,6.081107139587402,18.65757179260254,0.9167320132255554,0.34319978952407837,1,0,0.8881105184555054,2821.778201701,1746559275.5500574,1000,0.0,0.0002910297771450132,0.9183546900749207,520000.0,1.0506943464279175,0.9022693634033203,1.0031840801239014,101.43799591064453,1.468376636505127,10,3.1052958965301514,0.023714225739240646,82.78041076660156,-0.5954538583755493,1.0031839609146118,39.79999923706055,0,1.0031840801239014,0.002251484664157033,2717.7705078125,-0.2531479299068451,0.19598832726478577,0.8881105184555054,-0.12498494982719421,0.8881105184555054,-0.014717147685587406,0.31517913937568665
26,0.05110781639814377,0.9548079371452332,0.9548079371452332,3.058652877807617,0,27,0.010719060897827148,-0.007826797664165497,13.09000015258789,194.6993865966797,4.600317478179932,18.382726669311523,0.9548079371452332,0.23027105629444122,1,0,0.9205000996589661,2926.061392248,1746559378.3441708,1000,3.051757735406113e-09,0.00026869852445088327,1.3692295551300049,540000.0,1.0596970319747925,1.0192195177078247,1.0012578964233398,102.72246551513672,1.476883888244629,10,-3.645901679992676,0.010667853988707066,84.33971405029297,-1.1118454933166504,1.0012578964233398,14.949999809265137,0,1.0012578964233398,0.0008894109632819891,2820.5703125,-0.31020790338516235,0.10318103432655334,0.9205000996589661,-0.05705997347831726,0.9205000996589661,-0.04440370202064514,0.31529393792152405
27,0.009888124652206898,0.9928266406059265,0.9928266406059265,3.2659764289855957,0,28,0.007412645500153303,-0.0033064153976738453,15.34000015258789,191.8997802734375,4.911360740661621,18.37582015991211,0.9928266406059265,0.2650383710861206,1,0,0.9518579244613647,3034.408474668,1746559482.6273408,1000,1.5258788677030566e-09,0.00028315052622929215,1.151451826095581,560000.0,1.0717636346817017,1.1204371452331543,1.0008692741394043,104.2210693359375,1.4881833791732788,10,0.20732355117797852,0.015084752812981606,85.84523010253906,-0.543840229511261,1.0008692741394043,24.850000381469727,0,1.0008692741394043,0.0006146696396172047,2924.853759765625,-0.2688647508621216,0.10587441921234131,0.9518579244613647,0.04134315252304077,0.9518579244613647,0.0030512691009789705,0.3051789104938507
28,0.07517646998167038,1.0318461656570435,1.0318461656570435,4.912664413452148,0,29,0.005367301404476166,-0.0020453440956771374,23.549999237060547,184.69976806640625,3.9169468879699707,18.616470336914062,1.0318461656570435,0.3327104151248932,1,0,0.9851557016372681,3138.377596828,1746559590.974415,1000,-4.577636492086867e-09,0.0003686965210363269,0.7937187552452087,580000.0,1.0878844261169434,0.8864706754684448,0.9986224174499512,108.2838363647461,1.5030568838119507,10,1.6466879844665527,0.031746551394462585,89.66735076904297,0.19646024703979492,0.9986224174499512,79.6500015258789,0,0.9986224174499512,0.0009740698733367026,3033.198974609375,0.18458954989910126,0.17863720655441284,0.9851557016372681,0.45345430076122284,0.9851557016372681,0.003202366642653942,0.2640784978866577
29,0.03248780220746994,1.0714952945709229,1.0714952945709229,3.375166416168213,0,30,0.010689940303564072,0.005322638899087906,21.770000457763672,192.48297119140625,4.614657402038574,18.639324188232422,1.0714952945709229,0.2835072875022888,1,0,1.017005443572998,3241.129494059,1746559694.9434347,1000,7.629394338515283e-10,0.00023413806047756225,1.1720945835113525,600000.0,1.096971869468689,1.321990728378296,1.0004022121429443,103.9052963256836,1.5113307237625122,10,-1.5374979972839355,0.014558088965713978,85.26595306396484,0.3123578131198883,1.0004020929336548,20.600000381469727,0,1.0004022121429443,0.0002843507390934974,3137.167724609375,-0.28054940700531006,0.09482759982347488,1.017005443572998,-0.4651389569044113,1.017005443572998,-0.0050833518616855145,0.33229735493659973
30,0.07095472514629364,1.111128807067871,1.111128807067871,2.0947916507720947,0,31,0.0067894356325268745,-0.003900504671037197,17.6200008392334,194.76727294921875,3.1634716987609863,18.359479904174805,1.111128807067871,0.21060214936733246,1,0,1.0468438863754272,3349.027675638,1746559797.6952105,1000,-6.866454960174906e-09,0.00027740924269892275,1.5577596426010132,620000.0,1.1044645309448242,0.7229528427124023,1.0022895336151123,102.68665313720703,1.5179939270019531,10,-1.2803747653961182,0.008241923525929451,84.32716369628906,-0.5050032734870911,1.0022894144058228,10.699999809265137,0,1.0022895336151123,0.001618888578377664,3239.918701171875,-0.22938330471515656,0.09526684880256653,1.0468438863754272,0.0511661022901535,1.0468438863754272,-0.009911889210343361,0.32806751132011414
31,0.1384880244731903,1.1509366035461426,1.1509366035461426,3.010496139526367,0,32,0.006575125735253096,-0.00021430989727377892,19.049999237060547,185.51490783691406,3.9029977321624756,18.35810661315918,1.1509366035461426,0.2709226608276367,1,0,1.0768823623657227,3452.096377109,1746559905.5933323,1000,7.629394005448376e-09,0.00027650382253341377,1.1969388723373413,640000.0,1.0897027254104614,0.953203022480011,1.0012162923812866,107.80804443359375,1.5046333074569702,10,0.9157044887542725,0.01396001037210226,89.44992065429688,-0.46230512857437134,1.0012162923812866,40.349998474121094,0,1.0012162923812866,0.0008600204600952566,3347.794677734375,-0.07428628951311111,0.09042683243751526,1.0768823623657227,0.15509701520204544,1.0768823623657227,-0.01158418320119381,0.3242778480052948
32,0.049372609704732895,1.190476655960083,1.190476655960083,2.1645705699920654,0,33,0.013305875472724438,0.006730749737471342,16.260000228881836,194.20999145507812,4.311789035797119,18.65816307067871,1.190476655960083,0.2360178381204605,1,0,1.1051081418991089,3555.491260172,1746560008.661783,1000,-7.629394338515283e-10,0.0003318654198665172,1.2043259143829346,660000.0,1.0758835077285767,0.7142072319984436,1.00174880027771,102.98131561279297,1.492059588432312,10,-0.8459255695343018,0.013789279386401176,84.32313537597656,-0.6785963773727417,1.0017486810684204,11.100000381469727,0,1.00174880027771,0.0012364761205390096,3450.86376953125,-0.32777515053749084,0.15302522480487823,1.1051081418991089,-0.25348886102437973,1.1051081418991089,0.021241800859570503,0.2842424213886261
33,0.0025451851543039083,1.22831392288208,1.22831392288208,2.548532009124756,0,34,0.005541055928915739,-0.007764819543808699,8.109999656677246,193.61053466796875,3.2709717750549316,18.384389877319336,1.22831392288208,0.34605491161346436,1,0,1.1328234672546387,3656.525536542,1746560112.0571828,1000,-3.051757735406113e-09,0.00025481032207608223,0.9326607584953308,680000.0,1.0750278234481812,0.6674113273620605,1.0001325607299805,103.3001708984375,1.4911655187606812,10,0.38396143913269043,0.022992299869656563,84.91575622558594,-0.2662734389305115,1.0001325607299805,26.600000381469727,0,1.0001325607299805,9.379081893712282e-05,3554.25341796875,-0.12867209315299988,0.18304386734962463,1.1328234672546387,0.19910305738449097,1.1328234672546387,0.021955661475658417,0.32275182008743286
34,0.05042469874024391,1.264776587486267,1.264776587486267,2.546475887298584,0,35,0.004941349383443594,-0.0005997065454721451,8.880000114440918,198.1558837890625,3.2828476428985596,18.387401580810547,1.264776587486267,0.2604679465293884,1,0,1.1595454216003418,3759.975688087,1746560213.0915425,1000,-3.051757735406113e-09,0.0003180533240083605,1.1480295658111572,700000.0,1.0645108222961426,0.8629531264305115,1.0001438856124878,100.9306411743164,1.48133385181427,10,-0.002056121826171875,0.01517481915652752,82.54322052001953,-0.8472027778625488,1.0001438856124878,19.049999237060547,0,1.0001438856124878,0.0001017144022625871,3655.277099609375,-0.1868876963853836,0.1697346270084381,1.1595454216003418,-0.05821560323238373,1.1595454216003418,0.013074708171188831,0.29902490973472595
