TotalEnvSteps,Safety/ShieldLagrangeMultiplier/Min,Time/FPS,Safety/ShieldLagrangeMultiplier,Metrics/EpRet,_timestamp,Time/Total,Loss/Loss_reward_critic/Delta,_runtime,Value/Adv,Time/Epoch,Train/Epoch,Safety/shield_violation,Train/Entropy,Safety/shield_adv_c,Train/LR,Value/reward,Loss/Loss_reward_critic,Safety/EpCostShield,Train/StopIter,Safety/ShieldLagrangeMultiplier/Std,Train/PolicyStd,Metrics/EpCost,Metrics/LagrangeMultiplier,Train/PolicyRatio/Min,Safety/ShieldLagrangeMultiplier/Max,Metrics/EpLen,Time/Update,Time/Rollout,Loss/Loss_cost_critic,_step,Train/PolicyRatio/Std,Value/cost,Train/PolicyRatio/Max,Loss/Loss_pi,Loss/Loss_cost_critic/Delta,Metrics/LagrangeMultiplier/Std,Loss/Loss_pi/Delta,Metrics/LagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Min,Train/KL,Train/PolicyRatio
20000.0,0.044999994337558746,67.7683334350586,0.044999994337558746,-0.1707940399646759,1746496703.0476587,295.1244201660156,0.00873382855206728,532.957393676,-0.2478468120098114,295.1230773925781,0,0.02515404485166073,1.4006351232528687,NaN,0.0002969999914057553,-0.18984611332416534,0.00873382855206728,56.400001525878906,40,0,0.9819729924201965,30.049999237060547,0.03599999472498894,1.0025383234024048,0.044999994337558746,1000,143.961669921875,151.16127014160156,17.432783126831055,1,0.010273163206875324,-0.1653527170419693,1.0025383234024048,-0.44708096981048584,17.432783126831055,0,-0.44708096981048584,0.03599999472498894,0.03599999472498894,0.010171197354793549,1.0025383234024048
40000.0,0.07896231859922409,84.49928283691406,0.07896231859922409,-0.3829663395881653,1746496939.822073,531.9049072265625,-0.0010100440122187138,778.231395205,-0.07350411266088486,236.6884002685547,1,0.5710044503211975,1.3801887035369873,NaN,0.00029399999766610563,-0.1643434315919876,0.007723784539848566,37.599998474121094,40,0,0.9623134136199951,23.174999237060547,0.07047782838344574,1.0004098415374756,0.07896231859922409,1000,143.425537109375,93.26280975341797,7.934379577636719,2,0.010079136118292809,0.36501699686050415,1.0004098415374756,-0.4274202883243561,-9.498403549194336,0,0.01966068148612976,0.07047782838344574,0.07047782838344574,0.008735810406506062,1.0004098415374756
60000.0,0.11173224449157715,81.56893157958984,0.11173224449157715,0.026195669546723366,1746497185.09599,777.174560546875,-0.0011583655141294003,1035.489267038,0.0872361809015274,245.19140625,2,1.1242406368255615,1.358328104019165,NaN,0.000291000003926456,-0.14557194709777832,0.006565419025719166,27.75,40,0,0.9421879053115845,18.799999237060547,0.10428734123706818,1.0010759830474854,0.11173224449157715,1000,148.30609130859375,96.88516998291016,6.325250148773193,3,0.010551435872912407,0.45304375886917114,1.0010759830474854,-0.3852447271347046,-1.6091294288635254,0,0.04217556118965149,0.10428734123706818,0.10428734123706818,0.008602305315434933,1.0010759830474854
80000.0,0.14417746663093567,77.7685546875,0.14417746663093567,0.6662413477897644,1746497442.353538,1034.4302978515625,0.004822917282581329,1293.361368002,-0.13299638032913208,257.1733703613281,3,1.805504322052002,1.3358185291290283,NaN,0.0002880000101868063,-0.08525872230529785,0.011388336308300495,96.05000305175781,40,0,0.9219942688941956,26.399999618530273,0.13855062425136566,1.0028836727142334,0.14417746663093567,1000,145.83309936523438,111.3401870727539,14.804581642150879,4,0.009357626549899578,0.8401769399642944,1.0028836727142334,-0.35738319158554077,8.479331493377686,0,0.02786153554916382,0.13855062425136566,0.13855062425136566,0.005521572194993496,1.0028836727142334
100000.0,0.17741815745830536,77.58879852294922,0.17741815745830536,1.1378473043441772,1746497700.2259154,1292.2904052734375,0.00032469630241394043,1548.923215631,0.144907146692276,257.7691955566406,4,3.612499237060547,1.3174262046813965,NaN,0.0002849999873433262,-0.02286221832036972,0.011713032610714436,103.80000305175781,40,0,0.9057735204696655,30.809999465942383,0.17322316765785217,1.0003526210784912,0.17741815745830536,1000,146.4843292236328,111.28474426269531,15.67204761505127,5,0.010070279240608215,1.6668013334274292,1.0003526210784912,-0.3371862769126892,0.8674659729003906,0,0.020196914672851562,0.17322316765785217,0.17322316765785217,0.007492633070796728,1.0003526210784912
120000.0,0.21089860796928406,78.28463745117188,0.21089860796928406,1.9294767379760742,1746497955.7874508,1547.86669921875,4.6098604798316956e-05,1806.446980285,0.1697845757007599,255.47796630859375,5,4.950497627258301,1.2948211431503296,NaN,0.00028199999360367656,0.036063194274902344,0.011759131215512753,66.5,40,0,0.8856562972068787,31.079999923706055,0.20818603038787842,1.0017778873443604,0.21089860796928406,1000,142.73635864257812,112.74149322509766,11.169289588928223,6,0.009409479796886444,2.0792834758758545,1.0017778873443604,-0.36925631761550903,-4.502758026123047,0,-0.032070040702819824,0.20818603038787842,0.20818603038787842,0.008290071971714497,1.0017778873443604
140000.0,0.2449040412902832,77.689208984375,0.2449040412902832,3.1486101150512695,1746498213.3116457,1805.3914794921875,0.00364785548299551,2056.589060609,-0.09284724295139313,257.4360046386719,6,5.66821813583374,1.2705610990524292,NaN,0.0002789999998640269,0.13450558483600616,0.015406986698508263,81.30000305175781,40,0,0.8644274473190308,37.7599983215332,0.2434891313314438,1.0029948949813843,0.2449040412902832,1000,145.5633087158203,111.87257385253906,14.97347640991211,7,0.01024864986538887,2.6884701251983643,1.0029948949813843,-0.3582380712032318,3.8041868209838867,0,0.011018246412277222,0.2434891313314438,0.2434891313314438,0.008196971379220486,1.0029948949813843
160000.0,0.2795349061489105,79.98861694335938,0.2795349061489105,4.2380266189575195,1746498463.4534547,2055.50634765625,-0.0005708439275622368,2307.839225216,0.1194988563656807,250.0355682373047,7,4.8414692878723145,1.2535462379455566,NaN,0.00027600000612437725,0.22721555829048157,0.014836142770946026,105.4000015258789,40,0,0.8499957919120789,43.81999969482422,0.27911806106567383,1.001213550567627,0.2795349061489105,1000,142.66653442382812,107.36896514892578,13.840655326843262,8,0.009827527217566967,2.2864325046539307,1.001213550567627,-0.2770315110683441,-1.1328210830688477,0,0.0812065601348877,0.27911806106567383,0.27911806106567383,0.00984028447419405,1.001213550567627
180000.0,0.31368163228034973,79.62767791748047,0.31368163228034973,5.150000095367432,1746498714.7038534,2306.789306640625,0.0009893020614981651,2560.806741013,0.13114327192306519,251.16896057128906,8,6.5584235191345215,1.2304190397262573,NaN,0.0002730000123847276,0.2854006588459015,0.01582544483244419,58.95000076293945,40,0,0.8307985663414001,39.27000045776367,0.3149741291999817,1.0047132968902588,0.31368163228034973,1000,149.03662109375,102.13224792480469,9.157066345214844,9,0.01035584881901741,3.0199337005615234,1.0047132968902588,-0.39088174700737,-4.683588981628418,0,-0.11385023593902588,0.3149741291999817,0.3149741291999817,0.008543318137526512,1.0047132968902588
200000.0,0.3479151427745819,79.08610534667969,0.3479151427745819,5.895841121673584,1746498967.671343,2559.755126953125,-0.0006787274032831192,2812.166983944,-0.13640940189361572,252.888916015625,9,6.437177658081055,1.2089638710021973,NaN,0.0002699999895412475,0.3357710838317871,0.015146717429161072,73.5999984741211,40,0,0.8135401606559753,37.66999816894531,0.35095375776290894,1.0046390295028687,0.3479151427745819,1000,147.51234436035156,105.37648010253906,12.132024765014648,10,0.010419314727187157,2.9381532669067383,1.0046390295028687,-0.36791184544563293,2.9749584197998047,0,0.02296990156173706,0.35095375776290894,0.35095375776290894,0.010152510367333889,1.0046390295028687
220000.0,0.3821815550327301,79.59405517578125,0.3821815550327301,6.8205461502075195,1746499219.0310998,2811.1083984375,0.0013150274753570557,3075.464252185,-0.11341767013072968,251.27505493164062,10,7.633257865905762,1.1957241296768188,NaN,0.00026699999580159783,0.47349101305007935,0.016461744904518127,72.19999694824219,40,0,0.8027660846710205,39.380001068115234,0.38709455728530884,1.0030914545059204,0.3821815550327301,1000,143.5515899658203,107.72332000732422,11.717647552490234,11,0.010320826433598995,3.3362643718719482,1.0030914545059204,-0.38552117347717285,-0.41437721252441406,0,-0.017609328031539917,0.38709455728530884,0.38709455728530884,0.00831647776067257,1.0030914545059204
