Misc/Alpha,Misc/H_inv_g,Time/Rollout,_step,Metrics/LagrangeMultiplier/Max,Loss/Loss_cost_critic/Delta,Train/StopIter,Misc/AcceptanceStep,Time/FPS,Train/PolicyRatio/Min,Train/Epoch,_runtime,Loss/Loss_pi,Misc/xHx,Train/PolicyStd,Value/reward,Train/LR,Loss/Loss_pi/Delta,Misc/FinalStepNorm,Value/cost,Metrics/EpLen,Metrics/LagrangeMultiplier/Min,Train/PolicyRatio/Max,TotalEnvSteps,Value/Adv,Time/Epoch,Time/Total,Metrics/EpCost,Metrics/LagrangeMultiplier/Std,Train/Entropy,Misc/gradient_norm,Metrics/LagrangeMultiplier,Loss/Loss_reward_critic,Train/PolicyRatio,Loss/Loss_cost_critic,Train/PolicyRatio/Std,Train/KL,_timestamp,Metrics/EpRet,Loss/Loss_reward_critic/Delta,Time/Update
1.7278344631195068,0.17440630495548248,129.41172790527344,1,0.03599999472498894,9.06710147857666,10,1,141.050048828125,0.999358594417572,0,243.52028563,-0.007720220368355513,0.00669923285022378,0.9977622032165527,0.06165081635117531,0,-0.007720220368355513,0.30134522914886475,-0.031930431723594666,500,0.03599999472498894,0.999358594417572,20000,-9.918212917625624e-09,141.79364013671875,141.794921875,48.82500076293945,0,1.416695237159729,0.056785985827445984,0.03599999472498894,0.008422483690083027,0.999358594417572,9.06710147857666,0.0004535562766250223,0.00029960778192617,1746898728.2650747,-0.1847541630268097,0.008422483690083027,12.381877899169922
1.5716784000396729,0.21055851876735687,88.64200592041016,2,0.07088272273540497,1.6245460510253906,10,1,199.8472137451172,1.0000218152999878,1,343.597137556,-0.00895304698497057,0.008096587844192982,0.9933397769927979,0.04977726936340332,0,-0.001232826616615057,0.33093026280403137,2.0618135929107666,500,0.07088272273540497,1.0000218152999878,40000,-7.629394338515283e-10,100.07645416259766,241.9284210205078,66.0875015258789,0,1.4122438430786133,0.0818488821387291,0.07088272273540497,0.010893737897276878,1.0000218152999878,10.69164752960205,1.5397699826280586e-05,0.0002741006319411099,1746898828.403782,0.032583899796009064,0.0024712542071938515,11.434427261352539
1.3114814758300781,0.24293003976345062,88.61491394042969,3,0.10591074824333191,-3.415524959564209,10,1,199.97509765625,0.9996508955955505,2,443.842976448,-0.011428778059780598,0.01162800658494234,0.9769064784049988,0.05415772274136543,0,-0.002475731074810028,0.3185982406139374,3.9019381999969482,500,0.10591074824333191,0.9996508955955505,60000,-1.678466787780053e-08,100.01245880126953,342.00860595703125,67.5199966430664,0,1.3955074548721313,0.09279094636440277,0.10591074824333191,0.009390879422426224,0.9996508955955505,7.276122570037842,0.0002468681486789137,0.00035308641963638365,1746898928.4808953,0.3092716336250305,-0.0015028584748506546,11.397525787353516
1.267471432685852,0.24054063856601715,88.86298370361328,4,0.14093568921089172,4.773756504058838,10,1,199.62860107421875,0.9998410940170288,3,543.701061507,-0.012292767874896526,0.012449540197849274,0.9712691307067871,0.07829199731349945,0,-0.0008639898151159286,0.3048783838748932,4.555905342102051,500,0.14093568921089172,0.9998410940170288,80000,-1.3160705414350105e-08,100.18605041503906,442.2532958984375,61.630001068115234,0,1.3897823095321655,0.08122553676366806,0.14093568921089172,0.01184077188372612,0.999841034412384,12.04987907409668,0.00011241970059927553,0.0004022959328722209,1746899028.726504,1.0443874597549438,0.0024498924612998962,11.32304573059082
1.4806122779846191,0.1928206980228424,88.4497299194336,5,0.17596909403800964,1.5771570205688477,10,1,200.40496826171875,1.000332236289978,4,644.149595252,-0.009715569205582142,0.009123193100094795,0.9636957049369812,0.1286923736333847,0,0.0025771986693143845,0.2854926884174347,7.412641525268555,500,0.17596909403800964,1.000332236289978,100000,-1.831054596834747e-08,99.79792022705078,542.1154174804688,62.060001373291016,0,1.3819222450256348,0.10394598543643951,0.17596909403800964,0.012140939943492413,1.000332236289978,13.627036094665527,0.0002348984417039901,0.0003995563602074981,1746899128.5847044,1.6365442276000977,0.00030016805976629257,11.348175048828125
1.309156894683838,0.22942589223384857,89.06591796875,6,0.2112572342157364,8.570752143859863,10,1,199.23292541503906,0.9995894432067871,5,744.241008293,-0.010734724812209606,0.011669337749481201,0.9433538317680359,0.17664331197738647,0,-0.0010191556066274643,0.3003544807434082,10.40943717956543,500,0.2112572342157364,0.9995894432067871,120000,4.577636492086867e-09,100.385009765625,642.5596313476562,86.55000305175781,0,1.3605365753173828,0.08883878588676453,0.2112572342157364,0.015435541048645973,0.9995894432067871,22.19778823852539,0.000290307478280738,0.0003505164640955627,1746899229.033351,2.289379358291626,0.0032946011051535606,11.319070816040039
1.1602424383163452,0.24565379321575165,88.74913024902344,7,0.2467452585697174,2.9277515411376953,10,1,199.9261932373047,1.0006303787231445,6,844.088496685,-0.011557533405721188,0.014857036992907524,0.9207649827003479,0.27855271100997925,0,-0.0008228085935115814,0.2850179374217987,12.697556495666504,500,0.2467452585697174,1.0006303787231445,140000,2.7465819840699623e-08,100.03691101074219,742.6565551757812,106.63999938964844,0,1.3363189697265625,0.13776718080043793,0.2467452585697174,0.029729196801781654,1.0006303787231445,25.125539779663086,0.00044580126996152103,0.0003526244836393744,1746899329.1247325,3.120607852935791,0.014293655753135681,11.287766456604004
1.00331711769104,0.2905150353908539,88.16549682617188,8,0.28250443935394287,0.24164581298828125,10,1,200.44085693359375,0.9990754127502441,7,944.718353088,-0.013390973210334778,0.01986796222627163,0.9019907116889954,0.36516499519348145,0,-0.0018334398046135902,0.29147869348526,12.437366485595703,500,0.28250443935394287,0.9990754127502441,160000,1.754760781125242e-08,99.78005981445312,842.4912719726562,100.38999938964844,0,1.3157451152801514,0.17221003770828247,0.28250443935394287,0.027156276628375053,0.9990754127502441,25.367185592651367,0.0006538099842146039,0.00035590818151831627,1746899428.971972,3.66623592376709,-0.002572920173406601,11.614542007446289
0.982184886932373,0.3059273660182953,89.15486145019531,9,0.31822091341018677,-6.621866226196289,10,1,198.87374877929688,1.0005683898925781,8,1045.336760535,-0.014021757058799267,0.020732099190354347,0.8836333155632019,0.4575604498386383,0,-0.000630783848464489,0.3004772365093231,11.83806324005127,500,0.31822091341018677,1.0005683898925781,180000,1.2207030941624453e-08,100.56631469726562,943.1307373046875,81.25,0,1.2951749563217163,0.12501327693462372,0.31822091341018677,0.0348128043115139,1.0005683898925781,18.745319366455078,0.00040185614489018917,0.00033725472167134285,1746899529.6020842,3.880857229232788,0.007656527683138847,11.411436080932617
0.9173033237457275,0.30626747012138367,88.70067596435547,10,0.35334163904190063,-3.2150325775146484,10,1,198.88751220703125,0.9995865821838379,9,1145.495110945,-0.015098405070602894,0.02376861497759819,0.8657741546630859,0.5916212797164917,0,-0.001076648011803627,0.2809401750564575,7.519132614135742,500,0.35334163904190063,0.9995865821838379,200000,-2.1934509319976314e-08,100.55935668945312,1043.7476806640625,60.689998626708984,0,1.2747472524642944,0.15606564283370972,0.35334163904190063,0.04274028539657593,0.9995865821838379,15.53028678894043,0.00029230242944322526,0.0003757522499654442,1746899630.2202737,4.6457695960998535,0.007927481085062027,11.858656883239746
