Train/Epoch,Metrics/LagrangeMultiplier,Value/reward,Train/PolicyRatio,Train/LR,Train/StopIter,Loss/Loss_cost_critic/Delta,Time/FPS,Metrics/EpRet,Time/Update,Loss/Loss_reward_critic/Delta,TotalEnvSteps,Metrics/LagrangeMultiplier/Min,_step,Metrics/EpCost,Time/Epoch,_timestamp,Loss/Loss_cost_critic,Train/PolicyStd,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier/Max,Metrics/EpLen,Train/Entropy,Time/Total,Value/cost,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Time/Rollout,Metrics/LagrangeMultiplier/Std,Loss/Loss_pi,Loss/Loss_reward_critic,Loss/Loss_pi/Delta,Train/KL,_runtime,Value/Adv
16,0.599065363407135,0.8534344434738159,1.0003844499588013,0.00024900000425986946,40,-0.07465600967407227,35.75615310668945,8.775297164916992,136.27503967285156,0.0019529219716787338,340000.0,0.599065363407135,17,46.470001220703125,559.3442993164062,1743322120.762346,2.023594856262207,0.8388546705245972,0.01102443691343069,0.599065363407135,1000,1.24284029006958,9476.3291015625,5.030909538269043,1.0003844499588013,1.0003844499588013,423.0691223144531,0,-0.01610487513244152,0.032813336700201035,-0.0022636903449892998,0.010601582005620003,10034.481984872,-0.16679713129997253
17,0.6335370540618896,0.8949297070503235,0.9996249079704285,0.0002460000105202198,40,0.3371572494506836,35.95416259765625,9.222118377685547,135.69277954101562,0.0056834593415260315,360000.0,0.6335370540618896,18,49.11000061035156,556.2638549804688,1743322677.135551,2.3607521057128906,0.8400235176086426,0.01112003531306982,0.6335370540618896,1000,1.2442773580551147,10032.7275390625,5.1701202392578125,0.9996249675750732,0.9996249675750732,420.5708923339844,0,-0.018536703661084175,0.038496796041727066,-0.0024318285286426544,0.008626040071249008,10593.989854257,0.05614129453897476
18,0.6680865287780762,0.7024309635162354,0.999363899230957,0.00024300000222865492,40,-0.20804357528686523,35.7514762878418,9.135763168334961,135.96446228027344,-0.007758989930152893,380000.0,0.6680865287780762,19,54.86000061035156,559.41748046875,1743323236.6440306,2.1527085304260254,0.8396596312522888,0.011378164403140545,0.6680865287780762,1000,1.2439507246017456,10592.25390625,4.706933975219727,0.999363899230957,0.999363899230957,423.4529113769531,0,-0.018831178545951843,0.030737806111574173,-0.00029447488486766815,0.011934834532439709,11147.891796301,-0.2609683573246002
19,0.7029772996902466,0.7394953370094299,1.0006532669067383,0.00023999999393709004,40,0.09500646591186523,36.11255645751953,8.650574684143066,134.89425659179688,0.005853340029716492,400000.0,0.7029772996902466,20,61.959999084472656,553.823974609375,1743323790.5457356,2.2477149963378906,0.8400625586509705,0.011596526950597763,0.7029772996902466,1000,1.244483470916748,11146.16015625,5.655142784118652,1.0006532669067383,1.0006532669067383,418.92962646484375,0,-0.025027567520737648,0.036591146141290665,-0.006196388974785805,0.009874672628939152,11704.733469411,0.21258977055549622
20,0.7381824254989624,0.8505949378013611,0.9998813271522522,0.00023700000019744039,40,-0.17993783950805664,35.92263412475586,8.899977684020996,133.5078125,0.0010741837322711945,420000.0,0.7381824254989624,21,62.68000030517578,556.7520141601562,1743324347.3868775,2.067777156829834,0.8300193548202515,0.011735865846276283,0.7381824254989624,1000,1.232508897781372,11702.9931640625,5.193068027496338,0.999881386756897,0.999881386756897,423.2441711425781,0,-0.01892823353409767,0.03766532987356186,0.0060993339866399765,0.012470796704292297,12260.379817086,-0.16910478472709656
21,0.7737833261489868,0.7908105254173279,0.9994821548461914,0.00023400000645779073,40,0.3161814212799072,35.99989700317383,8.02806282043457,133.9655303955078,0.006575867533683777,440000.0,0.7737833261489868,22,66.33000183105469,555.55712890625,1743324903.0337367,2.383958578109741,0.8257176280021667,0.012230574153363705,0.7737833261489868,1000,1.2273520231246948,12258.64453125,4.780247688293457,0.9994822144508362,0.9994822144508362,421.5914611816406,0,-0.02585224062204361,0.044241197407245636,-0.006924007087945938,0.010646102018654346,12815.669866815,-0.3393195867538452
22,0.8096213340759277,0.8543433547019958,0.9991798996925354,0.00023099999816622585,40,-0.2048509120941162,36.0227165222168,7.989147186279297,132.7578125,-0.009858470410108566,460000.0,0.8096213340759277,23,63.65999984741211,555.2052001953125,1743325458.3236158,2.179107666015625,0.8227522969245911,0.011801287531852722,0.8096213340759277,1000,1.2237781286239624,12813.9345703125,5.277283668518066,0.9991798996925354,0.9991798996925354,422.4472351074219,0,-0.02285161055624485,0.03438272699713707,0.0030006300657987595,0.01044518407434225,13369.800386808,0.13520623743534088
23,0.8456358909606934,0.5726708769798279,1.0009229183197021,0.0002280000044265762,40,-0.19995760917663574,36.09838104248047,7.648012638092041,132.12078857421875,-0.003213532269001007,480000.0,0.8456358909606934,24,63.040000915527344,554.04150390625,1743326012.4542797,1.9791500568389893,0.8231998085975647,0.01173410564661026,0.8456358909606934,1000,1.224292516708374,13368.0615234375,4.753901958465576,1.0009229183197021,1.0009229183197021,421.9205627441406,0,-0.01942632347345352,0.031169194728136063,0.0034252870827913284,0.010739799588918686,13922.068290709,0.20081238448619843
24,0.8813415169715881,0.8114434480667114,0.9997286200523376,0.00022499999613501132,40,-0.3526991605758667,36.219417572021484,8.262639999389648,131.42938232421875,0.0012439079582691193,500000.0,0.8813415169715881,25,51.77000045776367,552.18994140625,1743326564.7221496,1.6264508962631226,0.8180463314056396,0.011662167496979237,0.8813415169715881,1000,1.217910647392273,13920.337890625,4.142535209655762,0.9997286796569824,0.9997286796569824,420.760498046875,0,-0.019006995484232903,0.03241310268640518,0.0004193279892206192,0.011446944437921047,14482.081624112,-0.13503046333789825
25,0.9167639017105103,0.8601900339126587,0.9991255402565002,0.00022200000239536166,40,0.3545567989349365,35.71842956542969,8.377098083496094,134.6827850341797,0.006403882056474686,520000.0,0.9167639017105103,26,51.47999954223633,559.93505859375,1743327124.7354722,1.981007695198059,0.8228669762611389,0.011909685097634792,0.9167639017105103,1000,1.223696231842041,14480.3564453125,4.5193095207214355,0.9991255402565002,0.9991255402565002,425.2521667480469,0,-0.020086711272597313,0.03881698474287987,-0.0010797157883644104,0.012405125424265862,15035.28640332,-0.0584699809551239
26,0.9516024589538574,0.898213267326355,0.9992992877960205,0.00021899999410379678,40,-0.5961697101593018,36.15833282470703,8.373115539550781,133.13926696777344,-0.0009085647761821747,540000.0,0.9516024589538574,27,44.2400016784668,553.1228637695312,1743327677.940465,1.3848379850387573,0.8173664212226868,0.012357664294540882,0.9516024589538574,1000,1.217056155204773,15033.552734375,4.444668769836426,0.9992992877960205,0.9992992877960205,419.98345947265625,0,-0.020617933943867683,0.03790841996669769,-0.0005312226712703705,0.014665654860436916,15593.885787286,0.11034984886646271
27,0.9857594966888428,0.829490602016449,0.9996618032455444,0.00021600000036414713,40,0.12415826320648193,35.80974197387695,7.910845756530762,134.76271057128906,0.0032493919134140015,560000.0,0.9857594966888428,28,40.86000061035156,558.5072631835938,1743328236.539368,1.5089962482452393,0.8127648234367371,0.012483694590628147,0.9857594966888428,1000,1.2113505601882935,15592.1396484375,4.333966255187988,0.9996618032455444,0.9996618032455444,423.7443542480469,0,-0.02347535453736782,0.041157811880111694,-0.0028574205935001373,0.011577855795621872,16152.478769457,0.011690177023410797
28,1.0194247961044312,0.9156644344329834,0.9997027516365051,0.00021300000662449747,40,0.44834160804748535,35.80979919433594,8.7140531539917,135.4199981689453,0.0009271837770938873,580000.0,1.0194247961044312,29,43.040000915527344,558.50634765625,1743328795.1329732,1.9573378562927246,0.8133777976036072,0.012304971925914288,1.0194247961044312,1000,1.2121115922927856,16150.7451171875,4.6742048263549805,0.9997027516365051,0.9997027516365051,423.0862121582031,0,-0.02865287847816944,0.04208499565720558,-0.0051775239408016205,0.013138157315552235,16707.293832149,0.0490264855325222
29,1.0528278350830078,0.8996170163154602,0.9997418522834778,0.0002099999983329326,40,0.13817954063415527,36.05265808105469,8.674988746643066,134.2703857421875,0.0021216608583927155,600000.0,1.0528278350830078,30,46.439998626708984,554.744140625,1743329349.947805,2.09551739692688,0.8140121102333069,0.012956781312823296,1.0528278350830078,1000,1.2129147052764893,16705.568359375,4.537304401397705,0.9997418522834778,0.9997418522834778,420.4736328125,0,-0.025168797001242638,0.0442066565155983,0.0034840814769268036,0.012028133496642113,17262.559378223,-0.11746449768543243
30,1.086099624633789,0.9929113388061523,0.9999263882637024,0.00020700000459328294,40,0.08857345581054688,36.023780822753906,8.757264137268066,131.11685180664062,-0.006522446870803833,620000.0,1.086099624633789,31,48.400001525878906,555.1887817382812,1743329905.2135813,2.1840908527374268,0.8174956440925598,0.012216044589877129,1.086099624633789,1000,1.2170765399932861,17260.830078125,5.081741809844971,0.9999263882637024,0.9999263882637024,424.07183837890625,0,-0.027901779860258102,0.037684209644794464,-0.0027329828590154648,0.012829095125198364,17822.086600857,0.4042794406414032
31,1.1196885108947754,0.9275975823402405,0.9998818039894104,0.00020399999630171806,40,0.29526734352111816,35.749637603759766,9.100533485412598,135.38624572753906,0.0030359849333763123,640000.0,1.1196885108947754,32,57.400001525878906,559.4462280273438,1743330464.7404704,2.479358196258545,0.8087494969367981,0.01252380758523941,1.1196885108947754,1000,1.2060718536376953,17820.3515625,5.0321455001831055,0.9998818039894104,0.9998818039894104,424.0599365234375,0,-0.03412342816591263,0.040720194578170776,-0.006221648305654526,0.013082911260426044,18385.760479702,-0.032337628304958344
32,1.1534528732299805,0.8616279363632202,0.9989725947380066,0.0002010000025620684,40,-0.688346266746521,35.48736572265625,9.035623550415039,135.78529357910156,0.004862666130065918,660000.0,1.1534528732299805,33,55.15999984741211,563.5808715820312,1743331028.4142666,1.791011929512024,0.7989571690559387,0.0121794193983078,1.1534528732299805,1000,1.1939258575439453,18384.017578125,4.645046234130859,0.9989725947380066,0.9989725947380066,427.79541015625,0,-0.02378668822348118,0.045582860708236694,0.01033673994243145,0.011507910676300526,18944.725014856,0.30855754017829895
33,1.1872676610946655,1.0037041902542114,1.0026774406433105,0.00019799999427050352,40,0.2606703042984009,35.78582000732422,9.210119247436523,132.48509216308594,-0.00353424996137619,680000.0,1.1872676610946655,34,52.939998626708984,558.8805541992188,1743331587.3789275,2.051682233810425,0.7886312007904053,0.012750117108225822,1.1872676610946655,1000,1.180863380432129,18942.990234375,4.594103813171387,1.0026774406433105,1.0026774406433105,426.3954162597656,0,-0.029601801186800003,0.042048610746860504,-0.005815112963318825,0.014223892241716385,19501.671063618,-0.09768442809581757
34,1.2211121320724487,0.8625661134719849,1.0001329183578491,0.00019500000053085387,40,-0.3798028230667114,35.91522216796875,9.004608154296875,133.23463439941406,-0.0021424666047096252,700000.0,1.2211121320724487,35,52.59000015258789,556.866943359375,1743332144.3249087,1.6718794107437134,0.7892206311225891,0.01229661051183939,1.2211121320724487,1000,1.1817296743392944,19499.9453125,4.790430545806885,1.0001329183578491,1.0001329183578491,423.6322021484375,0,-0.029109036549925804,0.03990614414215088,0.0004927646368741989,0.013071505352854729,20061.422367741,0.0013351887464523315
35,1.2547369003295898,0.8484175801277161,1.000349760055542,0.00019200000679120421,40,-0.07125020027160645,35.73463821411133,8.609033584594727,133.96925354003906,0.001739412546157837,720000.0,1.2547369003295898,36,47.599998474121094,559.6810302734375,1743332704.0766046,1.600629210472107,0.7830225825309753,0.012353988364338875,1.2547369003295898,1000,1.1736122369766235,20059.701171875,3.7758593559265137,1.000349760055542,1.000349760055542,425.71173095703125,0,-0.02446596510708332,0.041645556688308716,0.0046430714428424835,0.012365666218101978,20619.743060178,-0.028686106204986572
36,1.2880641222000122,0.891960620880127,1.000686526298523,0.00018899999849963933,40,0.18576395511627197,35.8267936706543,8.342368125915527,133.46971130371094,0.0019022487103939056,740000.0,1.2880641222000122,37,45.54999923706055,558.2413940429688,1743333262.3972542,1.786393165588379,0.7798961997032166,0.013090434484183788,1.2880641222000122,1000,1.1694965362548828,20618.0078125,4.964959144592285,1.000686526298523,1.000686526298523,424.7716064453125,0,-0.0337274968624115,0.04354780539870262,-0.009261531755328178,0.014229731634259224,21177.465904706,0.09751415252685547
37,1.320967435836792,0.875295102596283,1.0007619857788086,0.00018600000475998968,40,-0.40008413791656494,35.864219665527344,8.813603401184082,135.08798217773438,-0.005155481398105621,760000.0,1.320967435836792,38,42.470001220703125,557.6588745117188,1743333820.120158,1.386309027671814,0.7717907428741455,0.01245756447315216,1.320967435836792,1000,1.1592127084732056,21175.74609375,4.641558647155762,1.0007619857788086,1.0007619857788086,422.57080078125,0,-0.019659753888845444,0.038392324000597,0.014067742973566055,0.012851445935666561,21739.61368972,0.26679930090904236
38,1.353445291519165,0.8227137923240662,0.9975343346595764,0.0001829999964684248,40,0.5261707305908203,35.58357620239258,8.28837776184082,134.21612548828125,0.0007588528096675873,780000.0,1.353445291519165,39,41.52000045776367,562.0570678710938,1743334382.2674084,1.9124797582626343,0.769618570804596,0.013645301572978497,1.353445291519165,1000,1.1561585664749146,21737.8671875,4.501581192016602,0.9975343346595764,0.9975343346595764,427.8408508300781,0,-0.029360665008425713,0.03915117681026459,-0.009700911119580269,0.015353274531662464,22299.176348608,-0.12528733909130096
39,1.3854485750198364,0.774066686630249,1.002225399017334,0.00018000000272877514,40,0.023456215858459473,35.7476806640625,7.917478561401367,136.18832397460938,0.0053379125893116,800000.0,1.3854485750198364,40,39.720001220703125,559.4768676757812,1743334941.8302712,1.9359359741210938,0.7629215717315674,0.012813424691557884,1.3854485750198364,1000,1.1473045349121094,22297.443359375,3.485429286956787,1.002225399017334,1.002225399017334,423.2884826660156,0,-0.029755044728517532,0.04448908939957619,-0.00039437972009181976,0.013772848062217236,22859.476511733,-0.015067100524902344
40,1.417324185371399,1.0094738006591797,1.000898838043213,0.00017699999443721026,40,-0.22013771533966064,35.70049285888672,8.428415298461914,137.5078582763672,0.001123536378145218,820000.0,1.417324185371399,41,45.02000045776367,560.2163696289062,1743335502.1303713,1.715798258781433,0.761567234992981,0.013611987233161926,1.417324185371399,1000,1.1451244354248047,22857.7421875,4.078843116760254,1.0008989572525024,1.0008989572525024,422.7083740234375,0,-0.03532851114869118,0.045612625777721405,-0.005573466420173645,0.014262708835303783,23413.206513833,-0.08996729552745819
41,1.4489634037017822,0.8989123106002808,1.0006603002548218,0.0001740000006975606,40,0.1853545904159546,36.12390899658203,8.457013130187988,133.4551239013672,0.0017842315137386322,840000.0,1.4489634037017822,42,42.70000076293945,553.64990234375,1743336055.8606608,1.9011528491973877,0.7621530890464783,0.012258518487215042,1.4489634037017822,1000,1.1460107564926147,23411.478515625,4.237607955932617,1.0006603002548218,1.0006603002548218,420.19464111328125,0,-0.03004201501607895,0.04739685729146004,0.005286496132612228,0.014271294698119164,23968.21432039,0.016505330801010132
42,1.4806616306304932,0.980150580406189,1.0005000829696655,0.00017100000695791095,40,-0.1518470048904419,36.040977478027344,8.56587028503418,136.40286254882812,-0.0021583102643489838,860000.0,1.4806616306304932,43,47.5099983215332,554.9239501953125,1743336610.8685536,1.7493058443069458,0.7555410861968994,0.012781953439116478,1.4806616306304932,1000,1.1370655298233032,23966.4765625,4.512632369995117,1.0005000829696655,1.0005000829696655,418.5209655761719,0,-0.03460248187184334,0.04523854702711105,-0.004560466855764389,0.014939721673727036,24524.420619947,0.24180668592453003
43,1.5122431516647339,0.9500192403793335,0.9993309378623962,0.00016799999866634607,40,-0.33181071281433105,35.96309280395508,8.70465087890625,135.5411376953125,0.0050280094146728516,880000.0,1.5122431516647339,44,44.349998474121094,556.1256713867188,1743337167.0747993,1.4174951314926147,0.7503963112831116,0.012716765515506268,1.5122431516647339,1000,1.1301125288009644,24522.685546875,4.090273857116699,0.9993309378623962,0.9993309378623962,420.5844421386719,0,-0.030588893219828606,0.050266556441783905,0.004013588652014732,0.0135593106970191,25080.820099076,0.3301774263381958
44,1.5440287590026855,0.9538303017616272,1.0001904964447021,0.00016500000492669642,40,0.556830644607544,35.95085906982422,9.087586402893066,136.5639190673828,-0.0010474808514118195,900000.0,1.5440287590026855,45,49.849998474121094,556.31494140625,1743337723.4741814,1.9743257761001587,0.7477861642837524,0.013162455521523952,1.5440287590026855,1000,1.1267625093460083,25079.08203125,3.951134443283081,1.0001904964447021,1.0001904964447021,419.7508239746094,0,-0.03825487568974495,0.049219075590372086,-0.007665982469916344,0.013500149361789227,25638.857448879,0.19487737119197845
45,1.5757476091384888,0.8054866194725037,1.0020469427108765,0.00016199999663513154,40,-0.5074635744094849,35.84510040283203,8.323606491088867,135.52024841308594,-0.007884100079536438,920000.0,1.5757476091384888,46,45.27000045776367,557.9563598632812,1743338281.511677,1.4668622016906738,0.7468053102493286,0.013026703149080276,1.5757476091384888,1000,1.1253321170806885,25637.12109375,3.578350067138672,1.0020469427108765,1.0020469427108765,422.43603515625,0,-0.026104897260665894,0.04133497551083565,0.012149978429079056,0.01293175294995308,26192.760887468,-0.064341239631176
46,1.6075273752212524,0.9808685779571533,0.9994065761566162,0.00015900000289548188,40,0.8260397911071777,36.11320877075195,8.437897682189941,135.81948852539062,0.005379680544137955,940000.0,1.6075273752212524,47,47.34000015258789,553.8140258789062,1743338835.4150145,2.2929019927978516,0.7496200799942017,0.013518125750124454,1.6075273752212524,1000,1.1291290521621704,26191.0234375,3.9278488159179688,0.999406635761261,0.999406635761261,417.994384765625,0,-0.04404652491211891,0.0467146560549736,-0.017941627651453018,0.016328196972608566,26751.943752923,0.04362688958644867
47,1.6392395496368408,0.7554728388786316,1.001326560974121,0.000155999994603917,40,-0.6534656286239624,35.77080154418945,7.886938571929932,134.45457458496094,-0.0017367415130138397,960000.0,1.6392395496368408,48,45.09000015258789,559.115234375,1743339394.5978873,1.6394363641738892,0.7448298335075378,0.01274874061346054,1.6392395496368408,1000,1.1227198839187622,26750.220703125,3.7416632175445557,1.001326560974121,1.001326560974121,424.6605529785156,0,-0.031079621985554695,0.04497791454195976,0.012966902926564217,0.01453291904181242,27309.274542764,-0.051251303404569626
48,1.6709709167480469,0.9014583230018616,0.9998312592506409,0.00015300000086426735,40,0.10562348365783691,35.89083480834961,8.020133972167969,137.4056396484375,-0.00421365350484848,980000.0,1.6709709167480469,49,46.40999984741211,557.245361328125,1743339951.9285078,1.745059847831726,0.7331647276878357,0.013035987503826618,1.6709709167480469,1000,1.1068222522735596,27307.53515625,3.7890093326568604,0.9998313188552856,0.9998313188552856,419.8395690917969,0,-0.03510839119553566,0.04076426103711128,-0.004028769209980965,0.015675589442253113,27864.327226284,0.1539231836795807
