Train/Epoch,Safety/shield_violation,Loss/Loss_pi/Delta,Metrics/LagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Max,Loss/Loss_cost_critic/Delta,Value/cost,Train/KL,Time/Update,Time/Total,Safety/shield_adv_c,_step,TotalEnvSteps,Metrics/LagrangeMultiplier/Max,Train/PolicyStd,Train/PolicyRatio,Train/LR,Value/reward,Value/Adv,Metrics/EpCost,Train/PolicyRatio/Min,Safety/ShieldLagrangeMultiplier/Std,Safety/EpCostShield,Train/StopIter,Metrics/LagrangeMultiplier/Min,Metrics/EpLen,Metrics/LagrangeMultiplier/Std,_timestamp,Safety/ShieldLagrangeMultiplier/Min,Train/PolicyRatio/Std,Loss/Loss_reward_critic/Delta,_runtime,Loss/Loss_reward_critic,Time/FPS,Loss/Loss_pi,Metrics/EpRet,Safety/ShieldLagrangeMultiplier,Train/PolicyRatio/Max,Train/Entropy,Loss/Loss_cost_critic,Time/Epoch,Time/Rollout
17,5.481261253356934,0.11386655271053314,0.6064679026603699,0.5889386534690857,1.578963041305542,1.8031492233276367,0.013219625689089298,82.28846740722656,2599.91015625,NaN,18,360000.0,0.6064679026603699,0.826740026473999,0.9998012781143188,0.0002460000105202198,0.06669638305902481,0.17057503759860992,11.899999618530273,0.9998012781143188,0,60.900001525878906,40,0.6064679026603699,1000,0,1746544349.7677824,0.5889386534690857,0.012126906774938107,-3.2592564821243286e-05,2740.564924526,0.005520547274500132,137.20701599121094,-0.07428042590618134,0.38139259815216064,0.5889386534690857,0.9998012781143188,1.228664755821228,4.526487350463867,145.76513671875,63.47663497924805
18,3.813645362854004,-0.034910790622234344,0.6367506980895996,0.6181449890136719,-0.3666396141052246,1.4748440980911255,0.012707817368209362,82.87164306640625,2739.767822265625,NaN,19,380000.0,0.6367506980895996,0.8188378810882568,1.0008597373962402,0.00024300000222865492,0.036083582788705826,0.376797616481781,13.649999618530273,1.0008597373962402,0,33.45000076293945,40,0.6367506980895996,1000,0,1746544489.6382205,0.6181449890136719,0.012685406021773815,-0.00027006352320313454,2883.472408024,0.005250483751296997,143.09336853027344,-0.10919121652841568,0.33334481716156006,0.6181449890136719,1.0008597373962402,1.2190650701522827,4.159847736358643,139.7688751220703,56.89714813232422
19,4.492832660675049,0.027807585895061493,0.6672099828720093,0.6476361155509949,1.2512812614440918,2.1225109100341797,0.01298491656780243,82.4717025756836,2882.70361328125,NaN,20,400000.0,0.6672099828720093,0.8120051622390747,1.001204490661621,0.00023999999393709004,0.06736302375793457,0.46468448638916016,18.06999969482422,1.001204490661621,0,48.79999923706055,40,0.6672099828720093,1000,0,1746544632.5460877,0.6476361155509949,0.012567621655762196,0.0015353714115917683,3024.94922757,0.006785855162888765,140.02284240722656,-0.08138363063335419,0.5052120685577393,0.6476361155509949,1.001204490661621,1.2106834650039673,5.411128997802734,142.83383178710938,60.362091064453125
20,4.016507148742676,0.09712712839245796,0.698050320148468,0.6779237985610962,-1.1623578071594238,1.696679711341858,0.01253903191536665,82.39873504638672,3024.178955078125,NaN,21,420000.0,0.698050320148468,0.816849410533905,0.999110758304596,0.00023700000019744039,0.08739154040813446,0.14368756115436554,19.81999969482422,0.999110758304596,0,60.79999923706055,40,0.698050320148468,1000,0,1746544774.0228286,0.6779237985610962,0.012549730017781258,0.0031215245835483074,3164.35686133,0.009907379746437073,141.43980407714844,0.015743497759103775,0.5238617658615112,0.6779237985610962,0.999110758304596,1.216617465019226,4.2487711906433105,141.4029083251953,59.00413131713867
21,3.8544726371765137,-0.19930366054177284,0.7292830348014832,0.7069143056869507,-1.0411036014556885,1.9994806051254272,0.013959295116364956,82.35309600830078,3163.58544921875,NaN,22,440000.0,0.7292830348014832,0.8089241981506348,1.0048398971557617,0.00023400000645779073,0.08016015589237213,0.11349387466907501,20.270000457763672,1.0048398971557617,0,21.799999237060547,40,0.7292830348014832,1000,0,1746544913.430387,0.7069143056869507,0.012486082501709461,-0.0025217831134796143,3304.489801937,0.0073855966329574585,143.54248046875,-0.18356016278266907,0.5836622714996338,0.7069143056869507,1.0048398971557617,1.206790566444397,3.207667589187622,139.33157348632812,56.97844314575195
22,5.526750087738037,-0.005618005990982056,0.7606596350669861,0.7359079122543335,0.5131797790527344,2.5503156185150146,0.012791445478796959,82.30229187011719,3303.720947265625,NaN,23,460000.0,0.7606596350669861,0.793451726436615,1.0031976699829102,0.00023099999816622585,0.09322139620780945,-0.037166446447372437,18.610000610351562,1.0031976699829102,0,42.25,40,0.7606596350669861,1000,0,1746545053.5634506,0.7359079122543335,0.012606204487383366,-0.002690631430596113,3446.046884964,0.004694965202361345,142.79562377929688,-0.18917816877365112,0.576052188873291,0.7359079122543335,1.0031976699829102,1.1874146461486816,3.7208473682403564,140.060302734375,57.757972717285156
23,5.532359600067139,-0.04006296396255493,0.7921124696731567,0.7646000385284424,0.49962306022644043,2.793834686279297,0.013879604637622833,82.31941986083984,3445.257080078125,NaN,24,480000.0,0.7921124696731567,0.7765148282051086,1.00347101688385,0.0002280000044265762,0.08802476525306702,-0.12095803022384644,18.15999984741211,1.0034711360931396,0,36.349998474121094,40,0.7921124696731567,1000,0,1746545195.1205013,0.7646000385284424,0.012631597928702831,0.0011751330457627773,3588.101424941,0.005870098248124123,141.38037109375,-0.22924113273620605,0.6644406914710999,0.7646000385284424,1.0034711360931396,1.1657663583755493,4.220470428466797,141.4623565673828,59.142887115478516
24,6.003474712371826,0.004143863916397095,0.8231180310249329,0.7933586239814758,-0.05138587951660156,2.5125062465667725,0.014256482012569904,82.9201889038086,3587.302490234375,NaN,25,500000.0,0.8231180310249329,0.7674881815910339,1.0037364959716797,0.00022499999613501132,0.08223395049571991,0.08455514162778854,14.300000190734863,1.0037364959716797,0,42.29999923706055,40,0.8231180310249329,1000,0,1746545337.174945,0.7933586239814758,0.012513093650341034,-0.0008291620761156082,3726.524586059,0.005040936172008514,140.89381408691406,-0.22509726881980896,0.595210611820221,0.7933586239814758,1.0037364959716797,1.1540415287017822,4.169084548950195,141.95086669921875,59.030635833740234
25,3.6351113319396973,0.05572785437107086,0.8531294465065002,0.8211132287979126,-1.607957124710083,1.9694530963897705,0.01519206166267395,82.07721710205078,3725.7470703125,NaN,26,520000.0,0.8531294465065002,0.7456769943237305,1.004101037979126,0.00022200000239536166,0.07299685478210449,-0.3836809992790222,10.260000228881836,1.0041011571884155,0,23.549999237060547,40,0.8531294465065002,1000,0,1746545475.5981958,0.8211132287979126,0.013266081921756268,0.0001941337250173092,3870.110934568,0.005235069897025824,144.57118225097656,-0.1693694144487381,0.5604105591773987,0.8211132287979126,1.0041011571884155,1.1251745223999023,2.5611274242401123,138.3401641845703,56.26289367675781
26,4.0971150398254395,-0.0028346627950668335,0.882347047328949,0.8482433557510376,0.7655227184295654,1.525614619255066,0.013958979398012161,82.94306945800781,3869.296630859375,NaN,27,540000.0,0.882347047328949,0.7260797619819641,1.0050430297851562,0.00021899999410379678,0.07533194124698639,0.00772969052195549,10.829999923706055,1.0050430297851562,0,27.950000762939453,40,0.882347047328949,1000,0,1746545619.1846168,0.8482433557510376,0.012798327021300793,-0.001551387133076787,4012.215596674,0.0036836827639490366,139.40380859375,-0.17220407724380493,0.5445845723152161,0.8482433557510376,1.0050430297851562,1.0984915494918823,3.3266501426696777,143.46810913085938,60.524986267089844
27,2.3193085193634033,0.056763656437397,0.9107913374900818,0.8742369413375854,-0.7611875534057617,1.6790906190872192,0.01486998237669468,82.3276138305664,4011.4267578125,NaN,28,560000.0,0.9107913374900818,0.710591197013855,1.0050301551818848,0.00021600000036414713,0.11313178390264511,-0.21603506803512573,10.390000343322754,1.0050301551818848,0,18.649999618530273,40,0.9107913374900818,1000,0,1746545761.289073,0.8742369413375854,0.01353019755333662,0.0012363467831164598,4156.710320423,0.0049200295470654964,140.83323669433594,-0.11544042080640793,0.4414946734905243,0.8742369413375854,1.0050301551818848,1.0769777297973633,2.565462589263916,142.01193237304688,59.68426513671875
28,5.190854549407959,0.024259649217128754,0.9381628036499023,0.9013572335243225,0.8495466709136963,2.815138339996338,0.015750987455248833,82.45236206054688,4155.919921875,NaN,29,580000.0,0.9381628036499023,0.7042796015739441,1.0024256706237793,0.00021300000662449747,0.09142658859491348,-0.023448627442121506,8.0600004196167,1.0024256706237793,0,55.150001525878906,40,0.9381628036499023,1000,0,1746545905.7839317,0.9013572335243225,0.013543895445764065,0.0005025663413107395,4305.927326127,0.005422595888376236,138.50405883789062,-0.09118077158927917,0.43414634466171265,0.9013572335243225,1.0024256706237793,1.0680129528045654,3.4150092601776123,144.4001007080078,61.94770050048828
29,4.045202732086182,-0.022920116782188416,0.9649094939231873,0.9285371899604797,-0.17313599586486816,2.1411828994750977,0.014338921755552292,91.71929168701172,4305.13525390625,NaN,30,600000.0,0.9649094939231873,0.7001932859420776,1.0025629997253418,0.0002099999983329326,0.07959332317113876,0.3060671091079712,10.039999961853027,1.0025629997253418,0,37.95000076293945,40,0.9649094939231873,1000,0,1746546055.000955,0.9285371899604797,0.013257483951747417,0.006126167252659798,4451.337046259,0.011548763141036034,134.11912536621094,-0.11410088837146759,0.4483502209186554,0.9285371899604797,1.0025629997253418,1.0621562004089355,3.241873264312744,149.1211700439453,57.40181350708008
30,5.877262592315674,-0.15065796673297882,0.9912251830101013,0.9558519721031189,0.5144133567810059,2.7589800357818604,0.017229527235031128,81.87957763671875,4450.5439453125,NaN,31,620000.0,0.9912251830101013,0.6869720816612244,1.004900336265564,0.00020700000459328294,0.1002623587846756,-0.2725951671600342,10.760000228881836,1.0049004554748535,0,39.150001525878906,40,0.9912251830101013,1000,0,1746546200.410697,0.9558519721031189,0.013684658333659172,-0.005678574554622173,4591.319788334,0.00587018858641386,137.63442993164062,-0.2647588551044464,0.4272738993167877,0.9558519721031189,1.0049004554748535,1.0430275201797485,3.75628662109375,145.31246948242188,63.432857513427734
31,5.057239532470703,-0.045043617486953735,1.0170128345489502,0.9822309017181396,-0.6081104278564453,3.051392078399658,0.01664695329964161,82.00846099853516,4590.52294921875,NaN,32,640000.0,1.0170128345489502,0.6633002161979675,1.0058119297027588,0.00020399999630171806,0.040592268109321594,-0.12743864953517914,9.869999885559082,1.0058119297027588,0,21.799999237060547,40,1.0170128345489502,1000,0,1746546340.3933468,0.9822309017181396,0.013270716182887554,0.0027042804285883904,4729.490227687,0.00857446901500225,142.97999572753906,-0.30980247259140015,0.26034054160118103,0.9822309017181396,1.0058119297027588,1.008117437362671,3.1481761932373047,139.8797149658203,57.871212005615234
32,4.615569591522217,0.04277113080024719,1.0422483682632446,1.0079065561294556,-0.4044070243835449,2.420729637145996,0.017438823357224464,81.42150115966797,4728.623046875,NaN,33,660000.0,1.0422483682632446,0.6493328213691711,1.0061582326889038,0.0002010000025620684,0.07841206341981888,0.08886047452688217,9.369999885559082,1.0061582326889038,0,23.850000381469727,40,1.0422483682632446,1000,0,1746546478.56374,1.0079065561294556,0.013740942813456059,-0.00038768257945775986,4870.159860496,0.00818678643554449,144.93016052246094,-0.26703134179115295,0.2749868333339691,1.0079065561294556,1.0061582326889038,0.9868422746658325,2.7437691688537598,137.99749755859375,56.575931549072266
33,4.578271389007568,0.10753749310970306,1.0673103332519531,1.033882975578308,-0.03055572509765625,1.5294451713562012,0.015843307599425316,81.87472534179688,4869.36767578125,NaN,34,680000.0,1.0673103332519531,0.6405163407325745,1.003286361694336,0.00019799999427050352,0.06124401092529297,-0.11087124794721603,11.170000076293945,1.0032864809036255,0,38.5,40,1.0673103332519531,1000,0,1746546619.2335088,1.033882975578308,0.013627619482576847,-0.0005680243484675884,5009.273642732,0.007618762087076902,142.27581787109375,-0.1594938486814499,0.26727551221847534,1.033882975578308,1.0032864809036255,0.9731727838516235,2.7132134437561035,140.57203674316406,58.6972541809082
34,3.877152442932129,-0.053218454122543335,1.0916351079940796,1.0591273307800293,-0.7964420318603516,1.9086601734161377,0.017978187650442123,80.69805908203125,5008.44140625,NaN,35,700000.0,1.0916351079940796,0.6240761280059814,1.0072565078735352,0.00019500000053085387,0.11831926554441452,-0.08002983033657074,7.840000152587891,1.0072565078735352,0,22.600000381469727,40,1.0916351079940796,1000,0,1746546758.3472924,1.0591273307800293,0.01392226479947567,-0.003695280756801367,5150.082729136,0.003923481330275536,143.9102020263672,-0.21271230280399323,0.13975070416927338,1.0591273307800293,1.0072565078735352,0.9469676613807678,1.916771411895752,138.97555541992188,58.27745056152344
35,3.9755289554595947,0.05940382182598114,1.1152892112731934,1.0842986106872559,0.5896389484405518,1.2672985792160034,0.017641736194491386,81.17760467529297,5149.30517578125,NaN,36,720000.0,1.1152892112731934,0.614013135433197,1.0027945041656494,0.00019200000679120421,0.07039619237184525,-0.22662672400474548,7.769999980926514,1.0027945041656494,0,31.399999618530273,40,1.1152892112731934,1000,0,1746546899.156363,1.0842986106872559,0.0135224973782897,0.006389934569597244,5288.661091252,0.01031341589987278,142.11927795410156,-0.15330848097801208,-0.00882907398045063,1.0842986106872559,1.0027945041656494,0.9308165907859802,2.5064103603363037,140.72686767578125,59.549224853515625
36,3.3432655334472656,-0.010911434888839722,1.1386804580688477,1.1089026927947998,-0.3722972869873047,1.4014023542404175,0.015404671430587769,80.96920776367188,5287.744140625,NaN,37,740000.0,1.1386804580688477,0.6052588224411011,1.0025099515914917,0.00018899999849963933,0.050905741751194,0.10620180517435074,9.579999923706055,1.0025099515914917,0,23.649999618530273,40,1.1386804580688477,1000,0,1746547037.734723,1.1089026927947998,0.01352767739444971,-0.005021624267101288,5429.063226436,0.005291791632771492,144.55421447753906,-0.1642199158668518,0.1774699091911316,1.1089026927947998,1.0025099515914917,0.9163948893547058,2.134113073348999,138.3563995361328,57.387149810791016
37,4.008940696716309,-0.02732887864112854,1.161928653717041,1.1332545280456543,0.06478643417358398,1.681560754776001,0.015796618536114693,83.99060821533203,5428.291015625,NaN,38,760000.0,1.161928653717041,0.5913203358650208,1.0055912733078003,0.00018600000475998968,0.057445451617240906,0.03355345129966736,10.029999732971191,1.0055912733078003,0,27.350000381469727,40,1.161928653717041,1000,0,1746547178.136945,1.1332545280456543,0.014012572355568409,-0.00018539512529969215,5572.357138848,0.0051063965074718,142.52713012695312,-0.19154879450798035,0.1946013867855072,1.1332545280456543,1.0055912733078003,0.8928202390670776,2.198899507522583,140.32415771484375,56.33351135253906
38,4.321266174316406,0.1672225035727024,1.1849459409713745,1.1591131687164307,0.9787042140960693,2.055103063583374,0.017816292122006416,81.55406951904297,5571.580078125,NaN,39,780000.0,1.1849459409713745,0.5915117859840393,1.0012879371643066,0.0001829999964684248,0.0892660841345787,-0.1850089579820633,9.420000076293945,1.0012879371643066,0,54.650001525878906,40,1.1849459409713745,1000,0,1746547321.430772,1.1591131687164307,0.014707986265420914,9.925337508320808e-05,5713.998084266,0.005205649882555008,139.6526336669922,-0.02432629093527794,0.19595220685005188,1.1591131687164307,1.0012879371643066,0.892963171005249,3.1776037216186523,143.2124786376953,61.65837097167969
39,6.028852939605713,0.03390367887914181,1.2087336778640747,1.1876602172851562,2.613419532775879,3.053982973098755,0.01828697696328163,81.569091796875,5713.22607421875,NaN,40,800000.0,1.2087336778640747,0.6004101037979126,0.9986160397529602,0.00018000000272877514,0.07608753442764282,-0.19963784515857697,14.729999542236328,0.9986160397529602,0,80.19999694824219,40,1.2087336778640747,1000,0,1746547463.0717049,1.1876602172851562,0.015056969597935677,-0.0012780018150806427,5848.229694052,0.003927648067474365,141.2782440185547,0.009577387943863869,0.20657683908939362,1.1876602172851562,0.9986160397529602,0.9080450534820557,5.791023254394531,141.5646209716797,59.995487213134766
