Train/PolicyStd,Metrics/LagrangeMultiplier/Max,Train/Epoch,Train/StopIter,Train/KL,Train/LR,Time/Epoch,Value/Adv,Loss/Loss_pi/Delta,Metrics/LagrangeMultiplier/Min,_timestamp,_runtime,Train/PolicyRatio,Metrics/EpCost,Loss/Loss_reward_critic/Delta,Train/PolicyRatio/Std,Metrics/EpLen,Loss/Loss_reward_critic,Value/reward,Train/Entropy,Loss/Loss_pi,Train/PolicyRatio/Max,Metrics/EpRet,Value/cost,Loss/Loss_cost_critic/Delta,Metrics/LagrangeMultiplier/Std,Time/Rollout,TotalEnvSteps,Loss/Loss_cost_critic,Metrics/LagrangeMultiplier,Time/Update,Train/PolicyRatio/Min,_step,Time/FPS,Time/Total
0.9905856847763062,0.03599999472498894,0,40,0.0061616902239620686,0.0002969999914057553,185.16732788085938,0.4125824272632599,-0.006974577438086271,0.03599999472498894,1743306114.330082,370.641220198,1.0002009868621826,5.800000190734863,0.004878181964159012,0.009971259161829948,1000,0.004878181964159012,0.07604831457138062,1.4094611406326294,-0.006974577438086271,1.0002009868621826,-1.075395941734314,0.22241708636283875,0.3501954674720764,0,84.39181518554688,20000.0,0.3501954674720764,0.03599999472498894,100.77542877197266,1.0002009868621826,1,108.01041412353516,185.1686553955078
0.9865354299545288,0.06616947054862976,1,40,0.01084241271018982,0.00029399999766610563,183.99560546875,-0.01641245000064373,-0.0035329475067555904,0.06616947054862976,1743306298.409991,551.628351137,1.001198410987854,28.725000381469727,-0.0006331927143037319,0.012516273185610771,1000,0.00424498924985528,0.04502152279019356,1.4053516387939453,-0.010507524944841862,1.0011985301971436,-0.7597490549087524,0.3224698305130005,1.7749988436698914,0,83.87431335449219,40000.0,2.1251943111419678,0.06616947054862976,100.12117767333984,1.0011985301971436,2,108.69824981689453,369.25103759765625
0.9817113876342773,0.09835051000118256,2,40,0.01121757086366415,0.000291000003926456,180.9124755859375,-0.08153778314590454,0.00016189366579055786,0.09835051000118256,1743306479.397409,730.12472356,0.9996907114982605,23.483333587646484,0.00032853102311491966,0.012293495237827301,1000,0.0045735202729702,0.037246085703372955,1.400412678718567,-0.010345631279051304,0.9996907114982605,-0.5014575123786926,0.6529842019081116,-0.7944235801696777,0,83.48123168945312,60000.0,1.33077073097229,0.09835051000118256,97.43113708496094,0.9996907114982605,3,110.55069732666016,550.2452392578125
0.9690712690353394,0.13095587491989136,3,40,0.009699743241071701,0.0002880000101868063,178.42745971679688,-0.16255423426628113,0.0027277120389044285,0.13095587491989136,1743306657.8936303,914.024914434,1.000027060508728,18.274999618530273,-0.0005477447994053364,0.011519457213580608,1000,0.004025775473564863,0.023594312369823456,1.387500524520874,-0.007617919240146875,1.000027060508728,-0.2266058623790741,0.73126220703125,-0.7964133024215698,0,82.94308471679688,80000.0,0.5343574285507202,0.13095587491989136,95.48429870605469,1.000027060508728,4,112.09037017822266,728.7432250976562
0.9491495490074158,0.16359259188175201,4,40,0.01097649335861206,0.0002849999873433262,183.82765197753906,-0.043016329407691956,-0.002593542914837599,0.16359259188175201,1743306841.7938452,1095.453100625,1.0013225078582764,16.420000076293945,-0.0010804194025695324,0.011732866987586021,1000,0.002945356070995331,0.05395882576704025,1.3667048215866089,-0.010211462154984474,1.001322627067566,-0.08781187236309052,0.6421961784362793,0.14718180894851685,0,84.41020965576172,100000.0,0.6815392374992371,0.16359259188175201,99.4173355102539,1.001322627067566,5,108.79756164550781,912.6422119140625
0.9439490437507629,0.196498304605484,5,40,0.007595631293952465,0.00028199999360367656,181.34664916992188,0.009496692568063736,0.003303804900497198,0.196498304605484,1743307023.222191,1277.267717832,1.0015184879302979,17.940000534057617,0.0039778463542461395,0.010532052256166935,1000,0.00692320242524147,0.06047268211841583,1.3612396717071533,-0.006907657254487276,1.0015184879302979,0.1560080498456955,1.03414785861969,0.1421804428100586,0,82.49990844726562,120000.0,0.8237196803092957,0.196498304605484,98.84664154052734,1.0015184879302979,6,110.28602600097656,1094.062255859375
0.931185245513916,0.2288510799407959,6,40,0.009042216464877129,0.0002789999998640269,181.74258422851562,0.13895435631275177,-0.0009638420306146145,0.2288510799407959,1743307205.0365684,1459.995007716,0.9995406270027161,12.970000267028809,-0.0002631605602800846,0.01013762317597866,1000,0.006660041864961386,0.05380310118198395,1.347591519355774,-0.00787149928510189,0.9995406866073608,0.175777867436409,1.243224024772644,0.45529860258102417,0,82.63516235351562,140000.0,1.2790182828903198,0.2288510799407959,99.10728454589844,0.9995406866073608,7,110.04576110839844,1275.8853759765625
0.9227761626243591,0.261269211769104,7,40,0.008960066363215446,0.00027600000612437725,182.64962768554688,-0.1764552891254425,-0.0012194383889436722,0.261269211769104,1743307387.763946,1643.566335048,1.0010855197906494,15.739999771118164,-0.0017453874461352825,0.011170442216098309,1000,0.004914654418826103,0.05209129676222801,1.3384740352630615,-0.009090937674045563,1.0010855197906494,0.21905577182769775,1.759950041770935,0.6812870502471924,0,86.19554901123047,160000.0,1.9603053331375122,0.261269211769104,96.4540023803711,1.0010855197906494,8,109.499267578125,1458.6080322265625
0.9239193797111511,0.29401668906211853,8,40,0.009241212159395218,0.0002730000123847276,183.48252868652344,0.1044112890958786,4.757009446620941e-05,0.29401668906211853,1743307571.3348498,1827.40141259,1.001707911491394,17.739999771118164,-0.00036583980545401573,0.011576695367693901,1000,0.0045488146133720875,0.07735012471675873,1.339712381362915,-0.009043367579579353,1.001707911491394,0.16443942487239838,1.9445397853851318,-0.9400941133499146,0,84.9996566772461,180000.0,1.0202112197875977,0.29401668906211853,98.48278045654297,1.001707911491394,9,109.00220489501953,1642.1689453125
0.9130350947380066,0.3273184597492218,9,40,0.012166403234004974,0.0002699999895412475,183.74432373046875,-0.4214520752429962,-0.004237828776240349,0.3273184597492218,1743307755.1702633,2009.048682244,1.000126838684082,20.520000457763672,-0.0002597672864794731,0.011682912707328796,1000,0.004289047326892614,0.044883955270051956,1.3279417753219604,-0.013281196355819702,1.0001269578933716,0.07093467563390732,3.351757049560547,0.6705611944198608,0,85.57127380371094,200000.0,1.6907724142074585,0.3273184597492218,98.17296600341797,1.0001269578933716,10,108.8469009399414,1826.0064697265625
0.9026098847389221,0.36117666959762573,10,40,0.008900195360183716,0.00026699999580159783,181.5723876953125,0.14902567863464355,0.00277844350785017,0.36117666959762573,1743307936.8178203,2190.033185447,0.9990938305854797,21.940000534057617,0.0008878246881067753,0.01064949482679367,1000,0.00517687201499939,0.06716331094503403,1.3164706230163574,-0.010502752847969532,0.9990938305854797,0.008195838890969753,2.6764469146728516,-0.2791355848312378,0,84.0934829711914,220000.0,1.4116368293762207,0.36117666959762573,97.47883605957031,0.9990938305854797,11,110.1489028930664,2007.664794921875
0.89103102684021,0.3950086236000061,11,40,0.012264257296919823,0.0002640000020619482,180.91543579101562,-0.36958062648773193,0.0008465638384222984,0.3950086236000061,1743308117.8021328,2366.458361782,0.9983232021331787,17.360000610351562,0.00020591076463460922,0.011606508865952492,1000,0.005382782779633999,0.06826280802488327,1.3035433292388916,-0.009656189009547234,0.9983232021331787,0.1713026463985443,2.545102834701538,-0.6611654758453369,0,82.62850952148438,240000.0,0.7504713535308838,0.3950086236000061,98.28684997558594,0.9983232021331787,12,110.54888153076172,2188.651123046875
