Loss/Loss_reward_critic/Delta,Metrics/EpCost,Train/StopIter,Metrics/LagrangeMultiplier/Min,Metrics/EpLen,Value/cost,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Train/Entropy,Time/Total,Value/reward,Metrics/EpRet,Train/KL,Loss/Loss_pi/Delta,Train/PolicyRatio/Max,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier,Time/Epoch,Loss/Loss_cost_critic/Delta,Metrics/LagrangeMultiplier/Std,Time/Update,Time/Rollout,Value/Adv,Train/PolicyRatio/Min,Safety/shield_violation,Time/FPS,Train/LR,Train/PolicyStd,Train/PolicyRatio,_step,Train/Epoch,_timestamp,Safety/EpCostShield,Safety/ShieldLagrangeMultiplier/Std,TotalEnvSteps,Loss/Loss_pi,Safety/ShieldLagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier/Min,_runtime,Safety/shield_adv_c,Metrics/LagrangeMultiplier
0.006556682288646698,40.349998474121094,40,0.03599999472498894,1000,0.08857282996177673,0.006556682288646698,15.260467529296875,1.401508092880249,288.4162902832031,0.22992807626724243,-0.4258796274662018,0.008491297252476215,-0.45094871520996094,1.0057061910629272,0.010128805413842201,0.03599999472498894,0.044999994337558746,288.4150390625,15.260467529296875,0,143.16754150390625,145.24742126464844,0.1918860822916031,1.0057061910629272,0.0032213993836194277,69.34451293945312,0.0002969999914057553,0.9828110933303833,1.0057061910629272,1,0,1746521132.063071,73.1500015258789,0,20000.0,-0.45094871520996094,0.044999994337558746,0.044999994337558746,535.309228925,NaN,0.03599999472498894
-0.0015845582820475101,37.32500076293945,40,0.07090247422456741,1000,0.7818289995193481,0.004972124006599188,11.648107528686523,1.3711395263671875,534.0440063476562,0.17248350381851196,-0.35396021604537964,0.010794802568852901,0.05156317353248596,1.0042601823806763,0.011124402284622192,0.07090247422456741,0.07944758236408234,245.49749755859375,-3.6123600006103516,0,141.93807983398438,103.55936431884766,0.29616406559944153,1.0042601823806763,1.5860514640808105,81.46722412109375,0.00029399999766610563,0.953411340713501,1.0042601823806763,2,1,1746521377.6622589,119.8499984741211,0,40000.0,-0.399385541677475,0.07944758236408234,0.07944758236408234,764.189438962,NaN,0.07090247422456741
0.00023369025439023972,25.549999237060547,40,0.10479535162448883,1000,0.3833666741847992,0.005205814260989428,2.029484748840332,1.3351850509643555,762.9284057617188,0.14804665744304657,-0.13287855684757233,0.013979931361973286,0.03873777389526367,1.0050662755966187,0.012923918664455414,0.10479535162448883,0.10684734582901001,228.79580688476562,-9.618622779846191,0,145.23828125,83.55746459960938,-0.007396519184112549,1.0050662755966187,0.7241359353065491,87.4141845703125,0.000291000003926456,0.9197252988815308,1.0050662755966187,3,2,1746521606.5425653,4.949999809265137,0,60000.0,-0.3606477677822113,0.10684734582901001,0.10684734582901001,1014.985176605,NaN,0.10479535162448883
0.004550253506749868,24.362499237060547,40,0.13814404606819153,1000,1.7106596231460571,0.009756067767739296,8.104722023010254,1.3089475631713867,1013.7182006835938,0.14001913368701935,0.29412129521369934,0.010780015029013157,-0.010632246732711792,1.0094050168991089,0.011370652355253696,0.13814404606819153,0.13628289103507996,250.70419311523438,6.075237274169922,0,144.20729064941406,106.49684143066406,-0.002977941185235977,1.0094050168991089,3.445655584335327,79.7752914428711,0.0002880000101868063,0.895955502986908,1.0094050168991089,4,3,1746521857.3380852,76.3499984741211,0,80000.0,-0.3712800145149231,0.13628289103507996,0.13628289103507996,1266.703473341,NaN,0.13814404606819153
0.0032889116555452347,31.850000381469727,40,0.17185010015964508,1000,1.7997316122055054,0.01304497942328453,17.592199325561523,1.2772890329360962,1265.4224853515625,0.1526993215084076,0.7299952507019043,0.011578246019780636,0.043263018131256104,1.008263111114502,0.011705518700182438,0.17185010015964508,0.16761672496795654,251.61224365234375,9.48747730255127,0,143.09693908691406,108.51525115966797,-0.0274327602237463,1.008263111114502,3.6591742038726807,79.48738861083984,0.0002849999873433262,0.8681484460830688,1.008263111114502,5,4,1746522109.05664,133.4499969482422,0,100000.0,-0.328016996383667,0.16761672496795654,0.16761672496795654,1528.22675831,NaN,0.17185010015964508
-0.00082382932305336,36.209999084472656,40,0.2060033679008484,1000,2.3288567066192627,0.01222115010023117,11.628833770751953,1.229912519454956,1526.9676513671875,0.16702422499656677,1.2975564002990723,0.015313430689275265,-0.03163161873817444,1.0082558393478394,0.01333694439381361,0.2060033679008484,0.20004507899284363,261.44390869140625,-5.96336555480957,0,145.93978881835938,115.5040512084961,0.013226348906755447,1.0082558393478394,4.990662574768066,76.49824523925781,0.00028199999360367656,0.828090488910675,1.0082558393478394,6,5,1746522370.5795474,110.94999694824219,0,120000.0,-0.35964861512184143,0.20004507899284363,0.20004507899284363,1783.00858325,NaN,0.2060033679008484
0.005352450534701347,43.290000915527344,40,0.24066191911697388,1000,3.623654365539551,0.017573600634932518,20.62317657470703,1.2087877988815308,1781.7518310546875,0.21797417104244232,2.1537606716156006,0.013337316922843456,0.008079349994659424,1.0083645582199097,0.012348366901278496,0.24066191911697388,0.23328432440757751,254.6975555419922,8.994342803955078,0,146.85519409179688,107.84222412109375,-0.31784769892692566,1.0083645582199097,7.510287284851074,78.52450561523438,0.0002789999998640269,0.810969352722168,1.0083645582199097,7,6,1746522625.361471,116.30000305175781,0,140000.0,-0.351569265127182,0.23328432440757751,0.23328432440757751,2029.129441665,NaN,0.24066191911697388
0.004332240670919418,51.2599983215332,40,0.2757977247238159,1000,3.7469985485076904,0.021905841305851936,13.041337013244629,1.1781377792358398,2027.8604736328125,0.24938374757766724,2.995216131210327,0.013508622534573078,-0.010709106922149658,1.011940836906433,0.012873568572103977,0.2757977247238159,0.2667637765407562,246.02719116210938,-7.581839561462402,0,139.44839477539062,106.57867431640625,0.4231705665588379,1.011940836906433,7.355057716369629,81.29182434082031,0.00027600000612437725,0.7867541909217834,1.011940836906433,8,7,1746522871.4819462,96.05000305175781,0,160000.0,-0.36227837204933167,0.2667637765407562,0.2667637765407562,2277.536965608,NaN,0.2757977247238159
-0.007748076692223549,51.08000183105469,40,0.3113287091255188,1000,3.3576879501342773,0.014157764613628387,6.908641815185547,1.1544772386550903,2276.26513671875,0.2707281708717346,3.3746178150177,0.013151696883141994,-0.068267822265625,1.0113004446029663,0.012598601169884205,0.3113287091255188,0.298615038394928,248.30294799804688,-6.132695198059082,0,149.4149169921875,98.8879165649414,-0.11025434732437134,1.0113004446029663,6.5483174324035645,80.54676818847656,0.0002730000123847276,0.7686839699745178,1.0113004446029663,9,8,1746523119.889205,40.150001525878906,0,180000.0,-0.43054619431495667,0.298615038394928,0.298615038394928,2530.212178431,NaN,0.3113287091255188
0.0035592373460531235,45.0,40,0.3470144271850586,1000,3.295231342315674,0.01771700195968151,9.983691215515137,1.1300700902938843,2528.945556640625,0.30260592699050903,3.8623340129852295,0.014907299540936947,0.1037016212940216,1.0102425813674927,0.013453654013574123,0.3470144271850586,0.330900102853775,252.57388305664062,3.07504940032959,0,145.2772979736328,107.2965316772461,0.11477592587471008,1.0102425813674927,6.083910942077637,79.18475341796875,0.0002699999895412475,0.7505395412445068,1.0102425813674927,10,9,1746523372.5649157,92.1500015258789,0,200000.0,-0.32684457302093506,0.330900102853775,0.330900102853775,2783.395336858,NaN,0.3470144271850586
