Loss/Loss_cost_critic/Delta,Train/LR,Train/Epoch,Metrics/LagrangeMultiplier/Max,Safety/shield_violation,Metrics/EpLen,Safety/ShieldLagrangeMultiplier/Max,Train/StopIter,Train/PolicyStd,Loss/Loss_cost_critic,Value/reward,Safety/shield_adv_c,Safety/ShieldLagrangeMultiplier/Min,TotalEnvSteps,Train/PolicyRatio,Time/FPS,Train/PolicyRatio/Min,Loss/Loss_reward_critic/Delta,_runtime,Train/KL,Time/Total,Metrics/EpRet,Loss/Loss_reward_critic,Metrics/EpCost,Safety/EpCostShield,Metrics/LagrangeMultiplier/Min,Value/Adv,Train/PolicyRatio/Max,Safety/ShieldLagrangeMultiplier,Loss/Loss_pi,Time/Update,Time/Rollout,Metrics/LagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Std,Value/cost,Loss/Loss_pi/Delta,Train/PolicyRatio/Std,Time/Epoch,_timestamp,Metrics/LagrangeMultiplier/Std,Train/Entropy,_step
2.6846115589141846,0.0002969999914057553,0,0.035999998450279236,-0.02459545247256756,1000,0.044999994337558746,40,0.9936221837997437,2.6846115589141846,0.04644467309117317,NaN,0.044999994337558746,20000.0,0.9997814297676086,111.03828430175781,0.9997814297676086,0.005976539570838213,346.057377284,0.007849935442209244,180.1188507080078,-1.3757212162017822,0.005976539570838213,13.399999618530273,23.799999237060547,0.035999998450279236,0.1644120216369629,0.9997814297676086,0.044999994337558746,-0.03726620599627495,87.91796112060547,92.2000503540039,0.035999998450279236,0,-0.013698190450668335,-0.03726620599627495,0.010564922355115414,180.11805725097656,1746559664.5610127,0,1.4125301837921143,1
7.795452833175659,0.00029399999766610563,1,0.07027777284383774,0.35674795508384705,1000,0.07603982836008072,40,0.987527072429657,10.480064392089844,0.041983336210250854,NaN,0.07603982836008072,40000.0,1.0004291534423828,121.21798706054688,1.0004291534423828,-0.0010441006161272526,515.174964912,0.012027064338326454,345.1739501953125,-0.7889593839645386,0.00493243895471096,23.225000381469727,93.0999984741211,0.07027777284383774,0.2634325623512268,1.0004291534423828,0.07603982836008072,0.03681427240371704,90.41954040527344,74.5724105834961,0.07027777284383774,0,0.3528895378112793,0.07408047839999199,0.011429880745708942,164.9920196533203,1746559829.6225185,0,1.406376600265503,2
1.790879249572754,0.000291000003926456,2,0.10493500530719757,1.7380799055099487,1000,0.10868547856807709,40,0.9871322512626648,12.270943641662598,0.04615359008312225,NaN,0.10868547856807709,60000.0,0.99870365858078,118.32088470458984,0.99870365858078,3.733998164534569e-05,684.667069339,0.013682530261576176,514.276611328125,-0.596759557723999,0.004969778936356306,23.866666793823242,73.6500015258789,0.10493500530719757,0.0487799197435379,0.99870365858078,0.10868547856807709,0.021864410489797592,93.37059020996094,75.66122436523438,0.10493500530719757,0,1.1544806957244873,-0.014949861913919449,0.013351740315556526,169.0318603515625,1746559998.7402055,0,1.4059816598892212,3
-1.1325492858886719,0.0002880000101868063,3,0.1396172046661377,3.5973117351531982,1000,0.14106442034244537,40,0.982700526714325,11.138394355773926,0.04326583072543144,NaN,0.14106442034244537,80000.0,0.9991055727005005,118.05358123779297,0.9991055727005005,-0.0019055523443967104,854.278626368,0.0115200849249959,683.7744750976562,-0.3413752615451813,0.0030642265919595957,32.70000076293945,159.0,0.1396172046661377,-0.12355861812829971,0.9991055727005005,0.14106442034244537,0.15177688002586365,92.38027954101562,77.0342788696289,0.1396172046661377,0,1.3560335636138916,0.12991246953606606,0.012139721773564816,169.4145965576172,1746560168.2319386,0,1.4014860391616821,4
2.0306787490844727,0.0002849999873433262,4,0.17413821816444397,4.004432201385498,1000,0.17439384758472443,40,0.9766921401023865,13.169073104858398,0.03571724146604538,NaN,0.17439384758472443,100000.0,0.9977161288261414,117.99433898925781,0.9977161288261414,0.001847119303420186,1019.846830536,0.0130926463752985,853.3515625,-0.16465243697166443,0.004911345895379782,44.29999923706055,125.30000305175781,0.17413821816444397,-0.030056267976760864,0.9977161288261414,0.17439384758472443,0.11080624163150787,87.11372375488281,82.38589477539062,0.17413821816444397,0,2.0222103595733643,-0.040970638394355774,0.012556471861898899,169.49964904785156,1746560337.8438613,0,1.3953299522399902,5
-8.253632068634033,0.00028199999360367656,5,0.20903144776821136,4.14138126373291,1000,0.2052697390317917,40,0.9688109755516052,4.915441036224365,0.028200488537549973,NaN,0.2052697390317917,120000.0,1.0011993646621704,120.85275268554688,1.0011993646621704,0.005923315417021513,1182.171424132,0.013827836140990257,1018.954345703125,-0.017808599397540092,0.010834661312401295,43.709999084472656,31.200000762939453,0.20903144776821136,-0.1061292439699173,1.0011993646621704,0.2052697390317917,-0.08597363531589508,92.0008773803711,73.4897232055664,0.20903144776821136,0,1.5995993614196777,-0.19677987694740295,0.012408354319632053,165.4906463623047,1746560503.4116411,0,1.387203335762024,6
-0.5035219192504883,0.0002789999998640269,6,0.24421727657318115,4.540502071380615,1000,0.23533904552459717,40,0.9441565871238708,4.411919116973877,0.030582021921873093,NaN,0.23533904552459717,140000.0,1.0014880895614624,123.2659683227539,1.0014880895614624,-0.0047286213375627995,1346.502101232,0.015316634438931942,1181.282470703125,0.15348753333091736,0.006106039974838495,39.619998931884766,50.70000076293945,0.24421727657318115,0.0649959146976471,1.0014880895614624,0.23533904552459717,-0.053521253168582916,88.92762756347656,73.3231201171875,0.24421727657318115,0,1.9965890645980835,0.032452382147312164,0.01319535169750452,162.25079345703125,1746560665.7366786,0,1.3614232540130615,7
1.178739070892334,0.00027600000612437725,7,0.27965137362480164,5.340548515319824,1000,0.2661108672618866,40,0.9363780617713928,5.590658187866211,0.027690984308719635,NaN,0.2661108672618866,160000.0,0.9979265928268433,121.76715087890625,0.9979265928268433,0.0034584072418510914,1508.925546914,0.01606191322207451,1345.604736328125,0.24423673748970032,0.009564447216689587,40.68000030517578,85.69999694824219,0.27965137362480164,-0.318486750125885,0.9979265928268433,0.2661108672618866,0.020303884521126747,91.06359100341797,73.18425750732422,0.27965137362480164,0,1.9436849355697632,0.07382513768970966,0.0132772671058774,164.24790954589844,1746560830.0672953,0,1.3531482219696045,8
-1.037057876586914,0.0002730000123847276,8,0.3148781657218933,5.720448970794678,1000,0.29737547039985657,40,0.9380072355270386,4.553600311279297,0.04029231518507004,NaN,0.29737547039985657,180000.0,0.9986947178840637,123.18775939941406,0.9986947178840637,0.0009517259895801544,1668.939731895,0.013787927106022835,1508.0430908203125,0.22654950618743896,0.010516173206269741,31.940000534057617,83.55000305175781,0.3148781657218933,0.1384168565273285,0.9986947178840637,0.29737547039985657,-0.0037736024241894484,83.06517028808594,79.28858947753906,0.3148781657218933,0,1.7465271949768066,-0.024077486945316195,0.012899895198643208,162.35379028320312,1746560992.4907818,0,1.3548845052719116,9
-1.5953752994537354,0.0002699999895412475,9,0.3484867215156555,4.7712788581848145,1000,0.32643377780914307,40,0.9248817563056946,2.9582250118255615,0.026544012129306793,NaN,0.32643377780914307,200000.0,1.0029479265213013,125.03522491455078,1.0029479265213013,-0.0025248266756534576,1831.612480933,0.016638772562146187,1668.06689453125,0.1877194046974182,0.007991346530616283,15.34000015258789,19.649999618530273,0.3484867215156555,-0.018145643174648285,1.0029479265213013,0.32643377780914307,-0.1718413531780243,90.12812042236328,69.82676696777344,0.3484867215156555,0,1.5879991054534912,-0.16806775075383484,0.013382422737777233,159.95492553710938,1746561152.5049684,0,1.3407758474349976,10
0.05710577964782715,0.00026699999580159783,10,0.3811401426792145,4.052281379699707,1000,0.35480940341949463,40,0.9082699418067932,3.0153307914733887,0.03713918849825859,NaN,0.35480940341949463,220000.0,1.00438392162323,123.07987976074219,1.00438392162323,0.0009034927934408188,1997.985239266,0.017207350581884384,1830.62109375,0.25746554136276245,0.008894839324057102,18.780000686645508,43.25,0.3811401426792145,0.14151547849178314,1.00438392162323,0.35480940341949463,-0.06359554082155228,90.72688293457031,71.7691421508789,0.3811401426792145,0,1.2788587808609009,0.10824581235647202,0.01378703210502863,162.49609375,1746561315.1776981,0,1.3226544857025146,11
-0.4803590774536133,0.0002640000020619482,11,0.412916362285614,3.4167304039001465,1000,0.3820737600326538,40,0.9023610353469849,2.5349717140197754,0.01805429346859455,NaN,0.3820737600326538,240000.0,1.002241611480713,120.2575454711914,1.002241611480713,-0.0018982882611453533,2153.499796457,0.01741894707083702,1997.1087646484375,0.15261532366275787,0.006996551062911749,17.899999618530273,31.399999618530273,0.412916362285614,-0.22918033599853516,1.002241611480713,0.3820737600326538,-0.08056152611970901,93.98590850830078,72.32377624511719,0.412916362285614,0,0.8939589858055115,-0.01696598529815674,0.01398484781384468,166.3097381591797,1746561481.5504694,0,1.316138505935669,12
