Loss/Loss_pi/Delta,Time/Rollout,Loss/Loss_pi,_timestamp,Train/PolicyRatio/Max,Metrics/EpRet,Safety/ShieldLagrangeMultiplier/Min,TotalEnvSteps,Value/reward,Safety/shield_adv_c,Loss/Loss_cost_critic/Delta,Loss/Loss_reward_critic/Delta,Train/PolicyRatio,Safety/EpCostShield,Train/LR,Metrics/LagrangeMultiplier/Max,Train/PolicyRatio/Min,Time/FPS,Metrics/EpCost,_step,Metrics/LagrangeMultiplier/Min,Loss/Loss_reward_critic,Value/cost,Train/StopIter,Metrics/LagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier/Std,Train/Entropy,Metrics/LagrangeMultiplier,_runtime,Time/Update,Time/Epoch,Train/PolicyStd,Train/PolicyRatio/Std,Safety/ShieldLagrangeMultiplier,Train/Epoch,Safety/ShieldLagrangeMultiplier/Max,Safety/shield_violation,Metrics/EpLen,Loss/Loss_cost_critic,Train/KL,Time/Total,Value/Adv
0.006667343899607658,144.60397338867188,0.006667343899607658,1746624482.8126051,0.9996610283851624,-0.2162904441356659,0.044999994337558746,20000.0,-0.02367393672466278,NaN,1.9048728942871094,0.0036006984300911427,0.9996610283851624,17.899999618530273,0.0002969999914057553,0.03599999472498894,0.9996610283851624,59.77983093261719,9.0,1,0.03599999472498894,0.0036006984300911427,-0.07478649914264679,40,0,0,1.4063022136688232,0.03599999472498894,628.633943725,189.95687866210938,334.5610046386719,0.9874471426010132,0.009316444396972656,0.044999994337558746,0,0.044999994337558746,-0.13959088921546936,1000,1.9048728942871094,0.007380158174782991,334.562255859375,-0.22102203965187073
0.021472902968525887,103.65743255615234,0.028140246868133545,1746624775.3961127,0.9998712539672852,-0.04547290876507759,0.07817183434963226,40000.0,-0.021415529772639275,NaN,3.147791862487793,-0.0016630406025797129,0.9998712539672852,41.79999923706055,0.00029399999766610563,0.070752814412117,0.9998712539672852,68.37894439697266,7.699999809265137,2,0.070752814412117,0.0019376578275114298,-0.02924373745918274,40,0,0,1.3944751024246216,0.070752814412117,930.337368192,188.83021545410156,292.4877014160156,0.9758926033973694,0.012881544418632984,0.07817183434963226,1,0.07817183434963226,0.3617720603942871,1000,5.052664756774902,0.011470980942249298,627.1527099609375,-0.004237266257405281
0.047750040888786316,108.56256866455078,0.07589028775691986,1746625077.099039,0.9975575804710388,0.07735161483287811,0.10995546728372574,60000.0,-0.0162751916795969,NaN,7.052202224731445,0.00010353350080549717,0.9975575804710388,85.4000015258789,0.000291000003926456,0.10508693754673004,0.9975575804710388,66.30912017822266,14.383333206176758,3,0.10508693754673004,0.002041191328316927,0.5398076176643372,40,0,0,1.393136978149414,0.10508693754673004,1224.90897903,193.05496215820312,301.61761474609375,0.9745897650718689,0.0115742776542902,0.10995546728372574,2,0.10995546728372574,2.4130053520202637,1000,12.104866981506348,0.010180043987929821,928.8536987304688,0.12283874303102493
-0.05565141141414642,104.56758880615234,0.020238876342773438,1746625371.6711862,0.9992312788963318,0.1675911843776703,0.1429748386144638,80000.0,-0.007707591168582439,NaN,-1.230255126953125,-0.0007190698524937034,0.9992312788963318,80.94999694824219,0.0002880000101868063,0.13954243063926697,0.9992312788963318,67.91458129882812,17.237499237060547,4,0.13954243063926697,0.0013221214758232236,0.9541543126106262,40,0,0,1.3817152976989746,0.13954243063926697,1520.600861443,189.91990661621094,294.487548828125,0.9636167287826538,0.01074164267629385,0.1429748386144638,3,0.1429748386144638,5.596111297607422,1000,10.874611854553223,0.00933875236660242,1223.440185546875,-0.1515594720840454
-0.1085922047495842,104.44718933105469,-0.08835332840681076,1746625667.3628576,0.9999399781227112,0.3268267810344696,0.17411044239997864,100000.0,0.0011135423555970192,NaN,-6.067642688751221,0.00028211832977831364,0.9999399781227112,25.450000762939453,0.0002849999873433262,0.174347385764122,0.9999399781227112,67.6533203125,15.479999542236328,5,0.174347385764122,0.0016042398056015372,1.2432008981704712,40,0,0,1.3577466011047363,0.174347385764122,1810.300849421,191.17755126953125,295.62481689453125,0.9409297108650208,0.011698474176228046,0.17411044239997864,4,0.17411044239997864,5.4246931076049805,1000,4.806969165802002,0.00935389194637537,1519.1339111328125,-0.36042606830596924
0.04536376893520355,98.72704315185547,-0.04298955947160721,1746625957.062545,1.0012123584747314,0.3840976357460022,0.20357204973697662,120000.0,0.015200361609458923,NaN,-2.1277332305908203,0.0028662356780841947,1.0012123584747314,21.299999237060547,0.00028199999360367656,0.2093566656112671,1.0012123584747314,69.06110382080078,14.930000305175781,6,0.2093566656112671,0.004470475483685732,0.5408505797386169,40,0,0,1.339296579360962,0.2093566656112671,2108.983430415,190.8714599609375,289.5986328125,0.9236584901809692,0.010487272404134274,0.20357204973697662,5,0.20357204973697662,3.1274542808532715,1000,2.6792359352111816,0.009115784429013729,1808.8046875,-0.1106078177690506
0.06402318552136421,107.20353698730469,0.021033626049757004,1746626255.7448592,0.9988672733306885,0.42439505457878113,0.23469482362270355,140000.0,0.013703863136470318,NaN,2.0604519844055176,-0.0006560338661074638,0.9988672137260437,73.80000305175781,0.0002789999998640269,0.24469345808029175,0.9988672733306885,66.98405456542969,19.790000915527344,7,0.24469345808029175,0.003814441617578268,0.8416029214859009,40,0,0,1.333288311958313,0.24469345808029175,2407.49414616,191.3749237060547,298.5785217285156,0.9181572198867798,0.010700284503400326,0.23469482362270355,6,0.23469482362270355,5.66232967376709,1000,4.739687919616699,0.008423021994531155,2107.484375,0.05726281926035881
-0.09581713750958443,106.70204162597656,-0.07478351145982742,1746626554.2554033,0.9998776316642761,0.44511595368385315,0.2655777335166931,160000.0,0.015993686392903328,NaN,0.9105572700500488,-0.0022876011207699776,0.9998776316642761,38.29999923706055,0.00027600000612437725,0.2801967263221741,0.9998776316642761,67.02433013916016,17.030000686645508,8,0.2801967263221741,0.0015268404968082905,1.0174976587295532,40,0,0,1.322751760482788,0.2801967263221741,2706.521691677,191.6969757080078,298.39910888671875,0.9085921049118042,0.011215516366064548,0.2655777335166931,7,0.2655777335166931,5.157820224761963,1000,5.650245189666748,0.012187130749225616,2405.9970703125,0.07048866897821426
0.06377822440117598,104.95191192626953,-0.011005287058651447,1746626853.2833662,1.0006346702575684,0.4586397409439087,0.296651691198349,180000.0,0.020221954211592674,NaN,-2.0137274265289307,0.0018952356185764074,1.0006346702575684,44.349998474121094,0.0002730000123847276,0.3155364394187927,1.0006346702575684,66.90426635742188,14.300000190734863,9,0.3155364394187927,0.003422076115384698,0.9108691215515137,40,0,0,1.3156782388687134,0.3155364394187927,2999.725666164,193.9826202392578,298.9346008300781,0.9022544622421265,0.01020591240376234,0.296651691198349,8,0.296651691198349,3.858111619949341,1000,3.6365177631378174,0.008309531956911087,2705.042724609375,0.054819025099277496
-0.14147778879851103,103.16593933105469,-0.15248307585716248,1746627146.487579,1.0020979642868042,0.2842363119125366,0.32790881395339966,200000.0,0.02760937251150608,NaN,1.5972154140472412,9.001209400594234e-05,1.0020978450775146,44.54999923706055,0.0002699999895412475,0.3508746027946472,1.0020979642868042,68.23475646972656,15.3100004196167,10,0.3508746027946472,0.0035120882093906403,1.3707256317138672,40,0,0,1.293832540512085,0.3508746027946472,3296.948088043,189.93972778320312,293.10577392578125,0.8826414346694946,0.011103188619017601,0.32790881395339966,9,0.32790881395339966,7.294815540313721,1000,5.233733177185059,0.009653077460825443,2998.237060546875,0.07861778885126114
