Train/KL,Train/PolicyRatio/Min,Train/PolicyStd,Loss/Loss_cost_critic/Delta,Safety/ShieldLagrangeMultiplier/Max,Loss/Loss_pi/Delta,Train/Epoch,Safety/ShieldLagrangeMultiplier/Std,Metrics/EpLen,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier/Min,Value/Adv,Train/LR,Safety/EpCostShield,Safety/shield_adv_c,_step,_runtime,Time/FPS,Time/Epoch,Metrics/LagrangeMultiplier/Max,Time/Total,Time/Rollout,Loss/Loss_cost_critic,Misc/H_inv_g,Misc/FinalStepNorm,Misc/gradient_norm,Loss/Loss_reward_critic,Safety/ShieldLagrangeMultiplier,Train/StopIter,Value/cost,Misc/xHx,Time/Update,Loss/Loss_pi,Safety/shield_violation,Metrics/LagrangeMultiplier,Loss/Loss_reward_critic/Delta,Train/Entropy,Train/PolicyRatio/Max,Misc/Alpha,Value/reward,Metrics/EpRet,TotalEnvSteps,Metrics/EpCost,Safety/ShieldLagrangeMultiplier/Min,_timestamp,Train/PolicyRatio,Metrics/LagrangeMultiplier/Std,Misc/AcceptanceStep
0.00028200942324474454,1.0006040334701538,1.0349136590957642,29.24110221862793,0.044999994337558746,-0.3743782043457031,0,0,500,0.00042703188955783844,0.03599999472498894,3.8146971692576415e-10,0,54.75,1.541532039642334,1,262.243424812,139.97198486328125,142.88572692871094,0.03599999472498894,142.88697814941406,125.73283386230469,29.24110221862793,0.08933358639478683,0.30082282423973083,0.03875286877155304,0.02557750791311264,0.044999994337558746,10,0.1272808164358139,0.0017637433484196663,17.152875900268555,-0.3743782043457031,-0.2972424328327179,0.03599999472498894,0.02557750791311264,1.4529684782028198,1.0006040334701538,3.36741042137146,-0.009006204083561897,0.08233580738306046,20000.0,36.275001525878906,0.044999994337558746,1746507371.995907,1.0006040334701538,0,1
0.0003179481718689203,1.0006436109542847,1.0664891004562378,19.3972225189209,0.07709746062755585,0.06706690788269043,1,0,500,0.0004550735466182232,0.06918799877166748,-1.831054596834747e-08,0,165.22500610351562,4.330292701721191,2,379.468224877,168.8487548828125,118.44920349121094,0.06918799877166748,261.3954772949219,101.19615936279297,48.63832473754883,0.11350268870592117,0.33827006816864014,0.04500317946076393,0.01948709413409233,0.07709746062755585,10,2.5358054637908936,0.002251714002341032,17.253007888793945,-0.3073112964630127,3.4723851680755615,0.06918799877166748,-0.0060904137790203094,1.483259677886963,1.0006436109542847,2.9802823066711426,0.007477412465959787,0.7570263147354126,40000.0,84.375,0.07709746062755585,1746507490.5089471,1.0006436109542847,0,1
0.00034946747473441064,1.0003325939178467,1.0824062824249268,3.482250213623047,0.11049626022577286,0.02129054069519043,2,0,500,0.00023506702564191073,0.10255885124206543,-4.8446654687950286e-08,0,158.375,3.445517063140869,3,499.556540099,170.70286560058594,117.16265106201172,0.10255885124206543,378.6230773925781,99.69853973388672,52.120574951171875,0.12175596505403519,0.3298276364803314,0.03732013329863548,0.016622161492705345,0.11049626022577286,10,6.396310329437256,0.0027254284359514713,17.464088439941406,-0.28602075576782227,7.678022861480713,0.10255885124206543,-0.0028649326413869858,1.4981025457382202,1.0003325939178467,2.708923816680908,0.041761353611946106,1.4704359769821167,60000.0,119.05999755859375,0.11049626022577286,1746507607.7337108,1.0003324747085571,0,1
0.0004448514082469046,1.000645399093628,1.0950790643692017,8.997299194335938,0.144505113363266,0.054984092712402344,3,0,500,0.00045630987733602524,0.13611148297786713,2.4414061883248905e-08,0,201.52499389648438,3.0171289443969727,4,619.604245457,166.6214141845703,120.0325927734375,0.13611148297786713,498.7160339355469,102.54438781738281,61.11787414550781,0.10916337370872498,0.2695501148700714,0.07435081154108047,0.024007871747016907,0.144505113363266,10,14.322723388671875,0.003280223812907934,17.488182067871094,-0.23103666305541992,15.5983247756958,0.13611148297786713,0.007385710254311562,1.5096744298934937,1.000645399093628,2.469235897064209,0.20129631459712982,3.0873143672943115,80000.0,159.2899932861328,0.144505113363266,1746507727.8221133,1.0006452798843384,0,1
0.00045014743227511644,0.9980018138885498,1.108817219734192,44.627540588378906,0.17862440645694733,0.09831996262073517,4,0,500,0.0014129308983683586,0.1697036176919937,-3.738403364650367e-08,0,280.6499938964844,4.166383266448975,5,740.599579028,166.70213317871094,119.9744644165039,0.1697036176919937,618.7462768554688,102.60142517089844,105.74541473388672,0.10149737447500229,0.2453274130821228,0.10550428181886673,0.04173363372683525,0.17862440645694733,10,25.736656188964844,0.0034233094193041325,17.373016357421875,-0.13271670043468475,26.755760192871094,0.1697036176919937,0.017725761979818344,1.52150297164917,0.9980018138885498,2.417081356048584,0.4889105558395386,5.660282135009766,100000.0,216.25999450683594,0.17862440645694733,1746507847.8697503,0.9980018138885498,0,1
0.0004316325066611171,0.9997406005859375,1.1056214570999146,13.279144287109375,0.21315784752368927,0.01623273640871048,5,0,500,0.00018342307885177433,0.2035498023033142,-3.814697002724188e-09,0,302.92498779296875,2.5083532333374023,6,861.917482009,165.37217712402344,120.9393310546875,0.2035498023033142,739.7576293945312,103.35237884521484,119.0245590209961,0.11172910779714584,0.2285078465938568,0.18269826471805573,0.0532175675034523,0.21315784752368927,10,32.50440216064453,0.0047814492136240005,17.586933135986328,-0.11648396402597427,33.25691604614258,0.2035498023033142,0.01148393377661705,1.5173527002334595,0.9997406005859375,2.0451953411102295,0.7176845073699951,7.9240570068359375,120000.0,266.6199951171875,0.21315784752368927,1746507968.8651583,0.9997406005859375,0,1
0.00045133003732189536,1.001218557357788,1.1131970882415771,37.89990997314453,0.24813327193260193,-0.030568845570087433,6,0,500,0.0008615377591922879,0.23790255188941956,2.8991697931246563e-08,0,314.8500061035156,3.599344253540039,7,982.668401981,164.9468994140625,121.25113677978516,0.23790255188941956,861.0673217773438,103.6771240234375,156.92446899414062,0.09292665123939514,0.23971585929393768,0.13656267523765564,0.07800406962633133,0.24813327193260193,10,38.785823822021484,0.0030054920352995396,17.57398223876953,-0.1470528095960617,39.69426727294922,0.23790255188941956,0.02478650212287903,1.5220998525619507,1.001218557357788,2.5796244144439697,0.9725456833839417,9.952614784240723,140000.0,290.79998779296875,0.24813327193260193,1746508090.183028,1.0012184381484985,0,1
0.0002795940963551402,1.0011253356933594,1.1368556022644043,-3.62591552734375,0.283428430557251,-0.07495959103107452,7,0,500,0.0007957324851304293,0.27280378341674805,-1.3732909920349812e-08,0,286.75,2.5198428630828857,8,1103.995494675,165.71116638183594,120.69192504882812,0.27280378341674805,981.8245239257812,103.1167984008789,153.29855346679688,0.10707066208124161,0.3254139721393585,0.03692655265331268,0.1051034927368164,0.283428430557251,10,39.010894775390625,0.002165192971006036,17.575111389160156,-0.22201240062713623,40.243370056152344,0.27280378341674805,0.027099423110485077,1.5410856008529663,1.0011253356933594,3.0392448902130127,1.2116554975509644,11.597855567932129,160000.0,292.32000732421875,0.283428430557251,1746508210.9338863,1.0011253356933594,0,1
0.00030859652906656265,1.000011682510376,1.1689234972000122,-12.069091796875,0.31883108615875244,-0.05658414959907532,8,0,500,8.204682671930641e-06,0.30813202261924744,-1.4495848965623281e-08,0,259.875,0.2603529691696167,9,1225.985471453,164.9637908935547,121.23873138427734,0.30813202261924744,1103.1229248046875,103.30215454101562,141.22946166992188,0.1339718997478485,0.2982870638370514,0.07686635106801987,0.11657940596342087,0.31883108615875244,10,38.50333786010742,0.0040344796143472195,17.936552047729492,-0.27859655022621155,39.26004409790039,0.30813202261924744,0.011475913226604462,1.5675634145736694,1.000011682510376,2.226489782333374,1.340722680091858,12.30041790008545,180000.0,275.6600036621094,0.31883108615875244,1746508332.260967,1.0000115633010864,0,1
0.00037257594522088766,1.0008201599121094,1.1836227178573608,-14.139869689941406,0.3543459475040436,-0.042807161808013916,9,0,500,0.0005799406208097935,0.3436824381351471,-5.187987994759169e-08,0,264.8999938964844,-0.33848118782043457,10,1342.833953037,164.03504943847656,121.92516326904297,0.3436824381351471,1225.1373291015625,103.98894500732422,127.08959197998047,0.14763528108596802,0.24818633496761322,0.16310332715511322,0.13686583936214447,0.3543459475040436,10,42.066768646240234,0.007077077869325876,17.936189651489258,-0.32140371203422546,43.16851043701172,0.3436824381351471,0.020286433398723602,1.5793061256408691,1.0008201599121094,1.6810773611068726,1.7626880407333374,13.884408950805664,200000.0,252.5,0.3543459475040436,1746508454.2509353,1.0008201599121094,0,1
