Misc/FinalStepNorm,Misc/Alpha,Safety/ShieldLagrangeMultiplier/Std,Train/PolicyStd,Loss/Loss_reward_critic,Time/Total,Metrics/EpLen,Loss/Loss_pi/Delta,Misc/AcceptanceStep,Misc/gradient_norm,Train/PolicyRatio/Std,Safety/shield_violation,_timestamp,Safety/ShieldLagrangeMultiplier/Max,TotalEnvSteps,Loss/Loss_reward_critic/Delta,_runtime,Train/PolicyRatio/Min,Value/cost,Time/FPS,Safety/shield_adv_c,Misc/xHx,_step,Time/Epoch,Value/reward,Train/Entropy,Train/PolicyRatio/Max,Loss/Loss_cost_critic/Delta,Metrics/EpRet,Metrics/LagrangeMultiplier/Min,Metrics/EpCost,Train/StopIter,Metrics/LagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier,Time/Rollout,Train/LR,Value/Adv,Safety/EpCostShield,Metrics/LagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Min,Train/Epoch,Loss/Loss_cost_critic,Misc/H_inv_g,Train/KL,Loss/Loss_pi,Time/Update,Metrics/LagrangeMultiplier/Std,Train/PolicyRatio
0.2775086462497711,2.8365373611450195,0,0.9913992881774902,0.005037457682192326,151.21963500976562,1000,0.008886325173079967,1,0.06080873683094978,0.000672101741656661,-0.13792097568511963,1746537693.9548502,0.04500000178813934,20000.0,0.005037457682192326,266.964414494,1.000950574874878,-0.06987930834293365,132.25936889648438,0.43418559432029724,0.002485714154317975,1,151.218017578125,-0.025057483464479446,1.4102697372436523,1.000950574874878,3.609093189239502,-0.2523861825466156,0.035999998450279236,16.5,10,0.035999998450279236,0.04500000178813934,132.35137939453125,0,-1.7166136956348055e-08,27.649999618530273,0.035999998450279236,0.04500000178813934,0,3.609093189239502,0.09783358871936798,0.0003690902376547456,0.008886325173079967,18.86661720275879,0,1.0009504556655884
0.23511657118797302,1.3380498886108398,0,0.9949654936790466,0.0020351288840174675,265.7678527832031,1000,-0.03972210269421339,1,0.15759074687957764,9.266687993658707e-05,0.4587600529193878,1746537808.5214548,0.07994082570075989,40000.0,-0.003002328798174858,380.519086391,1.0001310110092163,0.030097927898168564,174.69459533691406,0.3303980231285095,0.011170818470418453,2,114.48551177978516,-0.0249228123575449,1.4137967824935913,1.0001310110092163,4.387723922729492,-0.30337461829185486,0.07087646424770355,15.024999618530273,10,0.07087646424770355,0.07994082570075989,94.10262298583984,0,-1.0681151962899094e-08,26.25,0.07087646424770355,0.07994082570075989,1,7.996817111968994,0.1757158488035202,0.0004066952096763998,-0.030835777521133423,20.38286018371582,0,1.0001310110092163
0.20326657593250275,1.4899238348007202,0,0.998610258102417,0.0017110344488173723,379.3112487792969,1000,0.011617979034781456,1,0.16088107228279114,0.0008541199495084584,1.8491957187652588,1746537922.0760894,0.11477398872375488,60000.0,-0.0003240944352000952,499.315315885,0.9987921118736267,0.9249463081359863,176.2665557861328,-0.48438698053359985,0.00900951400399208,3,113.46452331542969,-0.017202090471982956,1.4175037145614624,0.9987921118736267,-2.828601360321045,-0.49781355261802673,0.10568104684352875,14.616666793823242,10,0.10568104684352875,0.11477398872375488,93.90865325927734,0,3.814697002724188e-09,39.70000076293945,0.10568104684352875,0.11477398872375488,2,5.168215751647949,0.13642749190330505,0.0005203491309657693,-0.019217798486351967,19.555845260620117,0,0.9987921118736267
0.34531041979789734,1.7405184507369995,0,1.0016179084777832,0.0017139853443950415,498.12176513671875,1000,-0.015854137018322945,1,0.08588670939207077,0.00016664864961057901,3.772428035736084,1746538040.8723512,0.1496950387954712,80000.0,2.9508955776691437e-06,624.581954549,0.9997643232345581,1.415963053703308,168.46543884277344,1.5434019565582275,0.006601947825402021,4,118.71871948242188,-0.013311510905623436,1.42046320438385,0.9997643232345581,1.5804767608642578,-0.3995761275291443,0.14070244133472443,18.924999237060547,10,0.14070244133472443,0.1496950387954712,99.61829376220703,0,0.0,46.5,0.14070244133472443,0.1496950387954712,3,6.748692512512207,0.19839514791965485,0.0003603062650654465,-0.03507193550467491,19.10039520263672,0,0.9997642636299133
0.34406423568725586,1.7765424251556396,0,0.9907485842704773,0.0017040534876286983,623.4049072265625,1000,0.009485354647040367,1,0.05117747560143471,0.0007709220517426729,3.9942808151245117,1746538166.1389928,0.18471351265907288,100000.0,-9.931856766343117e-06,745.560371504,0.9989098310470581,2.1976261138916016,159.7385711669922,1.1949483156204224,0.006336919032037258,5,125.20458221435547,-0.011750319972634315,1.4090570211410522,0.9989098310470581,2.857222557067871,-0.241420179605484,0.17589020729064941,19.030000686645508,10,0.17589020729064941,0.18471351265907288,106.11803436279297,0,6.866454960174906e-09,56.04999923706055,0.17589020729064941,0.18471351265907288,4,9.605915069580078,0.19367069005966187,0.0002951538481283933,-0.025586580857634544,19.086523056030273,0,0.9989097714424133
0.3266822099685669,1.775606393814087,0,0.9838809370994568,0.002565620234236121,744.36962890625,1000,-0.023788584396243095,1,0.06310217082500458,0.0001582754630362615,4.134253025054932,1746538287.117434,0.21983745694160461,120000.0,0.0008615667466074228,866.987545708,0.9997762441635132,1.837146282196045,165.4184112548828,-0.171998530626297,0.006343602202832699,6,120.90553283691406,-0.003165194299072027,1.4017025232315063,0.9997762441635132,-3.2407259941101074,-0.07634728401899338,0.21120809018611908,19.25,10,0.21120809018611908,0.21983745694160461,100.92664337158203,0,8.77380390562621e-09,44.0,0.21120809018611908,0.21983745694160461,5,6.365189075469971,0.1839834749698639,0.0003272108733654022,-0.04937516525387764,19.978862762451172,0,0.9997761845588684
0.3313290774822235,1.8351024389266968,0,0.9879114627838135,0.0029407308902591467,865.7970581054688,1000,0.0892857015132904,1,0.07662060111761093,0.0002168033825000748,2.368414878845215,1746538408.5445988,0.2552495300769806,140000.0,0.0003751106560230255,986.75848149,0.9996933937072754,1.4000500440597534,164.8135986328125,0.016501903533935547,0.005938935559242964,7,121.34921264648438,0.00669336412101984,1.405592441558838,0.9996933937072754,-1.308638572692871,0.10508253425359726,0.24656260013580322,18.459999084472656,10,0.24656260013580322,0.2552495300769806,101.74459075927734,0,-4.577636492086867e-09,54.75,0.24656260013580322,0.2552495300769806,6,5.0565505027771,0.1805507242679596,0.0003162138455081731,0.039910536259412766,19.60459327697754,0,0.9996933937072754
0.29645028710365295,1.7936184406280518,0,0.9929449558258057,0.0043219286017119884,985.5681762695312,1000,-0.029260936193168163,1,0.12014811486005783,0.0005300387856550515,3.493609666824341,1746538528.3155138,0.2909001410007477,160000.0,0.0013811977114528418,1109.244054395,1.0007495880126953,1.035304069519043,167.0888671875,0.28097495436668396,0.006216832436621189,8,119.69678497314453,0.013953921385109425,1.4092580080032349,1.0007495880126953,1.5816164016723633,0.36679625511169434,0.28199806809425354,19.149999618530273,10,0.28199806809425354,0.2909001410007477,100.8910140991211,0,7.629394005448376e-09,55.099998474121094,0.28199806809425354,0.2909001410007477,7,6.638166904449463,0.1652805656194687,0.0003606465470511466,0.010649600066244602,18.805747985839844,0,1.0007495880126953
0.33960914611816406,1.5033115148544312,0,0.9892048835754395,0.0037341320421546698,1108.0516357421875,1000,0.0755991181358695,1,0.09230329841375351,0.00024596904404461384,4.806816577911377,1746538650.8010974,0.3266144394874573,180000.0,-0.0005877965595573187,1231.998310947,1.0003478527069092,1.4361692667007446,163.3861541748047,0.17348138988018036,0.00884976051747799,9,122.40939331054688,0.018187442794442177,1.4039305448532104,1.0003478527069092,0.45395612716674805,0.483399361371994,0.3172646164894104,16.790000915527344,10,0.3172646164894104,0.3266144394874573,102.69393920898438,0,-4.959106458812812e-09,90.25,0.3172646164894104,0.3266144394874573,8,7.092123031616211,0.2259073704481125,0.0002710122789721936,0.0862487182021141,19.715425491333008,0,1.0003477334976196
0.3008069396018982,1.5503321886062622,0,0.993468701839447,0.004579933825880289,1230.8138427734375,1000,0.06255953758955002,1,0.11841141432523727,0.0005288586835376918,4.915814399719238,1746538773.5553424,0.3625109791755676,200000.0,0.0008458017837256193,1353.264719988,1.0007480382919312,1.3371931314468384,163.01773071289062,1.3510870933532715,0.008321084082126617,10,122.68605041503906,0.023395992815494537,1.4070466756820679,1.0007480382919312,2.3105010986328125,0.5394232273101807,0.35299786925315857,26.299999237060547,10,0.35299786925315857,0.3625109791755676,102.72671508789062,0,-1.907348501362094e-09,105.8499984741211,0.35299786925315857,0.3625109791755676,9,9.402624130249023,0.19402740895748138,0.0003195726312696934,0.14880825579166412,19.959306716918945,0,1.0007480382919312
