Metrics/LagrangeMultiplier/Std,Metrics/EpRet,_timestamp,Loss/Loss_pi/Delta,Misc/xHx,Safety/ShieldLagrangeMultiplier/Min,Safety/ShieldLagrangeMultiplier/Max,_runtime,Train/StopIter,Loss/Loss_reward_critic,Misc/Alpha,Safety/shield_adv_c,Time/Total,Time/Update,Train/LR,Train/PolicyStd,Safety/shield_violation,Loss/Loss_reward_critic/Delta,Metrics/LagrangeMultiplier/Max,Safety/EpCostShield,Train/Entropy,Time/Rollout,Train/PolicyRatio/Max,Train/KL,Misc/H_inv_g,Train/PolicyRatio,Train/PolicyRatio/Std,Safety/ShieldLagrangeMultiplier,_step,Misc/AcceptanceStep,Train/PolicyRatio/Min,Time/Epoch,Value/cost,Loss/Loss_pi,TotalEnvSteps,Time/FPS,Metrics/EpCost,Metrics/LagrangeMultiplier,Loss/Loss_cost_critic/Delta,Train/Epoch,Metrics/EpLen,Metrics/LagrangeMultiplier/Min,Safety/ShieldLagrangeMultiplier/Std,Misc/FinalStepNorm,Value/Adv,Loss/Loss_cost_critic,Misc/gradient_norm,Value/reward
0,-0.2333070933818817,1746496538.3060584,-0.4271741807460785,0.001913385814987123,0.044999994337558746,0.044999994337558746,262.903048991,10,0.0042755319736897945,3.233051300048828,0.30785489082336426,143.7465057373047,22.868911743164062,0,1.0322513580322266,0.04937005415558815,0.0042755319736897945,0.03599999472498894,47.95000076293945,1.4503484964370728,120.87670135498047,1.000165343284607,0.0003949357196688652,0.06650728732347488,1.000165343284607,0.00011683112825267017,0.044999994337558746,1,1,1.000165343284607,143.74563598632812,0.06356029957532883,-0.4271741807460785,20000.0,139.13465881347656,17.399999618530273,0.03599999472498894,6.944642543792725,0,1000,0.03599999472498894,0,0.21502146124839783,5.054473728449693e-09,6.944642543792725,0.0594642348587513,-0.18611592054367065
0,-0.2807680368423462,1746496656.6541855,-0.04549509286880493,0.0013903600629419088,0.07799545675516129,0.07799545675516129,385.925622111,10,0.0030470460187643766,3.7927112579345703,0.07571712881326675,262.1097717285156,22.682905197143555,0,1.0544815063476562,1.2404215335845947,-0.001228485954925418,0.07084865868091583,25.799999237060547,1.471936583518982,95.600830078125,1.0021753311157227,0.0002879092062357813,0.08531193435192108,1.0021753311157227,0.0015381351113319397,0.07799545675516129,2,1,1.0021753311157227,118.28377532958984,0.34971192479133606,-0.4726692736148834,40000.0,169.08489990234375,15.600000381469727,0.07084865868091583,-0.5819559097290039,1,1000,0.07084865868091583,0,0.3235635459423065,4.577636492086867e-09,6.362686634063721,0.03979634866118431,-0.1641891896724701
0,-0.1703510880470276,1746496779.6767404,0.07987064123153687,0.0022935832384973764,0.11132057011127472,0.11132057011127472,506.370840788,10,0.002945022191852331,2.9529547691345215,0.8956572413444519,385.1305847167969,22.96713638305664,0,1.0974915027618408,1.8677620887756348,-0.00010202382691204548,0.1058550626039505,69.55000305175781,1.5116292238235474,99.98954772949219,1.0017518997192383,0.00036875938531011343,0.0883365347981453,1.0017518997192383,0.0012387239839881659,0.11132057011127472,3,1,1.0017518997192383,122.95670318603516,0.9557331204414368,-0.39279863238334656,60000.0,162.6588897705078,19.766666412353516,0.1058550626039505,8.250352382659912,2,1000,0.1058550626039505,0,0.26085376739501953,3.051757735406113e-09,14.613039016723633,0.05805620923638344,-0.14475642144680023
0,-0.0037026703357696533,1746496900.122034,-0.07761436700820923,0.002527344971895218,0.14358152449131012,0.14358152449131012,623.950296883,10,0.0018932466628029943,2.8130786418914795,0.07472139596939087,505.58062744140625,23.408857345581055,0,1.1247566938400269,4.56323766708374,-0.001051775529049337,0.14096122980117798,28.799999237060547,1.5364938974380493,96.97649383544922,1.001917839050293,0.00032219395507127047,0.12018218636512756,1.001917839050293,0.0013561731902882457,0.14358152449131012,4,1,1.001917839050293,120.38538360595703,2.45259952545166,-0.4704129993915558,80000.0,166.1331329345703,19.325000762939453,0.14096122980117798,-7.0738749504089355,3,1000,0.14096122980117798,0,0.338081955909729,-1.3732909920349812e-08,7.539164066314697,0.03562597557902336,-0.11845742166042328
0,0.045423101633787155,1746497017.7014234,0.07274797558784485,0.0025445744395256042,0.17480827867984772,0.17480827867984772,743.49037587,10,0.0025547968689352274,2.8035387992858887,0.12145549058914185,623.1589965820312,22.949790954589844,0,1.1684256792068481,2.3704419136047363,0.0006615502061322331,0.17586474120616913,24.399999618530273,1.574297308921814,94.56800079345703,1.0007615089416504,0.00032918102806434035,0.10154378414154053,1.0007615089416504,0.0005384681280702353,0.17480827867984772,5,1,1.0007615089416504,117.517822265625,1.120242714881897,-0.39766502380371094,100000.0,170.18695068359375,16.350000381469727,0.17586474120616913,-3.4400925636291504,4,1000,0.17586474120616913,0,0.28468194603919983,-1.2207030941624453e-08,4.099071502685547,0.05482958257198334,-0.08999177813529968
0,0.16777147352695465,1746497137.241566,-0.025298625230789185,0.0015492551028728485,0.20543989539146423,0.20543989539146423,860.622161991,10,0.0030101309530436993,3.5929579734802246,-0.8555566072463989,742.6998901367188,22.827072143554688,0,1.227548599243164,3.6984901428222656,0.00045533408410847187,0.21021196246147156,24.799999237060547,1.623700499534607,96.6529541015625,1.001607894897461,0.00031214230693876743,0.08410221338272095,1.001607894897461,0.0011370095890015364,0.20543989539146423,6,1,1.001607894897461,119.48004913330078,1.1852636337280273,-0.4229636490345001,120000.0,167.3919677734375,13.390000343322754,0.21021196246147156,-0.7055580615997314,5,1000,0.21021196246147156,0,0.30217573046684265,-2.1362303925798187e-08,3.3935134410858154,0.038499511778354645,-0.06987447291612625
0,0.2333945780992508,1746497254.373375,0.018932640552520752,0.0011914583155885339,0.2351054698228836,0.2351054698228836,980.913717844,10,0.003055526642128825,4.097073554992676,0.3108137845993042,859.83544921875,23.27751922607422,0,1.2649928331375122,1.9596681594848633,4.539568908512592e-05,0.2437046766281128,19.450000762939453,1.6536369323730469,93.7975082397461,1.0019910335540771,0.0002915201475843787,0.07778165489435196,1.0019909143447876,0.0014077608939260244,0.2351054698228836,7,1,1.0019910335540771,117.0750503540039,0.7575068473815918,-0.40403100848197937,140000.0,170.83058166503906,10.890000343322754,0.2437046766281128,-1.6511589288711548,6,1000,0.2437046766281128,0,0.31867715716362,-1.525878801089675e-08,1.7423545122146606,0.037429679185152054,-0.05207689106464386
0,0.23409496247768402,1746497374.665005,0.02969074249267578,0.001309162238612771,0.26630812883377075,0.26630812883377075,1097.493805109,10,0.0034122962970286608,3.9085583686828613,0.5460073947906494,980.12548828125,22.55870819091797,0,1.3131484985351562,2.5282883644104004,0.0003567696548998356,0.27653127908706665,52.25,1.6905981302261353,97.67334747314453,1.0023025274276733,0.00030652989516966045,0.07657168805599213,1.0023025274276733,0.001628048368729651,0.26630812883377075,8,1,1.0023025274276733,120.23208618164062,0.8536490201950073,-0.3743402659893036,160000.0,166.34495544433594,10.680000305175781,0.27653127908706665,2.9667285680770874,7,1000,0.27653127908706665,0,0.2992849051952362,9.918212917625624e-09,4.709083080291748,0.04836101084947586,-0.04470519348978996
0,0.16387300193309784,1746497491.2450783,-0.07125228643417358,0.0014766959939152002,0.29736393690109253,0.29736393690109253,1219.081371936,10,0.0036147551145404577,3.680170774459839,0.4795900285243988,1096.697998046875,22.67719268798828,0,1.3456681966781616,3.633155584335327,0.00020245881751179695,0.3083527982234955,28.799999237060547,1.715445876121521,93.83806610107422,1.001814842224121,0.0003089745296165347,0.07967715710401535,1.001814842224121,0.0012833434157073498,0.29736393690109253,9,1,1.001814842224121,116.5152816772461,1.2573986053466797,-0.4455925524234772,180000.0,171.65130615234375,8.449999809265137,0.3083527982234955,-0.18460607528686523,8,1000,0.3083527982234955,0,0.2932255268096924,0.0,4.524477005004883,0.05789400637149811,-0.03679278492927551
0,0.1837344616651535,1746497612.8325815,0.09742262959480286,0.001332790357992053,0.32979816198349,0.32979816198349,1339.373604935,10,0.004197095055133104,3.8737576007843018,0.1111263632774353,1218.2806396484375,23.457908630371094,0,1.38251531124115,2.863267421722412,0.0005823399405926466,0.33988329768180847,62.400001525878906,1.742571473121643,98.05817413330078,1.0000135898590088,0.0003152517892885953,0.07633158564567566,1.0000134706497192,9.553368727210909e-06,0.32979816198349,10,1,1.0000135898590088,121.51610565185547,0.8652799725532532,-0.3481699228286743,200000.0,164.5872344970703,10.65999984741211,0.33988329768180847,0.395906925201416,9,1000,0.33988329768180847,0,0.29569002985954285,-9.155272984173735e-09,4.920383930206299,0.04106517136096954,-0.02938198298215866
