Train/Epoch,Loss/Loss_cost_critic,Safety/shield_violation,Safety/shield_adv_c,Train/KL,Loss/Loss_cost_critic/Delta,Safety/ShieldLagrangeMultiplier,_step,Safety/EpCostShield,Loss/Loss_pi,Loss/Loss_pi/Delta,_timestamp,Loss/Loss_reward_critic,Train/StopIter,Safety/ShieldLagrangeMultiplier/Max,Value/reward,Value/cost,Metrics/EpCost,Metrics/LagrangeMultiplier,Value/Adv,Loss/Loss_reward_critic/Delta,Time/Epoch,Time/Total,Train/PolicyRatio,Safety/ShieldLagrangeMultiplier/Std,Time/Update,TotalEnvSteps,Metrics/LagrangeMultiplier/Max,_runtime,Safety/ShieldLagrangeMultiplier/Min,Train/Entropy,Train/PolicyRatio/Max,Train/LR,Metrics/EpLen,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier/Min,Time/FPS,Train/PolicyStd,Metrics/LagrangeMultiplier/Std,Time/Rollout,Metrics/EpRet,Train/PolicyRatio/Min
10,3.973926067352295,5.759986877441406,NaN,0.009607619605958462,-2.7300515174865723,0.3680841326713562,11,24.299999237060547,-0.44379961490631104,-0.010450780391693115,1746498053.6257408,0.004998666234314442,40,0.3680841326713562,-0.011827830225229263,2.068089008331299,21.520000457763672,0.383472740650177,-0.004623394459486008,-0.00011841626837849617,149.80897521972656,1696.7171630859375,1.0080469846725464,0,78.67181396484375,220000.0,0.383472740650177,1848.988788867,0.3680841326713562,1.2278800010681152,1.0080469846725464,0.00026699999580159783,1000,0.01065895427018404,0.383472740650177,133.5033416748047,0.8269665241241455,0,71.13711547851562,0.2675490081310272,1.0080469846725464
11,3.675933599472046,6.753496170043945,NaN,0.006307436153292656,-0.297992467880249,0.39824000000953674,12,22.950000762939453,-0.48852527141571045,-0.044725656509399414,1746498205.013785,0.004585190676152706,40,0.39824000000953674,0.0036463653668761253,2.939312696456909,19.850000381469727,0.4191927909851074,-0.4139178395271301,-0.00041347555816173553,151.32894897460938,1848.11279296875,1.0056673288345337,0,78.14265441894531,240000.0,0.4191927909851074,1999.687849537,0.39824000000953674,1.2173020839691162,1.0056673288345337,0.0002640000020619482,1000,0.009479951113462448,0.4191927909851074,132.1624298095703,0.8181877136230469,0,73.18624114990234,0.2953648269176483,1.0056673288345337
12,3.447840452194214,4.796694755554199,NaN,0.00838612299412489,-0.22809314727783203,0.42792123556137085,13,33.95000076293945,-0.39839068055152893,0.09013459086418152,1746498355.7128375,0.005557106342166662,40,0.42792123556137085,0.0003326731384731829,1.751104712486267,14.220000267028809,0.4540822505950928,-0.11845850199460983,0.0009719156660139561,150.6391143798828,1998.8160400390625,1.0077871084213257,0,78.8818588256836,260000.0,0.4540822505950928,2153.966472472,0.42792123556137085,1.202686071395874,1.0077871084213257,0.0002610000083222985,1000,0.01045907847583294,0.4540822505950928,132.76763916015625,0.8066418170928955,0,71.75720977783203,0.10846162587404251,1.0077871084213257
13,4.509782314300537,5.949669361114502,NaN,0.008729982189834118,1.0619418621063232,0.45810145139694214,14,50.650001525878906,-0.40175947546958923,-0.0033687949180603027,1746498509.9914298,0.006549173034727573,40,0.45810145139694214,0.003347475081682205,2.2954695224761963,16.079999923706055,0.48852455615997314,-0.04029543697834015,0.0009920666925609112,154.21231079101562,2153.0830078125,1.0064574480056763,0,81.2064208984375,280000.0,0.48852455615997314,2310.432754622,0.45810145139694214,1.1922626495361328,1.0064574480056763,0.0002579999854788184,1000,0.0104830926284194,0.48852455615997314,129.6913299560547,0.7982573509216309,0,73.00580596923828,0.0853651836514473,1.0064574480056763
14,4.972373962402344,7.287324905395508,NaN,0.010494722053408623,0.46259164810180664,0.48766881227493286,15,31.100000381469727,-0.47417062520980835,-0.07241114974021912,1746498666.4577086,0.007244880311191082,40,0.48766881227493286,0.049849022179841995,3.9284911155700684,13.1899995803833,0.5221944451332092,0.1833379864692688,0.0006957072764635086,156.37937927246094,2309.52783203125,1.0095025300979614,0,82.78518676757812,300000.0,0.5221944451332092,2462.194030368,0.48766881227493286,1.1735478639602661,1.0095025300979614,0.00025499999173916876,1000,0.011210598982870579,0.5221944451332092,127.89410400390625,0.7835631370544434,0,73.59413146972656,0.008903808891773224,1.0095025300979614
15,4.4183430671691895,6.60524320602417,NaN,0.007898352108895779,-0.5540308952331543,0.5175067186355591,16,45.099998474121094,-0.4226210415363312,0.05154958367347717,1746498818.218986,0.006393494550138712,40,0.5175067186355591,0.049510881304740906,2.6352171897888184,14.8100004196167,0.5554418563842773,-0.11692656576633453,-0.0008513857610523701,151.70065307617188,2461.31640625,1.0070631504058838,0,79.0661392211914,320000.0,0.5554418563842773,2616.293041683,0.5175067186355591,1.1633520126342773,1.0070631504058838,0.0002519999979995191,1000,0.010484251193702221,0.5554418563842773,131.83859252929688,0.7756220102310181,0,72.63447570800781,0.0885278731584549,1.0070631504058838
16,3.736074924468994,6.656045436859131,NaN,0.009923129342496395,-0.6822681427001953,0.5487022995948792,17,72.0,-0.33157727122306824,0.09104377031326294,1746498972.318053,0.005190045107156038,40,0.5487022995948792,0.04399338364601135,2.3390121459960938,13.850000381469727,0.5881957411766052,0.2185039222240448,-0.0012034494429826736,154.02383422851562,2615.39990234375,1.0070531368255615,0,79.62550354003906,340000.0,0.5881957411766052,2770.773324272,0.5487022995948792,1.1518712043762207,1.0070531368255615,0.00024900000425986946,1000,0.011593537405133247,0.5881957411766052,129.85003662109375,0.7668761610984802,0,74.39827728271484,0.16447879374027252,1.0070531368255615
17,3.873257637023926,5.729083061218262,NaN,0.010540635325014591,0.13718271255493164,0.5800709128379822,18,48.150001525878906,-0.3948926031589508,-0.06331533193588257,1746499126.7983134,0.004953349009156227,40,0.5800709128379822,0.03318712115287781,1.6850805282592773,15.25,0.620732843875885,-0.03494609519839287,-0.00023669609799981117,154.41567993164062,2769.896728515625,1.0089316368103027,0,79.8248291015625,360000.0,0.620732843875885,2928.970383087,0.5800709128379822,1.130393624305725,1.0089316368103027,0.0002460000105202198,1000,0.01166731771081686,0.620732843875885,129.52052307128906,0.7504626512527466,0,74.59080505371094,0.3325648009777069,1.0089316368103027
18,7.717511177062988,8.620391845703125,NaN,0.010470121167600155,3.8442535400390625,0.6126981973648071,19,76.80000305175781,-0.4256521165370941,-0.03075951337814331,1746499284.995331,0.00643033254891634,40,0.6126981973648071,0.0693167969584465,3.2101471424102783,20.549999237060547,0.653765857219696,0.18939447402954102,0.0014769835397601128,158.14138793945312,2928.097900390625,1.0084178447723389,0,81.5535659790039,380000.0,0.653765857219696,3084.803342489,0.6126981973648071,1.1165425777435303,1.0084178447723389,0.00024300000222865492,1000,0.011549113318324089,0.653765857219696,126.46910095214844,0.7401335835456848,0,76.58775329589844,0.48236939311027527,1.0084178447723389
19,6.262028694152832,7.902744293212891,NaN,0.00959069188684225,-1.4554824829101562,0.6454206705093384,20,51.29999923706055,-0.45100244879722595,-0.025350332260131836,1746499440.8283353,0.005754288751631975,40,0.6454206705093384,0.03555122762918472,3.4798526763916016,22.6299991607666,0.6874475479125977,-0.011116426438093185,-0.0006760437972843647,155.76222229003906,3083.9150390625,1.0077918767929077,0,81.88005828857422,400000.0,0.6874475479125977,3238.872959514,0.6454206705093384,1.0974037647247314,1.0077918767929077,0.00023999999393709004,1000,0.011311613954603672,0.6874475479125977,128.40084838867188,0.7259018421173096,0,73.88211822509766,0.47806304693222046,1.0077918767929077
20,5.326167583465576,7.811017036437988,NaN,0.010832763276994228,-0.9358611106872559,0.6772163510322571,21,31.200000762939453,-0.5167080760002136,-0.06570562720298767,1746499594.8979526,0.006838414818048477,40,0.6772163510322571,0.0408882200717926,4.026595115661621,23.010000228881836,0.7217158079147339,-0.005935147404670715,0.001084126066416502,154.0167694091797,3238.002685546875,1.0102872848510742,0,82.504638671875,420000.0,0.7217158079147339,3394.768754552,0.6772163510322571,1.0777812004089355,1.0102874040603638,0.00023700000019744039,1000,0.011559576727449894,0.7217158079147339,129.85598754882812,0.7116351127624512,0,71.51209259033203,0.48664531111717224,1.0102874040603638
21,3.4249367713928223,5.6628499031066895,NaN,0.01044429000467062,-1.901230812072754,0.7074575424194336,22,18.950000762939453,-0.47665292024612427,0.040055155754089355,1746499750.7937007,0.007240984123200178,40,0.7074575424194336,0.05331168323755264,2.2477450370788574,22.760000228881836,0.7564539313316345,0.21830497682094574,0.000402569305151701,155.83834838867188,3393.89501953125,1.0116394758224487,0,81.8963851928711,440000.0,0.7564539313316345,3551.277260211,0.7074575424194336,1.0587775707244873,1.0116394758224487,0.00023400000645779073,1000,0.011545113287866116,0.7564539313316345,128.33811950683594,0.6982550024986267,0,73.9419174194336,0.2527294158935547,1.0116394758224487
22,3.4512271881103516,5.995190143585205,NaN,0.010974688455462456,0.026290416717529297,0.7377002835273743,23,42.650001525878906,-0.4123658835887909,0.06428703665733337,1746499907.3022294,0.008360909298062325,40,0.7377002835273743,0.0593855157494545,2.932380437850952,21.6200008392334,0.7914684414863586,-0.1713942438364029,0.0011199251748621464,156.44790649414062,3550.400146484375,1.0085443258285522,0,83.2309341430664,460000.0,0.7914684414863586,3702.704924653,0.7377002835273743,1.0418308973312378,1.0085443258285522,0.00023099999816622585,1000,0.011936689727008343,0.7914684414863586,127.83808135986328,0.6865031719207764,0,73.2169189453125,0.27554720640182495,1.0085443258285522
23,4.517242431640625,6.595365524291992,NaN,0.010980775579810143,1.0660152435302734,0.7682321667671204,24,48.04999923706055,-0.410245418548584,0.002120465040206909,1746500058.729946,0.007688951212912798,40,0.7682321667671204,0.028667211532592773,2.54862117767334,15.229999542236328,0.8259276151657104,0.07326493412256241,-0.0006719580851495266,151.35760498046875,3701.82177734375,1.008141279220581,0,78.63529968261719,480000.0,0.8259276151657104,3852.497562109,0.7682321667671204,1.0346242189407349,1.008141279220581,0.0002280000044265762,1000,0.011472338810563087,0.8259276151657104,132.13739013671875,0.6814494132995605,0,72.72225952148438,0.14515043795108795,1.008141279220581
24,2.89534854888916,5.362144947052002,NaN,0.011959490366280079,-1.6218938827514648,0.7977687120437622,25,25.549999237060547,-0.43047192692756653,-0.020226508378982544,1746500208.522522,0.007969408296048641,40,0.7977687120437622,0.05400358885526657,2.287693977355957,12.670000076293945,0.859530508518219,0.13058407604694366,0.0002804570831358433,149.7151641845703,3851.604248046875,1.0112924575805664,0,78.96369171142578,500000.0,0.859530508518219,4004.722052529,0.7977687120437622,1.0168850421905518,1.011292576789856,0.00022499999613501132,1000,0.012536208145320415,0.859530508518219,133.58700561523438,0.6694369912147522,0,70.75141143798828,0.17662043869495392,1.011292576789856
25,2.734013080596924,6.8986639976501465,NaN,0.01213880442082882,-0.16133546829223633,0.8269463777542114,26,34.25,-0.48126882314682007,-0.05079689621925354,1746500360.747026,0.005032924935221672,40,0.8269463777542114,0.07212045788764954,2.7136123180389404,10.579999923706055,0.8920502066612244,-0.15667863190174103,-0.002936483360826969,152.14276123046875,4003.824462890625,1.0119833946228027,0,79.41388702392578,520000.0,0.8920502066612244,4154.606182831,0.8269463777542114,0.9959793090820312,1.0119833946228027,0.00022200000239536166,1000,0.012069662101566792,0.8920502066612244,131.45547485351562,0.6555787920951843,0,72.72880554199219,0.2106955647468567,1.0119833946228027
26,2.756024122238159,5.174178600311279,NaN,0.01329677365720272,0.02201104164123535,0.8558502197265625,27,34.849998474121094,-0.39233508706092834,0.08893373608589172,1746500510.631082,0.007668793201446533,40,0.8558502197265625,0.0551566407084465,1.8638328313827515,10.4399995803833,0.9235836267471313,-0.040936753153800964,0.002635868266224861,149.8297119140625,4153.73388671875,1.0082367658615112,0,79.97486877441406,540000.0,0.9235836267471313,4305.356195172,0.8558502197265625,0.9748252034187317,1.0082367658615112,0.00021899999410379678,1000,0.012180485762655735,0.9235836267471313,133.48486328125,0.6418919563293457,0,69.85479736328125,0.377607524394989,1.0082367658615112
27,2.0458924770355225,5.255215644836426,NaN,0.011110876686871052,-0.7101316452026367,0.8834303021430969,28,17.600000381469727,-0.472758412361145,-0.08042332530021667,1746500661.3811388,0.007345710415393114,40,0.8834303021430969,0.05307433009147644,1.9021810293197632,8.069999694824219,0.9538359045982361,-0.06417832523584366,-0.0003230827860534191,150.69309997558594,4304.48291015625,1.012650489807129,0,79.48294067382812,560000.0,0.9538359045982361,4456.736224869,0.8834303021430969,0.9593802690505981,1.012650489807129,0.00021600000036414713,1000,0.012252390384674072,0.9538359045982361,132.72007751464844,0.6319999098777771,0,71.21011352539062,0.4021264612674713,1.012650489807129
28,3.0483245849609375,4.770374298095703,NaN,0.011853458359837532,1.002432107925415,0.9113341569900513,29,41.650001525878906,-0.3439873456954956,0.12877106666564941,1746500812.7612553,0.007674817927181721,40,0.9113341569900513,0.04912750795483589,1.6647074222564697,7.320000171661377,0.9828058481216431,0.34969305992126465,0.00032910751178860664,151.29383850097656,4455.83349609375,1.008125901222229,0,78.75627136230469,580000.0,0.9828058481216431,4613.74941731,0.9113341569900513,0.9410700798034668,1.008125901222229,0.00021300000662449747,1000,0.012605972588062286,0.9828058481216431,132.19308471679688,0.6204646229743958,0,72.53752899169922,0.32870909571647644,1.008125901222229
29,6.76967191696167,5.9517130851745605,NaN,0.01269043330103159,3.7213473320007324,0.9431043267250061,30,140.35000610351562,0.022413630038499832,0.36640097573399544,1746500969.7743819,0.009243774227797985,40,0.9431043267250061,0.04145325720310211,2.226900815963745,16.40999984741211,1.0121523141860962,-0.4051283001899719,0.0015689563006162643,156.9518280029297,4612.87109375,1.0014897584915161,0,79.06655883789062,600000.0,1.0121523141860962,4769.048534425,0.9431043267250061,0.938023567199707,1.0014897584915161,0.0002099999983329326,1000,0.012533175759017467,1.0121523141860962,127.4276351928711,0.6185629367828369,0,77.88522338867188,0.3307955265045166,1.0014897584915161
30,4.368151664733887,6.578829765319824,NaN,0.011273081414401531,-2.401520252227783,0.9741734266281128,31,34.75,-0.4351244568824768,-0.45753808692097664,1746501125.0734878,0.01099235750734806,40,0.9741734266281128,0.045206375420093536,2.218200922012329,17.020000457763672,1.0419331789016724,0.18530593812465668,0.0017485832795500755,155.24024963378906,4768.1748046875,1.0089855194091797,0,82.29035186767578,620000.0,1.0419331789016724,4923.814457891,0.9741734266281128,0.9368045926094055,1.0089855194091797,0.00020700000459328294,1000,0.012269889004528522,1.0419331789016724,128.8325653076172,0.6178469061851501,0,72.9498519897461,0.24057860672473907,1.0089855194091797
31,5.385608673095703,9.021328926086426,NaN,0.01330628339201212,1.0174570083618164,1.0056746006011963,32,55.099998474121094,-0.49910321831703186,-0.06397876143455505,1746501279.838457,0.008354743011295795,40,1.0056746006011963,0.07298639416694641,3.086338758468628,19.75,1.0725055932998657,-0.29201945662498474,-0.002637614496052265,154.50076293945312,4922.7314453125,1.0098563432693481,0,81.77935791015625,640000.0,1.0725055932998657,5080.855979625,1.0056746006011963,0.9135450720787048,1.0098563432693481,0.00020399999630171806,1000,0.013168117962777615,1.0725055932998657,129.44920349121094,0.6035425066947937,0,72.72135162353516,0.1963355839252472,1.0098563432693481
32,3.76145076751709,5.523254871368408,NaN,0.012235414236783981,-1.6241579055786133,1.0364296436309814,33,33.349998474121094,-0.39704814553260803,0.10205507278442383,1746501436.880857,0.009997845627367496,40,1.0364296436309814,0.02023041434586048,2.0399742126464844,22.450000762939453,1.104146122932434,-0.12245917320251465,0.001643102616071701,156.96263122558594,5079.97216796875,1.0097960233688354,0,80.15694427490234,660000.0,1.104146122932434,5239.080886345,1.0364296436309814,0.9020345211029053,1.0097960233688354,0.0002010000025620684,1000,0.01278294250369072,1.104146122932434,127.41886138916016,0.5965935587882996,0,76.8056411743164,-0.028270825743675232,1.0097960233688354
33,3.4835762977600098,6.235414028167725,NaN,0.011529410257935524,-0.2778744697570801,1.0670291185379028,34,42.54999923706055,-0.3880598545074463,0.008988291025161743,1746501595.1057508,0.008659202605485916,40,1.0670291185379028,0.06585720926523209,2.514638662338257,21.530000686645508,1.1365938186645508,-0.1228569895029068,-0.0013386430218815804,158.14476013183594,5238.1845703125,1.0091840028762817,0,80.76758575439453,680000.0,1.1365938186645508,5388.061033484,1.0670291185379028,0.8935714960098267,1.0091840028762817,0.00019799999427050352,1000,0.012354270555078983,1.1365938186645508,126.4664077758789,0.5915101170539856,0,77.37712860107422,-0.012625226750969887,1.0091840028762817
34,3.8549866676330566,5.620467185974121,NaN,0.012757849879562855,0.3714103698730469,1.0974078178405762,35,40.900001525878906,-0.3539212644100189,0.03413859009742737,1746501744.086041,0.011788684874773026,40,1.0974078178405762,-0.03087744675576687,2.6272988319396973,12.329999923706055,1.1683820486068726,-0.15908551216125488,0.0031294822692871094,148.9110565185547,5387.17529296875,1.0091997385025024,0,78.69529724121094,700000.0,1.1683820486068726,5538.132849558,1.0974078178405762,0.8835620880126953,1.0091997385025024,0.00019500000053085387,1000,0.013081676326692104,1.1683820486068726,134.30836486816406,0.5855802297592163,0,70.21570587158203,-0.0355057530105114,1.0091997385025024
35,4.34268856048584,6.6189093589782715,NaN,0.013960378244519234,0.4877018928527832,1.1274077892303467,36,37.5,-0.46210572123527527,-0.10818445682525635,1746501894.1578462,0.00909506343305111,40,1.1274077892303467,0.026973431929945946,2.0329954624176025,15.0600004196167,1.2000242471694946,-0.2565137445926666,-0.002693621441721916,150.01580810546875,5537.259765625,1.0124467611312866,0,78.74364471435547,720000.0,1.2000242471694946,5690.251223132,1.1274077892303467,0.8595200181007385,1.0124468803405762,0.00019200000679120421,1000,0.013329662382602692,1.2000242471694946,133.3192901611328,0.5716320872306824,0,71.27210998535156,-0.20811665058135986,1.0124468803405762
36,3.070814371109009,6.518775939941406,NaN,0.012599106878042221,-1.271874189376831,1.1571497917175293,37,38.79999923706055,-0.4267798960208893,0.035325825214385986,1746502046.276229,0.0089777996763587,40,1.1571497917175293,0.03096587210893631,2.502469062805176,12.229999542236328,1.2310832738876343,0.05165421962738037,-0.00011726375669240952,152.0576629638672,5689.3740234375,1.0098131895065308,0,79.202880859375,740000.0,1.2310832738876343,5836.643276451,1.1571497917175293,0.8489178419113159,1.0098131895065308,0.00018899999849963933,1000,0.012745168060064316,1.2310832738876343,131.529052734375,0.5655982494354248,0,72.854736328125,-0.253256618976593,1.0098131895065308
37,2.118495225906372,5.77287483215332,NaN,0.014090904034674168,-0.9523191452026367,1.1853593587875366,38,17.100000381469727,-0.5061721205711365,-0.07939222455024719,1746502192.6683102,0.010209961794316769,40,1.1853593587875366,-0.005265834275633097,1.4370028972625732,9.369999885559082,1.2611324787139893,0.0865168422460556,0.0012321621179580688,146.3165283203125,5835.75,1.014383316040039,0,78.95315551757812,760000.0,1.2611324787139893,5988.734044926,1.1853593587875366,0.8246139883995056,1.014383316040039,0.00018600000475998968,1000,0.01351421419531107,1.2611324787139893,136.68995666503906,0.552030086517334,0,67.36334228515625,-0.06623989343643188,1.014383316040039
38,1.922964096069336,5.060281276702881,NaN,0.014754518866539001,-0.19553112983703613,1.2124180793762207,39,20.75,-0.4438614249229431,0.06231069564819336,1746502344.7588985,0.007184768561273813,40,1.2124180793762207,0.06199171021580696,1.4105569124221802,9.289999961853027,1.2902626991271973,0.06191514432430267,-0.0030251932330429554,151.96250915527344,5987.78857421875,1.013179063796997,0,80.29287719726562,780000.0,1.2902626991271973,6143.577250157,1.2124180793762207,0.7976418137550354,1.013179063796997,0.0001829999964684248,1000,0.01363648846745491,1.2902626991271973,131.61141967773438,0.5373188257217407,0,71.66957092285156,-0.02299019880592823,1.013179063796997
39,2.601045608520508,4.494707107543945,NaN,0.013445512391626835,0.6780815124511719,1.2396190166473389,40,39.849998474121094,-0.30072200298309326,0.14313942193984985,1746502499.6022334,0.009247088804841042,40,1.2396190166473389,0.03592076152563095,1.1763224601745605,9.789999961853027,1.3186612129211426,-0.13724285364151,0.0020623202435672283,154.7851104736328,6142.70166015625,1.0099564790725708,0,81.1609115600586,800000.0,1.3186612129211426,6295.440900272,1.2396190166473389,0.7842369079589844,1.0099564790725708,0.00018000000272877514,1000,0.01305931806564331,1.3186612129211426,129.21139526367188,0.5301294922828674,0,73.62415313720703,-0.2858317196369171,1.0099564790725708
