Train/Epoch,Loss/Loss_cost_critic,Safety/shield_violation,Safety/shield_adv_c,Train/KL,Loss/Loss_cost_critic/Delta,Safety/ShieldLagrangeMultiplier,_step,Safety/EpCostShield,Loss/Loss_pi,Loss/Loss_pi/Delta,_timestamp,Loss/Loss_reward_critic,Train/StopIter,Safety/ShieldLagrangeMultiplier/Max,Value/reward,Value/cost,Metrics/EpCost,Metrics/LagrangeMultiplier,Value/Adv,Loss/Loss_reward_critic/Delta,Time/Epoch,Time/Total,Train/PolicyRatio,Safety/ShieldLagrangeMultiplier/Std,Time/Update,TotalEnvSteps,Metrics/LagrangeMultiplier/Max,_runtime,Safety/ShieldLagrangeMultiplier/Min,Train/Entropy,Train/PolicyRatio/Max,Train/LR,Metrics/EpLen,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier/Min,Time/FPS,Train/PolicyStd,Metrics/LagrangeMultiplier/Std,Time/Rollout,Metrics/EpRet,Train/PolicyRatio/Min
40,2.147589683532715,4.737361907958984,NaN,0.012875759974122047,-0.45345592498779297,1.266850233078003,41,38.04999923706055,-0.3123195171356201,-0.011597514152526855,1746502651.4659104,0.008901073597371578,40,1.266850233078003,0.026441168040037155,1.4413288831710815,6.699999809265137,1.345832109451294,-0.27437517046928406,-0.00034601520746946335,151.80215454101562,6294.56298828125,1.007944107055664,0,79.24917602539062,820000.0,1.345832109451294,6444.264639879,1.266850233078003,0.7837346196174622,1.007944107055664,0.00017699999443721026,1000,0.012837271206080914,1.345832109451294,131.75042724609375,0.5298684239387512,0,72.55294036865234,0.004934902302920818,1.007944107055664
41,1.9431861639022827,4.154394626617432,NaN,0.012905986979603767,-0.20440351963043213,1.2932482957839966,42,24.049999237060547,-0.3424822688102722,-0.0301627516746521,1746502800.2896545,0.009698636829853058,40,1.2932482957839966,-0.010671655647456646,1.095711588859558,5.659999847412109,1.3716953992843628,0.11638074368238449,0.0007975632324814796,148.73458862304688,6443.359375,1.0104296207427979,0,79.02075958251953,840000.0,1.3716953992843628,6593.829473326,1.2932482957839966,0.7720655798912048,1.0104296207427979,0.0001740000006975606,1000,0.01311405748128891,1.3716953992843628,134.46771240234375,0.5237170457839966,0,69.71378326416016,-0.06669462472200394,1.0104296207427979
42,2.1350579261779785,4.101062297821045,NaN,0.01342848502099514,0.1918717622756958,1.318916916847229,43,24.299999237060547,-0.371242880821228,-0.02876061201095581,1746502949.8544452,0.009760926477611065,40,1.318916916847229,-0.007697686553001404,0.9528709053993225,7.699999809265137,1.3967766761779785,-0.04575900733470917,6.228964775800705e-05,149.51002502441406,6592.95751953125,1.009822964668274,0,79.79817199707031,860000.0,1.3967766761779785,6741.368529246,1.318916916847229,0.7535459399223328,1.009822964668274,0.00017100000695791095,1000,0.012984497472643852,1.3967766761779785,133.77029418945312,0.5140868425369263,0,69.7118148803711,-0.22591163218021393,1.009822964668274
43,2.07159161567688,3.2652111053466797,NaN,0.013088205829262733,-0.06346631050109863,1.3436996936798096,44,20.75,-0.3173679709434509,0.0538749098777771,1746503097.393516,0.010527543723583221,40,1.3436996936798096,-0.031145965680480003,0.9796919226646423,7.389999866485596,1.421097755432129,0.08187040686607361,0.0007666172459721565,147.4686737060547,6740.4814453125,1.008948564529419,0,79.31612396240234,880000.0,1.421097755432129,6889.387106414,1.3436996936798096,0.7450978755950928,1.0089486837387085,0.00016799999866634607,1000,0.012831821106374264,1.421097755432129,135.6220245361328,0.5097513198852539,0,68.15250396728516,-0.39116668701171875,1.0089486837387085
44,2.009157180786133,2.666454315185547,NaN,0.013524847105145454,-0.06243443489074707,1.36764395236969,45,20.100000381469727,-0.30677080154418945,0.010597169399261475,1746503245.4121037,0.013230893760919571,40,1.36764395236969,-0.0645202100276947,0.7194092273712158,7.769999980926514,1.4448137283325195,0.10345686972141266,0.0027033500373363495,147.9520721435547,6888.50390625,1.007921814918518,0,78.41170501708984,900000.0,1.4448137283325195,7035.862967473,1.36764395236969,0.7393076419830322,1.007921814918518,0.00016500000492669642,1000,0.013090565800666809,1.4448137283325195,135.1789093017578,0.5068137049674988,0,69.54032135009766,-0.38708850741386414,1.007921814918518
45,4.197434425354004,5.486163139343262,NaN,0.013965411111712456,2.188277244567871,1.3902897834777832,46,12.199999809265137,-0.44088003039360046,-0.134109228849411,1746503391.8879578,0.008117523044347763,40,1.3902897834777832,0.03077462688088417,3.074314832687378,7.25,1.4678869247436523,0.17757847905158997,-0.005113370716571808,146.32217407226562,7034.8916015625,1.0109859704971313,0,78.8488998413086,920000.0,1.4678869247436523,7187.863158113,1.3902897834777832,0.7295217514038086,1.010986089706421,0.00016199999663513154,1000,0.013357723131775856,1.4678869247436523,136.68467712402344,0.5018802881240845,0,67.47323608398438,-0.4754261076450348,1.010986089706421
46,2.5678086280822754,4.231870651245117,NaN,0.01347658783197403,-1.6296257972717285,1.414060115814209,47,46.599998474121094,-0.2953067719936371,0.14557325839996338,1746503543.888173,0.007921709679067135,40,1.414060115814209,0.0048293378204107285,1.2279095649719238,15.09000015258789,1.4919081926345825,0.0813681036233902,-0.0001958133652806282,151.9482879638672,7186.99365234375,1.012630820274353,0,79.27520751953125,940000.0,1.4919081926345825,7338.703257577,1.414060115814209,0.7048272490501404,1.012630820274353,0.00015900000289548188,1000,0.013750388287007809,1.4919081926345825,131.62371826171875,0.48964905738830566,0,72.67303466796875,-0.4365578591823578,1.012630820274353
47,3.6122586727142334,4.589763164520264,NaN,0.014390267431735992,1.044450044631958,1.4385452270507812,48,41.849998474121094,-0.2884807884693146,0.00682598352432251,1746503694.7281668,0.007967116311192513,40,1.4385452270507812,0.036920201033353806,1.3058230876922607,15.9399995803833,1.516943335533142,-0.11292628943920135,4.5406632125377655e-05,150.77882385253906,7337.82421875,1.0095213651657104,0,79.35340118408203,960000.0,1.516943335533142,7486.073671848,1.4385452270507812,0.6937371492385864,1.0095213651657104,0.000155999994603917,1000,0.01364391390234232,1.516943335533142,132.64462280273438,0.48423272371292114,0,71.42537689208984,-0.2791097164154053,1.0095213651657104
48,1.8842804431915283,4.096951007843018,NaN,0.012556093744933605,-1.727978229522705,1.461895227432251,49,15.199999809265137,-0.38113540410995483,-0.09265461564064026,1746503842.0986073,0.00942204613238573,40,1.461895227432251,0.02295171283185482,0.9786196351051331,14.899999618530273,1.5427008867263794,0.08585762977600098,0.0014549298211932182,147.3131103515625,7485.19921875,1.0109096765518188,0,79.39298248291016,980000.0,1.5427008867263794,7640.129787683,1.461895227432251,0.6881464123725891,1.0109096765518188,0.00015300000086426735,1000,0.013073199428617954,1.5427008867263794,135.76524353027344,0.48153647780418396,0,67.92008972167969,-0.13396957516670227,1.0109096765518188
49,3.1804916858673096,5.475314140319824,NaN,0.014721044339239597,1.2962112426757812,1.4871584177017212,50,60.0,-0.22164829075336456,0.15948711335659027,1746503996.1547909,0.00837399996817112,40,1.4871584177017212,0.07319045066833496,1.5473846197128296,14.670000076293945,1.56907057762146,-0.1157352402806282,-0.001048046164214611,154.00527954101562,7639.2626953125,1.0056954622268677,0,78.67587280273438,1000000.0,1.56907057762146,7793.579207335,1.4871584177017212,0.6962594985961914,1.0056954622268677,0.0001500000071246177,1000,0.014243257232010365,1.56907057762146,129.8656768798828,0.48545610904693604,0,75.32936096191406,0.08668289333581924,1.0056954622268677
50,3.764253854751587,4.608279705047607,NaN,0.01347638200968504,0.5837621688842773,1.5131258964538574,51,43.79999923706055,-0.24582849442958832,-0.024180203676223755,1746504149.6041875,0.00974991824477911,40,1.5131258964538574,0.005707313306629658,2.108409881591797,16.030000686645508,1.596246361732483,0.06271768361330032,0.0013759182766079903,153.38169860839844,7792.693359375,1.0047938823699951,0,80.29320526123047,1020000.0,1.596246361732483,7946.219479355,1.5131258964538574,0.7102798819541931,1.0047938823699951,0.00014699999883305281,1000,0.01322311069816351,1.596246361732483,130.39364624023438,0.4923112690448761,0,73.08845520019531,-0.05091684311628342,1.0047938823699951
51,2.5390491485595703,5.216798782348633,NaN,0.016111798584461212,-1.2252047061920166,1.5378800630569458,52,16.100000381469727,-0.47414854168891907,-0.22832004725933075,1746504302.24446,0.010269694961607456,40,1.5378800630569458,0.0020878512877970934,1.5715969800949097,9.8100004196167,1.6229702234268188,0.36709845066070557,0.0005197767168283463,152.5823974609375,7945.34423828125,1.013213872909546,0,80.47432708740234,1040000.0,1.6229702234268188,8093.816578377,1.5378800630569458,0.692844808101654,1.013213872909546,0.00014400000509340316,1000,0.013744517229497433,1.6229702234268188,131.07672119140625,0.48384150862693787,0,72.10801696777344,-0.09769811481237411,1.013213872909546
52,2.316889762878418,5.955398082733154,NaN,0.013752507045865059,-0.22215938568115234,1.5617696046829224,53,19.350000381469727,-0.493971049785614,-0.019822508096694946,1746504449.841565,0.010093757882714272,40,1.5617696046829224,-0.019358402118086815,2.0183591842651367,7.659999847412109,1.6488629579544067,-0.025363739579916,-0.00017593707889318466,147.53924560546875,8092.94140625,1.0150911808013916,0,79.2466049194336,1060000.0,1.6488629579544067,8248.971049692,1.5617696046829224,0.6684128642082214,1.0150913000106812,0.00014099999680183828,1000,0.013936944305896759,1.6488629579544067,135.55714416503906,0.47215741872787476,0,68.2926025390625,-0.11142206192016602,1.0150913000106812
53,1.6982141733169556,5.810847759246826,NaN,0.01215913612395525,-0.6186755895614624,1.5843697786331177,54,12.199999809265137,-0.5290040373802185,-0.03503298759460449,1746504604.9959254,0.006301651708781719,40,1.5843697786331177,0.007437994237989187,1.790174961090088,7.75,1.6740294694900513,-0.05027422308921814,-0.0037921061739325523,155.09857177734375,8248.0986328125,1.0154958963394165,0,79.69688415527344,1080000.0,1.6740294694900513,8395.568822872,1.5843697786331177,0.6526105999946594,1.0154958963394165,0.00013800000306218863,1000,0.013357547111809254,1.6740294694900513,128.95025634765625,0.46475908160209656,0,75.40161895751953,-0.10028108954429626,1.0154958963394165
54,1.4917129278182983,3.5917725563049316,NaN,0.014431864954531193,-0.20650124549865723,1.6058228015899658,55,12.449999809265137,-0.37458688020706177,0.15441715717315674,1746504751.5938203,0.00814269483089447,40,1.6058228015899658,0.00012776699441019446,1.0638396739959717,6.340000152587891,1.6982531547546387,-0.009692447260022163,0.001841043122112751,146.0501251220703,8394.2041015625,1.0131765604019165,0,78.82579803466797,1100000.0,1.6982531547546387,8548.273986503,1.6058228015899658,0.6341223120689392,1.0131765604019165,0.00013499999477062374,1000,0.013224728405475616,1.6982531547546387,136.9392852783203,0.45623770356178284,0,67.22428131103516,-0.1890677958726883,1.0131765604019165
55,2.40413761138916,4.012989044189453,NaN,0.013988550752401352,0.9124246835708618,1.6279981136322021,56,37.04999923706055,-0.2455483227968216,0.12903855741024017,1746504904.299001,0.010062156245112419,40,1.6279981136322021,-0.02779480814933777,1.0056911706924438,5.670000076293945,1.7214871644973755,-0.18897487223148346,0.001919461414217949,152.648681640625,8547.400390625,1.0090837478637695,0,78.88936614990234,1120000.0,1.7214871644973755,8698.041288215,1.6279981136322021,0.6364374160766602,1.0090837478637695,0.0001320000010309741,1000,0.013940494507551193,1.7214871644973755,131.01980590820312,0.45727381110191345,0,73.75926208496094,-0.07487357407808304,1.0090837478637695
56,1.9925936460494995,4.115719318389893,NaN,0.014585512690246105,-0.41154396533966064,1.650316596031189,57,29.649999618530273,-0.31639719009399414,-0.07084886729717255,1746505054.0646856,0.009779282845556736,40,1.650316596031189,-0.00025001639733090997,1.1956347227096558,6.239999771118164,1.7439528703689575,-0.04056459665298462,-0.00028287339955568314,149.71641540527344,8697.1728515625,1.0088093280792236,0,78.58082580566406,1140000.0,1.7439528703689575,8851.052765725,1.650316596031189,0.639809250831604,1.0088093280792236,0.0001289999927394092,1000,0.013068599626421928,1.7439528703689575,133.5858917236328,0.4588114023208618,0,71.13555145263672,-0.09932398796081543,1.0088093280792236
57,2.7625837326049805,5.9424896240234375,NaN,0.012734631076455116,0.769990086555481,1.6734719276428223,58,39.650001525878906,-0.39700573682785034,-0.0806085467338562,1746505207.0777383,0.008571640588343143,40,1.6734719276428223,0.01713876985013485,1.6790671348571777,8.84000015258789,1.7662849426269531,-0.14110279083251953,-0.0012076422572135925,152.9500732421875,8850.1728515625,1.0080240964889526,0,78.89844512939453,1160000.0,1.7662849426269531,9003.778527678,1.6734719276428223,0.6305418014526367,1.0080240964889526,0.00012599999899975955,1000,0.012929168529808521,1.7662849426269531,130.76162719726562,0.4545760154724121,0,74.05156707763672,-0.21023650467395782,1.0080240964889526
58,3.234133243560791,5.7965216636657715,NaN,0.013721665367484093,0.47154951095581055,1.697404146194458,59,39.900001525878906,-0.3550584614276886,0.04194727540016174,1746505359.8035376,0.007071942090988159,40,1.697404146194458,0.009696529246866703,1.8948858976364136,11.630000114440918,1.7890909910202026,-0.004913218319416046,-0.0014996984973549843,152.66925048828125,9002.9072265625,1.0064021348953247,0,79.74515533447266,1180000.0,1.7890909910202026,9150.811666406,1.697404146194458,0.6300291419029236,1.0064021348953247,0.0001230000052601099,1000,0.01294729858636856,1.7890909910202026,131.0021514892578,0.45434504747390747,0,72.92405700683594,-0.17729602754116058,1.0064021348953247
59,2.2908713817596436,4.419283390045166,NaN,0.011377153918147087,-0.9432618618011475,1.7205498218536377,60,18.899999618530273,-0.37882670760154724,-0.023768246173858643,1746505506.8366363,0.010867267847061157,40,1.7205498218536377,-0.030715564265847206,1.8185410499572754,11.729999542236328,1.8123537302017212,0.03296102583408356,0.003795325756072998,146.9757080078125,9149.9384765625,1.009573221206665,0,79.22261810302734,1200000.0,1.8123537302017212,9299.669336005,1.7205498218536377,0.6243738532066345,1.009573221206665,0.00011999999696854502,1000,0.012555639259517193,1.8123537302017212,136.076904296875,0.45179179310798645,0,67.75304412841797,-0.05725705996155739,1.009573221206665
60,2.735027551651001,4.9398884773254395,NaN,0.013746630400419235,0.4441561698913574,1.7440626621246338,61,33.70000076293945,-0.3372388184070587,0.041587889194488525,1746505655.6942441,0.010788138955831528,40,1.7440626621246338,0.02672344073653221,1.8756624460220337,13.25,1.836350440979004,-0.15864941477775574,-7.912889122962952e-05,148.80422973632812,9298.7978515625,1.011346697807312,0,78.96505737304688,1220000.0,1.836350440979004,9454.357304601,1.7440626621246338,0.616002082824707,1.011346697807312,0.00011700000322889537,1000,0.01360988523811102,1.836350440979004,134.40478515625,0.44804275035858154,0,69.83910369873047,-0.025477619841694832,1.011346697807312
61,2.841391086578369,4.366084575653076,NaN,0.014143972657620907,0.10636353492736816,1.7696186304092407,62,58.75,-0.1277484893798828,0.2094903290271759,1746505810.381477,0.00930572859942913,40,1.7696186304092407,0.05362343788146973,1.7557663917541504,13.239999771118164,1.8610122203826904,-0.2017943263053894,-0.0014824103564023972,154.6355743408203,9453.4892578125,1.0035629272460938,0,78.47722625732422,1240000.0,1.8610122203826904,9604.623549179,1.7696186304092407,0.6200085878372192,1.0035629272460938,0.0001140000022132881,1000,0.013501046225428581,1.8610122203826904,129.3363494873047,0.4498611390590668,0,76.15829467773438,0.13577203452587128,1.0035629272460938
62,2.901624917984009,4.437885284423828,NaN,0.013532744720578194,0.06023383140563965,1.7968746423721313,63,57.04999923706055,-0.11558251082897186,0.01216597855091095,1746505960.6485589,0.01088286004960537,40,1.7968746423721313,0.04293463006615639,1.989799976348877,10.479999542236328,1.8857039213180542,-0.36822372674942017,0.001577131450176239,150.202880859375,9603.748046875,1.0034927129745483,0,78.81193542480469,1260000.0,1.8857039213180542,9756.744807425,1.7968746423721313,0.6378733515739441,1.003492832183838,0.00011100000119768083,1000,0.013049761764705181,1.8857039213180542,133.1532440185547,0.45796799659729004,0,71.3908920288086,0.31366491317749023,1.003492832183838
63,3.4562673568725586,4.04738187789917,NaN,0.013526157476007938,0.5546424388885498,1.8254494667053223,64,54.099998474121094,-0.12805931270122528,-0.012476801872253418,1746506112.769826,0.008141864091157913,40,1.8254494667053223,0.06418853998184204,1.5681376457214355,8.4399995803833,1.9099940061569214,-0.10579428821802139,-0.0027409959584474564,152.03689575195312,9755.84375,1.0023943185806274,0,78.88166046142578,1280000.0,1.9099940061569214,9906.668485799,1.8254494667053223,0.659254789352417,1.0023943185806274,0.00010800000018207356,1000,0.012920891866087914,1.9099940061569214,131.54701232910156,0.46786636114120483,0,73.15518188476562,0.32441067695617676,1.0023943185806274
64,2.8485565185546875,4.872421741485596,NaN,0.01334217470139265,-0.6077108383178711,1.8534775972366333,65,28.549999237060547,-0.3880060017108917,-0.25994668900966644,1746506262.6934524,0.008682925254106522,40,1.8534775972366333,0.01867886818945408,1.5600650310516357,10.300000190734863,1.9343304634094238,-0.021070387214422226,0.0005410611629486084,149.86183166503906,9905.7900390625,1.0066341161727905,0,79.74522399902344,1300000.0,1.9343304634094238,10057.661172956,1.8534775972366333,0.6606952548027039,1.0066341161727905,0.0001049999991664663,1000,0.01295962743461132,1.9343304634094238,133.4562530517578,0.46854403614997864,0,70.11654663085938,0.4035493731498718,1.0066341161727905
65,3.2372689247131348,3.803762197494507,NaN,0.014009428210556507,0.38871240615844727,1.8821614980697632,66,45.099998474121094,-0.1641298085451126,0.2238761931657791,1746506413.686133,0.007440247572958469,40,1.8821614980697632,0.049608513712882996,1.6023492813110352,9.09000015258789,1.958455204963684,-0.014105543494224548,-0.0012426776811480522,150.9373779296875,10056.7890625,1.0045422315597534,0,78.85693359375,1320000.0,1.958455204963684,10208.894768186,1.8821614980697632,0.6715481877326965,1.0045422315597534,0.00010199999815085903,1000,0.013673006556928158,1.958455204963684,132.50527954101562,0.47365397214889526,0,72.08039855957031,0.30784231424331665,1.0045422315597534
66,4.281230926513672,4.382488250732422,NaN,0.013439611531794071,1.043962001800537,1.9126038551330566,67,63.20000076293945,-0.16683843731880188,-0.00270862877368927,1746506564.919738,0.009099181741476059,40,1.9126038551330566,0.04265625774860382,1.1692966222763062,15.149999618530273,1.9836859703063965,-0.1564955711364746,0.0016589341685175896,151.1519775390625,10207.99609375,1.0028377771377563,0,79.08431243896484,1340000.0,1.9836859703063965,10357.593082643,1.9126038551330566,0.6723946332931519,1.0028377771377563,9.899999713525176e-05,1000,0.012723302468657494,1.9836859703063965,132.31716918945312,0.4740731120109558,0,72.0676040649414,0.26882997155189514,1.0028377771377563
67,5.358038425445557,4.383244514465332,NaN,0.012604883871972561,1.0768074989318848,1.942940592765808,68,37.650001525878906,-0.236858531832695,-0.07002009451389313,1746506713.6180918,0.010141842998564243,40,1.942940592765808,0.019802724942564964,3.0538387298583984,16.489999771118164,2.010185480117798,-0.28611159324645996,0.0010426612570881844,148.64068603515625,10356.71875,1.0014861822128296,0,78.49097442626953,1360000.0,2.010185480117798,10506.303710428,1.942940592765808,0.6837761402130127,1.0014861822128296,9.600000339560211e-05,1000,0.012403742410242558,2.010185480117798,134.5526580810547,0.4794751703739166,0,70.14967346191406,0.033881090581417084,1.0014861822128296
68,4.210875511169434,6.8585524559021,NaN,0.012270301580429077,-1.147162914276123,1.9722141027450562,69,23.75,-0.5670384764671326,-0.33017994463443756,1746506862.328704,0.009147131815552711,40,1.9722141027450562,0.02478482574224472,2.7126379013061523,17.40999984741211,2.0380053520202637,-0.1377781480550766,-0.0009947111830115318,148.6567840576172,10505.4326171875,1.0104453563690186,0,78.90453338623047,1380000.0,2.0380053520202637,10658.656430822,1.9722141027450562,0.6754788160324097,1.0104453563690186,9.300000237999484e-05,1000,0.01231671217828989,2.0380053520202637,134.5380859375,0.47555822134017944,0,69.75220489501953,-0.10634081810712814,1.0104453563690186
69,3.800894260406494,5.965536117553711,NaN,0.011861843056976795,-0.40998125076293945,2.0023913383483887,70,50.650001525878906,-0.2929297089576721,0.27410876750946045,1746507014.6813962,0.007484404370188713,40,2.0023913383483887,0.04182623326778412,2.724977731704712,16.3799991607666,2.0667970180511475,-0.09676244854927063,-0.0016627274453639984,152.26913452148438,10657.755859375,1.0080792903900146,0,78.96239471435547,1400000.0,2.0667970180511475,10808.619235288,2.0023913383483887,0.6715224981307983,1.0080794095993042,9.000000136438757e-05,1000,0.012588794343173504,2.0667970180511475,131.3463897705078,0.473716676235199,0,73.3066635131836,-0.23560848832130432,1.0080794095993042
70,3.3080127239227295,5.711604118347168,NaN,0.01178929302841425,-0.49288153648376465,2.032011032104492,71,30.600000381469727,-0.42030495405197144,-0.12737524509429932,1746507164.6441398,0.008326824754476547,40,2.032011032104492,0.027880920097231865,2.215402364730835,16.360000610351562,2.096454620361328,0.12059126794338226,0.0008424203842878342,149.89852905273438,10807.7392578125,1.008033275604248,0,79.8024673461914,1420000.0,2.096454620361328,10959.912086409,2.032011032104492,0.6636121869087219,1.008033275604248,8.70000003487803e-05,1000,0.012527015060186386,2.096454620361328,133.423583984375,0.4700160026550293,0,70.09601593017578,-0.021028175950050354,1.008033275604248
71,3.8579916954040527,5.6769843101501465,NaN,0.010889454744756222,0.5499789714813232,2.062734842300415,72,54.099998474121094,-0.24600009620189667,0.17430485785007477,1746507315.937062,0.008035669103264809,40,2.062734842300415,0.031042542308568954,2.431520700454712,10.329999923706055,2.125643014907837,0.2038850635290146,-0.0002911556512117386,151.2366485595703,10959.0390625,1.005478024482727,0,79.08541107177734,1440000.0,2.125643014907837,11108.69168964,2.062734842300415,0.6697686910629272,1.0054781436920166,8.399999933317304e-05,1000,0.011793356388807297,2.125643014907837,132.2430877685547,0.47286632657051086,0,72.15118408203125,0.06505421549081802,1.0054781436920166
72,3.0426554679870605,5.493838310241699,NaN,0.012730417773127556,-0.8153362274169922,2.091766595840454,73,15.649999618530273,-0.5095390677452087,-0.2635389715433121,1746507464.7166562,0.009241558611392975,40,2.091766595840454,0.01869419775903225,2.9193906784057617,9.800000190734863,2.154301166534424,0.06974230706691742,0.0012058895081281662,148.72406005859375,11107.8193359375,1.0100585222244263,0,78.3600845336914,1460000.0,2.154301166534424,11258.829933266,2.091766595840454,0.6636942625045776,1.0100585222244263,8.099999831756577e-05,1000,0.012238794006407261,2.154301166534424,134.47723388671875,0.4700848460197449,0,70.36393737792969,0.2771654427051544,1.0100585222244263
73,4.654332160949707,5.379840850830078,NaN,0.010371741838753223,1.6116766929626465,2.122786521911621,74,66.69999694824219,-0.12369079887866974,0.385848268866539,1746507614.8549418,0.008422099985182285,40,2.122786521911621,0.05107632279396057,1.7446621656417847,10.050000190734863,2.1825411319732666,-0.10603882372379303,-0.0008194586262106895,150.0583038330078,11257.9326171875,1.005232334136963,0,78.5535659790039,1480000.0,2.1825411319732666,11408.046883214,2.122786521911621,0.6609956622123718,1.005232334136963,7.79999973019585e-05,1000,0.011617968790233135,2.1825411319732666,133.28152465820312,0.4688614308834076,0,71.50469970703125,0.35451409220695496,1.005232334136963
74,3.49185848236084,5.864810943603516,NaN,0.010297901928424835,-1.1624736785888672,2.1534860134124756,75,35.25,-0.3870091438293457,-0.26331834495067596,1746507764.071895,0.011093315668404102,40,2.1534860134124756,0.004200704861432314,1.5724594593048096,8.510000228881836,2.210073709487915,-0.005909323692321777,0.002671215683221817,149.13174438476562,11407.1435546875,1.008057951927185,0,78.60442352294922,1500000.0,2.210073709487915,11558.86230619,2.1534860134124756,0.6609805822372437,1.008057951927185,7.500000356230885e-05,1000,0.011754046194255352,2.210073709487915,134.10960388183594,0.46894025802612305,0,70.52727508544922,0.3942173719406128,1.008057951927185
75,1.8507413864135742,5.90811014175415,NaN,0.011630804277956486,-1.6411170959472656,2.182236909866333,76,12.25,-0.5702289938926697,-0.18321985006332397,1746507914.8873158,0.006995422299951315,40,2.182236909866333,0.06021745130419731,1.9021706581115723,7.369999885559082,2.236720085144043,-0.12111605703830719,-0.004097893368452787,150.76278686523438,11557.9921875,1.0100802183151245,0,79.65438842773438,1520000.0,2.236720085144043,11709.190033589,2.182236909866333,0.6454375386238098,1.0100802183151245,7.200000254670158e-05,1000,0.011540492996573448,2.236720085144043,132.6587371826172,0.4617113173007965,0,71.10835266113281,0.1814027726650238,1.0100802183151245
76,4.404618740081787,4.873223304748535,NaN,0.011251182295382023,2.553877353668213,2.2118639945983887,77,49.04999923706055,-0.20690807700157166,0.363320916891098,1746508065.2149825,0.008103038184344769,40,2.2118639945983887,0.03791973367333412,1.9653828144073486,7.21999979019165,2.262537956237793,-0.3918724060058594,0.0011076158843934536,150.26100158691406,11708.3046875,1.0059516429901123,0,79.63101196289062,1540000.0,2.262537956237793,11860.166429686,2.2118639945983887,0.6397624015808105,1.0059516429901123,6.900000153109431e-05,1000,0.01153975073248148,2.262537956237793,133.10174560546875,0.4591124355792999,0,70.62993621826172,0.12494540959596634,1.0059516429901123
77,3.439007043838501,5.19534158706665,NaN,0.010378515347838402,-0.9656116962432861,2.24247670173645,78,52.04999923706055,-0.24472364783287048,-0.03781557083129883,1746508216.191324,0.008134693838655949,40,2.24247670173645,0.06534381955862045,1.8103406429290771,10.65999984741211,2.288384199142456,0.005638822913169861,3.1655654311180115e-05,150.91473388671875,11859.287109375,1.006208896636963,0,78.8968505859375,1560000.0,2.288384199142456,12011.256372716,2.24247670173645,0.6364095211029053,1.0062090158462524,6.600000051548705e-05,1000,0.01136386301368475,2.288384199142456,132.52516174316406,0.4575754404067993,0,72.01780700683594,0.08165006339550018,1.0062090158462524
78,2.9678735733032227,6.121112823486328,NaN,0.01013138983398676,-0.4711334705352783,2.274040937423706,79,53.150001525878906,-0.3357587456703186,-0.09103509783744812,1746508367.2813146,0.009395169094204903,40,2.274040937423706,0.035262543708086014,1.5016573667526245,14.010000228881836,2.3149948120117188,-0.07957006990909576,0.001260475255548954,151.03604125976562,12010.3857421875,1.0074564218521118,0,78.5311508178711,1580000.0,2.3149948120117188,12161.608196211,2.274040937423706,0.6360110640525818,1.0074564218521118,6.299999949987978e-05,1000,0.011445232667028904,2.3149948120117188,132.41873168945312,0.45736679434776306,0,72.50482177734375,0.11522222310304642,1.0074564218521118
79,3.7521934509277344,6.184195041656494,NaN,0.009657654911279678,0.7843198776245117,2.305367946624756,80,37.150001525878906,-0.4276179075241089,-0.09185916185379028,1746508517.6331565,0.01118765864521265,40,2.305367946624756,0.025577202439308167,1.9223480224609375,17.239999771118164,2.342980146408081,-0.14016079902648926,0.0017924895510077477,150.2977752685547,12160.7373046875,1.0056596994400024,0,78.93710327148438,1600000.0,2.342980146408081,12314.354317881,2.305367946624756,0.6376714706420898,1.0056596994400024,5.999999848427251e-05,1000,0.010701420716941357,2.342980146408081,133.0691680908203,0.45811834931373596,0,71.36060333251953,0.004758086055517197,1.0056596994400024
80,3.202765703201294,5.281022071838379,NaN,0.01014831941574812,-0.5494277477264404,2.3361868858337402,81,32.900001525878906,-0.3646169602870941,0.06300094723701477,1746508670.3792925,0.007747149094939232,40,2.3361868858337402,0.06530178338289261,2.2761523723602295,18.700000762939453,2.3724920749664307,0.09113094210624695,-0.0034405095502734184,152.67941284179688,12313.4755859375,1.0062036514282227,0,78.90510559082031,1620000.0,2.3724920749664307,12465.101184068,2.3361868858337402,0.6339482069015503,1.0062036514282227,5.700000110664405e-05,1000,0.010956885293126106,2.3724920749664307,130.99343872070312,0.45635178685188293,0,73.77423095703125,0.08033189922571182,1.0062036514282227
81,3.705557107925415,5.019723892211914,NaN,0.010135178454220295,0.5027914047241211,2.3668746948242188,82,37.45000076293945,-0.3156435489654541,0.048973411321640015,1746508821.1261113,0.008558413945138454,40,2.3668746948242188,0.024501565843820572,1.8946913480758667,18.889999389648438,2.403397560119629,-0.013948623090982437,0.0008112648501992226,150.69041442871094,12464.2265625,1.0040861368179321,0,79.57524871826172,1640000.0,2.403397560119629,12615.284258194,2.3668746948242188,0.6334412097930908,1.0040861368179321,5.400000009103678e-05,1000,0.011045368388295174,2.403397560119629,132.7224578857422,0.4561764895915985,0,71.11510467529297,0.1332203596830368,1.0040861368179321
