_timestamp,Train/PolicyRatio/Std,Metrics/EpRet,Value/cost,Time/FPS,Train/PolicyRatio/Max,_step,Train/LR,Loss/Loss_cost_critic/Delta,Metrics/EpLen,Loss/Loss_cost_critic,Train/PolicyRatio,Train/Entropy,Train/PolicyStd,Metrics/EpCost,Time/Rollout,Train/StopIter,Time/Update,Metrics/LagrangeMultiplier/Std,Train/PolicyRatio/Min,Loss/Loss_reward_critic,_runtime,Metrics/LagrangeMultiplier/Max,Loss/Loss_pi/Delta,Value/reward,Metrics/LagrangeMultiplier,Loss/Loss_reward_critic/Delta,Train/KL,Value/Adv,Loss/Loss_pi,Train/Epoch,TotalEnvSteps,Metrics/LagrangeMultiplier/Min,Time/Total,Time/Epoch
1743326936.162779,0.010804572142660618,-0.9812601208686829,0.021072903648018837,48.94159698486328,1.0001450777053833,1,0.0002969999914057553,3.994624137878418,1000,3.994624137878418,1.0001449584960938,1.4055368900299072,0.9866928458213806,56.20000076293945,347.767578125,40,60.8826904296875,0,1.0001450777053833,0.005645941477268934,818.088213392,0.035999998450279236,-0.008938876911997795,-0.04349405691027641,0.035999998450279236,0.005645941477268934,0.011437335051596165,0.1292612999677658,-0.008938876911997795,0,20000.0,0.035999998450279236,408.65130615234375,408.65032958984375
1743327344.660871,0.012045713141560555,-0.8496196866035461,1.597319483757019,48.96601104736328,0.9996552467346191,2,0.00029399999766610563,1.508054256439209,1000,5.502678394317627,0.9996552467346191,1.4040331840515137,0.9852228164672852,59.82500076293945,347.8939514160156,40,60.552547454833984,0,0.9996552467346191,0.004941028542816639,1220.601550233,0.07103990763425827,-0.0018273480236530304,-0.053370531648397446,0.07103990763425827,-0.0007049129344522953,0.01022450439631939,-0.16753962635993958,-0.010766224935650826,1,40000.0,0.07103990763425827,817.1525268554688,408.44659423828125
1743327747.1742558,0.011726765893399715,-0.44989803433418274,2.2438266277313232,49.694908142089844,0.9994421601295471,3,0.000291000003926456,4.9510178565979,1000,10.453696250915527,0.9994421601295471,1.3946298360824585,0.9759922623634338,83.61666870117188,341.94354248046875,40,60.51209259033203,0,0.9994421601295471,0.003833989379927516,1627.793668532,0.10596859455108643,-0.0014994088560342789,-0.03592146188020706,0.10596859455108643,-0.001107039162889123,0.009505672380328178,0.07742032408714294,-0.012265633791685104,2,60000.0,0.10596859455108643,1219.659912109375,402.4557189941406
1743328154.3662925,0.012016081251204014,0.024333953857421875,2.6238772869110107,49.124874114990234,0.9993646144866943,4,0.0002880000101868063,-4.10823392868042,1000,6.345462322235107,0.9993646144866943,1.3807514905929565,0.962540328502655,81.9375,346.3033142089844,40,60.822322845458984,0,0.9993646144866943,0.007809252478182316,2038.352640116,0.14107191562652588,-0.001301070675253868,-0.03745844215154648,0.14107191562652588,0.0039752630982548,0.012400154024362564,-0.16046136617660522,-0.013566704466938972,3,80000.0,0.14107191562652588,1626.8426513671875,407.1257019042969
1743328564.9252987,0.012252247892320156,0.19552966952323914,3.401801109313965,48.721134185791016,0.9982531070709229,5,0.0002849999873433262,-2.022838592529297,1000,4.3226237297058105,0.9982530474662781,1.3636677265167236,0.9462348818778992,82.5,349.6609191894531,40,60.83849334716797,0,0.9982531070709229,0.00705988984555006,2447.501894171,0.176313579082489,-0.0008796937763690948,-0.024071523919701576,0.176313579082489,-0.0007493626326322556,0.01085455622524023,-0.21847763657569885,-0.014446398243308067,4,100000.0,0.176313579082489,2037.4085693359375,410.4994812011719
1743328974.0745978,0.012619879096746445,0.9999099969863892,5.519008636474609,48.88862228393555,1.000640869140625,6,0.00028199999360367656,1.1357150077819824,1000,5.458338737487793,1.000640869140625,1.3442167043685913,0.9280080795288086,94.47000122070312,347.1181335449219,40,61.97494125366211,0,1.000640869140625,0.011612346395850182,2853.210524675,0.21175283193588257,-0.004835272207856178,0.062197886407375336,0.21175283193588257,0.004552456550300121,0.015997454524040222,-0.294016569852829,-0.019281670451164246,5,120000.0,0.21175283193588257,2446.56396484375,409.0931396484375
1743329379.7832525,0.012484993785619736,1.660555124282837,5.303577899932861,49.30436325073242,1.0013033151626587,7,0.0002789999998640269,-1.6382732391357422,1000,3.820065498352051,1.0013033151626587,1.3130290508270264,0.8995345830917358,95.80000305175781,344.5913391113281,40,61.05223083496094,0,1.0013033151626587,0.012282083742320538,3262.174209068,0.24736765027046204,0.0010765325278043747,0.06398725509643555,0.24736765027046204,0.000669737346470356,0.01389295794069767,-0.21239113807678223,-0.01820513792335987,6,140000.0,0.24736765027046204,2852.26123046875,405.64361572265625
1743329788.746875,0.012970689684152603,2.277268648147583,6.077342987060547,48.911502838134766,1.001642107963562,8,0.00027600000612437725,1.5151548385620117,1000,5.3352203369140625,1.001642107963562,1.2998148202896118,0.8877220749855042,93.18000030517578,348.0172119140625,40,60.88448715209961,0,1.001642107963562,0.012429632246494293,3667.533634101,0.2830888330936432,-0.008002696558833122,0.1029997169971466,0.2830888330936432,0.00014754850417375565,0.01431254856288433,0.2730502188205719,-0.026207834482192993,7,160000.0,0.2830888330936432,3261.227783203125,408.9017639160156
1743330194.1063483,0.013212594203650951,2.931056499481201,5.32965087890625,49.346858978271484,1.0010029077529907,9,0.0002730000123847276,-1.7261326313018799,1000,3.6090877056121826,1.0010027885437012,1.2885206937789917,0.8777895569801331,94.11000061035156,344.6040344238281,40,60.69021987915039,0,1.0010029077529907,0.01631045900285244,4075.166957209,0.3189043700695038,0.0028050411492586136,0.19396057724952698,0.3189043700695038,0.0038808267563581467,0.014803249388933182,0.041274793446063995,-0.02340279333293438,8,180000.0,0.3189043700695038,3666.584228515625,405.2943115234375
1743330601.7396388,0.013671432621777058,3.701793909072876,5.859503269195557,49.07054901123047,1.0027896165847778,10,0.0002699999895412475,-0.3437807559967041,1000,3.2653069496154785,1.0027896165847778,1.2631855010986328,0.8559030890464783,94.16000366210938,346.3845520019531,40,61.19182586669922,0,1.0027896165847778,0.014514930546283722,4487.888813328,0.35479214787483215,-0.0024602655321359634,0.2230389416217804,0.35479214787483215,-0.001795528456568718,0.018010223284363747,0.2087550312280655,-0.025863058865070343,9,200000.0,0.35479214787483215,4074.2255859375,407.5764465332031
