Train/PolicyRatio/Max,Loss/Loss_cost_critic/Delta,Metrics/EpCost,_timestamp,Safety/shield_violation,Train/PolicyStd,_step,Time/Total,_runtime,Time/Rollout,Loss/Loss_reward_critic/Delta,Misc/Alpha,Train/KL,Safety/ShieldLagrangeMultiplier/Std,Metrics/LagrangeMultiplier/Min,Time/FPS,Metrics/LagrangeMultiplier/Std,Misc/FinalStepNorm,Metrics/LagrangeMultiplier/Max,Loss/Loss_pi/Delta,Time/Update,Train/LR,Safety/shield_adv_c,Misc/gradient_norm,Train/StopIter,Loss/Loss_reward_critic,TotalEnvSteps,Loss/Loss_cost_critic,Safety/ShieldLagrangeMultiplier/Max,Train/Epoch,Train/PolicyRatio,Metrics/LagrangeMultiplier,Time/Epoch,Misc/xHx,Train/PolicyRatio/Std,Train/Entropy,Safety/EpCostShield,Train/PolicyRatio/Min,Metrics/EpLen,Misc/H_inv_g,Safety/ShieldLagrangeMultiplier,Value/Adv,Loss/Loss_pi,Safety/ShieldLagrangeMultiplier/Min,Value/reward,Misc/AcceptanceStep,Metrics/EpRet,Value/cost
0.9994146227836609,4.096790790557861,11.25,1746538076.7803547,0.05573514476418495,0.9947274327278137,1,149.06922912597656,257.96534702,129.72238159179688,0.004098986275494099,2.039499282836914,0.0004432217974681407,0,0.03599999472498894,134.1668243408203,0,0.21892321109771729,0.03599999472498894,-0.03728372976183891,19.345748901367188,0,-0.058778680860996246,0.10663755238056183,10,0.004098986275494099,20000.0,4.096790790557861,0.044999994337558746,0,0.9994146227836609,0.03599999472498894,149.0681610107422,0.0048081944696605206,0.00041396633605472744,1.413490891456604,15.600000381469727,0.9994146227836609,1000,0.10734164714813232,0.044999994337558746,-3.7002561015242463e-08,-0.03728372976183891,0.044999994337558746,-0.19572192430496216,1,0.07815392315387726,0.06173371523618698
0.9999915957450867,-0.6623249053955078,7.300000190734863,1746538184.7134917,0.6412670016288757,1.0077285766601562,2,257.01934814453125,372.254409788,88.38375854492188,-0.000847506569698453,2.5304696559906006,0.0002941613201983273,0,0.06985229253768921,185.4130401611328,0,0.3226367235183716,0.06985229253768921,-0.008549276739358902,19.48349380493164,0,-0.6872905492782593,0.054092153906822205,10,0.0032514797057956457,40000.0,3.4344658851623535,0.07864818722009659,1,0.9999915957450867,0.06985229253768921,107.86727905273438,0.003123390953987837,5.9851490732398815e-06,1.4259589910507202,9.649999618530273,0.9999915957450867,1000,0.1275007277727127,0.07864818722009659,-2.8991697931246563e-08,-0.045833006501197815,0.07864818722009659,-0.165170818567276,1,-0.14892597496509552,0.5623871088027954
0.9995962381362915,7.570077419281006,18.83333396911621,1746538299.0025566,1.0223140716552734,1.0223132371902466,3,371.31256103515625,486.178106992,94.91616821289062,-0.001811182708479464,1.7543562650680542,0.00021809445752296597,0,0.10324041545391083,175.0956573486328,0,0.3885069191455841,0.10324041545391083,0.125446654856205,19.307092666625977,0,0.08741164207458496,0.04285765811800957,10,0.0014402969973161817,60000.0,11.00454330444336,0.10518328845500946,2,0.9995961785316467,0.10324041545391083,114.22328186035156,0.006498210597783327,0.00028553084121085703,1.4404059648513794,103.94999694824219,0.9995962381362915,1000,0.22145266830921173,0.10518328845500946,6.561278809158466e-08,0.07961364835500717,0.10518328845500946,-0.141912043094635,1,-0.006890342570841312,0.5844676494598389
0.9990315437316895,0.06661415100097656,25.512500762939453,1746538412.9262629,2.124311685562134,1.0306929349899292,4,485.2331237792969,597.581092125,94.81521606445312,9.577593300491571e-05,1.4422905445098877,0.0002710650151129812,0,0.13667480647563934,175.65582275390625,0,0.3440280854701996,0.13667480647563934,-0.010095775127410889,19.04378318786621,0,0.48966339230537415,0.0723634734749794,10,0.0015360729303210974,80000.0,11.071157455444336,0.13493536412715912,3,0.9990315437316895,0.13667480647563934,113.85902404785156,0.009614439681172371,0.0006848019547760487,1.4484268426895142,92.4000015258789,0.9990315437316895,1000,0.23852896690368652,0.13493536412715912,2.1362303925798187e-08,0.06951787322759628,0.13493536412715912,-0.11692622303962708,1,0.10989667475223541,1.129192590713501
1.000563621520996,-4.3627824783325195,23.049999237060547,1746538524.329227,2.5292575359344482,1.0339807271957397,5,596.6401977539062,708.820130045,92.73960876464844,0.00045556877739727497,1.7690057754516602,0.0003058291331399232,0,0.17077907919883728,179.6256561279297,0,0.32558000087738037,0.17077907919883728,-0.07737906742841005,18.603036880493164,0,-0.18078449368476868,0.06367640942335129,10,0.0019916417077183723,100000.0,6.708374977111816,0.1649179458618164,4,1.000563621520996,0.17077907919883728,111.34266662597656,0.006391029804944992,0.0003985406074207276,1.4514756202697754,48.099998474121094,1.000563621520996,1000,0.1840468794107437,0.1649179458618164,1.1444091896350983e-08,-0.00786119420081377,0.1649179458618164,-0.08998280018568039,1,0.17936454713344574,1.3941550254821777
0.9996139407157898,0.7964162826538086,22.219999313354492,1746538635.5682712,3.3874127864837646,1.0347959995269775,6,707.8623046875,820.315312677,91.66926574707031,0.00042386073619127274,2.6658341884613037,0.00027413159841671586,0,0.20532025396823883,179.9248046875,0,0.3354848027229309,0.20532025396823883,-0.041976078413426876,19.488258361816406,0,-0.5402548313140869,0.04348934814333916,10,0.002415502443909645,120000.0,7.504791259765625,0.19405916333198547,5,0.9996139407157898,0.20532025396823883,111.15754699707031,0.0028142468072474003,0.00027299916837364435,1.4524236917495728,32.29999923706055,0.9996139407157898,1000,0.12584608793258667,0.19405916333198547,3.814697002724188e-09,-0.049837272614240646,0.19405916333198547,-0.06665604561567307,1,0.3072354793548584,1.8814797401428223
0.9998323321342468,-2.19645357131958,24.030000686645508,1746538747.0634735,2.373286724090576,1.0277916193008423,7,819.3714599609375,931.182745811,92.55229187011719,0.0025964207015931606,2.649169683456421,0.0003247245913371444,0,0.24024730920791626,179.48223876953125,0,0.2886179983615875,0.24024730920791626,0.04307462787255645,18.87932014465332,0,1.0420969724655151,0.10419904440641403,10,0.005011923145502806,140000.0,5.308337688446045,0.2228223979473114,6,0.9998323321342468,0.24024730920791626,111.43163299560547,0.0028497641906142235,0.00011854503827635199,1.4454151391983032,34.70000076293945,0.9998323321342468,1000,0.10894659161567688,0.2228223979473114,6.103515470812226e-09,-0.006762644741684198,0.2228223979473114,-0.04341862350702286,1,0.3988606333732605,0.8131921887397766
1.0019482374191284,-1.1683177947998047,17.149999618530273,1746538857.930885,4.18434476852417,1.0320526361465454,8,930.2265014648438,1044.092251495,91.34251403808594,-0.0018525018822401762,2.3391008377075195,0.00032171959173865616,0,0.2748950123786926,180.51974487304688,0,0.2962197959423065,0.2748950123786926,-0.09805901488289237,19.44866371154785,0,-0.9483308792114258,0.06520015746355057,10,0.0031594212632626295,160000.0,4.14001989364624,0.25018224120140076,7,1.0019482374191284,0.2748950123786926,110.79120635986328,0.0036553661338984966,0.0013775838306173682,1.4492597579956055,19.950000762939453,1.0019482374191284,1000,0.12663830816745758,0.25018224120140076,6.103515470812226e-09,-0.10482165962457657,0.25018224120140076,-0.033064600080251694,1,0.38259515166282654,1.4868557453155518
1.0008180141448975,0.6253747940063477,9.859999656677246,1746538970.8403952,4.973702430725098,1.0348066091537476,9,1043.1522216796875,1158.498402507,92.99430847167969,-0.00045130052603781223,2.0109617710113525,0.00032906903652474284,0,0.3081742525100708,177.2272491455078,0,0.29976436495780945,0.3081742525100708,0.03189846873283386,19.85513687133789,0,0.9420980215072632,0.07925980538129807,10,0.0027081207372248173,180000.0,4.765394687652588,0.2781722843647003,8,1.000817894935608,0.3081742525100708,112.8494644165039,0.0049456278793513775,0.0005783671513199806,1.451826572418213,43.650001525878906,1.0008180141448975,1000,0.14906516671180725,0.2781722843647003,8.678435747810909e-09,-0.0729231908917427,0.2781722843647003,-0.023083319887518883,1,0.37860047817230225,1.9566091299057007
0.9999749660491943,0.5112400054931641,9.170000076293945,1746539085.2465441,4.483352184295654,1.0412102937698364,10,1157.557861328125,1270.781817856,94.77579498291016,0.0012273355387151241,1.8872038125991821,0.000281056622043252,0,0.34021618962287903,174.90867614746094,0,0.31990933418273926,0.34021618962287903,0.08116988930851221,19.569562911987305,0,0.2233768105506897,0.07362018525600433,10,0.003935456275939941,200000.0,5.276634693145752,0.3076092004776001,9,0.9999749660491943,0.34021618962287903,114.34539031982422,0.005615541245788336,1.7701677279546857e-05,1.4576994180679321,63.45000076293945,0.9999749660491943,1000,0.169514998793602,0.3076092004776001,1.0681151962899094e-08,0.008246698416769505,0.3076092004776001,-0.014479141682386398,1,0.3857963979244232,1.4629141092300415
