Misc/FinalStepNorm,Value/Adv,Metrics/LagrangeMultiplier/Max,Train/PolicyStd,Misc/Alpha,Metrics/EpLen,Train/Epoch,Metrics/LagrangeMultiplier,Loss/Loss_cost_critic/Delta,Misc/xHx,Time/Total,Value/reward,Loss/Loss_cost_critic,Time/Rollout,Misc/gradient_norm,Loss/Loss_reward_critic/Delta,Train/KL,Train/PolicyRatio,Train/PolicyRatio/Max,Time/Update,_timestamp,Train/PolicyRatio/Min,_runtime,Loss/Loss_pi,Train/StopIter,Time/FPS,Value/cost,Time/Epoch,Metrics/LagrangeMultiplier/Std,Loss/Loss_reward_critic,Train/PolicyRatio/Std,Train/LR,Metrics/EpRet,Loss/Loss_pi/Delta,TotalEnvSteps,Misc/AcceptanceStep,Metrics/LagrangeMultiplier/Min,_step,Misc/H_inv_g,Train/Entropy,Metrics/EpCost
0.24697433412075043,5.340575981449547e-09,0.03599999472498894,0.9939026832580566,2.0808892250061035,1000,0,0.03599999472498894,1.2221659421920776,0.004618821665644646,94.3481674194336,0.07928860187530518,1.2221659421920776,85.75567626953125,0.08711705356836319,0.005924097262322903,0.00038812903221696615,1.0006208419799805,1.0006208419799805,8.59165096282959,1743314665.908066,1.0006208419799805,189.973583808,-0.006386642809957266,10,211.98263549804688,-0.009071982465684414,94.34735107421875,0,0.005924097262322903,0.0004390015674289316,0,-1.166736125946045,-0.006386642809957266,20000.0,1,0.03599999472498894,1,0.11868692189455032,1.4127330780029297,23.350000381469727
0.25958147644996643,1.4495848965623281e-08,0.07013426721096039,0.9872450828552246,1.6257939338684082,1000,1,0.07013426721096039,0.6041773557662964,0.007566559594124556,189.16932678222656,0.039741307497024536,1.826343297958374,86.25288391113281,0.1010705977678299,-0.001524441409856081,0.000381705816835165,1.000809669494629,1.000809669494629,8.498412132263184,1743314760.7988532,1.000809669494629,286.014156986,-0.008006475865840912,10,211.078857421875,0.784913182258606,94.7513198852539,0,0.004399655852466822,0.0005725789815187454,0,-1.092612624168396,-0.001619833055883646,40000.0,1,0.07013426721096039,2,0.15966443717479706,1.40585458278656,16.274999618530273
0.30191630125045776,-1.3732909920349812e-08,0.10375964641571045,0.9769862294197083,1.4943434000015259,1000,2,0.10375964641571045,-0.7141751050949097,0.00895630195736885,285.2702331542969,0.027127975597977638,1.1121681928634644,87.43515014648438,0.11369302868843079,-0.0020017987117171288,0.00033868930768221617,0.9988090395927429,0.9988090395927429,8.52236557006836,1743314856.8395205,0.9988090395927429,380.997159584,-0.009316927753388882,10,208.42547607421875,1.1418193578720093,95.95755767822266,0,0.002397857140749693,0.0008421782986260951,0,-0.796322762966156,-0.0013104518875479698,60000.0,1,0.10375964641571045,3,0.202039435505867,1.3953477144241333,14.333333015441895
0.3673499524593353,-3.051757735406113e-09,0.13752037286758423,0.9773514270782471,1.669304370880127,1000,3,0.13752037286758423,0.6642414331436157,0.007177254185080528,379.9967346191406,0.011051470413804054,1.77640962600708,86.1091079711914,0.041627928614616394,0.000841810368001461,0.0002818844513967633,0.9989016056060791,0.9989016056060791,8.540403366088867,1743314951.8221526,0.9989016056060791,476.294564728,-0.009712356142699718,10,211.30584716796875,1.5425658226013184,94.6495361328125,0,0.003239667508751154,0.0007766821072436869,0,-0.6219590902328491,-0.0003954283893108368,80000.0,1,0.13752037286758423,4,0.22006170451641083,1.3956685066223145,16.112499237060547
0.3324364721775055,-4.577636492086867e-09,0.17171654105186462,0.9750954508781433,1.503200650215149,1000,4,0.17171654105186462,0.3679625988006592,0.008851065300405025,475.5699157714844,0.011147165670990944,2.1443722248077393,86.64706420898438,0.08139575272798538,-0.0008733873255550861,0.0003096821310464293,0.9994317889213562,0.9994317889213562,8.584391593933105,1743315047.1199093,0.9994317889213562,572.141759989,-0.009884986095130444,10,210.01458740234375,1.9793570041656494,95.23148345947266,0,0.002366280183196068,0.00040177186019718647,0,-0.4219270348548889,-0.0001726299524307251,100000.0,1,0.17171654105186462,5,0.22115245461463928,1.3933509588241577,19.489999771118164
0.3174545466899872,3.051757735406113e-09,0.20633091032505035,0.9775179028511047,1.523552656173706,1000,5,0.20633091032505035,-0.3450890779495239,0.008616176433861256,571.4276123046875,0.0140790194272995,1.7992831468582153,87.23590850830078,0.05765774846076965,-0.0006989813409745693,0.0003311568289063871,0.9982507824897766,0.9982508420944214,8.564680099487305,1743315142.9670758,0.9982508420944214,666.928327751,-0.009593051858246326,10,208.76693725585938,1.8729428052902222,95.80061340332031,0,0.0016672988422214985,0.0012368414318189025,0,-0.2072678804397583,0.0002919342368841171,120000.0,1,0.20633091032505035,6,0.20836468040943146,1.3957878351211548,21.889999389648438
0.3080129027366638,-1.907348590179936e-08,0.2413632869720459,0.9805530905723572,1.3931442499160767,1000,6,0.2413632869720459,0.6014331579208374,0.010304748080670834,666.1903076171875,0.009326932020485401,2.4007163047790527,86.16878509521484,0.08887042850255966,0.000846868846565485,0.00037100736517459154,0.9997560977935791,0.9997560977935791,8.546146392822266,1743315237.7536714,0.9997560977935791,760.68115208,-0.010973894037306309,10,211.15989685058594,2.6029953956604004,94.71495819091797,0,0.0025141676887869835,0.00017246490460820496,0,0.09849992394447327,-0.0013808421790599823,140000.0,1,0.2413632869720459,7,0.22109189629554749,1.3989464044570923,28.459999084472656
0.27064967155456543,1.5258788677030566e-09,0.276776522397995,0.968498706817627,1.6634212732315063,1000,7,0.276776522397995,-1.2436916828155518,0.00722811184823513,759.9609985351562,0.01849445328116417,1.157024621963501,85.16907501220703,0.07978114485740662,0.0018358239904046059,0.0004067516711074859,1.0006297826766968,1.0006297826766968,8.530768394470215,1743315331.5064697,1.0006297826766968,854.859567957,-0.008123206906020641,10,213.44749450683594,2.9804742336273193,93.69985961914062,0,0.004349991679191589,0.0004452393332030624,0,0.12002403289079666,0.0028506871312856674,160000.0,1,0.276776522397995,8,0.1627066284418106,1.3867731094360352,28.719999313354492
0.3098081648349762,7.629394338515283e-10,0.31247860193252563,0.9555208683013916,2.1252386569976807,1000,8,0.31247860193252563,-0.0996098518371582,0.004428061656653881,854.1485595703125,0.009851304814219475,1.0574147701263428,85.6013412475586,0.06687288731336594,0.002054317854344845,0.00031197513453662395,1.000393271446228,1.000393271446228,8.52961540222168,1743315425.684896,1.000393271446228,950.34665148,-0.006249628961086273,10,212.46990966796875,2.8481385707855225,94.1309814453125,0,0.006404309533536434,0.0002780568029265851,0,0.19296249747276306,0.0018735779449343681,180000.0,1,0.31247860193252563,9,0.145775705575943,1.373416781425476,27.959999084472656
0.30696073174476624,-1.9073485846288207e-10,0.34852713346481323,0.9477280974388123,1.3270974159240723,1000,9,0.34852713346481323,0.6706769466400146,0.011355962604284286,949.6256713867188,0.012791591696441174,1.7280917167663574,86.89811706542969,0.10523922741413116,-0.0023391498252749443,0.0003332383348606527,0.999976634979248,0.999976634979248,8.534366607666016,1743315521.1718335,0.999976634979248,1044.532666596,-0.010865560732781887,10,209.57220458984375,2.197715997695923,95.43250274658203,0,0.00406515970826149,1.649351543164812e-05,0,0.18175974488258362,-0.004615931771695614,200000.0,1,0.34852713346481323,10,0.23130233585834503,1.3652424812316895,31.6200008392334
