Misc/Alpha,Metrics/LagrangeMultiplier,Safety/shield_violation,Loss/Loss_cost_critic,Loss/Loss_reward_critic/Delta,TotalEnvSteps,Train/Entropy,Train/PolicyRatio/Min,Train/PolicyRatio,Metrics/EpRet,Safety/EpCostShield,Safety/ShieldLagrangeMultiplier/Std,Train/KL,Train/PolicyRatio/Std,Value/cost,Train/LR,Misc/H_inv_g,_runtime,Metrics/LagrangeMultiplier/Std,Value/Adv,Metrics/EpCost,Train/StopIter,Safety/shield_adv_c,Metrics/LagrangeMultiplier/Max,Time/FPS,Train/Epoch,Safety/ShieldLagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Min,Loss/Loss_pi,Metrics/LagrangeMultiplier/Min,Time/Rollout,Safety/ShieldLagrangeMultiplier/Max,Train/PolicyRatio/Max,Value/reward,_step,Time/Epoch,Misc/gradient_norm,Loss/Loss_pi/Delta,Misc/FinalStepNorm,Time/Total,Misc/xHx,Loss/Loss_cost_critic/Delta,_timestamp,Train/PolicyStd,Misc/AcceptanceStep,Metrics/EpLen,Loss/Loss_reward_critic,Time/Update
3.5738794803619385,0.03599999472498894,-0.010935344733297825,3.7988088130950928,0.007963702082633972,20000.0,1.4080368280410767,0.9982225298881531,0.9982225298881531,-0.6580424308776855,23.200000762939453,0,0.0002561473229434341,0.0012568752281367779,0.09558604657649994,0,0.09350030869245529,302.375933853,0,1.2969969986897922e-08,5.199999809265137,10,-0.061447419226169586,0.03599999472498894,118.64219665527344,0,0.044999994337558746,0.044999994337558746,-0.06154888495802879,0.03599999472498894,143.66708374023438,0.044999994337558746,0.9982225298881531,0.22909052670001984,1,168.5740966796875,0.029843144118785858,-0.06154888495802879,0.33415883779525757,168.5761260986328,0.001565840095281601,3.7988088130950928,1746562251.3456392,0.9892592430114746,1,1000,0.007963702082633972,24.906982421875
2.2283363342285156,0.06651411950588226,0.8857443332672119,14.66210651397705,0.001144985668361187,40000.0,1.415690302848816,1.0008656978607178,1.0008655786514282,-0.24903614819049835,83.94999694824219,0,0.0002623185864649713,0.0006120846373960376,0.26833242177963257,0,0.14641518890857697,441.676736554,0,6.103515470812226e-09,23.375,10,1.1739089488983154,0.06651411950588226,151.07652282714844,1,0.07634872198104858,0.07634872198104858,-0.01420185249298811,0.06651411950588226,106.68696594238281,0.07634872198104858,1.0008656978607178,0.19010409712791443,2,132.3832550048828,0.044487837702035904,0.047347032465040684,0.32626229524612427,301.0763854980469,0.0040277959778904915,10.863297700881958,1746562383.8532438,0.9970855116844177,1,1000,0.00910868775099516,25.69624137878418
2.2224295139312744,0.09737962484359741,2.9534499645233154,33.32121658325195,-0.0027202735655009747,60000.0,1.4208064079284668,0.9993683695793152,0.9993683695793152,-0.060043320059776306,171.89999389648438,0,0.00027215370209887624,0.00044664417509920895,0.9296258091926575,0,0.14979888498783112,579.611464815,0,-1.2969969986897922e-08,44.483333587646484,10,1.704206109046936,0.09737962484359741,143.69061279296875,2,0.1072431430220604,0.1072431430220604,0.09665879607200623,0.09737962484359741,112.3192367553711,0.1072431430220604,0.9993683695793152,0.15126684308052063,3,139.1879425048828,0.049045879393815994,0.11086064856499434,0.3329174220561981,440.39569091796875,0.0040492345578968525,18.659110069274902,1746562523.1549802,1.0020381212234497,1,1000,0.0063884141854941845,26.86867904663086
1.5832213163375854,0.12962834537029266,5.949822425842285,27.454336166381836,-0.0035014147870242596,80000.0,1.4292389154434204,0.9987892508506775,0.9987892508506775,-0.035747624933719635,137.5500030517578,0,0.00024644253426231444,0.0008561430149711668,2.34566593170166,0,0.2232973724603653,712.313347801,0,-1.5258788677030566e-09,50.8125,10,0.029127657413482666,0.12962834537029266,145.09410095214844,3,0.13965816795825958,0.13965816795825958,0.03781064227223396,0.12962834537029266,110.19145202636719,0.13965816795825958,0.9987892508506775,0.13447865843772888,4,137.84158325195312,0.06481519341468811,-0.05884815379977226,0.353529155254364,578.3352661132812,0.007978957146406174,-5.866880416870117,1746562661.089413,1.0104695558547974,1,1000,0.002886999398469925,27.650089263916016
1.9495803117752075,0.16280147433280945,7.450327396392822,25.388355255126953,0.0022113421000540257,100000.0,1.4280303716659546,1.0003488063812256,1.000348687171936,0.08712787926197052,139.75,0,0.0002902049745898694,0.000246530951699242,3.0321383476257324,0,0.1708531230688095,849.511516076,0,4.577636492086867e-09,59.18000030517578,10,0.48987534642219543,0.16280147433280945,150.86358642578125,4,0.17295841872692108,0.17295841872692108,0.031786710023880005,0.16280147433280945,108.08557891845703,0.17295841872692108,1.0003488063812256,0.11204864829778671,5,132.57008361816406,0.06116318330168724,-0.006023932248353958,0.3330918848514557,710.9998779296875,0.005261952057480812,-2.065980911254883,1746562793.7905958,1.0093551874160767,1,1000,0.005098341498523951,24.4844913482666
1.4222469329833984,0.19658350944519043,7.57568883895874,25.163076400756836,0.001491511706262827,120000.0,1.4249638319015503,0.9982198476791382,0.9982197880744934,0.46444031596183777,149.3000030517578,0,0.00035382009809836745,0.0012588140089064837,3.2864327430725098,0,0.22306929528713226,985.618159513,0,4.577636492086867e-09,72.47000122070312,10,1.621187686920166,0.19658350944519043,145.91262817382812,5,0.2069019079208374,0.2069019079208374,0.07262745499610901,0.19658350944519043,111.26921081542969,0.2069019079208374,0.9982198476791382,0.11643408238887787,6,137.06834411621094,0.08227231353521347,0.040840744972229004,0.31725963950157166,848.2122192382812,0.009887341409921646,-0.2252788543701172,1746562930.9890034,1.0062278509140015,1,1000,0.0065898532047867775,25.799089431762695
1.5463708639144897,0.23090514540672302,10.297782897949219,32.49634552001953,0.006726333871483803,140000.0,1.4314666986465454,1.00040602684021,1.0004059076309204,0.9330477714538574,139.25,0,0.00025973128504119813,0.00028699194081127644,5.224713325500488,0,0.21892552077770233,1129.002310573,0,1.525878801089675e-08,83.18000030517578,10,2.080496072769165,0.23090514540672302,147.0417938232422,6,0.2411925047636032,0.2411925047636032,-0.014207574538886547,0.23090514540672302,110.23040008544922,0.2411925047636032,1.00040602684021,0.12116330862045288,7,136.01576232910156,0.05257513001561165,-0.08683502953499556,0.33854004740715027,984.35205078125,0.008363770321011543,7.333269119262695,1746563067.0953596,1.012681245803833,1,1000,0.01331618707627058,25.785310745239258
1.1823430061340332,0.2657642364501953,10.542495727539062,27.535490036010742,0.003193880431354046,160000.0,1.433099389076233,0.9996435046195984,0.9996435046195984,1.4048036336898804,106.0999984741211,0,0.0003485802444629371,0.00025209435261785984,5.572323799133301,0,0.2564697265625,1262.671246315,0,-1.2207030941624453e-08,76.30000305175781,10,-1.0449419021606445,0.2657642364501953,139.58114624023438,7,0.2752063274383545,0.2752063274383545,-0.11393637210130692,0.2657642364501953,116.6716079711914,0.2752063274383545,0.9996435046195984,0.1396094411611557,8,143.2858428955078,0.13306251168251038,-0.09972879756242037,0.3032352030277252,1127.7313232421875,0.014306806027889252,-4.960855484008789,1746563210.4795089,1.0143579244613647,1,1000,0.016510067507624626,26.614181518554688
1.2938910722732544,0.3010134696960449,10.380765914916992,17.882957458496094,-0.0013391552492976189,180000.0,1.4367809295654297,1.000899076461792,1.0008989572525024,2.101508378982544,105.8499984741211,0,0.00031192824826575816,0.0006356306839734316,5.260219097137451,0,0.24247117340564728,1398.896663448,0,5.340575981449547e-09,73.97000122070312,10,0.9710440039634705,0.3010134696960449,149.73622131347656,8,0.30901408195495605,0.30901408195495605,-0.1082107424736023,0.3010134696960449,106.1676025390625,0.30901408195495605,1.000899076461792,0.17635077238082886,9,133.56822204589844,0.09172722697257996,0.00572562962770462,0.31373128294944763,1261.3984375,0.011946320533752441,-9.652532577514648,1746563344.1485386,1.018144130706787,1,1000,0.015170912258327007,27.400592803955078
1.090399146080017,0.33645322918891907,10.367888450622559,24.357717514038086,0.01263460610061884,200000.0,1.4354716539382935,1.0005954504013062,1.0005954504013062,3.053023099899292,118.75,0,0.00031873612897470593,0.00042096275137737393,5.246557235717773,0,0.28812506794929504,1529.504909945,0,-3.356933575560106e-08,68.38999938964844,10,0.6016671061515808,0.33645322918891907,146.9361572265625,9,0.3429087698459625,0.3429087698459625,-0.06744080781936646,0.33645322918891907,109.67740631103516,0.3429087698459625,1.0005954504013062,0.1888742446899414,10,136.11354064941406,0.10312574356794357,0.04076993465423584,0.31417131423950195,1397.613525390625,0.016821270808577538,6.474760055541992,1746563480.3738954,1.0167958736419678,1,1000,0.027805518358945847,26.436107635498047
