Train/KL,Metrics/LagrangeMultiplier/Max,Value/cost,_step,Value/reward,Safety/shield_violation,Metrics/LagrangeMultiplier/Std,Train/LR,Safety/ShieldLagrangeMultiplier/Min,Metrics/EpLen,Loss/Loss_pi/Delta,Train/PolicyRatio/Std,Safety/ShieldLagrangeMultiplier,Time/Rollout,Time/FPS,Time/Update,Train/PolicyStd,Value/Adv,Metrics/EpRet,Loss/Loss_reward_critic/Delta,Loss/Loss_pi,Safety/EpCostShield,_runtime,Safety/shield_adv_c,Train/Epoch,Train/StopIter,Loss/Loss_cost_critic,Train/PolicyRatio/Max,Safety/ShieldLagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier/Max,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Min,Time/Epoch,Train/Entropy,Train/PolicyRatio/Min,Train/PolicyRatio,_timestamp,Loss/Loss_reward_critic,Metrics/EpCost,TotalEnvSteps,Loss/Loss_cost_critic/Delta,Time/Total
0.008845986798405647,0.035999998450279236,-0.06703972816467285,1,0.274989515542984,0.10124450922012329,0,0.0002969999914057553,0.044999994337558746,1000,-0.4553668200969696,0.009986203163862228,0.044999994337558746,77.55488586425781,118.92310333251953,90.62093353271484,0.9796315431594849,0.04986872524023056,-1.3054052591323853,0.013557487167418003,-0.4553668200969696,22.5,322.309475755,NaN,0,40,5.759780406951904,1.0036834478378296,0,0.044999994337558746,0.035999998450279236,0.035999998450279236,168.1759033203125,1.3983110189437866,1.0036834478378296,1.0036834478378296,1746522350.850472,0.013557487167418003,11.75,20000.0,5.759780406951904,168.1765899658203
0.01447956170886755,0.06904466450214386,0.21105049550533295,2,0.1945774108171463,0.7611508369445801,0,0.00029399999766610563,0.07584788650274277,1000,0.03502780199050903,0.011833100579679012,0.07584788650274277,62.4925422668457,131.06565856933594,90.10266876220703,0.940520167350769,0.14910352230072021,-0.952495276927948,-0.0052061425521969795,-0.42033901810646057,92.5,477.878092425,NaN,1,40,12.288057327270508,1.0050421953201294,0,0.07584788650274277,0.06904466450214386,0.06904466450214386,152.5952606201172,1.3575489521026611,1.0050421953201294,1.0050421953201294,1746522503.5401645,0.008351344615221024,28.299999237060547,40000.0,6.5282769203186035,320.85888671875
0.014602462761104107,0.10208611935377121,1.2613470554351807,3,0.15201111137866974,2.6757073402404785,0,0.000291000003926456,0.10785362124443054,1000,0.04720392823219299,0.01306237280368805,0.10785362124443054,67.26976013183594,128.62045288085938,88.22647094726562,0.8996283411979675,-0.09263647347688675,-0.798534631729126,-0.0012076329439878464,-0.3731350898742676,135.3000030517578,627.541959641,NaN,2,40,20.17783546447754,1.0065293312072754,0,0.10785362124443054,0.10208611935377121,0.10208611935377121,155.49627685546875,1.3129546642303467,1.0065293312072754,1.0065293312072754,1746522659.1088855,0.007143711671233177,42.86666488647461,60000.0,7.889778137207031,476.4471435546875
0.011039800941944122,0.1358836591243744,2.0169999599456787,4,0.15888111293315887,4.156508445739746,0,0.0002880000101868063,0.14039084315299988,1000,-0.01644626259803772,0.011944963596761227,0.14039084315299988,64.49317169189453,133.72171020507812,85.07110595703125,0.8729901909828186,-0.19462068378925323,-0.3301967680454254,0.0027288105338811874,-0.3895813524723053,82.4000015258789,780.207385574,NaN,3,40,14.860797882080078,1.0072095394134521,0,0.14039084315299988,0.1358836591243744,0.1358836591243744,149.5643310546875,1.2827482223510742,1.0072095394134521,1.0072095394134521,1746522808.7725868,0.009872522205114365,44.650001525878906,80000.0,-5.317037582397461,626.0839233398438
0.010775035247206688,0.17022743821144104,3.796837091445923,5,0.14598971605300903,6.38176965713501,0,0.0002849999873433262,0.17386966943740845,1000,0.039286524057388306,0.01205016952008009,0.17386966943740845,68.07219696044922,131.07728576660156,84.50947570800781,0.8497644066810608,0.01427239179611206,0.13176856935024261,-3.289710730314255e-05,-0.350294828414917,128.60000610351562,933.392461046,NaN,4,40,17.690406799316406,1.0085680484771729,0,0.17386966943740845,0.17022743821144104,0.17022743821144104,152.5817413330078,1.255603313446045,1.0085680484771729,1.0085680484771729,1746522961.4376004,0.009839625097811222,49.18000030517578,100000.0,2.829608917236328,778.7654418945312
0.012131843715906143,0.20484496653079987,3.9662468433380127,6,0.1571899652481079,7.164677143096924,0,0.00028199999360367656,0.2079629898071289,1000,-0.00466388463973999,0.012353342957794666,0.2079629898071289,66.33194732666016,130.6231689453125,86.78018951416016,0.8239313960075378,0.316389799118042,0.911579966545105,0.0027825385332107544,-0.354958713054657,124.25,1087.712035717,NaN,5,40,18.9121036529541,1.0087356567382812,0,0.2079629898071289,0.20484496653079987,0.20484496653079987,153.11219787597656,1.2247343063354492,1.0087356567382812,1.0087356567382812,1746523114.6231177,0.012622163631021976,64.61000061035156,120000.0,1.2216968536376953,931.9624633789062
0.013363160192966461,0.2398691177368164,5.314802169799805,7,0.20747119188308716,8.69896125793457,0,0.0002789999998640269,0.24213376641273499,1000,-0.04640054702758789,0.012662085704505444,0.24213376641273499,66.4162368774414,129.787109375,87.68221282958984,0.7984897494316101,-0.3012664318084717,1.727856159210205,0.002163606695830822,-0.4013592600822449,99.75,1242.611443637,NaN,6,40,14.63192081451416,1.0105479955673218,0,0.24213376641273499,0.2398691177368164,0.2398691177368164,154.0985107421875,1.1932992935180664,1.0105479955673218,1.0105479955673218,1746523268.9426546,0.014785770326852798,67.30000305175781,140000.0,-4.280182838439941,1086.13427734375
0.011951901949942112,0.27526456117630005,5.622896194458008,8,0.23868881165981293,8.753646850585938,0,0.00027600000612437725,0.276579350233078,1000,0.037350744009017944,0.012191127054393291,0.276579350233078,66.67476654052734,129.18582153320312,88.14093017578125,0.7813524603843689,-0.07926228642463684,2.6600418090820312,0.0031979642808437347,-0.36400851607322693,112.30000305175781,1399.859807827,NaN,7,40,16.232545852661133,1.0105865001678467,0,0.276579350233078,0.27526456117630005,0.27526456117630005,154.8157501220703,1.1715021133422852,1.0105865001678467,1.0105865001678467,1746523423.842177,0.017983734607696533,65.02999877929688,160000.0,1.6006250381469727,1241.1707763671875
0.011244850233197212,0.31104034185409546,6.928107261657715,9,0.22972264885902405,10.964406967163086,0,0.0002730000123847276,0.31155622005462646,1000,0.09934946894645691,0.012512200511991978,0.31155622005462646,66.99920654296875,127.27816772460938,90.13688659667969,0.7683327794075012,0.21365302801132202,3.260247230529785,-0.002993755042552948,-0.26465904712677,190.1999969482422,1557.730115818,NaN,8,40,22.927865982055664,1.0079150199890137,0,0.31155622005462646,0.31104034185409546,0.31104034185409546,157.13613891601562,1.1545625925064087,1.0079150199890137,1.0079150199890137,1746523581.090465,0.014989979565143585,78.30000305175781,180000.0,6.695320129394531,1398.3902587890625
0.012898242101073265,0.34716010093688965,6.625286102294922,10,0.2892782986164093,10.637722969055176,0,0.0002699999895412475,0.34636855125427246,1000,-0.14069858193397522,0.013118404895067215,0.34636855125427246,66.41389465332031,126.7572250366211,91.36795806884766,0.7517198920249939,0.021048203110694885,3.622169256210327,-0.0011734329164028168,-0.40535762906074524,108.0,1712.358364232,NaN,9,40,16.024791717529297,1.0107287168502808,0,0.34636855125427246,0.34716010093688965,0.34716010093688965,157.7819366455078,1.1324962377548218,1.0107287168502808,1.0107287168502808,1746523738.9607227,0.013816546648740768,77.37999725341797,200000.0,-6.903074264526367,1556.28466796875
