_runtime,Train/PolicyRatio/Max,Loss/Loss_reward_critic/Delta,Metrics/LagrangeMultiplier/Max,Value/reward,Metrics/EpCost,_step,Train/KL,Train/LR,Metrics/EpLen,Train/Entropy,Train/PolicyRatio,Loss/Loss_pi,Loss/Loss_cost_critic/Delta,Loss/Loss_cost_critic,Metrics/LagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier/Max,Train/Epoch,TotalEnvSteps,Value/cost,Safety/ShieldLagrangeMultiplier/Min,Value/Adv,Safety/shield_violation,Metrics/LagrangeMultiplier,Train/PolicyStd,Metrics/EpRet,Time/FPS,Loss/Loss_reward_critic,Safety/shield_adv_c,Metrics/LagrangeMultiplier/Min,Time/Rollout,Train/PolicyRatio/Min,_timestamp,Time/Epoch,Time/Update,Safety/ShieldLagrangeMultiplier,Time/Total,Loss/Loss_pi/Delta,Train/PolicyRatio/Std,Safety/ShieldLagrangeMultiplier/Std,Train/StopIter,Safety/EpCostShield
1779.969633,1.0036895275115967,-0.0001798197627067566,0.38689151406288147,0.014988822862505913,27.219999313354492,11,0.008133281953632832,0.00026699999580159783,1000,1.245987892150879,1.0036895275115967,-0.2734726071357727,-0.6832461357116699,6.75632905960083,0,0.3824353814125061,10,220000.0,4.780794620513916,0.3824353814125061,-0.08036097884178162,6.165254592895508,0.38689151406288147,0.8412554860115051,0.4963538646697998,138.28993225097656,0.003922870848327875,NaN,0.38689151406288147,61.27492141723633,1.0036895275115967,1746543683.3038166,144.6237030029297,83.34872436523438,0.3824353814125061,1631.9075927734375,-0.11730088293552399,0.010082057677209377,0,40,57.650001525878906
1923.358649071,1.0033893585205078,-0.0001112218014895916,0.42310431599617004,0.03776024281978607,28.549999237060547,12,0.00856765452772379,0.0002640000020619482,1000,1.2331206798553467,1.0033893585205078,-0.2499091923236847,0.6383662223815918,7.394695281982422,0,0.4172556698322296,11,240000.0,3.5312647819519043,0.4172556698322296,0.26547038555145264,7.220376014709473,0.42310431599617004,0.8305121064186096,0.4936080873012543,136.1731719970703,0.0038116490468382835,NaN,0.42310431599617004,63.21503448486328,1.0033893585205078,1746543830.2539713,146.87181091308594,83.65673828125,0.4172556698322296,1778.8583984375,0.023563414812088013,0.010373315773904324,0,40,75.69999694824219
2067.325176222,1.0054340362548828,3.869505599141121e-05,0.45899534225463867,0.034308888018131256,21.739999771118164,13,0.009691593237221241,0.0002610000083222985,1000,1.2105488777160645,1.0054340362548828,-0.37981879711151123,-2.5708956718444824,4.8237996101379395,0,0.4510098695755005,12,260000.0,4.421999931335449,0.4510098695755005,0.1979375034570694,7.703579902648926,0.45899534225463867,0.8119093775749207,0.5719788074493408,139.56324768066406,0.0038503441028296947,NaN,0.45899534225463867,58.643760681152344,1.0054340362548828,1746543973.6428883,143.30419921875,84.660400390625,0.4510098695755005,1922.2408447265625,-0.12990960478782654,0.01103929802775383,0,40,37.75
2216.344346144,1.0053914785385132,0.0014249570667743683,0.49476128816604614,0.05194750800728798,23.350000381469727,14,0.009442073293030262,0.0002579999854788184,1000,1.1944249868392944,1.0053914785385132,-0.3003154695034027,1.2905821800231934,6.114381790161133,0,0.48495355248451233,13,280000.0,3.027061700820923,0.48495355248451233,0.06942923367023468,7.5447845458984375,0.49476128816604614,0.7989270091056824,0.5469472408294678,138.99330139160156,0.005275301169604063,NaN,0.49476128816604614,60.3955078125,1.0053914785385132,1746544117.6093447,143.89183044433594,83.49626922607422,0.48495355248451233,2066.219482421875,0.07950332760810852,0.010999768041074276,0,40,64.1500015258789
2360.789735456,1.002184271812439,0.00014196615666151047,0.5307705998420715,0.05165756866335869,27.940000534057617,15,0.008992559276521206,0.00025499999173916876,1000,1.1866358518600464,1.0021841526031494,-0.1892237514257431,1.263228416442871,7.377610206604004,0,0.5198236107826233,14,300000.0,3.0171260833740234,0.5198236107826233,0.22288823127746582,7.490391254425049,0.5307705998420715,0.7927212119102478,0.4473409354686737,134.2801513671875,0.0054172673262655735,NaN,0.5307705998420715,62.74109649658203,1.002184271812439,1746544266.6286361,148.9423370361328,86.20120239257812,0.5198236107826233,2215.234375,0.1110917180776596,0.010967720299959183,0,40,96.5
2506.225645573,1.0047754049301147,8.68113711476326e-05,0.5670006275177002,0.06037824600934982,28.299999237060547,16,0.010006486438214779,0.0002519999979995191,1000,1.1761261224746704,1.0047754049301147,-0.31980234384536743,-1.8827300071716309,5.494880199432373,0,0.5544054508209229,15,320000.0,3.112391710281372,0.5544054508209229,-0.12374855577945709,7.37428617477417,0.5670006275177002,0.7844284772872925,0.4354086220264435,138.5391082763672,0.005504078697413206,NaN,0.5670006275177002,61.44983673095703,1.0047754049301147,1746544411.0739768,144.3635711669922,82.91368103027344,0.5544054508209229,2359.677734375,-0.13057859241962433,0.011381078511476517,0,40,57.20000076293945
2650.636728631,1.0033900737762451,0.00026739994063973427,0.6037766337394714,0.054240141063928604,34.650001525878906,17,0.010457790456712246,0.00024900000425986946,1000,1.1608370542526245,1.0033900737762451,-0.18256008625030518,0.38173437118530273,5.876614570617676,0,0.5895895957946777,16,340000.0,2.8977770805358887,0.5895895957946777,-0.019327964633703232,6.535933494567871,0.6037766337394714,0.7725316882133484,0.3049071431159973,137.60499572753906,0.00577147863805294,NaN,0.6037766337394714,60.54486846923828,1.0033900737762451,1746544556.5099576,145.34356689453125,84.79865264892578,0.5895895957946777,2505.100341796875,0.13724225759506226,0.011125658638775349,0,40,85.44999694824219
2795.819154465,1.006598949432373,-0.0015642172656953335,0.6411203742027283,0.06878422200679779,37.34000015258789,18,0.011397982947528362,0.0002460000105202198,1000,1.1383310556411743,1.006598949432373,-0.39643290638923645,-0.3565201759338379,5.520094394683838,0,0.624024510383606,17,360000.0,3.299046039581299,0.624024510383606,0.0696735680103302,8.067449569702148,0.6411203742027283,0.755397379398346,0.23631593585014343,138.5668182373047,0.004207261372357607,NaN,0.6411203742027283,61.235877990722656,1.006598949432373,1746544700.9210331,144.33470153808594,83.09878540039062,0.624024510383606,2649.5283203125,-0.21387282013893127,0.011716397479176521,0,40,47.150001525878906
2940.254359365,1.00535249710083,0.001010863110423088,0.678867757320404,0.07687322795391083,36.11000061035156,19,0.011311320587992668,0.00024300000222865492,1000,1.1259068250656128,1.00535249710083,-0.29405859112739563,0.5215530395507812,6.041647434234619,0,0.6583503484725952,18,380000.0,3.091390371322632,0.6583503484725952,0.08635134994983673,7.010004043579102,0.678867757320404,0.7460494041442871,0.269881933927536,137.84852600097656,0.005218124482780695,NaN,0.678867757320404,61.14293670654297,1.00535249710083,1746544846.103466,145.0867919921875,83.94381713867188,0.6583503484725952,2794.6923828125,0.10237431526184082,0.011589492671191692,0,40,60.95000076293945
3082.855241114,1.0074137449264526,0.0007771607488393784,0.7165142893791199,0.08321278542280197,29.170000076293945,20,0.012020009569823742,0.00023999999393709004,1000,1.1015961170196533,1.0074137449264526,-0.40326106548309326,-2.1037299633026123,3.937917470932007,0,0.6920168995857239,19,400000.0,2.765657424926758,0.6920168995857239,-0.13250158727169037,7.907949924468994,0.7165142893791199,0.728204607963562,0.2604754567146301,138.54486083984375,0.005995285231620073,NaN,0.7165142893791199,60.7659912109375,1.0074137449264526,1746544990.5385933,144.35757446289062,83.59152221679688,0.6920168995857239,2939.144287109375,-0.10920247435569763,0.01242873165756464,0,40,46.54999923706055
3226.306365331,1.0064654350280762,-0.0007153130136430264,0.7537466287612915,0.07542258501052856,25.09000015258789,21,0.010165177285671234,0.00023700000019744039,1000,1.0831555128097534,1.0064653158187866,-0.4316505789756775,-0.28015804290771484,3.657759428024292,0,0.7246690988540649,20,420000.0,2.731640338897705,0.7246690988540649,0.5247142314910889,7.493378162384033,0.7537466287612915,0.7149592638015747,0.27137795090675354,140.32742309570312,0.005279972217977047,NaN,0.7537466287612915,58.63949203491211,1.0064654350280762,1746545133.1395547,142.52381896972656,83.88427734375,0.7246690988540649,3081.745361328125,-0.02838951349258423,0.01181892678141594,0,40,36.79999923706055
3369.698677612,1.0080196857452393,0.0014781635254621506,0.7897433042526245,0.07231573760509491,16.15999984741211,22,0.013702412135899067,0.00023400000645779073,1000,1.0617612600326538,1.0080196857452393,-0.41720452904701233,1.569573163986206,5.227332592010498,0,0.7568012475967407,21,440000.0,2.6487739086151123,0.7568012475967407,0.41625407338142395,7.892139911651611,0.7897433042526245,0.6999923586845398,0.3852470815181732,139.49847412109375,0.0067581357434391975,NaN,0.7897433042526245,59.62032699584961,1.0080196857452393,1746545276.5906281,143.37074279785156,83.75038146972656,0.7568012475967407,3225.192626953125,0.014446049928665161,0.012405185960233212,0,40,44.79999923706055
3512.22999118,1.0055381059646606,-0.00018887966871261597,0.8241685032844543,0.07047049701213837,12.069999694824219,23,0.01146109588444233,0.00023099999816622585,1000,1.0498663187026978,1.0055381059646606,-0.27976834774017334,-2.056013345718384,3.1713192462921143,0,0.7889220714569092,22,460000.0,1.9357343912124634,0.7889220714569092,0.1981571912765503,6.517192363739014,0.8241685032844543,0.691969633102417,0.360563725233078,139.58103942871094,0.006569256074726582,NaN,0.8241685032844543,59.86063766479492,1.0055381059646606,1746545419.982941,143.2859344482422,83.42525482177734,0.7889220714569092,3368.560546875,0.137436181306839,0.012493455782532692,0,40,54.900001525878906
3655.421521435,1.0047250986099243,-0.0012109274975955486,0.8570707440376282,0.06210945546627045,11.109999656677246,24,0.013011196628212929,0.0002280000044265762,1000,1.0368672609329224,1.0047250986099243,-0.2592570185661316,-0.3470730781555176,2.8242461681365967,0,0.8213114738464355,23,480000.0,1.5096365213394165,0.8213114738464355,-0.1937924176454544,6.366214275360107,0.8570707440376282,0.6829562783241272,0.31644976139068604,140.5262451171875,0.005358328577131033,NaN,0.8570707440376282,57.7358283996582,1.0047250986099243,1746545562.5141244,142.32217407226562,84.58629608154297,0.8213114738464355,3510.989501953125,0.020511329174041748,0.01237441785633564,0,40,61.599998474121094
3799.90054848,1.005434274673462,0.0007363804616034031,0.8889714479446411,0.048414137214422226,13.970000267028809,25,0.013884982094168663,0.00022499999613501132,1000,1.0213969945907593,1.005434274673462,-0.2845868468284607,1.9099853038787842,4.734231472015381,0,0.8539689183235168,24,500000.0,1.8397629261016846,0.8539689183235168,0.20767588913440704,6.91039514541626,0.8889714479446411,0.6724866032600403,0.3864188492298126,139.78546142578125,0.006094709038734436,NaN,0.8889714479446411,60.49616622924805,1.005434274673462,1746545705.7057345,143.07640075683594,82.58015441894531,0.8539689183235168,3654.2734375,-0.0253298282623291,0.013232283294200897,0,40,62.349998474121094
3945.667155898,1.0065134763717651,-0.001966961193829775,0.9201270341873169,0.07216933369636536,15.130000114440918,26,0.013364147394895554,0.00022200000239536166,1000,1.0006628036499023,1.0065134763717651,-0.43606695532798767,0.6829061508178711,5.417137622833252,0,0.8867098689079285,25,520000.0,2.5227575302124023,0.8867098689079285,0.10394062846899033,9.150236129760742,0.9201270341873169,0.6587784886360168,0.3844960033893585,138.5231475830078,0.004127747844904661,NaN,0.9201270341873169,60.632362365722656,1.0065134763717651,1746545850.184863,144.3802032470703,83.747802734375,0.8867098689079285,3798.77197265625,-0.15148010849952698,0.012950482778251171,0,40,58.5
4091.676811779,1.0082900524139404,0.001992305740714073,0.950388491153717,0.054289501160383224,13.25,27,0.014599179849028587,0.00021899999410379678,1000,0.9800834655761719,1.0082900524139404,-0.3423849642276764,-1.7152752876281738,3.701862335205078,0,0.9182059168815613,26,540000.0,1.7685197591781616,0.9182059168815613,0.19870227575302124,5.353119373321533,0.950388491153717,0.6456772089004517,0.3319539725780487,137.32785034179688,0.006120053585618734,NaN,0.950388491153717,58.496917724609375,1.0082900524139404,1746545995.9512825,145.6368865966797,87.1399154663086,0.9182059168815613,3944.50439453125,0.09368199110031128,0.012622128240764141,0,40,29.799999237060547
4233.248598505,1.0125621557235718,-0.0007795109413564205,0.9800843000411987,0.0487549789249897,15.029999732971191,28,0.015757586807012558,0.00021600000036414713,1000,0.9475513100624084,1.0125621557235718,-0.4800965189933777,-0.5732321739196777,3.1286301612854004,0,0.9483121633529663,27,560000.0,1.5961711406707764,0.9483121633529663,-0.08896322548389435,6.7511467933654785,0.9800843000411987,0.6254925727844238,0.30745095014572144,137.0697479248047,0.005340542644262314,NaN,0.9800843000411987,61.63422775268555,1.0125621557235718,1746546141.9611325,145.91111755371094,84.27684783935547,0.9483121633529663,4090.54541015625,-0.1377115547657013,0.013527371920645237,0,40,24.549999237060547
4372.941862473,1.0063496828079224,0.001517334021627903,1.0092487335205078,0.05723220109939575,14.760000228881836,29,0.014450078830122948,0.00021300000662449747,1000,0.9251602292060852,1.0063496828079224,-0.3228723108768463,1.3314428329467773,4.460072994232178,0,0.9784513711929321,28,580000.0,1.8704938888549805,0.9784513711929321,0.05016130208969116,6.716148376464844,1.0092487335205078,0.6117150783538818,0.4275226294994354,141.42271423339844,0.006857876665890217,NaN,1.0092487335205078,58.18266677856445,1.0063496828079224,1746546283.5328453,141.4199981689453,83.23728942871094,0.9784513711929321,4232.06396484375,0.15722420811653137,0.012906022369861603,0,40,49.900001525878906
4513.558672987,1.0090357065200806,-0.0016772178933024406,1.0376155376434326,0.07184236496686935,12.260000228881836,30,0.012052706442773342,0.0002099999983329326,1000,0.9080463647842407,1.0090357065200806,-0.36956125497817993,-1.8131320476531982,2.6469409465789795,0,1.0070558786392212,29,600000.0,1.2106828689575195,1.0070558786392212,0.0012679249048233032,4.753571033477783,1.0376155376434326,0.6015425324440002,0.43008124828338623,143.35971069335938,0.005180658772587776,NaN,1.0376155376434326,55.857940673828125,1.0090357065200806,1746546423.2261403,139.50921630859375,83.6512222290039,1.0070558786392212,4371.72509765625,-0.04668894410133362,0.01252400130033493,0,40,19.399999618530273
4658.542234138,1.0115816593170166,7.698731496930122e-05,1.0651328563690186,0.0383404940366745,11.239999771118164,31,0.014810665510594845,0.00020700000459328294,1000,0.8872326612472534,1.0115816593170166,-0.3283570408821106,-0.01797938346862793,2.6289615631103516,0,1.0346165895462036,30,620000.0,1.099937081336975,1.0346165895462036,0.1688576340675354,4.615230560302734,1.0651328563690186,0.5892714858055115,0.385458767414093,142.3274688720703,0.005257646087557077,NaN,1.0651328563690186,57.144874572753906,1.0115816593170166,1746546563.8429847,140.52101135253906,83.3760986328125,1.0346165895462036,4512.4296875,0.041204214096069336,0.013320273719727993,0,40,25.450000762939453
4804.61263015,1.003397822380066,0.0014294157736003399,1.0921050310134888,0.06711417436599731,12.760000228881836,32,0.013677773997187614,0.00020399999630171806,1000,0.8914759159088135,1.0033977031707764,-0.12772725522518158,1.8833298683166504,4.512291431427002,0,1.0630518198013306,31,640000.0,1.5938876867294312,1.0630518198013306,-0.12190093100070953,4.671962738037109,1.0921050310134888,0.5919401049613953,0.436288058757782,138.0472869873047,0.006687061861157417,NaN,1.0921050310134888,61.440650939941406,1.003397822380066,1746546708.8264759,144.87789916992188,83.43720245361328,1.0630518198013306,4657.40478515625,0.20062978565692902,0.013793843798339367,0,40,60.849998474121094
4945.576715797,1.0035728216171265,0.0009650131687521935,1.1188559532165527,0.05636392906308174,14.640000343322754,33,0.014693420380353928,0.0002010000025620684,1000,0.8930673599243164,1.0035728216171265,-0.18515846133232117,0.9970002174377441,5.509291648864746,0,1.0924957990646362,32,660000.0,1.6282633543014526,1.0924957990646362,-0.12250642478466034,5.8200459480285645,1.1188559532165527,0.5929936170578003,0.5098690986633301,136.9952392578125,0.007652075029909611,NaN,1.1188559532165527,62.88557434082031,1.0035728216171265,1746546854.8969872,145.990478515625,83.10486602783203,1.0924957990646362,4803.4990234375,-0.05743120610713959,0.013697786256670952,0,40,66.0
5091.841620726,1.0066770315170288,-0.0022072228603065014,1.1452516317367554,0.05119558051228523,13.430000305175781,34,0.014780241064727306,0.00019799999427050352,1000,0.8838814496994019,1.0066770315170288,-0.20045159757137299,-2.91487979888916,2.594411849975586,0,1.12162446975708,33,680000.0,1.085675597190857,1.12162446975708,-0.12579329311847687,4.014166355133057,1.1452516317367554,0.58731609582901,0.3377448320388794,141.98367309570312,0.005444852169603109,NaN,1.1452516317367554,57.61540603637695,1.0066770315170288,1746546995.8610783,140.86126708984375,83.24581909179688,1.12162446975708,4944.44287109375,-0.015293136239051819,0.013038045726716518,0,40,40.650001525878906
5237.224636515,1.0072274208068848,0.00046248966827988625,1.1714675426483154,0.06436709314584732,14.350000381469727,35,0.015557155944406986,0.00019500000053085387,1000,0.8627541065216064,1.0072274208068848,-0.31170690059661865,0.8361892700195312,3.430601119995117,0,1.1509708166122437,34,700000.0,1.6745737791061401,1.1509708166122437,0.01587667688727379,6.356675624847412,1.1714675426483154,0.5751333236694336,0.3080157935619354,136.80772399902344,0.005907341837882996,NaN,1.1714675426483154,60.825927734375,1.0072274208068848,1746547142.1259344,146.19058227539062,85.3646011352539,1.1509708166122437,5090.7353515625,-0.11125530302524567,0.013859192840754986,0,40,50.400001525878906
5381.194782911,1.0030710697174072,-0.0008232486434280872,1.1979001760482788,0.017889807000756264,17.0,36,0.014904565177857876,0.00019200000679120421,1000,0.8655270338058472,1.0030710697174072,0.015269734896719456,1.797976016998291,5.228577136993408,0,1.1824915409088135,35,720000.0,2.258347988128662,1.1824915409088135,-0.025476187467575073,6.046741962432861,1.1979001760482788,0.5770238637924194,0.2160855233669281,137.7073211669922,0.005084093194454908,NaN,1.1979001760482788,62.43852615356445,1.0030710697174072,1746547287.508895,145.23556518554688,82.79695892333984,1.1824915409088135,5236.0439453125,0.3269766354933381,0.013635240495204926,0,40,96.80000305175781
5521.048057489,1.0080188512802124,0.001402522437274456,1.22502863407135,0.03805922716856003,20.670000076293945,37,0.016024159267544746,0.00018899999849963933,1000,0.8484287858009338,1.0080188512802124,-0.2768552005290985,-0.14347076416015625,5.085106372833252,0,1.21473228931427,36,740000.0,2.2178046703338623,1.21473228931427,-0.19124390184879303,7.193055629730225,1.22502863407135,0.5672605633735657,0.15552294254302979,139.00889587402344,0.006486615631729364,NaN,1.22502863407135,60.43276596069336,1.0080188512802124,1746547431.4790914,143.8756866455078,83.44287109375,1.21473228931427,5380.0673828125,-0.29212493542581797,0.013675401918590069,0,40,67.94999694824219
5664.841005557,1.0080574750900269,-0.0012503690086305141,1.2525554895401,0.0249604731798172,18.93000030517578,38,0.016113409772515297,0.00018600000475998968,1000,0.8310372829437256,1.0080574750900269,-0.3907889127731323,-1.3066208362579346,3.7784855365753174,0,1.2457799911499023,37,760000.0,1.5387505292892456,1.2457799911499023,0.2678132653236389,5.9499030113220215,1.2525554895401,0.5576990842819214,0.011985297314822674,143.09005737304688,0.00523624662309885,NaN,1.2525554895401,56.79949188232422,1.0080574750900269,1746547571.3323753,139.77212524414062,82.9725570678711,1.2457799911499023,5519.935546875,-0.11393371224403381,0.013833870179951191,0,40,29.850000381469727
5809.442202955,1.0094635486602783,0.00030013173818588257,1.2803775072097778,0.04346829652786255,18.40999984741211,39,0.01483639795333147,0.0001829999964684248,1000,0.8048072457313538,1.0094634294509888,-0.44534599781036377,-0.8088314533233643,2.969654083251953,0,1.2754011154174805,38,780000.0,1.7901724576950073,1.2754011154174805,0.08560431003570557,6.047339916229248,1.2803775072097778,0.5436440706253052,0.07118897140026093,139.1685028076172,0.005536378361284733,NaN,1.2803775072097778,60.32289505004883,1.0094635486602783,1746547715.1252522,143.71067810058594,83.38774108886719,1.2754011154174805,5663.72705078125,-0.054557085037231445,0.013278789818286896,0,40,23.350000381469727
5950.408925365,1.006492018699646,0.0006801057606935501,1.3083921670913696,0.019773703068494797,17.81999969482422,40,0.015328905545175076,0.00018000000272877514,1000,0.790777325630188,1.006492018699646,-0.25837886333465576,0.044014692306518555,3.0136687755584717,0,1.3044254779815674,39,800000.0,1.6510777473449707,1.3044254779815674,0.08007963001728058,4.7123847007751465,1.3083921670913696,0.5362396240234375,0.04136689007282257,138.42567443847656,0.006216484121978283,NaN,1.3083921670913696,61.201637268066406,1.006492018699646,1746547859.7264621,144.48187255859375,83.2801742553711,1.3044254779815674,5808.29150390625,0.186967134475708,0.013461070135235786,0,40,35.95000076293945
