Safety/ShieldLagrangeMultiplier/Min,_runtime,_timestamp,Safety/ShieldLagrangeMultiplier,Train/PolicyRatio/Max,Train/PolicyRatio,_step,Train/KL,Time/FPS,Time/Total,Metrics/EpCost,Safety/ShieldLagrangeMultiplier/Max,Time/Rollout,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier/Min,Safety/EpCostShield,Loss/Loss_reward_critic/Delta,Safety/shield_violation,Value/cost,Value/reward,Train/StopIter,Metrics/EpRet,Metrics/EpLen,Loss/Loss_cost_critic/Delta,Loss/Loss_pi,Safety/shield_adv_c,Train/PolicyStd,Metrics/LagrangeMultiplier/Std,Metrics/LagrangeMultiplier/Max,Loss/Loss_cost_critic,Train/PolicyRatio/Min,Loss/Loss_reward_critic,Safety/ShieldLagrangeMultiplier/Std,Train/LR,Train/Epoch,Time/Epoch,Time/Update,Train/Entropy,TotalEnvSteps,Loss/Loss_pi/Delta,Metrics/LagrangeMultiplier,Value/Adv
0.044999994337558746,570.767035863,1746561358.5008984,0.044999994337558746,1.0029592514038086,1.0029592514038086,1,0.01087331771850586,66.3554916381836,301.4084167480469,7.949999809265137,0.044999994337558746,153.525146484375,0.010305594652891159,0.035999998450279236,28.200000762939453,0.006829832214862108,-0.031880639493465424,-0.015382756479084492,0.041457630693912506,40,-1.1886746883392334,1000,3.5286576747894287,-0.3027303218841553,NaN,0.9853492379188538,0,0.035999998450279236,3.5286576747894287,1.0029592514038086,0.006829832214862108,0,0.0002969999914057553,0,301.4068603515625,147.88156127929688,1.4041521549224854,20000.0,-0.3027303218841553,0.035999998450279236,0.10236455500125885
0.0793149322271347,829.632737714,1746561626.6523514,0.0793149322271347,1.0030288696289062,1.0030288696289062,2,0.009086305275559425,74.611328125,569.597412109375,7.900000095367432,0.0793149322271347,115.68914794921875,0.010845661163330078,0.0709940642118454,48.29999923706055,-0.0014417325146496296,0.5588474869728088,0.41540947556495667,0.03555721417069435,40,-0.7222021222114563,1000,2.143850564956665,-0.2255752980709076,NaN,0.9650472402572632,0,0.0709940642118454,5.672508239746094,1.0030288696289062,0.005388099700212479,0,0.00029399999766610563,1,268.0558166503906,152.36659240722656,1.3833180665969849,40000.0,0.07715502381324768,0.0709940642118454,-0.16450664401054382
0.11194507777690887,1091.166860647,1746561885.5176325,0.11194507777690887,1.0027676820755005,1.0027676820755005,3,0.009312010370194912,77.28660583496094,828.4440307617188,7.400000095367432,0.11194507777690887,108.4990005493164,0.011768020689487457,0.10588864982128143,20.649999618530273,-6.979983299970627e-05,1.2135320901870728,0.26090776920318604,0.014856885187327862,40,-0.698893129825592,1000,-3.4554476737976074,-0.26665937900543213,NaN,0.9406072497367859,0,0.10588864982128143,2.2170605659484863,1.0027676820755005,0.005318299867212772,0,0.000291000003926456,2,258.77703857421875,150.2779998779297,1.3576661348342896,60000.0,-0.041084080934524536,0.10588864982128143,-0.03157452493906021
0.14528417587280273,1352.676387281,1746562147.0518622,0.14528417587280273,1.0061070919036865,1.0061070919036865,4,0.011806590482592583,76.49703979492188,1089.9888916015625,8.212499618530273,0.14528417587280273,113.2225341796875,0.012206553481519222,0.14088626205921173,34.79999923706055,0.0006806300953030586,2.1432530879974365,0.47364288568496704,0.02237238921225071,40,-0.38627323508262634,1000,1.352066993713379,-0.2431652694940567,NaN,0.9127424359321594,0,0.14088626205921173,3.5691275596618652,1.0061070919036865,0.005998929962515831,0,0.0002880000101868063,3,261.4480285644531,148.22544860839844,1.3275891542434692,80000.0,0.023494109511375427,0.14088626205921173,-0.13027682900428772
0.1747581958770752,1630.910966386,1746562408.5612648,0.1747581958770752,1.0074241161346436,1.0074241161346436,5,0.010912617668509483,76.50736999511719,1351.4864501953125,6.789999961853027,0.1747581958770752,110.02487182617188,0.011946402490139008,0.1756124496459961,4.949999809265137,0.0020406553521752357,1.5548226833343506,0.5822879672050476,0.03243446722626686,40,-0.30080899596214294,1000,-2.332393527030945,-0.2489101141691208,NaN,0.8878158330917358,0,0.1756124496459961,1.2367340326309204,1.0074241161346436,0.008039585314691067,0,0.0002849999873433262,4,261.4127197265625,151.3878173828125,1.2999235391616821,100000.0,-0.005744844675064087,0.1756124496459961,0.10043512284755707
0.20467475056648254,1908.050410106,1746562686.7959015,0.20467475056648254,1.008142113685608,1.008142113685608,6,0.014004711993038654,71.90357208251953,1629.7354736328125,5.28000020980835,0.20467475056648254,120.37312316894531,0.012677145190536976,0.2095986008644104,23.350000381469727,-0.0009645274840295315,2.326498508453369,0.6890736222267151,0.046960603445768356,40,0.01613420993089676,1000,0.08460509777069092,-0.23801031708717346,NaN,0.856351375579834,0,0.2095986008644104,1.3213391304016113,1.008142113685608,0.007075057830661535,0,0.00028199999360367656,5,278.1502990722656,157.77708435058594,1.2638201713562012,120000.0,0.010899797081947327,0.2095986008644104,0.1067577600479126
0.23554149270057678,2177.547479862,1746562963.93547,0.23554149270057678,1.0070003271102905,1.0070003271102905,7,0.012739396654069424,72.19202423095703,1906.8558349609375,9.9399995803833,0.23554149270057678,120.7124252319336,0.012605755589902401,0.24415063858032227,76.19999694824219,-5.601905286312103e-07,2.8098905086517334,0.5748538970947266,0.04333122447133064,40,0.12114134430885315,1000,3.769766330718994,-0.1966669112443924,NaN,0.8325908780097961,0,0.24415063858032227,5.0911054611206055,1.0070003271102905,0.007074497640132904,0,0.0002789999998640269,6,277.0389404296875,156.32643127441406,1.2357090711593628,140000.0,0.04134340584278107,0.24415063858032227,0.05869842320680618
0.2655646502971649,2439.456741217,1746563233.4326262,0.2655646502971649,1.0081462860107422,1.0081462860107422,8,0.014546944759786129,74.23409271240234,2176.373046875,9.140000343322754,0.2655646502971649,122.11518096923828,0.013232985511422157,0.2790381908416748,20.5,-0.0016503487713634968,2.2490155696868896,0.6914215087890625,0.04865629971027374,40,0.3202618360519409,1000,-2.6728038787841797,-0.22142450511455536,NaN,0.8100624680519104,0,0.2790381908416748,2.418301582336426,1.0081462860107422,0.005424148868769407,0,0.00027600000612437725,7,269.4179992675781,147.30271911621094,1.2082533836364746,160000.0,-0.024757593870162964,0.2790381908416748,-0.0037780478596687317
0.2972288429737091,2711.955433383,1746563495.3417096,0.2972288429737091,1.007335901260376,1.007335901260376,9,0.015222081914544106,76.39203643798828,2438.2568359375,13.739999771118164,0.2972288429737091,111.3924331665039,0.012922325171530247,0.31438279151916504,66.0,-2.0279549062252045e-06,3.026320695877075,0.6215419769287109,0.04766559228301048,40,0.2083035707473755,1000,0.6476113796234131,-0.20551125705242157,NaN,0.7816997170448303,0,0.31438279151916504,3.065912961959839,1.007335901260376,0.005422120913863182,0,0.0002730000123847276,8,261.8074035644531,150.41485595703125,1.1726340055465698,180000.0,0.01591324806213379,0.31438279151916504,0.0883205384016037
0.3291280269622803,2975.506791931,1746563767.839844,0.3291280269622803,1.0094494819641113,1.0094494819641113,10,0.014313082210719585,73.43626403808594,2710.7080078125,18.540000915527344,0.3291280269622803,119.15023040771484,0.013202620670199394,0.34993138909339905,37.099998474121094,-0.0012227860279381275,5.009742736816406,0.9417608380317688,0.05555218458175659,40,0.2705897092819214,1000,1.2608325481414795,-0.3096061646938324,NaN,0.763439416885376,0,0.34993138909339905,4.326745510101318,1.0094494819641113,0.0041993348859250546,0,0.0002699999895412475,9,272.3450012207031,153.19467163085938,1.148963451385498,200000.0,-0.10409490764141083,0.34993138909339905,0.11370272934436798
