Train/KL,Train/PolicyRatio,Train/PolicyRatio/Max,Misc/gradient_norm,Metrics/LagrangeMultiplier,Misc/AcceptanceStep,Metrics/LagrangeMultiplier/Max,Metrics/EpRet,_timestamp,Time/Update,Safety/ShieldLagrangeMultiplier/Min,Train/PolicyRatio/Min,Train/PolicyRatio/Std,_step,Value/Adv,Value/cost,Safety/shield_adv_c,Train/LR,Safety/shield_violation,Time/Epoch,TotalEnvSteps,Loss/Loss_reward_critic,Loss/Loss_reward_critic/Delta,Train/StopIter,Safety/EpCostShield,Safety/ShieldLagrangeMultiplier,Loss/Loss_cost_critic,Time/FPS,Train/Epoch,Value/reward,Safety/ShieldLagrangeMultiplier/Std,Train/Entropy,Misc/FinalStepNorm,Loss/Loss_pi,Misc/xHx,Metrics/LagrangeMultiplier/Std,Loss/Loss_pi/Delta,_runtime,Misc/H_inv_g,Safety/ShieldLagrangeMultiplier/Max,Metrics/EpCost,Time/Total,Misc/Alpha,Metrics/EpLen,Loss/Loss_cost_critic/Delta,Time/Rollout,Metrics/LagrangeMultiplier/Min,Train/PolicyStd
0.00042891979683190584,1.000539779663086,1.000539779663086,0.04577090963721275,0.0010000000474974513,1,0.0010000000474974513,-0.3327101171016693,1746496510.375303,17.704212188720703,0.044999994337558746,1.000539779663086,0.0003817380638793111,1,-1.4877318932349226e-08,-0.0694994181394577,0.0058926367200911045,0,-0.1367950439453125,128.35012817382812,20000.0,0.004926165100187063,0.004926165100187063,10,13.350000381469727,0.044999994337558746,0.6929489374160767,155.8237762451172,0,-0.02475644275546074,0,1.4646016359329224,0.18135158717632294,-0.044981956481933594,0.0013796096900478005,0,-0.044981956481933594,226.677807014,0.04763059690594673,0.044999994337558746,0.0,128.35113525390625,3.807459592819214,1000,0.6929489374160767,110.64588928222656,0.0010000000474974513,1.04727041721344
0.0003390491474419832,1.0001741647720337,1.0001742839813232,0.04525105655193329,0.027044788002967834,1,0.027044788002967834,-0.21517696976661682,1746496607.7946823,17.561866760253906,0.07902656495571136,1.0001742839813232,0.00012323744886089116,2,-3.051757735406113e-09,-0.053120002150535583,0.8984207510948181,0,0.17858059704303741,97.36007690429688,40000.0,0.0021079913713037968,-0.0028181737288832664,10,24.950000762939453,0.07902656495571136,3.3018031120300293,205.4230194091797,1,-0.0274368766695261,0,1.5026601552963257,0.292715460062027,-0.3719746768474579,0.0015441554132848978,0,-0.3269927203655243,321.274186469,0.08133503049612045,0.07902656495571136,3.424999952316284,225.78274536132812,3.5988857746124268,1000,2.6088541746139526,79.79818725585938,0.027044788002967834,1.0873925685882568
0.0004384691419545561,0.9990965723991394,0.9990965723991394,0.08254076540470123,0.057065628468990326,1,0.057065628468990326,-1.0272624492645264,1746496702.3909862,17.078462600708008,0.11116046458482742,0.9990965723991394,0.0006388057372532785,3,3.3950804834148585e-08,0.2549283504486084,0.024098031222820282,0,0.155270054936409,94.53665924072266,60000.0,0.00644169095903635,0.0043336995877325535,10,9.699999809265137,0.11116046458482742,1.5446964502334595,211.55813598632812,2,-0.023557107895612717,0,1.5088056325912476,0.1630171537399292,-0.4676075279712677,0.0027347642462700605,0,-0.09563285112380981,420.535816029,0.06028080731630325,0.11116046458482742,4.349999904632568,320.3790588378906,2.704296112060547,1000,-1.7571066617965698,77.45816802978516,0.057065628468990326,1.0940386056900024
0.00026593892835080624,1.00115966796875,1.00115966796875,0.03283670172095299,0.08877624571323395,1,0.08877624571323395,-0.809688925743103,1746496801.6527605,17.489803314208984,0.14440026879310608,1.00115966796875,0.0008200652664527297,4,-1.5258788677030566e-09,0.4905141592025757,-0.9975055456161499,0,0.582331657409668,99.19977569580078,80000.0,0.0020554885268211365,-0.004386202432215214,10,25.0,0.14440026879310608,2.7989964485168457,201.6133575439453,3,-0.06470941007137299,0,1.5191580057144165,0.3427569270133972,-0.40108194947242737,0.0014400500804185867,0,0.06652557849884033,519.858078965,0.09197324514389038,0.14440026879310608,3.612499952316284,419.6377258300781,3.7267022132873535,1000,1.2542999982833862,81.70994567871094,0.08877624571323395,1.1054534912109375
0.00035504187690094113,1.0015844106674194,1.0015844106674194,0.044243454933166504,0.12150296568870544,1,0.12150296568870544,-0.6132596731185913,1746496900.9749777,17.393136978149414,0.17658931016921997,1.0015844106674194,0.0011203194735571742,5,1.12533564688988e-08,-0.05146629735827446,0.23875349760055542,0,0.9903748035430908,99.25748443603516,100000.0,0.0031324573792517185,0.001076968852430582,10,51.349998474121094,0.17658931016921997,4.638513088226318,201.4961395263672,4,-0.055861011147499084,0,1.5484927892684937,0.293904185295105,-0.250467985868454,0.0020347139798104763,0,0.1506139636039734,616.119155882,0.09374400973320007,0.17658931016921997,3.7300000190734863,518.956787109375,3.135178327560425,1000,1.8395166397094727,81.86431884765625,0.12150296568870544,1.1385496854782104
0.0004169794556219131,1.001386284828186,1.0013864040374756,0.056901413947343826,0.1550244241952896,1,0.1550244241952896,-0.4685952663421631,1746496997.2360134,17.122343063354492,0.2086726576089859,1.0013864040374756,0.0009802795248106122,6,1.2207030941624453e-08,-0.09641782939434052,-0.023001141846179962,0,1.1819396018981934,96.1678695678711,120000.0,0.0012015178799629211,-0.0019309394992887974,10,21.350000381469727,0.2086726576089859,2.2064857482910156,207.96966552734375,5,-0.04392806813120842,0,1.5538301467895508,0.3143504559993744,-0.42236247658729553,0.002142893383279443,0,-0.17189449071884155,715.927393898,0.10289644449949265,0.2086726576089859,4.170000076293945,615.1880493164062,3.0550174713134766,1000,-2.4320273399353027,79.04549407958984,0.1550244241952896,1.1444772481918335
0.00023785512894392014,1.001241683959961,1.001241683959961,0.02530895546078682,0.18868139386177063,1,0.18868139386177063,-0.41552066802978516,1746497097.0442793,17.52483367919922,0.2396613508462906,1.001241683959961,0.0008780593634583056,7,-3.051757735406113e-09,0.26134058833122253,-0.1786976307630539,0,2.326648712158203,99.74779510498047,140000.0,0.001945038209669292,0.0007435203297063708,10,90.44999694824219,0.2396613508462906,3.682762384414673,200.50567626953125,6,-0.030345525592565536,0,1.5483359098434448,0.3595392405986786,-0.3348526060581207,0.001981710083782673,0,0.0875098705291748,818.856692928,0.11317551881074905,0.2396613508462906,3.2799999713897705,715.0298461914062,3.1768288612365723,1000,1.4762766361236572,82.22293853759766,0.18868139386177063,1.1381726264953613
0.00036922632716596127,1.001170039176941,1.001170039176941,0.07434533536434174,0.22294315695762634,1,0.22294315695762634,0.20527981221675873,1746497199.973462,17.492839813232422,0.27182483673095703,1.001170039176941,0.0008273145067505538,8,-9.918212917625624e-09,-0.015995221212506294,0.3491482138633728,0,2.5019733905792236,102.85871887207031,160000.0,0.0017916259821504354,-0.00015341222751885653,10,55.25,0.27182483673095703,5.559254169464111,194.44146728515625,7,-0.021613653749227524,0,1.575181007385254,0.27527546882629395,-0.24785248935222626,0.0031170775182545185,0,0.08700011670589447,925.460085297,0.10867434740066528,0.27182483673095703,6.449999809265137,817.9501953125,2.5330309867858887,1000,1.8764917850494385,85.36585235595703,0.22294315695762634,1.1695829629898071
0.00031454674899578094,1.000163197517395,1.0001633167266846,0.058867666870355606,0.2536516785621643,1,0.2536516785621643,0.21578529477119446,1746497306.5768924,17.201189041137695,0.3043312430381775,1.0001633167266846,0.00011542617721715942,9,-7.629394005448376e-09,0.5957889556884766,2.2826271057128906,0,4.058257579803467,106.53958129882812,180000.0,0.002655747812241316,0.0008641218300908804,10,118.6500015258789,0.3043312430381775,14.32972526550293,187.72366333007812,8,-0.010126377455890179,0,1.5987310409545898,0.2985275983810425,-0.2825774848461151,0.0022926731035113335,0,-0.034724995493888855,1025.091215308,0.10107447952032089,0.3043312430381775,17.829999923706055,924.5596923828125,2.953540802001953,1000,8.770471096038818,89.3383560180664,0.2536516785621643,1.1971673965454102
0.00026445378898642957,1.00241219997406,1.00241219997406,0.031740158796310425,0.2853982150554657,1,0.2853982150554657,0.18406151235103607,1746497406.2081425,17.395429611206055,0.33534443378448486,1.00241219997406,0.0017056548967957497,10,-9.918212917625624e-09,0.5859525799751282,-0.002131909132003784,0,3.7159483432769775,99.5731201171875,200000.0,0.0036561600863933563,0.0010004122741520405,10,23.25,0.33534443378448486,5.641365051269531,200.857421875,9,-0.0092888493090868,0,1.5908066034317017,0.34407860040664673,-0.4597521722316742,0.0013864716747775674,0,-0.17717468738555908,1124.289296892,0.09059406071901321,0.33534443378448486,18.75,1024.1982421875,3.7980258464813232,1000,-8.688360214233398,82.17766571044922,0.2853982150554657,1.187869668006897
