Train/KL,Train/Entropy,Metrics/EpCost,Misc/Alpha,Loss/Loss_reward_critic,_timestamp,Train/Epoch,Loss/Loss_pi,Train/PolicyRatio,_step,Metrics/LagrangeMultiplier,Misc/FinalStepNorm,Train/PolicyRatio/Min,Loss/Loss_cost_critic/Delta,Misc/xHx,TotalEnvSteps,Metrics/LagrangeMultiplier/Min,Metrics/EpRet,Train/PolicyRatio/Max,Time/Epoch,Metrics/LagrangeMultiplier/Max,Value/reward,Metrics/EpLen,Metrics/LagrangeMultiplier/Std,Value/cost,_runtime,Value/Adv,Time/Rollout,Train/LR,Time/Total,Time/Update,Misc/gradient_norm,Time/FPS,Loss/Loss_pi/Delta,Train/PolicyRatio/Std,Misc/H_inv_g,Train/PolicyStd,Loss/Loss_reward_critic/Delta,Train/StopIter,Misc/AcceptanceStep,Loss/Loss_cost_critic
0.0004116289201192558,1.4159235954284668,25.399999618530273,1.541061282157898,0.005980206653475761,1743306027.920691,0,-0.008372021839022636,0.999489963054657,1,0.03599999472498894,0.21383759379386902,0.999489963054657,2.9700331687927246,0.008421503938734531,20000.0,0.03599999472498894,-1.0513560771942139,0.999489963054657,95.72463989257812,0.03599999472498894,-0.15992328524589539,1000,0,-0.10083363950252533,190.886666858,1.678466787780053e-08,84.56616973876953,0,95.72559356689453,11.158445358276367,0.14131276309490204,208.93263244628906,-0.008372021839022636,0.00036066462052986026,0.13875995576381683,0.9970013499259949,0.005980206653475761,10,1,2.9700331687927246
0.00028190240846015513,1.4199954271316528,23.899999618530273,2.420503854751587,0.004313766490668058,1743306121.9734776,1,-0.005475092213600874,1.0020875930786133,2,0.07092832028865814,0.2929069399833679,1.0020875930786133,-0.351564884185791,0.003413636004552245,40000.0,0.07092832028865814,-0.9501846432685852,1.0020875930786133,93.99553680419922,0.07092832028865814,-0.12581664323806763,1000,0,0.45303720235824585,284.710995916,-1.831054596834747e-08,83.10807037353516,0,189.78451538085938,10.887442588806152,0.05920817330479622,212.77606201171875,0.0028969296254217625,0.0014760949416086078,0.12101072818040848,1.0014928579330444,-0.001666440162807703,10,1,2.6184682846069336
0.00038123325794003904,1.4170442819595337,34.483333587646484,2.30139422416687,0.0025601915549486876,1743306215.7978492,2,-0.0060062105767428875,1.0008682012557983,3,0.10584667325019836,0.28585830330848694,1.0008682012557983,3.5178446769714355,0.003776128403842449,60000.0,0.10584667325019836,-0.8052921295166016,1.0008682012557983,93.76016235351562,0.10584667325019836,-0.12301269173622131,1000,0,0.9851556420326233,379.645075045,7.629394005448376e-09,82.99893188476562,0,283.60040283203125,10.761207580566406,0.08200069516897202,213.3102264404297,-0.0005311183631420135,0.0006139390752650797,0.12421092391014099,0.9987499117851257,-0.0017535749357193708,10,1,6.136312961578369
0.00029179739067330956,1.4173623323440552,51.775001525878906,2.270441770553589,0.004167844541370869,1743306310.7319372,3,-0.007321482058614492,1.001153588294983,4,0.14028042554855347,0.3604466915130615,1.0011537075042725,2.92185640335083,0.0038797887973487377,80000.0,0.14028042554855347,-0.48944300413131714,1.0011537075042725,94.85276794433594,0.14028042554855347,-0.10024604201316833,1000,0,5.1760454177856445,473.809583034,1.0681151962899094e-08,84.02620697021484,0,378.517333984375,10.826539993286133,0.056419193744659424,210.85308837890625,-0.001315271481871605,0.0008157381671480834,0.15875618159770966,0.9990509152412415,0.0016076529864221811,10,1,9.0581693649292
0.000407581334002316,1.4019180536270142,58.5,1.7832210063934326,0.007338170427829027,1743306404.8964322,4,-0.00788089632987976,0.9996568560600281,5,0.17488953471183777,0.27425986528396606,0.9996568560600281,0.21478557586669922,0.0062895407900214195,100000.0,0.17488953471183777,-0.4283905029296875,0.9996568560600281,94.10149383544922,0.17488953471183777,-0.07153278589248657,1000,0,2.679121494293213,567.926732916,-7.629394005448376e-09,83.31349182128906,0,472.7000732421875,10.787975311279297,0.11780288070440292,212.53648376464844,-0.0005594142712652683,0.00024265344836749136,0.15380026400089264,0.9838787913322449,0.0031703258864581585,10,1,9.272954940795898
0.00026867480482906103,1.3859758377075195,75.97000122070312,2.0719857215881348,0.005547098815441132,1743306499.0135674,5,-0.007423906121402979,1.0007268190383911,6,0.20952937006950378,0.356490820646286,1.0007269382476807,-1.5169038772583008,0.004658601246774197,120000.0,0.20952937006950378,0.004036426544189453,1.0007269382476807,94.04084014892578,0.20952937006950378,-0.03446149453520775,1000,0,5.0145649909973145,662.102713626,-1.525878801089675e-08,83.17729949951172,0,566.8037719726562,10.863519668579102,0.07639205455780029,212.67355346679688,0.00045699020847678185,0.0005139667773619294,0.1720527559518814,0.9681081771850586,-0.0017910716123878956,10,1,7.756051063537598
0.0003801816492341459,1.3627365827560425,82.7300033569336,2.094255208969116,0.005727388896048069,1743306593.1894927,6,-0.006513852626085281,0.9998399615287781,7,0.2444884181022644,0.2799149453639984,0.9998399615287781,-2.332766532897949,0.004560052417218685,140000.0,0.2444884181022644,0.45199692249298096,0.9998399615287781,94.11693572998047,0.2444884181022644,-0.012793043628334999,1000,0,6.901607036590576,756.083902153,-1.9836425835251248e-08,83.30743408203125,0,660.9991455078125,10.809471130371094,0.11790810525417328,212.50160217285156,0.0009100534953176975,0.00011317834287183359,0.13365846872329712,0.9462929368019104,0.0001802900806069374,10,1,5.423284530639648
0.0002680779143702239,1.354658603668213,81.62000274658203,1.6001759767532349,0.009586921893060207,1743306687.1708615,7,-0.009701845236122608,0.9999833106994629,8,0.27985578775405884,0.34530875086784363,0.9999833106994629,-0.885216236114502,0.007810772396624088,160000.0,0.27985578775405884,0.83925461769104,0.9999833106994629,93.91788482666016,0.27985578775405884,0.027119457721710205,1000,0,7.314479827880859,850.168108384,3.433227480087453e-09,83.44696044921875,0,754.9752807617188,10.470906257629395,0.08051345497369766,212.9519805908203,-0.003187992610037327,1.180111758003477e-05,0.21579425036907196,0.9389536380767822,0.0038595329970121384,10,1,4.5380682945251465
0.00025899067986756563,1.3632882833480835,75.33999633789062,1.6027652025222778,0.012877840548753738,1743306781.2548244,8,-0.009104483760893345,1.0009742975234985,9,0.315513014793396,0.34006401896476746,1.000974416732788,0.6198029518127441,0.007785556372255087,180000.0,0.315513014793396,1.130242109298706,1.000974416732788,94.02175903320312,0.315513014793396,0.0506480410695076,1000,0,7.5182037353515625,944.228563203,-1.5258788677030566e-09,83.10932159423828,0,849.0576782226562,10.912405967712402,0.07770112156867981,212.7167205810547,0.0005973614752292633,0.000689016655087471,0.21217334270477295,0.9477691054344177,0.003290918655693531,10,1,5.157871246337891
0.0002575432590674609,1.369489312171936,70.54000091552734,1.6377636194229126,0.011816897429525852,1743306875.3154624,9,-0.008479139767587185,1.0006389617919922,10,0.3513078987598419,0.33744537830352783,1.0006389617919922,-1.98067045211792,0.007456361316144466,200000.0,0.3513078987598419,1.6225885152816772,1.0006389617919922,94.00233459472656,0.3513078987598419,0.06315532326698303,1000,0,7.072554111480713,1035.88009647,-1.831054596834747e-08,83.47405242919922,0,943.1248168945312,10.528257369995117,0.09155712276697159,212.7606658935547,0.00062534399330616,0.00045175800914876163,0.20604033768177032,0.9533554911613464,-0.0010609431192278862,10,1,3.1772007942199707
