Loss/Loss_pi/Delta,Time/Epoch,Value/Adv,Loss/Loss_cost_critic/Delta,Time/Total,Loss/Loss_pi,Loss/Loss_reward_critic/Delta,Misc/s,Value/reward,Metrics/EpLen,Train/KL,Train/Entropy,Train/PolicyRatio/Min,Misc/A,Train/PolicyRatio/Max,Misc/Alpha,Time/Update,Misc/gradient_norm,Misc/r,_step,Loss/Loss_cost_critic,Time/FPS,Train/PolicyStd,Misc/q,Train/StopIter,Loss/Loss_reward_critic,Train/PolicyRatio/Std,Train/PolicyRatio,TotalEnvSteps,_runtime,Metrics/EpCost,Misc/B,Misc/xHx,Misc/Nu_star,Misc/H_inv_g,_timestamp,Misc/FinalStepNorm,Misc/cost_gradient_norm,Misc/AcceptanceStep,Train/Epoch,Misc/Lambda_star,Time/Rollout,Train/LR,Value/cost,Misc/OptimCase,Metrics/EpRet
-0.04120149090886116,118.57582092285156,7.629394005448376e-09,16.757844924926758,118.57699584960938,-0.04120149090886116,7.145043849945068,1.5558860301971436,0.06222974881529808,500,0.00011756621825043112,1.4212077856063843,1.0000232458114624,0.07811597734689713,1.0000232458114624,0.5059561729431152,8.608372688293457,0.11838256567716599,0.00423958245664835,1,16.757844924926758,168.66845703125,1.00238037109375,0.07812753319740295,10,7.145043849945068,1.6465415683342144e-05,1.0000232458114624,20000.0,238.600240071,43.775001525878906,-1231.59375,0.07812753319740295,0.11337729543447495,0.7054078578948975,1743334660.9215293,0.34504762291908264,0.5479958653450012,1,0,0,109.96741485595703,0,0.005131361540406942,0,1.0924701690673828
-0.0029089488089084625,119.07324981689453,9.155272984173735e-09,-3.2783451080322266,237.71661376953125,-0.04411043971776962,-2.220707416534424,1.748960018157959,0.1449536830186844,500,0.00012148200767114758,1.4160915613174438,1.0001049041748047,0.07034017145633698,1.0001049041748047,0.5332249999046326,8.602258682250977,0.11426925659179688,-0.001255991868674755,2,13.479499816894531,167.96383666992188,0.9976065754890442,0.0703410729765892,10,4.9243364334106445,7.412229751935229e-05,1.0001049041748047,40000.0,358.739436534,45.599998474121094,-1188.89208984375,0.0703410729765892,0.1069362685084343,0.6673771739006042,1743334780.0493996,0.3462752103805542,0.5773325562477112,1,1,0,110.4709701538086,0,1.5429646968841553,0,3.052051305770874
0.015935270115733147,120.06925201416016,3.051757735406113e-09,-6.325100421905518,357.839111328125,-0.028175169602036476,-1.107506513595581,0.7866168022155762,0.48987647891044617,500,0.00011006579006789252,1.4086236953735352,0.9999251365661621,0.08245889097452164,0.9999251365661621,0.49240973591804504,8.638147354125977,0.12795980274677277,0.004559987224638462,3,7.154399394989014,166.57054138183594,0.9903523921966553,0.08248532563447952,10,3.8168299198150635,5.296455492498353e-05,0.9999251365661621,60000.0,478.700776953,34.04999923706055,-1473.89013671875,0.08248532563447952,0.15945325791835785,0.7037310004234314,1743334900.188606,0.35430967807769775,0.38462206721305847,1,2,0,111.43108367919922,0,2.3576648235321045,0,-0.05076301470398903
-0.0076461490243673325,119.88043212890625,-5.340575981449547e-09,3.110581874847412,477.7908630371094,-0.03582131862640381,1.536012887954712,1.1414566040039062,0.21477748453617096,500,0.00010613055201247334,1.4097610712051392,0.9978952407836914,0.07242826372385025,0.9978952407836914,0.5254513025283813,8.64282512664795,0.11615870893001556,-0.0032934921327978373,4,10.264981269836426,166.83290100097656,0.9916556477546692,0.07243776321411133,10,5.352842807769775,0.0014882894465699792,0.9978952407836914,80000.0,598.249741316,25.270000457763672,-559.4168701171875,0.07243776321411133,0.13236869871616364,0.6754044890403748,1743335020.1498604,0.3541179895401001,0.4550357460975647,1,3,0,111.23758697509766,0,2.906954765319824,0,-1.0759578943252563
-0.000752083957195282,119.4880599975586,7.629394005448376e-09,1.336165428161621,597.3584594726562,-0.03657340258359909,0.15831613540649414,1.5068817138671875,0.16588763892650604,500,0.00010974414180964231,1.4154587984085083,1.000046968460083,0.09304922819137573,1.000046968460083,0.4602855443954468,8.61246395111084,0.13412921130657196,0.04512805491685867,5,11.601146697998047,167.3807373046875,0.9977849125862122,0.09440071880817413,10,5.5111589431762695,3.3155545679619536e-05,1.0000468492507935,100000.0,717.518518549,33.06999969482422,-725.7335815429688,0.09440071880817413,0.11520607769489288,0.7592652440071106,1743335139.6988199,0.35268938541412354,0.5295520424842834,1,4,0,110.87557220458984,0,4.90041971206665,0,-1.1264060735702515
-0.006683193147182465,119.1889877319336,6.103515470812226e-09,-2.33695125579834,716.6091918945312,-0.043256595730781555,-0.9264955520629883,1.5123411417007446,-0.16019687056541443,500,0.00011652810644591227,1.4087437391281128,1.0008018016815186,0.08907516300678253,1.0008018016815186,0.4732246994972229,8.506280899047852,0.1278805285692215,-0.018804561346769333,6,9.264195442199707,167.8007354736328,0.9912628531455994,0.0893089771270752,10,4.584663391113281,0.0005669032107107341,1.000801682472229,120000.0,836.853958724,39.06999969482422,-1009.3189086914062,0.0893089771270752,0.11499795317649841,0.7461544871330261,1743335258.9677188,0.3502531349658966,0.5418991446495056,1,5,0,110.68268585205078,0,4.719805717468262,0,-0.11226413398981094
0.002095051109790802,119.24037170410156,4.959106458812812e-09,-1.945150375366211,835.9379272460938,-0.04116154462099075,0.5072808265686035,1.5516548156738281,0.4362756907939911,500,0.00012142580817453563,1.4055513143539429,0.9991433620452881,0.07535693049430847,0.9991433620452881,0.5148897767066956,8.518863677978516,0.1160145103931427,0.01134942565113306,7,7.319045066833496,167.72842407226562,0.9888231158256531,0.0754399448633194,10,5.091944217681885,0.0006057345308363438,0.9991433620452881,140000.0,956.21266694,34.779998779296875,-779.5659790039062,0.0754399448633194,0.11353177577257156,0.7041889429092407,1743335378.303175,0.344493567943573,0.5586450695991516,1,6,0,110.72148895263672,0,4.550724029541016,0,-0.28417330980300903
0.009789519011974335,119.2751693725586,-1.907348501362094e-09,-0.800839900970459,955.2993774414062,-0.03137202560901642,0.5766401290893555,1.2420110702514648,-0.008763772435486317,500,0.00010558388021308929,1.4070590734481812,0.9980379939079285,0.09065087884664536,0.9980379939079285,0.461681991815567,8.509003639221191,0.13238681852817535,0.06284214556217194,8,6.518205165863037,167.67950439453125,0.990449845790863,0.09383051097393036,10,5.66858434677124,0.0013873898424208164,0.9980379939079285,160000.0,1075.53216081,40.97999954223633,-1352.10986328125,0.09383051097393036,0.12689726054668427,0.7608078718185425,1743335497.6616492,0.3558884561061859,0.47972536087036133,1,7,0,110.76614379882812,0,4.548498153686523,0,-0.8652547597885132
-0.022422056645154953,119.2342529296875,-4.577636492086867e-09,0.5245332717895508,1074.615966796875,-0.05379408225417137,-0.17192506790161133,2.404561996459961,-0.10250051319599152,500,0.00011727707169484347,1.4028211832046509,1.0007460117340088,0.07835458219051361,1.0007460117340088,0.5026202201843262,8.515838623046875,0.12427376210689545,-0.04422726109623909,9,7.042738437652588,167.73704528808594,0.9861600995063782,0.07916805893182755,10,5.496659278869629,0.0005274537834338844,1.0007458925247192,180000.0,1194.499859476,35.7400016784668,-531.198486328125,0.07916805893182755,0.09120045602321625,0.7037089467048645,1743335616.9813187,0.34796035289764404,0.6748526692390442,1,8,0,110.71839141845703,0,4.2542901039123535,0,-0.6853672862052917
0.021785087883472443,118.88311004638672,-5.1498409980865745e-09,-1.2886667251586914,1193.588134765625,-0.03200899437069893,0.4046173095703125,0.8867148160934448,-0.25589632987976074,500,0.0001156204380095005,1.396812915802002,1.0019407272338867,0.08041851222515106,1.0019407272338867,0.4986575245857239,8.5138578414917,0.12742407619953156,0.003369818441569805,10,5.7540717124938965,168.23248291015625,0.9803830981254578,0.08043131977319717,10,5.901276588439941,0.0013723013689741492,1.0019407272338867,200000.0,1313.634364326,34.689998626708984,-1357.1197509765625,0.08043131977319717,0.150183767080307,0.7001467943191528,1743335735.949009,0.34985288977622986,0.4158829152584076,1,9,0,110.36923217773438,0,7.130045413970947,0,-0.1629096418619156
