Time/Total,Train/PolicyRatio/Max,Train/KL,Metrics/LagrangeMultiplier/Max,Time/Update,Value/cost,TotalEnvSteps,Loss/Loss_pi/Delta,Misc/AcceptanceStep,Loss/Loss_cost_critic,Time/Epoch,Loss/Loss_reward_critic,Metrics/EpRet,Train/Epoch,Misc/xHx,Value/Adv,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Min,Misc/FinalStepNorm,Train/PolicyRatio,Train/PolicyStd,Misc/H_inv_g,Time/Rollout,Time/FPS,Train/Entropy,Metrics/EpCost,Train/LR,Misc/Alpha,_step,Train/StopIter,Loss/Loss_pi,Metrics/EpLen,Loss/Loss_reward_critic/Delta,Train/PolicyRatio/Min,Value/reward,_runtime,Loss/Loss_cost_critic/Delta,_timestamp,Misc/gradient_norm,Train/PolicyRatio/Std,Metrics/LagrangeMultiplier/Std
102.67562103271484,0.9997445344924927,0.00044043955858796835,0.03599999472498894,10.590743064880371,-0.07231398671865463,20000.0,-0.005847049877047539,1,0.7275345325469971,102.67462158203125,0.004770193714648485,-0.3508206009864807,0,0.003968737553805113,-1.2969969986897922e-08,0.03599999472498894,0.03599999472498894,0.21718348562717438,0.9997444748878479,0.9956068992614746,0.09674721956253052,92.08385467529297,194.7901153564453,1.4143792390823364,21.899999618530273,0,2.2448549270629883,1,10,-0.005847049877047539,1000,0.004770193714648485,0.9997445344924927,-0.02486330270767212,206.516083195,0.7275345325469971,1743306030.9910643,0.08854229003190994,0.0001806694781407714,0
205.43980407714844,1.0000579357147217,0.0001728292554616928,0.06925232708454132,10.748401641845703,-0.08121700584888458,40000.0,-0.0016016880981624126,1,0.18085280060768127,102.70716094970703,0.002785119693726301,-0.30193614959716797,1,0.005443295929580927,-1.5258788677030566e-09,0.06925232708454132,0.06925232708454132,0.3757871091365814,1.0000578165054321,0.9985650181770325,0.1960461139678955,91.95873260498047,194.7283935546875,1.4174060821533203,12.425000190734863,0,1.9168301820755005,2,10,-0.007448737975209951,1000,-0.001985074020922184,1.0000579357147217,-0.02857855148613453,309.21053077,-0.5466817319393158,1743306133.7535064,0.041412509977817535,4.085436376044527e-05,0
308.1319274902344,0.9987612962722778,0.00018215051386505365,0.102719247341156,10.540496826171875,-0.06228039413690567,60000.0,0.0007527894340455532,1,1.8391239643096924,102.63892364501953,0.002823937451466918,-0.3065556585788727,2,0.0036402223631739616,-4.1961669694501325e-09,0.102719247341156,0.102719247341156,0.38117268681526184,0.9987612366676331,1.0107011795043945,0.16261902451515198,92.09840393066406,194.85784912109375,1.4295049905776978,14.666666984558105,0,2.343961238861084,3,10,-0.006695948541164398,1000,3.88177577406168e-05,0.9987612962722778,-0.028867371380329132,411.781330706,1.658271163702011,1743306236.4479692,0.03308538347482681,0.0008759238990023732,0
410.6874694824219,0.9992138147354126,0.00028409698279574513,0.13675157725811005,10.68179702758789,0.16210848093032837,80000.0,-0.0022627701982855797,1,2.8119935989379883,102.4990005493164,0.0017011633608490229,-0.14766862988471985,3,0.0060561285354197025,1.831054596834747e-08,0.13675157725811005,0.13675157725811005,0.35997307300567627,0.9992137551307678,1.0003563165664673,0.19808563590049744,91.81717681884766,195.1238555908203,1.4191278219223022,25.325000762939453,0,1.8172600269317627,4,10,-0.008958718739449978,1000,-0.0011227740906178951,0.9992138147354126,-0.02223922684788704,514.486183522,0.9728696346282959,1743306339.0188205,0.055557023733854294,0.0005559450364671648,0
513.4075317382812,1.0004608631134033,0.00031002634204924107,0.17127060890197754,10.695313453674316,1.4302101135253906,100000.0,0.0020122877322137356,1,1.785687804222107,102.645751953125,0.004024615045636892,-0.03673668950796127,4,0.004142091143876314,1.5258788677030566e-09,0.17127060890197754,0.17127060890197754,0.3308163285255432,1.0004607439041138,1.0037142038345337,0.15055052936077118,91.9504165649414,194.84487915039062,1.4224261045455933,24.6200008392334,0,2.1973774433135986,5,10,-0.006946431007236242,1000,0.0023234516847878695,1.0004608631134033,-0.02073241025209427,616.750828204,-1.0263057947158813,1743306441.7236166,0.04808724671602249,0.00032582326093688607,0
615.6712036132812,0.9991472959518433,0.0003140186017844826,0.20611999928951263,10.472953796386719,3.1520164012908936,120000.0,0.0007358482107520103,1,2.3156545162200928,102.20169830322266,0.003005275037139654,0.13409356772899628,5,0.004120000638067722,-6.103515470812226e-09,0.20611999928951263,0.20611999928951263,0.3194512724876404,0.9991472363471985,0.9960897564888,0.1449902504682541,91.72872161865234,195.6914520263672,1.4148544073104858,24.360000610351562,0,2.2032604217529297,6,10,-0.006210582796484232,1000,-0.0010193400084972382,0.9991472959518433,-0.0070709907449781895,718.539341205,0.5299667119979858,1743306543.9882438,0.06172129139304161,0.0006029809010215104,0
717.4574584960938,0.9998230338096619,0.00026840699138119817,0.24128113687038422,10.833812713623047,1.905629277229309,140000.0,0.00026276707649230957,1,1.0352697372436523,101.72787475585938,0.00382733135484159,0.20122173428535461,6,0.005128341261297464,1.5258788677030566e-09,0.24128113687038422,0.24128113687038422,0.32481372356414795,0.9998230338096619,0.9888326525688171,0.16447816789150238,90.89404296875,196.6029510498047,1.4074888229370117,26.31999969482422,0,1.9748135805130005,7,10,-0.005947815719991922,1000,0.0008220563177019358,0.9998230338096619,0.0008330862037837505,819.703825477,-1.2803847789764404,1743306645.7767835,0.07586530596017838,0.0001251480425707996,0
818.60546875,1.000732183456421,0.0003761183761525899,0.27656084299087524,10.759820938110352,1.9728964567184448,160000.0,-0.000669822096824646,1,0.8695517778396606,101.0879135131836,0.002753205830231309,0.41421955823898315,7,0.0046336958184838295,9.727477490173442e-09,0.27656084299087524,0.27656084299087524,0.2688020169734955,1.0007320642471313,0.9835286140441895,0.1293843537569046,90.32807159423828,197.8475799560547,1.4018902778625488,24.09000015258789,0,2.0775465965270996,8,10,-0.006617637816816568,1000,-0.001074125524610281,1.000732183456421,0.01341598853468895,921.040577515,-0.1657179594039917,1743306746.9412565,0.1259426325559616,0.0005176194827072322,0
919.96044921875,1.0005745887756348,0.0003180367930326611,0.3110158145427704,10.827220916748047,1.2285195589065552,180000.0,0.002156762406229973,1,0.7820059061050415,101.27906799316406,0.005601965356618166,0.3947208523750305,8,0.002380721503868699,-1.1444091896350983e-08,0.3110158145427704,0.3110158145427704,0.3017955422401428,1.0005745887756348,0.9682779312133789,0.1041245386004448,90.45182037353516,197.4741668701172,1.385705828666687,15.140000343322754,0,2.898409605026245,9,10,-0.0044608754105865955,1000,0.002848759526386857,1.0005745887756348,0.02081969380378723,1022.777407365,-0.08754587173461914,1743306848.2780197,0.05675388127565384,0.0004062956140842289,0
1021.694091796875,0.9988125562667847,0.00031790320645086467,0.34461620450019836,10.858453750610352,1.7231543064117432,200000.0,-0.0013842033222317696,1,0.8613482117652893,101.67548370361328,0.005337627604603767,0.33056002855300903,9,0.0033988403156399727,1.2969969986897922e-08,0.34461620450019836,0.34461620450019836,0.3040417432785034,0.9988124966621399,0.9597201347351074,0.12533842027187347,90.81700134277344,196.70425415039062,1.3769720792770386,13.710000038146973,0,2.4257664680480957,10,10,-0.005845078732818365,1000,-0.0002643377520143986,0.9988125562667847,0.02894486114382744,1123.932981026,0.0793423056602478,1743306950.0148437,0.054151006042957306,0.000839705637190491,0
