Misc/s,Time/FPS,Value/reward,Train/Entropy,Misc/r,Misc/Nu_star,Misc/OptimCase,Loss/Loss_reward_critic/Delta,Misc/q,Loss/Loss_pi,Train/PolicyRatio/Max,Value/Adv,Loss/Loss_reward_critic,Train/PolicyRatio/Min,Loss/Loss_cost_critic/Delta,Metrics/EpRet,Time/Epoch,Train/PolicyRatio/Std,Time/Update,Misc/B,Train/LR,Misc/Lambda_star,Loss/Loss_cost_critic,Misc/AcceptanceStep,Train/Epoch,Train/KL,_runtime,Train/PolicyRatio,Misc/A,Metrics/EpLen,_timestamp,Time/Rollout,Misc/H_inv_g,_step,Misc/xHx,Value/cost,Misc/Alpha,Loss/Loss_pi/Delta,Train/PolicyStd,Misc/FinalStepNorm,Misc/gradient_norm,Metrics/EpCost,Misc/cost_gradient_norm,Time/Total,TotalEnvSteps,Train/StopIter
0.017238713800907135,58.25333023071289,0.27054542303085327,1.4310439825057983,-0.001712833996862173,1.0771160125732422,0,0.013555082492530346,0.004032531753182411,-0.00618453323841095,0.9990366697311401,-2.0217894913798773e-08,0.013555082492530346,0.9990366697311401,4.872190475463867,-1.0980260372161865,343.3280029296875,0.0006812335923314095,8.553638458251953,-95149.140625,0,0,4.872190475463867,1,0,0.0001300221774727106,687.656610194,0.9990366101264954,0.00386234512552619,1000,1743328138.6541758,334.77435302734375,0.12252681702375412,1,0.004032531753182411,-0.06611564755439758,2.227027416229248,-0.00618453323841095,1.0122252702713013,0.3372802138328552,0.061674270778894424,40.5,0.09379878640174866,343.32891845703125,20000.0,10
0.027121827006340027,58.238834381103516,0.2396875023841858,1.4289363622665405,-0.0015789021272212267,0.8587276339530945,0,-0.009996130829676986,0.009870026260614395,-0.005840005818754435,1.0005277395248413,0.0,0.00355895166285336,1.0005277395248413,0.7827472686767578,-0.7468667030334473,343.4134521484375,0.000373140093870461,8.503753662109375,-91165.4609375,0,0,5.654937744140625,1,1,0.00011449991870904341,1032.104090409,1.0005277395248413,0.009778110310435295,1000,1743328482.1339848,334.9096984863281,0.19966746866703033,2,0.009870026260614395,0.8461472392082214,1.4234939813613892,0.0003445274196565151,1.0102225542068481,0.3328029215335846,0.10691264271736145,49.724998474121094,0.14318546652793884,686.7979125976562,40000.0,10
0.048940617591142654,58.07585906982422,0.1913602352142334,1.4145784378051758,-0.004722187295556068,0.639263927936554,0,-2.7002999559044838e-05,0.016445312649011612,-0.009612297639250755,0.9994596242904663,-5.264282165740042e-08,0.0035319486632943153,0.9994596242904663,-1.1192607879638672,-0.6961828470230103,344.3771667480469,0.00038210334605537355,8.552629470825195,-59840.109375,0,0,4.535676956176758,1,2,0.0001813857234083116,1378.01176663,0.9994595646858215,0.015989677980542183,1000,1743328826.5814633,335.82452392578125,0.18843284249305725,3,0.016445312649011612,2.0218374729156494,1.102792501449585,-0.0037722918204963207,0.995793879032135,0.3131369352340698,0.1820201426744461,54.11666488647461,0.18603529036045074,1031.242431640625,60000.0,10
0.047364041209220886,57.833438873291016,0.15954266488552094,1.4182701110839844,0.0021719811484217644,0.6498162150382996,0,0.0005745314992964268,0.006913277320563793,-0.006317530293017626,0.9994680881500244,6.484984993448961e-09,0.004106480162590742,0.9994680881500244,-0.19963788986206055,-0.6508666276931763,345.8207092285156,0.0003761184634640813,8.530099868774414,-65650.109375,0,0,4.336039066314697,1,3,0.00015830688062123954,1723.26604247,0.9994680881500244,0.0068136765621602535,1000,1743329172.4891374,337.29058837890625,0.17740626633167267,4,0.006913277320563793,2.8983187675476074,1.7008761167526245,0.0032947673462331295,0.9995003342628479,0.3050399124622345,0.07346829771995544,55.76250076293945,0.17307151854038239,1377.1328125,80000.0,10
0.04063379764556885,57.94008255004883,0.11405856907367706,1.4300018548965454,0.0017848953139036894,0.7015703320503235,0,0.0009033591486513615,0.00697140209376812,-0.006570232100784779,1.0007753372192383,1.2207030941624453e-08,0.005009839311242104,1.0007753372192383,0.3547048568725586,-0.5931145548820496,345.1841735839844,0.0005481900298036635,8.5087251663208,-84020.28125,0,0,4.690743923187256,1,4,0.0001347038196399808,2065.060623956,1.0007753372192383,0.0068929982371628284,1000,1743329517.7434325,336.6754455566406,0.20445896685123444,5,0.00697140209376812,3.668635606765747,1.6937707662582397,-0.0002527018077671528,1.0114169120788574,0.34291955828666687,0.05761581286787987,58.43000030517578,0.1308840662240982,1722.404296875,100000.0,10
0.047097280621528625,58.527915954589844,0.0778714269399643,1.4432201385498047,0.00627627270296216,0.6516539454460144,0,-0.0003708484582602978,0.009120888076722622,-0.0046958038583397865,1.0004785060882568,-2.8991697931246563e-08,0.004638990852981806,1.0004785060882568,-0.7186717987060547,-0.5726081728935242,341.71728515625,0.0003382425056770444,8.45883560180664,-76361.078125,0,0,3.972072124481201,1,5,0.00016379824955947697,2409.061447167,1.0004783868789673,0.008284499868750572,1000,1743329859.5379465,333.2584228515625,0.21768662333488464,6,0.009120888076722622,2.8778553009033203,1.4807991981506348,0.001874428242444992,1.0252430438995361,0.30935508012771606,0.07733086496591568,59.970001220703125,0.17279039323329926,2064.193359375,120000.0,10
0.042757682502269745,58.15334701538086,0.05899079516530037,1.4445213079452515,-0.0011885776184499264,0.6839240193367004,0,0.0008986764587461948,0.007401991635560989,-0.008122456260025501,0.9999639391899109,-1.9836425835251248e-08,0.005537667311728001,0.9999639391899109,-0.5782184600830078,-0.6785690188407898,343.9183044433594,2.5512899810564704e-05,8.477195739746094,-81522.65625,0,0,3.3938536643981934,1,6,0.00016128228162415326,2752.355898897,0.9999639391899109,0.007368951570242643,1000,1743330203.5388253,335.44110107421875,0.18916702270507812,7,0.007401991635560989,2.738557815551758,1.6437675952911377,-0.0034266524016857147,1.0262378454208374,0.3094719350337982,0.09198636561632156,59.040000915527344,0.1739012897014618,2408.188232421875,140000.0,10
0.03774673864245415,58.271583557128906,0.0419464185833931,1.4531575441360474,0.0010434741852805018,0.7279058694839478,0,-0.0009895632974803448,0.007124368101358414,-0.0066605848260223866,0.9996806979179382,1.3732909920349812e-08,0.004548104014247656,0.9996806979179382,-0.39499354362487793,-0.5999252200126648,343.220458984375,0.00022576662013307214,8.580495834350586,-80518.625,0,0,2.9988601207733154,1,7,0.00012260524090379477,3098.102372275,0.9996806979179382,0.0070955222472548485,1000,1743330546.8332496,334.6399230957031,0.209559828042984,8,0.007124368101358414,3.970526933670044,1.6754887104034424,0.0014618714340031147,1.0352131128311157,0.34811896085739136,0.05370611324906349,55.130001068115234,0.1307801455259323,2751.49072265625,160000.0,10
0.052105434238910675,57.858055114746094,0.027119286358356476,1.4588285684585571,0.0031085177324712276,0.6195458173751831,0,0.0006449185311794281,0.008953806012868881,-0.0066981203854084015,0.9996909499168396,-1.678466787780053e-08,0.005193022545427084,0.9996909499168396,0.5085761547088623,-0.6412078738212585,345.6735534667969,0.0002185454504797235,8.597084045410156,-61395.36328125,0,0,3.5074362754821777,1,8,0.00013817378203384578,3443.757984607,0.9996909499168396,0.008768357336521149,1000,1743330892.5796924,337.0764465332031,0.21900364756584167,9,0.008953806012868881,4.015008926391602,1.4945515394210815,-3.753555938601494e-05,1.0409876108169556,0.3360150456428528,0.07844074070453644,56.560001373291016,0.13535600900650024,3097.2373046875,180000.0,10
0.05967668071389198,57.875030517578125,0.006590286269783974,1.4499577283859253,0.004076837096363306,0.578912079334259,0,0.001444356981664896,0.011980158276855946,-0.007356804329901934,1.0000574588775635,6.103515470812226e-09,0.00663737952709198,1.0000574588775635,-0.9071366786956787,-0.6766608357429504,345.5721740722656,4.057338446727954e-05,8.587671279907227,-43755.92578125,0,0,2.600299596786499,1,9,0.00016472942661494017,3786.948029876,1.000057339668274,0.011701647192239761,1000,1743331238.2353988,336.9844665527344,0.23277567327022552,10,0.011980158276855946,3.6024417877197266,1.292062520980835,-0.0006586839444935322,1.0319602489471436,0.32203802466392517,0.07652948796749115,51.099998474121094,0.17999275028705597,3442.88623046875,200000.0,10
