Value/Adv,Time/Update,Loss/Loss_pi/Delta,Value/reward,Train/StopIter,Safety/shield_adv_c,Metrics/EpRet,Time/FPS,Safety/ShieldLagrangeMultiplier/Std,Metrics/LagrangeMultiplier,Loss/Loss_pi,Train/PolicyRatio,_step,Loss/Loss_reward_critic/Delta,Metrics/LagrangeMultiplier/Std,Train/PolicyStd,Safety/shield_violation,Train/LR,_timestamp,Safety/EpCostShield,Train/PolicyRatio/Std,Loss/Loss_cost_critic/Delta,Loss/Loss_cost_critic,Train/PolicyRatio/Min,Metrics/LagrangeMultiplier/Min,Train/PolicyRatio/Max,Safety/ShieldLagrangeMultiplier,Time/Total,Time/Rollout,Train/Epoch,Metrics/EpCost,_runtime,Value/cost,Safety/ShieldLagrangeMultiplier/Min,Metrics/LagrangeMultiplier/Max,TotalEnvSteps,Loss/Loss_reward_critic,Safety/ShieldLagrangeMultiplier/Max,Time/Epoch,Metrics/EpLen,Train/KL,Train/Entropy
0.006208453327417374,135.8373260498047,-0.44717147946357727,-0.184743732213974,40,NaN,-0.4530302882194519,72.43441009521484,0,0.03599999472498894,-0.44717147946357727,1.0028010606765747,1,0.008048417046666145,0,0.9734905362129211,0.02320050820708275,0.0002969999914057553,1746496676.4565232,69.5999984741211,0.01054946705698967,15.8500394821167,15.8500394821167,1.0028010606765747,0.03599999472498894,1.0028010606765747,0.044999994337558746,276.1131591796875,140.2744903564453,0,37.0,507.218897079,-0.1740427017211914,0.044999994337558746,0.03599999472498894,20000.0,0.008048417046666145,0.044999994337558746,276.11187744140625,1000,0.010547944344580173,1.3920186758041382
-0.3326001763343811,142.3572998046875,0.04450094699859619,-0.1596270054578781,40,NaN,-0.6466084718704224,87.05701446533203,0,0.07104651629924774,-0.4026705324649811,1.0014926195144653,2,0.00013911910355091095,0,0.9565359950065613,0.7746008634567261,0.00029399999766610563,1746496906.2683454,80.9000015258789,0.008810373954474926,2.5704965591430664,18.420536041259766,1.0014926195144653,0.07104651629924774,1.0014926195144653,0.08003836870193481,505.9256286621094,87.37712097167969,1,40.45000076293945,732.468081806,0.28064876794815063,0.08003836870193481,0.07104651629924774,40000.0,0.008187536150217056,0.08003836870193481,229.7344970703125,1000,0.005947750061750412,1.3744243383407593
0.05563152953982353,136.5655517578125,-0.018203139305114746,-0.1482311338186264,40,NaN,-0.751674473285675,88.82312774658203,0,0.10600590705871582,-0.4208736717700958,1.002940058708191,3,-0.0010210024192929268,0,0.9241638779640198,2.194056987762451,0.000291000003926456,1746497131.5175538,52.20000076293945,0.012534547597169876,-11.00622844696045,7.414307594299316,1.0029401779174805,0.10600590705871582,1.0029401779174805,0.11419488489627838,731.1782836914062,88.60096740722656,2,36.88333511352539,964.850722098,0.9516109228134155,0.11419488489627838,0.10600590705871582,60000.0,0.0071665337309241295,0.11419488489627838,225.16659545898438,1000,0.014923266135156155,1.3395254611968994
-0.2036370187997818,142.32037353515625,0.05400139093399048,-0.11129467934370041,40,NaN,-0.48828354477882385,86.09284973144531,0,0.14066973328590393,-0.36687228083610535,1.0027227401733398,4,0.0005241013132035732,0,0.9074398875236511,3.190869092941284,0.0002880000101868063,1746497363.90037,45.349998474121094,0.009921903721988201,1.7412347793579102,9.155542373657227,1.0027227401733398,0.14066973328590393,1.0027227401733398,0.1475909948348999,963.5680541992188,89.98686218261719,3,32.32500076293945,1205.384970908,1.2619932889938354,0.1475909948348999,0.14066973328590393,80000.0,0.007690635044127703,0.1475909948348999,232.3073272705078,1000,0.008296458050608635,1.3212496042251587
0.0631943941116333,144.48443603515625,-0.013725817203521729,-0.061891790479421616,40,NaN,-0.08183746039867401,83.17274475097656,0,0.17511671781539917,-0.3805980980396271,1.0029046535491943,5,0.0013798386789858341,0,0.8895698189735413,4.958617210388184,0.0002849999873433262,1746497604.4341018,61.599998474121094,0.010282930918037891,1.8023300170898438,10.95787239074707,1.0029046535491943,0.17511671781539917,1.0029046535491943,0.18132077157497406,1204.1015625,95.97886657714844,4,31.43000030517578,1446.20012672,2.515528917312622,0.18132077157497406,0.17511671781539917,100000.0,0.009070473723113537,0.18132077157497406,240.46337890625,1000,0.0073568387888371944,1.301004409790039
0.14465919137001038,139.2675323486328,0.09441226720809937,-0.03262348845601082,40,NaN,0.5877363681793213,83.08332824707031,0,0.20965608954429626,-0.2861858308315277,1.003433108329773,6,0.0016341423615813255,0,0.8786524534225464,4.97705078125,0.00028199999360367656,1746497845.2500038,127.75,0.008976180106401443,8.715063095092773,19.672935485839844,1.003433108329773,0.20965608954429626,1.003433108329773,0.21513524651527405,1444.9061279296875,101.4545669555664,5,35.2400016784668,1689.87587604,2.4235165119171143,0.21513524651527405,0.20965608954429626,120000.0,0.010704616084694862,0.21513524651527405,240.72218322753906,1000,0.0052113099955022335,1.2887382507324219
-0.396229088306427,143.98733520507812,0.0003579854965209961,0.02014380879700184,40,NaN,1.2749062776565552,82.10858917236328,0,0.244541198015213,-0.2858278453350067,1.0044386386871338,7,0.0007751956582069397,0,0.8606523275375366,6.444120407104492,0.0002789999998640269,1746498088.924834,143.8000030517578,0.00990595668554306,1.742452621459961,21.415388107299805,1.0044386386871338,0.244541198015213,1.0044386386871338,0.24937966465950012,1688.5638427734375,99.59246826171875,6,42.7599983215332,1925.0187317,3.040168285369873,0.24937966465950012,0.244541198015213,140000.0,0.011479811742901802,0.24937966465950012,243.57989501953125,1000,0.007664330769330263,1.2679511308670044
-0.07844297587871552,140.40309143066406,-0.11123421788215637,0.07925299555063248,40,NaN,2.1477792263031006,85.09083557128906,0,0.27973198890686035,-0.3970620632171631,1.0038551092147827,8,0.0013738665729761124,0,0.8533434271812439,8.071746826171875,0.00027600000612437725,1746498324.0680997,78.0999984741211,0.009309940971434116,-7.790063858032227,13.625324249267578,1.0038551092147827,0.27973198890686035,1.0038551092147827,0.28347039222717285,1923.717529296875,94.63978576660156,7,44.689998626708984,2165.986778253,4.236591815948486,0.28347039222717285,0.27973198890686035,160000.0,0.012853678315877914,0.28347039222717285,235.04293823242188,1000,0.0074456557631492615,1.2592620849609375
0.24351952970027924,135.58116149902344,0.06179139018058777,0.11214929074048996,40,NaN,2.6775829792022705,83.02543640136719,0,0.31533917784690857,-0.3352706730365753,1.0032305717468262,9,0.0008098641410470009,0,0.8385176062583923,8.889620780944824,0.0002730000123847276,1746498565.0362654,123.8499984741211,0.009203558787703514,6.260276794433594,19.885601043701172,1.0032305717468262,0.31533917784690857,1.0032305717468262,0.3181803226470947,2164.698486328125,105.3088150024414,8,55.279998779296875,2405.228292515,4.779393672943115,0.3181803226470947,0.31533917784690857,180000.0,0.013663542456924915,0.3181803226470947,240.89002990722656,1000,0.0068687256425619125,1.2414838075637817
0.2551667392253876,139.60079956054688,0.0008724331855773926,0.1775476038455963,40,NaN,3.1856391429901123,83.62438201904297,0,0.35135605931282043,-0.3343982398509979,1.0045346021652222,10,0.0016250424087047577,0,0.8208895921707153,9.675552368164062,0.0002699999895412475,1746498804.2779334,122.75,0.010335388593375683,-0.4713001251220703,19.4143009185791,1.0045346021652222,0.35135605931282043,1.0045346021652222,0.35336121916770935,2403.94287109375,99.56385803222656,9,62.599998474121094,2646.799086562,4.829124927520752,0.35336121916770935,0.35135605931282043,200000.0,0.015288584865629673,0.35336121916770935,239.16470336914062,1000,0.009049154818058014,1.2203278541564941
