Misc/xHx,_runtime,Misc/FinalStepNorm,Misc/AcceptanceStep,Misc/H_inv_g,Metrics/EpCost,Misc/gradient_norm,TotalEnvSteps,Train/StopIter,Loss/Loss_reward_critic,Value/cost,Train/PolicyRatio/Std,Time/Total,Train/Entropy,Metrics/LagrangeMultiplier,Value/reward,Metrics/LagrangeMultiplier/Min,Train/PolicyRatio,Metrics/LagrangeMultiplier/Max,Time/Rollout,Train/PolicyRatio/Max,Time/Update,Loss/Loss_cost_critic,Metrics/EpLen,_step,Loss/Loss_pi,Misc/Alpha,Train/PolicyRatio/Min,Train/PolicyStd,Loss/Loss_cost_critic/Delta,Loss/Loss_reward_critic/Delta,Train/Epoch,Time/Epoch,Loss/Loss_pi/Delta,Metrics/LagrangeMultiplier/Std,_timestamp,Train/KL,Metrics/EpRet,Train/LR,Value/Adv,Time/FPS
0.0052743591368198395,180.306825724,0.29227519035339355,1,0.15009361505508423,51.150001525878906,0.07580580562353134,20000.0,10,0.0047917552292346954,0.17661742866039276,0.0006138829048722982,89.89202880859375,1.4245314598083496,0.03599999472498894,0.0378556102514267,0.03599999472498894,0.9991318583488464,0.03599999472498894,81.33523559570312,0.9991318583488464,8.5555419921875,3.711583137512207,1000,1,-0.006543862167745829,1.9472860097885132,0.9991318583488464,1.0056174993515015,3.711583137512207,0.0047917552292346954,0,89.89080047607422,-0.006543862167745829,0,1743317517.8831985,0.00030112493550404906,-0.39334219694137573,0,6.866454960174906e-09,222.49217224121094
0.004768912680447102,269.535306489,0.332755446434021,1,0.16248764097690582,37.625,0.05619090050458908,40000.0,10,0.005207672715187073,1.2642371654510498,9.674107423052192e-05,179.3345947265625,1.4258489608764648,0.07032585144042969,0.01537378504872322,0.07032585144042969,0.9998631477355957,0.07032585144042969,80.81227111816406,0.9998631477355957,8.560909271240234,3.020141363143921,1000,2,-0.006704956293106079,2.047881603240967,0.9998631477355957,1.0069788694381714,-0.6914417743682861,0.0004159174859523773,1,89.37321472167969,-0.00016109412536025047,0,1743317607.3312788,0.00026431784499436617,-0.2504086494445801,0,-1.907348501362094e-09,223.78070068359375
0.006043517030775547,360.498283382,0.3047410845756531,1,0.16751790046691895,39.150001525878906,0.05844367295503616,60000.0,10,0.010092643089592457,1.077545404434204,0.0004306283954065293,268.5408020019531,1.426930546760559,0.10464799404144287,0.01874399743974209,0.10464799404144287,0.9993910193443298,0.10464799404144287,80.64189910888672,0.9993910193443298,8.49056339263916,3.7674853801727295,1000,3,-0.007187740411609411,1.819155216217041,0.9993910193443298,1.0080960988998413,0.7473440170288086,0.004884970374405384,2,89.13248443603516,-0.00048278411850333214,0,1743317696.5598583,0.0002726853417698294,0.08737310767173767,0,6.866454960174906e-09,224.3850860595703
0.0067361448891460896,450.323464377,0.31755897402763367,1,0.18429578840732574,48.76250076293945,0.06509348005056381,80000.0,10,0.006576281972229481,1.4448747634887695,0.00020174292149022222,359.54864501953125,1.4198609590530396,0.13931047916412354,0.024781018495559692,0.13931047916412354,1.000285267829895,0.13931047916412354,82.35319519042969,1.0002853870391846,8.558123588562012,4.404568195343018,1000,4,-0.00823155790567398,1.7230939865112305,1.0002853870391846,1.0013132095336914,0.6370828151702881,-0.003516361117362976,3,90.91133880615234,-0.0010438174940645695,0,1743317787.5229092,0.00031939876498654485,0.2685542702674866,0,-9.155272984173735e-09,219.99456787109375
0.007846926338970661,540.045917769,0.3611973822116852,1,0.22624534368515015,55.0,0.04634569585323334,100000.0,10,0.008255070075392723,3.277700424194336,0.0005303197540342808,449.359130859375,1.4116920232772827,0.17426985502243042,0.04891256242990494,0.17426985502243042,1.000749945640564,0.17426985502243042,81.19038391113281,1.000749945640564,8.57016658782959,4.603151798248291,1000,5,-0.009360590018332005,1.5964853763580322,1.000749945640564,0.9933650493621826,0.19858360290527344,0.0016787881031632423,4,89.76057434082031,-0.0011290321126580238,0,1743317877.3480668,0.00023882191453594714,0.3680358827114105,0,-9.155272984173735e-09,222.81497192382812
0.008126004599034786,629.769248397,0.3233433961868286,1,0.20610463619232178,58.93000030517578,0.06225142627954483,120000.0,10,0.0137477470561862,3.4885053634643555,0.0007598795928061008,539.0437622070312,1.4203763008117676,0.20949077606201172,0.05155492573976517,0.20949077606201172,1.0010746717453003,0.20949077606201172,81.08212280273438,1.0010746717453003,8.53666877746582,2.7939915657043457,1000,6,-0.009578418917953968,1.5688310861587524,1.0010746717453003,1.0017799139022827,-1.8091602325439453,0.005492676980793476,5,89.61881256103516,-0.0002178288996219635,0,1743317967.070465,0.00029651576187461615,0.8506881594657898,0,-1.9836425835251248e-08,223.1674346923828
0.006055343896150589,719.376905497,0.3139110505580902,1,0.17272745072841644,62.66999816894531,0.05586104840040207,140000.0,10,0.011599581688642502,4.734364986419678,0.0001282388111576438,628.8189697265625,1.4143776893615723,0.2449597269296646,0.09452994912862778,0.2449597269296646,1.0001813173294067,0.2449597269296646,81.1080551147461,1.0001814365386963,8.563085556030273,2.3475217819213867,1000,7,-0.007907595485448837,1.8173779249191284,1.0001814365386963,0.995868980884552,-0.446469783782959,-0.0021481653675436974,6,89.67118072509766,0.0016708234325051308,0,1743318056.7937481,0.0003538672754075378,1.256980538368225,0,7.629394005448376e-09,223.037109375
0.008968557231128216,808.0987246,0.3180583417415619,1,0.21298712491989136,62.459999084472656,0.07000499218702316,160000.0,10,0.013714602217078209,4.5069990158081055,0.00033248242107219994,718.4220581054688,1.4077180624008179,0.28062134981155396,0.10836537182331085,0.28062134981155396,0.9995298385620117,0.28062134981155396,81.01349639892578,0.9995298385620117,8.537891387939453,2.064605474472046,1000,8,-0.010920991189777851,1.4933220148086548,0.9995298385620117,0.9892039895057678,-0.2829163074493408,0.002115020528435707,7,89.55140686035156,-0.003013395704329014,0,1743318146.4015875,0.000324434571666643,1.5305038690567017,0,6.103515470812226e-09,223.3354034423828
0.010427928529679775,898.243326762,0.323788583278656,1,0.23380067944526672,60.529998779296875,0.07997123152017593,180000.0,10,0.022961949929594994,4.042038917541504,0.0015823051799088717,807.1370849609375,1.3993104696273804,0.3163905143737793,0.14962778985500336,0.3163905143737793,0.9977622628211975,0.3163905143737793,80.06907653808594,0.9977623224258423,8.59079647064209,3.4497015476226807,1000,9,-0.009982564486563206,1.3848915100097656,0.9977623224258423,0.9808292984962463,1.3850960731506348,0.009247347712516785,8,88.6598892211914,0.0009384267032146454,0,1743318235.123288,0.0002985558530781418,2.1369664669036865,0,-1.5640258865801115e-08,225.58114624023438
0.010802741162478924,987.730933886,0.30305561423301697,1,0.22272785007953644,48.91999816894531,0.10053237527608871,200000.0,10,0.029877640306949615,5.308636665344238,0.0006688985740765929,897.2568359375,1.3871335983276367,0.35186776518821716,0.1882372349500656,0.35186776518821716,0.9990540146827698,0.35186776518821716,81.51081848144531,0.9990540742874146,8.546133995056152,1.9788215160369873,1000,10,-0.009744764305651188,1.360654354095459,0.9990540742874146,0.9688759446144104,-1.4708800315856934,0.006915690377354622,9,90.05697631835938,0.00023780018091201782,0,1743318325.267932,0.00033147455542348325,2.889310359954834,0,2.1362303925798187e-08,222.08163452148438
