Train/PolicyRatio/Min,Train/PolicyRatio/Std,Misc/s,_runtime,Loss/Loss_pi/Delta,Train/LR,Metrics/EpLen,Train/PolicyRatio,Misc/cost_gradient_norm,Loss/Loss_reward_critic/Delta,Train/PolicyStd,Misc/FinalStepNorm,Train/KL,Time/Update,Time/Rollout,Misc/AcceptanceStep,Train/Epoch,Misc/gradient_norm,Loss/Loss_cost_critic,Misc/Alpha,Loss/Loss_cost_critic/Delta,Value/cost,_timestamp,Misc/Nu_star,Misc/r,Time/Total,Value/Adv,Loss/Loss_reward_critic,Time/Epoch,Train/StopIter,Misc/q,Misc/B,Time/FPS,Value/reward,Misc/A,TotalEnvSteps,Misc/Lambda_star,Misc/xHx,Misc/OptimCase,Loss/Loss_pi,_step,Metrics/EpCost,Train/Entropy,Train/PolicyRatio/Max,Metrics/EpRet,Misc/H_inv_g
1.0001471042633057,0.00010396223660791293,0.011257094331085682,225.773136561,-0.0026778203900903463,0,1000,1.0001469850540161,0.08378879725933075,0.004722560755908489,1.0206342935562134,0.30236297845840454,0.00014501341502182186,19.17312240600586,92.31210327148438,1,0,0.08245895057916641,0.7593128085136414,2.2943174839019775,0.7593128085136414,-0.07208076119422913,1743306040.6716251,1.3329124450683594,0.001064444542862475,111.486572265625,1.3732909920349812e-08,0.004722560755908489,111.4852523803711,10,0.003799459896981716,-38617.59375,179.3959197998047,-0.025271695107221603,0.0036988086067140102,20000.0,0.0,0.003799459896981716,0,-0.0026778203900903463,1,20.850000381469727,1.439095377922058,1.0001471042633057,-0.33583852648735046,0.10391532629728317
1.0001990795135498,0.00014065808500163257,0.0032630236819386482,339.199666581,0.0006526366341859102,0,1000,1.0001989603042603,0.04468933865427971,-0.002230824436992407,1.0300487279891968,0.3304494619369507,0.00013007278903387487,20.69080352783203,92.04357147216797,1,1,0.1586749255657196,2.0288283824920654,1.238356351852417,1.269515573978424,-0.08976995944976807,1743306153.5317867,2.4757354259490967,0.0001301029114983976,224.34283447265625,0.0,0.0024917363189160824,112.73441314697266,10,0.013041825033724308,-162471.6875,177.4081268310547,-0.030093511566519737,0.0130366375669837,40000.0,0.0,0.013041825033724308,0,-0.002025183755904436,2,23.024999618530273,1.4484047889709473,1.0001990795135498,-0.4726802706718445,0.1956130415201187
1.000016212463379,1.1408023965486791e-05,0.0021621156483888626,451.751190677,0.00016931223217397928,0,1000,1.000016212463379,0.03662310168147087,0.00024276133626699448,1.0122791528701782,0.3401067554950714,0.00013084470992907882,20.95034408569336,92.35469818115234,1,2,0.04262589290738106,0.4013064503669739,2.2101516723632812,-1.6275219321250916,0.10467267781496048,1743306266.9584725,3.0414068698883057,-0.00011716924200300127,337.7730712890625,-9.918212917625624e-09,0.002734497655183077,113.30506896972656,10,0.004094348754733801,-119390.734375,176.51461791992188,-0.03530403599143028,0.0040879989974200726,60000.0,0.0,0.004094348754733801,0,-0.0018558715237304568,3,16.066667556762695,1.4308363199234009,1.000016212463379,-0.561945915222168,0.16853566467761993
0.9996342658996582,0.00025864114286378026,0.012792223133146763,564.37866448,-0.002375397481955588,0,1000,0.9996342658996582,0.08886916935443878,-0.0006178775802254677,1.0012527704238892,0.2930394113063812,0.00017634224786888808,20.637147903442383,91.7906265258789,1,3,0.10319454222917557,1.7219878435134888,1.6232069730758667,1.320681393146515,0.02759464457631111,1743306379.5100417,1.2503793239593506,-0.00016087619587779045,450.33148193359375,6.103515470812226e-09,0.002116620074957609,112.42779541015625,10,0.007590696215629578,-24077.283203125,177.89195251464844,-0.036378491669893265,0.0075886729173362255,80000.0,0.0,0.007590696215629578,0,-0.004231269005686045,4,17.549999237060547,1.4200855493545532,0.9996342658996582,-0.5409355759620667,0.1924731731414795
1.0006985664367676,0.0004939610371366143,0.003266115440055728,676.833276424,0.0038397590979002416,0,1000,1.0006985664367676,0.04514814540743828,0.0004308165516704321,0.9890273213386536,0.360303670167923,0.00013155440683476627,20.96878433227539,91.5396728515625,1,4,0.12632499635219574,0.37223193049430847,1.6727354526519775,-1.3497559130191803,0.5065168142318726,1743306492.1373818,2.4745633602142334,0.0007610585889779031,562.9527587890625,1.5258788677030566e-09,0.0025474366266280413,112.50849151611328,10,0.007147841155529022,-60353.328125,177.7643585205078,-0.04655352607369423,0.006970502436161041,100000.0,0.0,0.007147841155529022,0,-0.0003915099077858031,5,14.039999961853027,1.4078260660171509,1.0006985664367676,-0.6301500797271729,0.16278931498527527
0.9989041090011597,0.000774968124460429,0.006654119584709406,789.545159122,-0.005971842387225479,0,1000,0.9989040493965149,0.08796096593141556,0.0006999373435974121,0.9775134921073914,0.29413360357284546,0.00017225231567863375,20.93338394165039,91.37525177001953,1,5,0.24536558985710144,0.9395254254341125,1.0393115282058716,0.5672934949398041,0.33216971158981323,1743306604.5919678,1.7336817979812622,-0.0027880086563527584,675.3809204101562,1.1444091896350983e-08,0.0032473739702254534,112.30867004394531,10,0.01851562224328518,-21604.625,178.0806427001953,-0.05679197981953621,0.01734747737646103,120000.0,0.0,0.01851562224328518,0,-0.006363352295011282,6,11.989999771118164,1.3957065343856812,0.9989041090011597,-0.8839358687400818,0.18933044373989105
0.9995796084403992,0.00029727575019933283,0.006411589682102203,901.975501805,0.005859070981387049,0,1000,0.9995796084403992,0.11702566593885422,0.0005877725780010223,0.9886566996574402,0.2999732792377472,0.00014623848255723715,20.90160369873047,91.6794204711914,1,6,0.21647870540618896,0.5514295697212219,0.9668180346488953,-0.3880958557128906,0.8062252998352051,1743306717.3044453,1.7661670446395874,0.0016467419918626547,788.1098022460938,1.239776614703203e-09,0.0038351465482264757,112.58106231689453,10,0.02139637991786003,-7729.9697265625,177.6497802734375,-0.06463877856731415,0.020973434671759605,140000.0,0.0,0.02139637991786003,0,-0.000504281313624233,7,7.039999961853027,1.4067445993423462,0.9995796084403992,-0.9059907793998718,0.2616416811943054
1.0003036260604858,0.00021472414664458483,0.0006008882191963494,1014.863704259,0.0008511515916325152,0,1000,1.0003036260604858,0.021047666668891907,-0.0006084740161895752,0.9835699200630188,0.35081636905670166,0.0001240934943780303,20.76270294189453,91.57771301269531,1,7,0.2968316674232483,0.13114482164382935,0.8807466626167297,-0.4202847480773926,0.5405043363571167,1743306829.734374,5.769185543060303,0.00033386811264790595,900.5691528320312,4.577636492086867e-09,0.0032266725320369005,112.3404541015625,10,0.025782665237784386,-72711.2890625,178.0302734375,-0.05598830431699753,0.025597162544727325,160000.0,0.0,0.025782665237784386,0,0.0003468702780082822,8,6.610000133514404,1.4012731313705444,1.0003036260604858,-0.9481266736984253,0.23785729706287384
1.0003366470336914,0.00023798922484274954,0.0012472490780055523,1127.606044825,-0.002094233757816255,0,1000,1.0003366470336914,0.026959039270877838,0.000720153795555234,0.985887348651886,0.35379788279533386,0.00011525214358698577,20.75550651550293,92.02073669433594,1,8,0.13939185440540314,0.14472360908985138,1.5762104988098145,0.013578787446022034,0.4439584016799927,1743306942.6225338,4.004392623901367,-0.0001416789455106482,1013.4442749023438,5.340575981449547e-09,0.0039468263275921345,112.7762680053711,10,0.008050095289945602,-4656.6708984375,177.34226989746094,-0.07672648876905441,0.008034002035856247,180000.0,0.0,0.008050095289945602,0,-0.001747363479807973,9,2.4100000858306885,1.4027338027954102,1.0003366470336914,-1.0063402652740479,0.18406057357788086
1.0008548498153687,0.0006044420297257602,0.0077972449362277985,1241.013897657,-0.0012278561480343342,0,1000,1.0008548498153687,0.09699487686157227,0.0007640630938112736,0.9847834706306458,0.34944844245910645,0.00011420357623137534,21.02908706665039,91.60059356689453,1,9,0.055762890726327896,0.20248159766197205,1.9288873672485352,0.057757988572120667,0.433574914932251,1743307055.364788,1.6015634536743164,0.00034692013286985457,1126.186279296875,5.340575981449547e-09,0.004710889421403408,112.62971496582031,10,0.005375457927584648,-1571.0458984375,177.57302856445312,-0.07103734463453293,0.0053600226528942585,200000.0,0.0,0.005375457927584648,0,-0.002975219627842307,10,3.5,1.401715636253357,1.0008548498153687,-1.1002079248428345,0.18481853604316711
1.000692367553711,0.000489633996039629,0.00021689801360480487,1354.179895409,0.0008032100740820169,0,1000,1.000692367553711,0.022547544911503792,-0.00018578208982944489,0.9820878505706787,0.29439425468444824,0.00016852014232426882,20.82090187072754,92.4726333618164,1,10,0.11161444336175919,0.0520256906747818,1.737053632736206,-0.15045590698719025,0.22198474407196045,1743307168.7726753,9.60234260559082,-0.00024169508833438158,1239.591552734375,-1.5258788677030566e-09,0.004525107331573963,113.29356384277344,10,0.006628311239182949,-8779.7392578125,176.53253173828125,-0.07794620841741562,0.006358996499329805,220000.0,0.0,0.006628311239182949,0,-0.00217200955376029,11,1.3799999952316284,1.3993290662765503,1.000692367553711,-0.9506435394287109,0.17288559675216675
0.9993575811386108,0.00045428681187331676,4.983331018593162e-05,1467.085153634,-0.002438091207295656,0,1000,0.9993575215339661,0.01702050305902958,-0.0011028279550373554,0.9810605049133301,0.24482518434524536,0.00019652499759104103,21.141965866088867,91.90162658691406,1,11,0.16249945759773254,0.02553863264620304,1.2140153646469116,-0.026487058028578758,0.17085173726081848,1743307281.938602,20.03141212463379,-0.0002726457896642387,1352.7510986328125,-4.577636492086867e-09,0.0034222793765366077,113.04360961914062,10,0.013570046052336693,-33386.60546875,176.92286682128906,-0.050498660653829575,0.012078657746315002,240000.0,0.0,0.013570046052336693,0,-0.004610100761055946,12,1.2899999618530273,1.3987215757369995,0.9993575811386108,-0.9004395008087158,0.2537304162979126
0.9999886751174927,8.036023245949764e-06,0.0002231415273854509,1580.528934739,0.0018698207568377256,0,1000,0.9999886155128479,0.02280200459063053,-0.0008107293397188187,0.983969509601593,0.2643771171569824,0.00017904459673445672,20.692359924316406,92.10404205322266,1,12,0.1077616885304451,0.08997990936040878,1.3282870054244995,0.06444127671420574,0.07670792192220688,1743307394.844009,9.467058181762695,-0.0003184652596246451,1465.6700439453125,-4.577636492086867e-09,0.002611550036817789,112.79642486572266,10,0.01133563183248043,-9815.732421875,177.3105926513672,-0.07781513780355453,0.010881141759455204,260000.0,0.0,0.01133563183248043,0,-0.0027402800042182207,13,1.4800000190734863,1.4020061492919922,0.9999886751174927,-0.8012679219245911,0.2556995749473572
0.9997264742851257,0.00019345404871273786,0.0007364809280261397,1693.303294175,-0.002522629452869296,0,1000,0.9997264742851257,0.02682812139391899,0.0006632916629314423,0.9962885975837708,0.3296389579772949,0.00013480769121088088,21.092708587646484,92.2367935180664,1,13,0.2102404534816742,0.10077916085720062,1.176118016242981,0.01079925149679184,0.07412368059158325,1743307508.287711,5.211122512817383,-0.000989962718449533,1579.1065673828125,-1.5258788677030566e-09,0.0032748416997492313,113.32952117919922,10,0.014458654448390007,-4063.709716796875,176.47653198242188,-0.07646481692790985,0.01312798447906971,280000.0,0.0,0.014458654448390007,0,-0.005262909457087517,14,1.7300000190734863,1.4132314920425415,0.9997264742851257,-1.0482597351074219,0.21740292012691498
