TotalEnvSteps,Train/PolicyRatio/Max,Metrics/LagrangeMultiplier,Misc/FinalStepNorm,Train/LR,Safety/ShieldLagrangeMultiplier/Max,Time/Update,Train/PolicyRatio/Min,Time/Rollout,_step,_runtime,Value/reward,Metrics/EpRet,Safety/EpCostShield,Misc/gradient_norm,Metrics/EpCost,Train/PolicyRatio,Loss/Loss_pi/Delta,Loss/Loss_cost_critic/Delta,Train/StopIter,Train/Epoch,Misc/H_inv_g,Train/PolicyRatio/Std,_timestamp,Loss/Loss_reward_critic,Safety/ShieldLagrangeMultiplier,Loss/Loss_cost_critic,Value/Adv,Metrics/EpLen,Safety/shield_adv_c,Misc/Alpha,Loss/Loss_pi,Train/Entropy,Train/PolicyStd,Safety/ShieldLagrangeMultiplier/Std,Time/FPS,Metrics/LagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Std,Train/KL,Loss/Loss_reward_critic/Delta,Misc/AcceptanceStep,Time/Epoch,Metrics/LagrangeMultiplier/Min,Misc/xHx,Safety/shield_violation,Safety/ShieldLagrangeMultiplier/Min,Time/Total,Value/cost
20000.0,1.0025848150253296,0.03599999472498894,0.30044281482696533,0,0.04500000178813934,24.485519409179688,1.0025848150253296,156.75442504882812,1,327.30162896,0.06830419600009918,-0.2024310827255249,72.375,0.034393616020679474,57.95000076293945,1.0025848150253296,-0.41405120491981506,42.5135612487793,10,0,0.12183137983083725,0.0018277120543643832,1746535192.4233255,0.01071625854820013,0.04500000178813934,42.5135612487793,0.0,500,4.151428699493408,2.4660544395446777,-0.41405120491981506,1.4236091375350952,1.0046873092651367,0,110.35093688964844,0.03599999472498894,0,0.00032137444941326976,0.01071625854820013,1,181.23995971679688,0.03599999472498894,0.0032886930275708437,-0.04192567244172096,0.04500000178813934,181.24136352539062,-0.040502917021512985
40000.0,1.0020577907562256,0.0710408091545105,0.34075409173965454,0,0.07991708815097809,24.315223693847656,1.0020577907562256,120.75643920898438,2,467.081881623,0.03935791179537773,0.06709319353103638,95.80000305175781,0.03532480448484421,66.9124984741211,1.002057671546936,0.04132652282714844,-2.401264190673828,10,1,0.11382725834846497,0.0014549653278663754,1746535337.5753763,0.008339931257069111,0.07991708815097809,40.11229705810547,7.629394338515283e-10,500,2.10909366607666,2.99360728263855,-0.3727246820926666,1.4332131147384644,1.0144128799438477,0,137.8628692626953,0.0710408091545105,0,0.0002632418763823807,-0.0023763272911310196,1,145.0717010498047,0.0710408091545105,0.0022317133843898773,2.92252254486084,0.07991708815097809,326.3990478515625,2.849860191345215
60000.0,1.0032052993774414,0.10613976418972015,0.3109613358974457,0,0.11472931504249573,24.202075958251953,1.0032052993774414,115.50138092041016,3,608.055721984,0.062173329293727875,0.17530685663223267,77.8499984741211,0.04038805887103081,67.7300033569336,1.0032052993774414,-0.0034499764442443848,0.806060791015625,10,2,0.10687301307916641,0.0022664328571408987,1746535477.3552043,0.02089141495525837,0.11472931504249573,40.918357849121094,3.051757735406113e-09,500,2.033632278442383,2.9096338748931885,-0.376174658536911,1.456705927848816,1.0386050939559937,0,143.1603546142578,0.10613976418972015,0,0.0003047818026971072,0.012551483698189259,1,139.70347595214844,0.10613976418972015,0.002362389350309968,4.57729434967041,0.11472931504249573,466.1816101074219,4.0716986656188965
80000.0,1.0019439458847046,0.14115753769874573,0.334464430809021,0,0.1496201455593109,24.248371124267578,1.0019439458847046,116.6507568359375,4,747.669518537,0.05124632641673088,0.7683470249176025,84.05000305175781,0.030169924721121788,62.13999938964844,1.0019439458847046,0.028218209743499756,11.064956665039062,10,3,0.12450812757015228,0.001374605461023748,1746535618.329086,0.014346868731081486,0.1496201455593109,51.983314514160156,6.484984993448961e-09,500,-0.024386882781982422,2.686285972595215,-0.34795644879341125,1.4663289785385132,1.0485706329345703,0,141.94549560546875,0.14115753769874573,0,0.0003142934001516551,-0.006544546224176884,1,140.89915466308594,0.14115753769874573,0.002771557541564107,5.899000644683838,0.1496201455593109,607.15771484375,4.759246826171875
100000.0,1.002601981163025,0.17578208446502686,0.30301594734191895,0,0.18425209820270538,23.955785751342773,1.002601981163025,115.57295227050781,5,891.437321111,0.07978597283363342,1.075068473815918,71.19999694824219,0.06030039116740227,52.16999816894531,1.002601981163025,0.004078388214111328,-11.722198486328125,10,4,0.12920735776424408,0.001839850447140634,1746535757.9433079,0.012034133076667786,0.18425209820270538,40.26111602783203,-7.629394005448376e-09,500,-0.9577123522758484,2.345191240310669,-0.3438780605792999,1.472821593284607,1.0554276704788208,0,143.33961486816406,0.17578208446502686,0,0.00036534605897031724,-0.0023127356544137,1,139.52877807617188,0.17578208446502686,0.0036364051047712564,5.492386817932129,0.18425209820270538,746.7604370117188,4.403822422027588
120000.0,1.0021493434906006,0.21045203506946564,0.320083349943161,0,0.2190817892551422,24.414682388305664,1.0021493434906006,119.2553482055664,6,1034.557234964,0.1481737643480301,1.839408278465271,87.375,0.036453768610954285,60.40999984741211,1.002149224281311,0.031233519315719604,21.72878646850586,10,5,0.13175709545612335,0.0015197029570117593,1746535901.7110393,0.024875320494174957,0.2190817892551422,61.98990249633789,-1.3732909920349812e-08,500,1.1931798458099365,2.429344415664673,-0.3126445412635803,1.4915552139282227,1.0755122900009155,0,139.20785522460938,0.21045203506946564,0,0.00030597232398577034,0.012841187417507172,1,143.67005920410156,0.21045203506946564,0.0033888353500515223,8.861709594726562,0.2190817892551422,890.5157470703125,6.88701868057251
140000.0,1.002884864807129,0.24518057703971863,0.2873958945274353,0,0.25398844480514526,24.654794692993164,1.002884864807129,118.38494110107422,7,1179.977172326,0.22951015830039978,2.6698555946350098,84.0999984741211,0.08129638433456421,61.279998779296875,1.002884864807129,-0.03472870588302612,-5.528594970703125,10,6,0.13472308218479156,0.00203996361233294,1746536044.8309197,0.028389226645231247,0.25398844480514526,56.461307525634766,-9.155272984173735e-09,500,1.5662566423416138,2.1332345008850098,-0.34737324714660645,1.4959074258804321,1.0805325508117676,0,139.82125854492188,0.24518057703971863,0,0.00034119145129807293,0.0035139061510562897,1,143.03976440429688,0.24518057703971863,0.004394928924739361,10.040712356567383,0.25398844480514526,1033.6524658203125,8.089595794677734
160000.0,1.0021493434906006,0.28011810779571533,0.3028913140296936,0,0.28897222876548767,24.046974182128906,1.0021493434906006,121.31099700927734,8,1318.989146205,0.3159734010696411,3.1391870975494385,85.17500305175781,0.06087438762187958,67.73999786376953,1.002149224281311,0.05902490019798279,17.111942291259766,10,7,0.1614798903465271,0.0015198152977973223,1746536190.2503643,0.030120687559247017,0.28897222876548767,73.57324981689453,1.0681151962899094e-08,500,-0.647734522819519,1.8757215738296509,-0.28834834694862366,1.4972362518310547,1.0823360681533813,0,137.59132385253906,0.28011810779571533,0,0.00033297232585027814,0.00173146091401577,1,145.35801696777344,0.28011810779571533,0.005684502888470888,8.671911239624023,0.28897222876548767,1179.0906982421875,7.849531173706055
180000.0,1.0039199590682983,0.3148266673088074,0.2855895161628723,0,0.32358041405677795,24.479923248291016,1.0039199590682983,114.4718017578125,9,1460.281729837,0.38838911056518555,3.8442506790161133,68.125,0.06868007034063339,54.970001220703125,1.0039199590682983,-0.07248625159263611,-20.36370086669922,10,8,0.13975653052330017,0.0027718576602637768,1746536329.2625291,0.04689410701394081,0.32358041405677795,53.20954895019531,-1.76429750808893e-08,500,0.7893914580345154,2.0434789657592773,-0.36083459854125977,1.5058449506759644,1.091783881187439,0,143.93484497070312,0.3148266673088074,0,0.00033936946419999003,0.016773419454693794,1,138.95176696777344,0.3148266673088074,0.004789484664797783,10.11031436920166,0.32358041405677795,1318.105712890625,8.469843864440918
200000.0,1.0017884969711304,0.34903597831726074,0.3030233681201935,0,0.35767364501953125,24.3613338470459,1.0017884969711304,116.87191009521484,10,1596.033629363,0.47046181559562683,4.784247875213623,61.150001525878906,0.06472044438123703,47.0,1.0017884969711304,0.06739971041679382,-8.892200469970703,10,9,0.15378333628177643,0.0012645741226151586,1746536470.55532,0.06421119719743729,0.35767364501953125,44.31734848022461,-1.2207030941624453e-08,500,0.49279287457466125,1.9704563617706299,-0.29343488812446594,1.5170917510986328,1.104179859161377,0,141.6096954345703,0.34903597831726074,0,0.0003017346898559481,0.017317090183496475,1,141.23326110839844,0.34903597831726074,0.00515104690566659,7.137378692626953,0.35767364501953125,1459.3988037109375,5.635421276092529
