Loss/Loss_reward_critic/Delta,Time/FPS,Metrics/EpCost,Safety/EpCostShield,Time/Rollout,Safety/ShieldLagrangeMultiplier/Min,Loss/Loss_cost_critic/Delta,Time/Epoch,Train/PolicyRatio/Std,Train/PolicyStd,_runtime,Metrics/LagrangeMultiplier,Loss/Loss_cost_critic,Train/PolicyRatio,Value/Adv,Train/StopIter,Train/PolicyRatio/Min,Safety/shield_adv_c,Loss/Loss_reward_critic,Value/reward,Time/Update,Train/Epoch,Loss/Loss_pi,Train/KL,Metrics/EpRet,Value/cost,Metrics/LagrangeMultiplier/Max,Time/Total,_timestamp,Metrics/LagrangeMultiplier/Std,Loss/Loss_pi/Delta,Safety/ShieldLagrangeMultiplier,Safety/shield_violation,Safety/ShieldLagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier/Std,TotalEnvSteps,_step,Train/LR,Train/PolicyRatio/Max,Train/Entropy,Metrics/LagrangeMultiplier/Min,Metrics/EpLen
0.007412766106426716,82.12596130371094,21.100000381469727,42.099998474121094,119.52684783935547,0.04500000178813934,8.54898452758789,243.5283660888672,0.009166874922811985,0.9869137406349182,416.199366281,0.035999998450279236,8.54898452758789,1.0014172792434692,-0.11662827432155609,40,1.0014172792434692,NaN,0.007412766106426716,0.05997682362794876,124.00144958496094,0,-0.29364967346191406,0.006251583341509104,-2.172764778137207,-0.14924025535583496,0.035999998450279236,243.52928161621094,1746545472.528023,0,-0.29364967346191406,0.04500000178813934,-0.1163676530122757,0.04500000178813934,0,20000.0,1,0.0002969999914057553,1.0014172792434692,1.4057443141937256,0.035999998450279236,1000
-0.002944507636129856,116.5176010131836,18.575000762939453,36.25,81.0426254272461,0.07976698130369186,1.842813491821289,171.64788818359375,0.014382726512849331,0.9553168416023254,527.685985747,0.07081343233585358,10.39179801940918,1.0019168853759766,-0.16633769869804382,29,1.0019168853759766,NaN,0.00446825847029686,0.015815194696187973,90.6052017211914,1,-0.26063546538352966,0.020051240921020508,-1.6890987157821655,0.33051836490631104,0.07081343233585358,415.283447265625,1746545644.2673242,0,0.0330142080783844,0.07976698130369186,0.8398867249488831,0.07976698130369186,0,40000.0,2,0.00029399999766610563,1.0019168853759766,1.3728123903274536,0.07081343233585358,1000
0.00022349832579493523,179.6078643798828,25.25,73.55000305175781,85.7721176147461,0.11380314081907272,12.960325241088867,111.35369873046875,0.013510044664144516,0.9321671724319458,740.512457707,0.10577399283647537,23.352123260498047,0.9977652430534363,-0.16875626146793365,8,0.9977652430534363,NaN,0.004691756796091795,0.01744772493839264,25.581531524658203,2,-0.21198654174804688,0.023335648700594902,-0.9691421389579773,1.0408521890640259,0.10577399283647537,526.7239990234375,1746545755.7536519,0,0.04864892363548279,0.11380314081907272,1.3970743417739868,0.11380314081907272,0,60000.0,3,0.000291000003926456,0.9977652430534363,1.34736168384552,0.10577399283647537,1000
-0.0003347601741552353,94.0121841430664,36.974998474121094,114.5,85.05266571044922,0.14712637662887573,4.310951232910156,212.73838806152344,0.010191068053245544,0.9131857752799988,954.095588298,0.14046506583690643,27.663074493408203,0.9998496770858765,-0.03567436337471008,40,0.9998497366905212,NaN,0.00435699662193656,0.07331272959709167,127.68567657470703,3,-0.1813114583492279,0.006237389054149389,-0.5248883962631226,1.9757505655288696,0.14046506583690643,739.5987548828125,1746545968.5801313,0,0.03067508339881897,0.14712637662887573,3.78894305229187,0.14712637662887573,0,80000.0,4,0.0002880000101868063,0.9998497366905212,1.325735092163086,0.14046506583690643,1000
0.0011132159270346165,93.71588897705078,47.11000061035156,146.85000610351562,87.06893920898438,0.1805432140827179,0.9105072021484375,213.41099548339844,0.009499714709818363,0.9022414088249207,1172.373544422,0.1750556230545044,28.57358169555664,1.0002058744430542,0.02360059693455696,40,1.0002058744430542,NaN,0.005470212548971176,0.07008856534957886,126.34199523925781,4,-0.13472723960876465,0.007670971564948559,-0.13868261873722076,2.6744205951690674,0.1750556230545044,953.0982666015625,1746546182.1633973,0,0.04658421874046326,0.1805432140827179,5.185082912445068,0.1805432140827179,0,100000.0,5,0.0002849999873433262,1.0002058744430542,1.3133677244186401,0.1750556230545044,1000
0.0025659389793872833,91.6849594116211,54.11000061035156,122.1500015258789,90.25463104248047,0.2146332859992981,-5.755771636962891,218.13829040527344,0.0099673205986619,0.888626754283905,1387.265649638,0.20983757078647614,22.81781005859375,1.0017796754837036,0.2263025939464569,40,1.0017796754837036,NaN,0.00803615152835846,0.08228957653045654,127.88360595703125,5,-0.17770422995090485,0.007499922066926956,0.6746976971626282,2.923823356628418,0.20983757078647614,1171.4083251953125,1746546400.4406576,0,-0.0429769903421402,0.2146332859992981,6.70151948928833,0.2146332859992981,0,120000.0,6,0.00028199999360367656,1.0017796754837036,1.2986565828323364,0.20983757078647614,1000
0.002571266144514084,93.1430435180664,58.16999816894531,68.94999694824219,88.02967834472656,0.24813342094421387,-8.28409481048584,214.7235107421875,0.010101371444761753,0.8707516193389893,1603.134659102,0.24496017396450043,14.53371524810791,1.0039666891098022,0.1846240758895874,40,1.0039668083190918,NaN,0.010607417672872543,0.11553088575601578,126.69377136230469,6,-0.3151911199092865,0.007441307418048382,1.4613031148910522,4.3570685386657715,0.24496017396450043,1386.2845458984375,1746546615.3328888,0,-0.13748688995838165,0.24813342094421387,8.85016918182373,0.24813342094421387,0,140000.0,7,0.0002789999998640269,1.0039668083190918,1.2777069807052612,0.24496017396450043,1000
0.0035262005403637886,92.70606994628906,64.91999816894531,143.10000610351562,90.0443344116211,0.2823835015296936,5.217347145080566,215.735595703125,0.00975720677524805,0.8678238391876221,1816.156713742,0.2804282307624817,19.751062393188477,1.0017457008361816,-0.06699874252080917,40,1.0017457008361816,NaN,0.014133618213236332,0.1512175053358078,125.69121551513672,7,-0.14973534643650055,0.006685573607683182,2.0533053874969482,4.6060662269592285,0.2804282307624817,1602.188232421875,1746546831.2018847,0,0.16545577347278595,0.2823835015296936,8.665751457214355,0.2823835015296936,0,160000.0,8,0.00027600000612437725,1.0017457008361816,1.2746117115020752,0.2804282307624817,1000
-0.0011946149170398712,93.93631744384766,59.439998626708984,73.75,86.38723754882812,0.3160804510116577,-5.7560014724731445,212.9102020263672,0.010403151623904705,0.8531495928764343,2030.413444513,0.31621259450912476,13.995060920715332,1.0036487579345703,-0.21557240188121796,40,1.0036488771438599,NaN,0.01293900329619646,0.19529306888580322,126.52289581298828,8,-0.30831146240234375,0.009768885560333729,2.6169421672821045,4.06926965713501,0.31621259450912476,1815.2314453125,1746547044.224709,0,-0.1585761159658432,0.3160804510116577,8.869956016540527,0.3160804510116577,0,180000.0,9,0.0002730000123847276,1.0036488771438599,1.2575016021728516,0.31621259450912476,1000
0.0033769654110074043,93.38165283203125,51.0099983215332,101.3499984741211,88.11784362792969,0.35001638531684875,3.792372703552246,214.17483520507812,0.009670895524322987,0.8459102511405945,2241.646714806,0.35204821825027466,17.787433624267578,1.0024985074996948,0.2871764600276947,40,1.0024985074996948,NaN,0.016315968707203865,0.24020373821258545,126.05693054199219,9,-0.2591031789779663,0.006096671335399151,3.1561713218688965,5.373307228088379,0.35204821825027466,2029.502685546875,1746547258.480971,0,0.04920828342437744,0.35001638531684875,9.752001762390137,0.35001638531684875,0,200000.0,10,0.0002699999895412475,1.0024985074996948,1.249373197555542,0.35204821825027466,1000
-6.884709000587463e-05,94.72350311279297,47.470001220703125,76.8499984741211,85.74034881591797,0.3835693895816803,-5.341587066650391,211.14085388183594,0.010375026613473892,0.8304797410964966,2453.801090488,0.3877960741519928,12.445846557617188,1.00169837474823,-0.04909607768058777,40,1.00169837474823,NaN,0.01624712161719799,0.2611710727214813,125.40044403076172,10,-0.3131038546562195,0.009608687832951546,3.6415789127349854,4.528575420379639,0.3877960741519928,2240.732421875,1746547469.714303,0,-0.054000675678253174,0.3835693895816803,9.273837089538574,0.3835693895816803,0,220000.0,11,0.00026699999580159783,1.00169837474823,1.230963110923767,0.3877960741519928,1000
0.002065138891339302,94.32425689697266,47.560001373291016,70.9000015258789,86.94271850585938,0.416648805141449,-0.4525146484375,212.03453063964844,0.010884111747145653,0.812188982963562,2665.864961915,0.42347508668899536,11.993331909179688,1.0031390190124512,0.13678666949272156,40,1.0031391382217407,NaN,0.018312260508537292,0.34505653381347656,125.09175109863281,11,-0.3382676839828491,0.008454956114292145,4.189279079437256,4.910548210144043,0.42347508668899536,2452.85986328125,1746547681.8684213,0,-0.02516382932662964,0.416648805141449,9.460614204406738,0.416648805141449,0,240000.0,12,0.0002640000020619482,1.0031391382217407,1.2088290452957153,0.42347508668899536,1000
-0.001286545768380165,94.35189819335938,40.70000076293945,70.94999694824219,86.91000366210938,0.44934600591659546,-1.4488515853881836,211.972412109375,0.009816106408834457,0.8012149333953857,2878.112965199,0.458788126707077,10.544480323791504,1.0034313201904297,-0.17741051316261292,40,1.0034313201904297,NaN,0.017025714740157127,0.3507532775402069,125.06236267089844,12,-0.33875149488449097,0.007582395803183317,4.523038864135742,4.969465732574463,0.458788126707077,2664.958740234375,1746547893.9327664,0,-0.0004838109016418457,0.44934600591659546,9.102818489074707,0.44934600591659546,0,260000.0,13,0.0002610000083222985,1.0034313201904297,1.1955921649932861,0.458788126707077,1000
0.00511142797768116,94.26478576660156,45.38999938964844,108.1500015258789,86.9266128540039,0.48263847827911377,3.0113744735717773,212.16830444335938,0.011629522778093815,0.7867689728736877,3093.00921912,0.49402034282684326,13.555854797363281,1.0022493600845337,-0.0026513338088989258,40,1.0022493600845337,NaN,0.022137142717838287,0.4333912134170532,125.24163818359375,13,-0.17729122936725616,0.011279387399554253,5.109000205993652,4.81249475479126,0.49402034282684326,2877.204345703125,1746548106.1806214,0,0.1614602655172348,0.48263847827911377,8.308924674987793,0.48263847827911377,0,280000.0,14,0.0002579999854788184,1.0022493600845337,1.1777710914611816,0.49402034282684326,1000
0.0011465810239315033,93.11180877685547,47.279998779296875,100.05000305175781,88.31702423095703,0.516254186630249,0.8634700775146484,214.79551696777344,0.01119643822312355,0.7688552737236023,3305.307986837,0.5292685031890869,14.41932487487793,1.0039560794830322,-0.066373810172081,40,1.0039560794830322,NaN,0.02328372374176979,0.5279844999313354,126.47844696044922,14,-0.24863706529140472,0.008725062012672424,5.90773868560791,5.772971153259277,0.5292685031890869,3092.086181640625,1746548321.0764537,0,-0.07134583592414856,0.516254186630249,9.466429710388184,0.516254186630249,0,300000.0,15,0.00025499999173916876,1.0039560794830322,1.1547783613204956,0.5292685031890869,1000
0.00135747529566288,94.24992370605469,47.2400016784668,63.79999923706055,86.24276733398438,0.5491936206817627,-2.686049461364746,212.20176696777344,0.011223247274756432,0.752033531665802,3516.580494522,0.5645273327827454,11.733275413513184,1.0036224126815796,0.13363350927829742,40,1.0036224126815796,NaN,0.02464119903743267,0.5591680407524109,125.95895385742188,15,-0.42981135845184326,0.00999546144157648,6.637260913848877,6.042176723480225,0.5645273327827454,3304.39501953125,1746548533.3755991,0,-0.18117429316043854,0.5491936206817627,10.346105575561523,0.5491936206817627,0,320000.0,16,0.0002519999979995191,1.0036224126815796,1.1326767206192017,0.5645273327827454,1000
