Safety/EpCostShield,Metrics/LagrangeMultiplier/Max,Train/PolicyRatio/Std,Safety/ShieldLagrangeMultiplier/Min,Metrics/EpCost,Metrics/EpRet,_step,Loss/Loss_cost_critic,Value/Adv,Metrics/LagrangeMultiplier/Std,Time/Epoch,Misc/AcceptanceStep,Train/PolicyRatio/Max,Metrics/LagrangeMultiplier,Train/Entropy,Loss/Loss_cost_critic/Delta,Value/reward,Safety/ShieldLagrangeMultiplier/Max,TotalEnvSteps,Train/PolicyStd,Train/LR,Train/Epoch,Misc/Alpha,Misc/xHx,Train/StopIter,Value/cost,Train/PolicyRatio,_timestamp,Time/Update,Loss/Loss_reward_critic/Delta,Safety/ShieldLagrangeMultiplier/Std,Safety/shield_adv_c,Time/Rollout,Time/FPS,Train/PolicyRatio/Min,Time/Total,Safety/shield_violation,Misc/H_inv_g,Loss/Loss_reward_critic,Metrics/EpLen,Misc/gradient_norm,Train/KL,Loss/Loss_pi/Delta,_runtime,Loss/Loss_pi,Safety/ShieldLagrangeMultiplier,Misc/FinalStepNorm,Metrics/LagrangeMultiplier/Min
5.25,0.0010000000474974513,0.0002670986286830157,0.044999994337558746,0.0,-2.3865630626678467,1,0.5459346771240234,-1.0681151962899094e-08,0,105.63953399658203,1,1.0003776550292969,0.0010000000474974513,1.4297423362731934,0.5459346771240234,0.01593681052327156,0.044999994337558746,20000.0,1.0109935998916626,0,0,3.660047769546509,0.0014929784229025245,10,-0.1887170523405075,1.0003776550292969,1746511264.4998405,13.98803997039795,0.007678454741835594,0,-0.02084014005959034,91.65148162841797,189.32305908203125,1.0003776550292969,105.64094543457031,0.034400854259729385,0.07579835504293442,0.007678454741835594,1000,0.03840167075395584,0.0003593428700696677,-0.4038243591785431,194.527002347,-0.4038243591785431,0.044999994337558746,0.277425616979599,0.0010000000474974513
15.550000190734863,0.027044786140322685,0.0019481958588585258,0.07717609405517578,2.325000047683716,-2.614161252975464,2,2.2559397220611572,-1.525878801089675e-08,0,88.13392639160156,1,1.0027551651000977,0.027044786140322685,1.4561285972595215,1.7100050449371338,-0.03960299864411354,0.07717609405517578,40000.0,1.0383827686309814,0,1,2.539266347885132,0.003101787529885769,10,-0.1474703699350357,1.0027551651000977,1746511352.7268617,14.181619644165039,0.003388424403965473,0,0.13580051064491272,73.95228576660156,226.9273681640625,1.0027551651000977,193.8361053466797,-0.12942802906036377,0.0877213329076767,0.011066879145801067,1000,0.0723399817943573,0.00040196956251747906,-0.07212179899215698,283.424674365,-0.4759461581707001,0.07717609405517578,0.2227478325366974,0.027044786140322685
52.45000076293945,0.05511557310819626,0.0015155444853007793,0.10593932867050171,6.083333492279053,-1.9059232473373413,3,7.539432048797607,6.484984993448961e-09,0,88.82156372070312,1,1.0021432638168335,0.05511557310819626,1.4882793426513672,5.28349232673645,-0.015314840711653233,0.10593932867050171,60000.0,1.072320580482483,0,2,1.8673008680343628,0.00573588814586401,10,0.1984018236398697,1.0021432638168335,1746511441.6245465,13.939329147338867,-0.005515757016837597,0,1.3712825775146484,74.88221740722656,225.1705322265625,1.0021432638168335,282.7530517578125,1.1744134426116943,0.11009956151247025,0.0055511221289634705,1000,0.0982138141989708,0.00045010054600425065,0.13988834619522095,371.270545942,-0.3360578119754791,0.10593932867050171,0.20558899641036987,0.05511557310819626
42.75,0.08579154312610626,0.001675533945672214,0.13702507317066193,5.324999809265137,-1.5466859340667725,4,4.051210880279541,4.577636492086867e-09,0,87.76978302001953,1,1.0023696422576904,0.08579154312610626,1.5217018127441406,-3.4882211685180664,-0.0329468734562397,0.13702507317066193,80000.0,1.1085100173950195,0,3,3.0356686115264893,0.0021702975500375032,10,0.27368399500846863,1.0023695230484009,1746511529.4703064,14.224913597106934,0.001837653573602438,0,0.271697461605072,73.54485321044922,227.8688507080078,1.0023696422576904,370.5985412597656,1.1506893634796143,0.09454404562711716,0.007388775702565908,1000,0.045034170150756836,0.0003191055729985237,-0.051302313804626465,458.214227321,-0.3873601257801056,0.13702507317066193,0.28700441122055054,0.08579154312610626
82.5,0.11516717076301575,0.0014882333343848586,0.16855846345424652,14.880000114440918,-1.2426244020462036,5,6.033562660217285,-2.2888182460434336e-09,0,86.869140625,1,1.0021047592163086,0.11516717076301575,1.562584400177002,1.9823517799377441,-0.021295608952641487,0.16855846345424652,100000.0,1.1547516584396362,0,4,2.7621426582336426,0.0026214171666651964,10,0.5995773673057556,1.0021047592163086,1746511616.4136782,13.81930923461914,-0.00330761494114995,0,0.506725549697876,73.04981231689453,230.23135375976562,1.0021047592163086,457.5411071777344,2.276498794555664,0.10441634058952332,0.004081160761415958,1000,0.04920020326972008,0.00031547306571155787,0.16084358096122742,544.480498079,-0.22651654481887817,0.16855846345424652,0.28841280937194824,0.11516717076301575
29.799999237060547,0.14600324630737305,0.0017615134129300714,0.19962118566036224,17.0,-0.7968534827232361,6,6.61661958694458,1.0681151962899094e-08,0,86.18285369873047,1,1.0024912357330322,0.14600324630737305,1.5688120126724243,0.5830569267272949,-0.005893453024327755,0.19962118566036224,120000.0,1.1617541313171387,0,5,3.1406285762786865,0.002027657814323902,10,0.694284200668335,1.0024911165237427,1746511702.6802342,14.32221794128418,-0.0001595309004187584,0,-0.24959036707878113,71.86061096191406,232.06472778320312,1.0024912357330322,543.7994384765625,3.17985463142395,0.11355603486299515,0.0039216298609972,1000,0.02339061349630356,0.0002945033193100244,-0.2365427315235138,632.125850202,-0.46305927634239197,0.19962118566036224,0.3566373586654663,0.14600324630737305
60.5,0.1777624785900116,0.001357409404590726,0.23191362619400024,22.649999618530273,-0.20220884680747986,7,9.416887283325195,-7.629394338515283e-10,0,87.57665252685547,1,1.0019197463989258,0.1777624785900116,1.5859907865524292,2.8002676963806152,-0.0171304102987051,0.23191362619400024,140000.0,1.1820249557495117,0,6,2.5655436515808105,0.0030385733116418123,10,1.149195909500122,1.0019197463989258,1746511790.3256757,13.918235778808594,3.71662899851799e-05,0,1.6467300653457642,73.65839385986328,228.3713836669922,1.0019197463989258,631.4580688476562,3.267258644104004,0.11596371978521347,0.00395879615098238,1000,0.04912612587213516,0.0003110809775535017,0.10362181067466736,721.305057558,-0.3594374656677246,0.23191362619400024,0.29750996828079224,0.1777624785900116
91.5,0.20990422368049622,0.0012495135888457298,0.26515480875968933,32.380001068115234,-0.011292815208435059,8,12.991689682006836,4.959106458812812e-09,0,89.10244750976562,1,1.0017671585083008,0.20990422368049622,1.6088008880615234,3.5748023986816406,-0.004941335879266262,0.26515480875968933,160000.0,1.2091652154922485,0,7,2.285297393798828,0.0038295118138194084,10,0.96588534116745,1.0017671585083008,1746511879.5049422,13.727919578552246,-0.0012776053044945002,0,0.9595925807952881,75.37451171875,224.46072387695312,1.0017671585083008,720.6302490234375,3.8319625854492188,0.13470245897769928,0.0026811908464878798,1000,0.05105195939540863,0.0003131828852929175,0.04178693890571594,809.506119958,-0.31765052676200867,0.26515480875968933,0.307835191488266,0.20990422368049622
34.150001525878906,0.24309885501861572,0.002547524170950055,0.2976323366165161,32.09000015258789,0.11318089812994003,9,5.54111385345459,6.103515470812226e-09,0,88.1226806640625,1,1.0036027431488037,0.24309885501861572,1.6136990785598755,-7.450575828552246,0.010437051765620708,0.2976323366165161,180000.0,1.2151808738708496,0,8,2.3015189170837402,0.0037757200188934803,10,1.3552308082580566,1.0036026239395142,1746511967.7059531,14.063871383666992,0.0015788341406732798,0,-1.0127050876617432,74.05879211425781,226.95632934570312,1.0036027431488037,808.8314819335938,3.390864133834839,0.14041699469089508,0.0042600249871611595,1000,0.044073961675167084,0.000310560135403648,-0.1130332350730896,896.311274976,-0.43068376183509827,0.2976323366165161,0.32317236065864563,0.24309885501861572
41.75,0.2770366370677948,0.0016945842653512955,0.3299576938152313,24.6200008392334,0.26224908232688904,10,5.275827407836914,5.340575981449547e-09,0,86.74299621582031,1,1.002396583557129,0.2770366370677948,1.6353000402450562,-0.2652864456176758,0.01569688692688942,0.3299576938152313,200000.0,1.2419716119766235,0,9,2.5409247875213623,0.0030977397691458464,10,0.904988169670105,1.002396583557129,1746512054.5115786,14.17064380645752,-0.0010806405916810036,0,0.3432093858718872,72.57233428955078,230.56617736816406,1.002396583557129,895.6522216796875,4.272302150726318,0.12554553151130676,0.003179384395480156,1000,0.03876436501741409,0.00029697854188270867,0.03824877738952637,986.441011643,-0.3924349844455719,0.3299576938152313,0.3190017640590668,0.2770366370677948
