_timestamp,Loss/Loss_pi,Value/cost,Train/PolicyRatio/Std,_runtime,Time/Epoch,Metrics/EpLen,Safety/ShieldLagrangeMultiplier,Time/FPS,Train/LR,Metrics/LagrangeMultiplier,Time/Total,Metrics/LagrangeMultiplier/Min,Train/PolicyRatio,Loss/Loss_cost_critic,Time/Rollout,Loss/Loss_cost_critic/Delta,Safety/ShieldLagrangeMultiplier/Max,Safety/shield_violation,Safety/shield_adv_c,Train/StopIter,Metrics/EpCost,Loss/Loss_pi/Delta,Metrics/LagrangeMultiplier/Max,Train/PolicyStd,Value/Adv,Safety/EpCostShield,Train/Epoch,Loss/Loss_reward_critic,Safety/ShieldLagrangeMultiplier/Min,Train/PolicyRatio/Min,Train/PolicyRatio/Max,Metrics/EpRet,Safety/ShieldLagrangeMultiplier/Std,Metrics/LagrangeMultiplier/Std,Train/KL,Loss/Loss_reward_critic/Delta,_step,Train/Entropy,TotalEnvSteps,Value/reward,Time/Update
1746509755.8209364,-0.4305740296840668,0.1284998506307602,0.012213371694087982,454.684636987,309.57958984375,500,0.04500000178813934,64.6037368774414,0.0002969999914057553,0.03599999472498894,309.58087158203125,0.03599999472498894,0.9985507130622864,31.79161262512207,156.77613830566406,31.79161262512207,0.04500000178813934,-0.29702702164649963,NaN,40,48.25,-0.4305740296840668,0.03599999472498894,0.9778493046760559,0.20574086904525757,66.2249984741211,0,0.02479146048426628,0.04500000178813934,0.9985507130622864,0.9985507130622864,-0.4351932406425476,0,0,0.014593392610549927,0.02479146048426628,1,1.3962903022766113,20000.0,-0.009228968992829323,152.80337524414062
1746509899.6205215,-0.3638267517089844,1.2965036630630493,0.014038835652172565,719.344253213,143.7175750732422,500,0.07966135442256927,139.16183471679688,0.00029399999766610563,0.07099311798810959,453.3880310058594,0.07099311798810959,0.997166097164154,44.17445373535156,111.85902404785156,12.382841110229492,0.07966135442256927,1.473919153213501,NaN,9,59.962501525878906,0.0667472779750824,0.07099311798810959,0.9404318332672119,-0.0021216124296188354,100.05000305175781,1,0.022959208115935326,0.07966135442256927,0.997166097164154,0.997166097164154,1.0540645122528076,0,0,0.020416220650076866,-0.0018322523683309555,2,1.3565936088562012,40000.0,-0.021919555962085724,31.858474731445312
1746510164.280017,-0.22735226154327393,6.505050182342529,0.012512107379734516,991.657285166,264.5623779296875,500,0.11287450790405273,75.5965347290039,0.000291000003926456,0.10517055541276932,718.03271484375,0.10517055541276932,0.9992702007293701,65.2173843383789,114.38954162597656,21.042930603027344,0.11287450790405273,7.890994548797607,NaN,40,100.95999908447266,0.13647449016571045,0.10517055541276932,0.9058905243873596,0.2767941653728485,189.77499389648438,2,0.019044702872633934,0.11287450790405273,0.9992702603340149,0.9992702603340149,2.3637735843658447,0,0,0.012293029576539993,-0.003914505243301392,3,1.3173704147338867,60000.0,0.06011692062020302,150.1726837158203
1746510436.593212,-0.11012759804725647,17.58198356628418,0.011355984956026077,1264.245292059,272.2288818359375,500,0.14572405815124512,73.46759033203125,0.0002880000101868063,0.1380089521408081,990.3570556640625,0.1380089521408081,0.9994840621948242,94.16508483886719,118.57369995117188,28.94770050048828,0.14572405815124512,20.73954200744629,NaN,40,177.0800018310547,0.11722466349601746,0.1380089521408081,0.8930199146270752,0.21014079451560974,282.375,3,0.01944754458963871,0.14572405815124512,0.9994840621948242,0.9994840621948242,4.699526309967041,0,0,0.00988162774592638,0.000402841717004776,4,1.3020776510238647,80000.0,0.2230408638715744,153.65513610839844
1746510709.1814873,-0.028073351830244064,29.182767868041992,0.012150903232395649,1529.503911309,272.5049743652344,500,0.1789734661579132,73.39315032958984,0.0002849999873433262,0.1704995334148407,1262.9439697265625,0.1704995334148407,0.9966386556625366,115.06401062011719,118.57665252685547,20.89892578125,0.1789734661579132,31.915569305419922,NaN,40,258.05999755859375,0.0820542462170124,0.1704995334148407,0.8842214345932007,-0.23643998801708221,346.32501220703125,4,0.026426520198583603,0.1789734661579132,0.9966386556625366,0.9966386556625366,6.800212383270264,0,0,0.009142771363258362,0.006978975608944893,5,1.2914341688156128,100000.0,0.4539657235145569,153.92825317382812
1746510974.4395242,0.009435060434043407,35.93367004394531,0.012492052279412746,1797.842626967,265.15679931640625,500,0.21287274360656738,75.42707061767578,0.00028199999360367656,0.20328587293624878,1528.1807861328125,0.20328587293624878,0.9992052316665649,121.90213012695312,115.73697662353516,6.8381195068359375,0.21287274360656738,38.6822624206543,NaN,40,331.1300048828125,0.03750841226428747,0.20328587293624878,0.8809275031089783,0.007402189075946808,371.79998779296875,5,0.03659982234239578,0.21287274360656738,0.9992052316665649,0.9992052316665649,9.212604522705078,0,0,0.011557894758880138,0.01017330214381218,6,1.2869893312454224,120000.0,0.7377952933311462,149.41973876953125
1746511242.778643,0.02509717084467411,42.412601470947266,0.011022712104022503,2064.301419789,268.24737548828125,500,0.24736851453781128,74.55805206298828,0.0002789999998640269,0.2368115782737732,1796.5401611328125,0.2368115782737732,1.0002405643463135,124.80105590820312,116.10596466064453,2.89892578125,0.24736851453781128,44.87544631958008,NaN,40,357.8299865722656,0.015662110410630703,0.2368115782737732,0.8799111843109131,-0.09375910460948944,391.45001220703125,6,0.04448677971959114,0.24736851453781128,1.0002405643463135,1.0002405643463135,11.102777481079102,0,0,0.008694452233612537,0.007886957377195358,7,1.2851037979125977,140000.0,0.9371982216835022,152.14126586914062
1746511509.2372293,0.025855891406536102,44.63161849975586,0.01065443642437458,2330.963041481,266.37237548828125,500,0.2823610007762909,75.0828628540039,0.00027600000612437725,0.2710699141025543,2062.9951171875,0.2710699141025543,0.9982292652130127,142.26165771484375,119.39149475097656,17.460601806640625,0.2823610007762909,47.118350982666016,NaN,40,370.6300048828125,0.0007587205618619919,0.2710699141025543,0.8819899559020996,0.06005146726965904,387.375,7,0.06062302365899086,0.2823610007762909,0.9982293248176575,0.9982293248176575,12.673056602478027,0,0,0.007092153653502464,0.01613624393939972,8,1.2878116369247437,160000.0,1.199220895767212,146.98080444335938
1746511775.8991077,-0.06837906688451767,48.53191375732422,0.010751945897936821,2600.700728667,266.5733337402344,500,0.3177263140678406,75.02626037597656,0.0002730000123847276,0.3059501647949219,2329.657470703125,0.3059501647949219,0.9996570944786072,141.6897430419922,114.54375457763672,-0.5719146728515625,0.3177263140678406,51.833866119384766,NaN,40,368.1400146484375,-0.09423495829105377,0.3059501647949219,0.8791409134864807,-0.01917458325624466,380.04998779296875,8,0.0779830738902092,0.3177263140678406,0.999657154083252,0.999657154083252,14.959433555603027,0,0,0.008982832543551922,0.017360050231218338,9,1.285299301147461,180000.0,1.66117525100708,152.0294952392578
1746512045.6363122,-0.2538345456123352,46.98511505126953,0.011101181618869305,2864.298362166,269.64080810546875,500,0.3531268239021301,74.1727523803711,0.0002699999895412475,0.34122273325920105,2599.38525390625,0.34122273325920105,1.0012320280075073,116.88712310791016,117.07577514648438,-24.80261993408203,0.3531268239021301,50.70301818847656,NaN,40,333.0,-0.18545547872781754,0.34122273325920105,0.8653561472892761,0.05896985903382301,321.07501220703125,9,0.10772876441478729,0.3531268239021301,1.0012320280075073,1.0012320280075073,17.200712203979492,0,0,0.0076860785484313965,0.029745690524578094,10,1.270067811012268,200000.0,2.0584537982940674,152.56488037109375
1746512309.234528,-0.38612356781959534,43.69302749633789,0.012153711169958115,3134.32531066,263.50970458984375,500,0.38826826214790344,75.8985366821289,0.00026699999580159783,0.3765641152858734,2862.998779296875,0.3765641152858734,1.0025449991226196,107.36444854736328,112.19937896728516,-9.522674560546875,0.38826826214790344,48.519832611083984,NaN,40,288.0,-0.13228902220726013,0.3765641152858734,0.8418420553207397,-0.03411513566970825,276.42498779296875,10,0.11462285369634628,0.38826826214790344,1.0025449991226196,1.0025449991226196,19.06330108642578,0,0,0.012798071838915348,0.0068940892815589905,11,1.243417739868164,220000.0,2.553272008895874,151.31021118164062
1746512579.2613237,-0.39937230944633484,44.17951965332031,0.010263601318001747,3392.110419078,269.9499816894531,500,0.4232327342033386,74.08779907226562,0.0002640000020619482,0.4117250442504883,3133.02685546875,0.4117250442504883,1.0010563135147095,121.60560607910156,118.6385498046875,14.241157531738281,0.4232327342033386,50.106197357177734,NaN,40,255.07000732421875,-0.013248741626739502,0.4117250442504883,0.8239326477050781,-0.07886537164449692,280.7250061035156,11,0.15070152282714844,0.4232327342033386,1.0010563135147095,1.0010563135147095,21.485559463500977,0,0,0.008429653011262417,0.036078669130802155,12,1.222306489944458,240000.0,2.9365663528442383,151.31130981445312
1746512837.0465052,-0.6256974339485168,37.77518081665039,0.01175705436617136,3656.535975509,257.6964111328125,500,0.4573632776737213,77.61071014404297,0.0002610000083222985,0.44642624258995056,3390.800537109375,0.44642624258995056,1.0038527250289917,106.60264587402344,112.64453125,-15.002960205078125,0.4573632776737213,43.295291900634766,NaN,40,218.72999572753906,-0.226325124502182,0.44642624258995056,0.798473060131073,-0.202582448720932,199.75,12,0.1679290235042572,0.4573632776737213,1.0038527250289917,1.0038527250289917,22.928237915039062,0,0,0.012208998203277588,0.017227500677108765,13,1.192130208015442,260000.0,3.235598087310791,145.05181884765625
1746513101.472159,-0.6333422064781189,32.33122634887695,0.010333881713449955,3921.355528039,264.3271484375,500,0.49042922258377075,75.663818359375,0.0002579999854788184,0.48029378056526184,3655.220458984375,0.48029378056526184,1.00334894657135,91.29446411132812,111.75829315185547,-15.308181762695312,0.49042922258377075,37.45918273925781,NaN,40,174.60000610351562,-0.007644772529602051,0.48029378056526184,0.7798974514007568,-0.06157952547073364,164.85000610351562,13,0.20564742386341095,0.49042922258377075,1.00334894657135,1.00334894657135,22.75582504272461,0,0,0.007433585822582245,0.03771840035915375,14,1.1680715084075928,280000.0,3.4135992527008057,152.56878662109375
1746513366.2914233,-0.5565593838691711,38.89405059814453,0.01084889005869627,4181.234843178,264.7232971191406,500,0.5231136679649353,75.55059051513672,0.00025499999173916876,0.5133153796195984,3920.03955078125,0.5133153796195984,1.0026793479919434,107.71109771728516,112.07109832763672,16.41663360595703,0.5231136679649353,43.60410690307617,NaN,40,162.30999755859375,0.07678282260894775,0.5133153796195984,0.7602648138999939,-0.15632152557373047,215.35000610351562,14,0.28822997212409973,0.5231136679649353,1.0026793479919434,1.0026793479919434,23.49994659423828,0,0,0.008421518839895725,0.08258254826068878,15,1.1425026655197144,300000.0,3.8068203926086426,152.65211486816406
