Train/Epoch,Misc/FinalStepNorm,Train/KL,Safety/ShieldLagrangeMultiplier/Min,Metrics/EpCost,Metrics/LagrangeMultiplier/Min,Metrics/EpLen,Time/Total,Misc/gradient_norm,Loss/Loss_pi,Safety/shield_violation,_runtime,Time/Rollout,Safety/shield_adv_c,Metrics/LagrangeMultiplier,Safety/EpCostShield,Safety/ShieldLagrangeMultiplier/Std,Value/cost,Misc/AcceptanceStep,Metrics/LagrangeMultiplier/Std,Value/Adv,Time/Epoch,Loss/Loss_pi/Delta,Train/PolicyRatio/Min,Train/PolicyRatio,Loss/Loss_reward_critic/Delta,TotalEnvSteps,Loss/Loss_cost_critic/Delta,_timestamp,Train/PolicyRatio/Std,Value/reward,Metrics/LagrangeMultiplier/Max,Train/LR,Train/PolicyRatio/Max,_step,Metrics/EpRet,Loss/Loss_cost_critic,Safety/ShieldLagrangeMultiplier/Max,Time/Update,Train/StopIter,Misc/Alpha,Loss/Loss_reward_critic,Train/Entropy,Misc/xHx,Misc/H_inv_g,Train/PolicyStd,Time/FPS,Safety/ShieldLagrangeMultiplier
0,0.274177610874176,0.00034596576006151736,0.04500000178813934,104.82499694824219,0.03599999472498894,500,195.9749755859375,0.04868434742093086,-0.39450177550315857,0.06835256516933441,346.827127359,167.0150146484375,2.066392421722412,0.03599999472498894,132.0749969482422,0,0.05957486480474472,1,0,-7.629394005448376e-09,195.9737091064453,-0.39450177550315857,1.000939130783081,1.0009390115737915,0.01560006570070982,20000.0,65.52739715576172,1746534906.9756186,0.0006640095380134881,-0.05638083443045616,0.03599999472498894,0,1.000939130783081,1,-0.8512927293777466,65.52739715576172,0.04500000178813934,28.958642959594727,10,3.0773987770080566,0.01560006570070982,1.4285942316055298,0.0021118370350450277,0.08909394592046738,1.0098313093185425,102.05451202392578,0.04500000178813934
1,0.3016372621059418,0.00029087538132444024,0.07993796467781067,123.9375,0.071030393242836,500,345.6448974609375,0.0440303198993206,-0.2949181795120239,5.02666711807251,490.529012303,123.75259399414062,5.773810386657715,0.071030393242836,172.22500610351562,0,4.517150402069092,1,0,-6.103515470812226e-09,149.570556640625,0.09958359599113464,1.0004937648773193,1.0004936456680298,-0.00572939682751894,40000.0,-15.72304916381836,1746535056.640707,0.00034914450952783227,-0.050844866782426834,0.071030393242836,0,1.0004937648773193,2,-0.34290972352027893,49.80434799194336,0.07993796467781067,25.817922592163086,10,2.9102344512939453,0.00987066887319088,1.4527238607406616,0.0023614142555743456,0.10364706814289093,1.0348235368728638,133.71615600585938,0.07993796467781067
2,0.27961790561676025,0.00039886421291157603,0.11333397030830383,104.4800033569336,0.1059025228023529,500,489.34259033203125,0.08131439238786697,-0.38358965516090393,5.7140116691589355,630.597231154,119.3431167602539,0.7116180658340454,0.1059025228023529,87.1500015258789,0,4.400585174560547,1,0,-3.814697002724188e-09,143.6107635498047,-0.08867147564888,1.0031388998031616,1.0031388998031616,-0.0023598046973347664,60000.0,-9.559711456298828,1746535200.3425906,0.002219509333372116,-0.05058949068188667,0.1059025228023529,0,1.0031388998031616,3,0.026280440390110016,40.24463653564453,0.11333397030830383,24.267602920532227,10,2.26534366607666,0.0075108641758561134,1.4586354494094849,0.003897271351888776,0.12343288213014603,1.0408653020858765,139.2653350830078,0.11333397030830383
3,0.3265252411365509,0.0002973123046103865,0.1469278186559677,99.94999694824219,0.1406230479478836,500,629.3984375,0.03903726488351822,-0.3197838366031647,10.075821876525879,776.501835958,116.02766418457031,2.925281524658203,0.1406230479478836,118.30000305175781,0,9.446178436279297,1,0,1.5258788677030566e-09,139.965576171875,0.06380581855773926,1.0015043020248413,1.0015043020248413,0.0034037549048662186,80000.0,19.295879364013672,1746535340.4109724,0.0010636178776621819,-0.010802293196320534,0.1406230479478836,0,1.0015043020248413,4,0.5002223253250122,59.5405158996582,0.1469278186559677,23.93788719177246,10,2.3054463863372803,0.010914619080722332,1.472403645515442,0.0037628663703799248,0.1416321098804474,1.0552762746810913,142.89227294921875,0.1469278186559677
4,0.33350226283073425,0.00027826146106235683,0.18027330935001373,92.58000183105469,0.17510688304901123,500,775.3009643554688,0.03072219155728817,-0.33756956458091736,9.186168670654297,924.18476065,119.06372833251953,2.1880686283111572,0.17510688304901123,100.2750015258789,0,8.564041137695312,1,0,-7.629394005448376e-09,145.79736328125,-0.017785727977752686,1.002506971359253,1.0025068521499634,-0.0006976062431931496,100000.0,3.058025360107422,1746535486.3150058,0.001772640272974968,0.024950984865427017,0.17510688304901123,0,1.002506971359253,5,0.9408849477767944,62.598541259765625,0.18027330935001373,26.733585357666016,10,2.716308355331421,0.010217012837529182,1.482792854309082,0.002710629953071475,0.12277776747941971,1.0660455226898193,137.17669677734375,0.18027330935001373
5,0.2955454885959625,0.00034002354368567467,0.2138085812330246,100.2699966430664,0.20960766077041626,500,922.9810791015625,0.07918944209814072,-0.34156671166419983,14.489968299865723,1062.483948657,121.65786743164062,0.3721364140510559,0.20960766077041626,115.5,0,12.843799591064453,1,0,2.1362303925798187e-08,147.56881713867188,-0.003997147083282471,1.003661870956421,1.0036617517471313,0.001919127069413662,120000.0,18.751998901367188,1746535633.9979217,0.0025892776902765036,0.07739584147930145,0.20960766077041626,0,1.003661870956421,6,1.5000592470169067,81.35054016113281,0.2138085812330246,25.910911560058594,10,2.0440266132354736,0.012136139906942844,1.4964536428451538,0.00478691840544343,0.14458982646465302,1.0807157754898071,135.5299835205078,0.2138085812330246
6,0.3174455463886261,0.0002888973103836179,0.24736589193344116,78.33000183105469,0.24360264837741852,500,1061.2830810546875,0.04682352393865585,-0.3399442136287689,14.938763618469238,1201.955792856,113.38809967041016,1.0358448028564453,0.24360264837741852,108.9749984741211,0,12.025439262390137,1,0,-9.918212917625624e-09,138.18780517578125,0.0016224980354309082,1.0009467601776123,1.0009466409683228,0.012957575730979443,140000.0,9.853607177734375,1746535772.2973466,0.0006694605690427125,0.13222824037075043,0.24360264837741852,0,1.0009467601776123,7,2.21583890914917,91.20414733886719,0.24736589193344116,24.799663543701172,10,1.9844006299972534,0.025093715637922287,1.5130733251571655,0.005078909453004599,0.1599704921245575,1.0987846851348877,144.73057556152344,0.24736589193344116
7,0.2983940839767456,0.0003320208052173257,0.27965015172958374,71.08000183105469,0.2770199179649353,500,1200.747802734375,0.06248283386230469,-0.4548216760158539,11.770590782165527,1340.053255728,111.5030288696289,-1.6541656255722046,0.2770199179649353,60.625,0,9.657038688659668,1,0,2.5939939973795845e-08,139.3551483154297,-0.11487746238708496,1.0017592906951904,1.0017591714859009,0.0024342481046915054,160000.0,-23.474945068359375,1746535911.7692342,0.0012439502170309424,0.21784058213233948,0.2770199179649353,0,1.0017592906951904,8,2.9264142513275146,67.72920227050781,0.27965015172958374,27.85210418701172,10,1.8958261013031006,0.027527963742613792,1.5160366296768188,0.005564578343182802,0.15739528834819794,1.1020070314407349,143.5181884765625,0.27965015172958374
8,0.28842687606811523,0.00036045152228325605,0.310745507478714,43.599998474121094,0.30898529291152954,500,1338.8402099609375,0.06735297292470932,-0.4180941581726074,10.170230865478516,1478.745727005,111.02580261230469,-0.4405422806739807,0.30898529291152954,54.900001525878906,0,7.224174976348877,1,0,-2.5939939973795845e-08,137.9795684814453,0.03672751784324646,1.0026226043701172,1.0026226043701172,0.015389053151011467,180000.0,-9.123390197753906,1746536049.866759,0.0018544051563367248,0.32585546374320984,0.30898529291152954,0,1.0026226043701172,9,3.2072501182556152,58.605812072753906,0.310745507478714,26.953746795654297,10,1.4757204055786133,0.04291701689362526,1.518193244934082,0.009183777496218681,0.19544818997383118,1.1043788194656372,144.94898986816406,0.310745507478714
9,0.2981192469596863,0.0003192643343936652,0.3407233655452728,33.97999954223633,0.3393474817276001,500,1477.5640869140625,0.11210798472166061,-0.4246993064880371,9.56498908996582,1613.130281909,111.0265121459961,-1.4385558366775513,0.3393474817276001,50.224998474121094,0,6.893510818481445,1,0,1.0681151962899094e-08,138.60057067871094,-0.0066051483154296875,1.0022257566452026,1.0022257566452026,0.004353392869234085,200000.0,-15.350139617919922,1746536188.5588496,0.0015738195506855845,0.3970499336719513,0.3393474817276001,0,1.0022257566452026,10,3.6644866466522217,43.255672454833984,0.3407233655452728,27.574012756347656,10,1.7482341527938843,0.047270409762859344,1.5351921319961548,0.006543801631778479,0.170525923371315,1.1233538389205933,144.299560546875,0.3407233655452728
