Metrics/EpLen,Time/Epoch,Train/KL,TotalEnvSteps,Safety/shield_adv_c,Value/Adv,Misc/gradient_norm,Misc/AcceptanceStep,Time/Update,Value/reward,Train/Epoch,Time/FPS,Train/PolicyRatio,Loss/Loss_cost_critic,Metrics/LagrangeMultiplier/Std,Time/Total,Train/PolicyRatio/Std,Safety/shield_violation,Loss/Loss_reward_critic,Train/LR,Safety/ShieldLagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier/Std,_timestamp,Misc/FinalStepNorm,Misc/Alpha,Loss/Loss_cost_critic/Delta,Train/PolicyStd,Train/Entropy,Loss/Loss_pi/Delta,_runtime,Misc/H_inv_g,Metrics/LagrangeMultiplier,Misc/xHx,Safety/ShieldLagrangeMultiplier/Min,Metrics/EpRet,Loss/Loss_reward_critic/Delta,Train/StopIter,_step,Metrics/LagrangeMultiplier/Min,Metrics/EpCost,Safety/EpCostShield,Metrics/LagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier,Value/cost,Loss/Loss_pi,Time/Rollout,Train/PolicyRatio/Max,Train/PolicyRatio/Min
1000,127.93453979492188,0.000350563699612394,20000.0,0.9213908910751343,-3.356933575560106e-08,0.03913189098238945,1,18.650794982910156,0.28792765736579895,0,156.3299560546875,1.0013891458511353,11.03791332244873,0,127.93545532226562,0.0009822463616728783,0.11243105679750443,0.011181026697158813,0,0.04500000178813934,0,1746519138.5107534,0.2677203118801117,2.9029932022094727,11.03791332244873,0.9939159750938416,1.412791132926941,-0.4502699673175812,223.925087839,0.0922221690416336,0.03599999099969864,0.0023732094559818506,0.04500000178813934,-0.9360654950141907,0.011181026697158813,10,1,0.03599999099969864,34.04999923706055,46.20000076293945,0.03599999099969864,0.04500000178813934,-0.04536862671375275,-0.4502699673175812,109.28372192382812,1.0013892650604248,1.0013892650604248
1000,95.03520965576172,0.0003576545568648726,40000.0,0.36553841829299927,0.0,0.053262557834386826,1,17.17259979248047,0.22779472172260284,1,210.4483184814453,1.0019687414169312,23.05816078186035,0,223.02565002441406,0.0013920823112130165,1.4869383573532104,0.005642581731081009,0,0.07911510765552521,0,1746519233.6105778,0.2573108971118927,2.8342225551605225,12.020247459411621,1.0007752180099487,1.4195932149887085,0.050591349601745605,322.27532822,0.09078711271286011,0.07074403017759323,0.0024897765833884478,0.07911510765552521,-0.8224414587020874,-0.0055384449660778046,10,2,0.07074403017759323,49.599998474121094,84.1500015258789,0.07074403017759323,0.07911510765552521,1.14518404006958,-0.39967861771583557,77.86259460449219,1.0019687414169312,1.0019687414169312
1000,98.27430725097656,0.0002452708431519568,60000.0,0.20791825652122498,-6.561278809158466e-08,0.03151530772447586,1,17.170087814331055,0.1833612471818924,2,203.51199340820312,1.0017929077148438,15.858920097351074,0,321.362548828125,0.0012678334023803473,2.456376552581787,0.004372591618448496,0,0.11360277235507965,0,1746519331.9607792,0.3334100842475891,3.3177103996276855,-7.199240684509277,1.0271679162979126,1.445561408996582,0.03171801567077637,421.378598376,0.10049403458833694,0.10567602515220642,0.0018169820541515946,0.11360277235507965,-0.5948517918586731,-0.001269990112632513,10,3,0.10567602515220642,47.25,70.3499984741211,0.10567602515220642,0.11360277235507965,1.6404236555099487,-0.3679606020450592,81.10420227050781,1.0017929077148438,1.0017929077148438
1000,99.03154754638672,0.0003574300208128989,80000.0,1.3908628225326538,5.340575981449547e-09,0.0594109445810318,1,17.15758514404297,0.1633002907037735,3,201.9558563232422,1.0015774965286255,23.319055557250977,0,420.471435546875,0.0011154866078868508,5.444691181182861,0.005177720915526152,0,0.14840728044509888,0,1746519431.064021,0.26130324602127075,2.297248363494873,7.460135459899902,1.0771235227584839,1.4928792715072632,0.015277445316314697,526.090445908,0.11374618858098984,0.14072996377944946,0.0037897706497460604,0.14840728044509888,-0.4951121211051941,0.0008051292970776558,10,4,0.14072996377944946,48.26250076293945,89.0,0.14072996377944946,0.14840728044509888,2.9427096843719482,-0.3526831567287445,81.8739242553711,1.001577615737915,1.001577615737915
1000,104.63491821289062,0.00024324179685208946,100000.0,0.7613849639892578,-7.629394338515283e-10,0.029615094885230064,1,17.505008697509766,0.12946592271327972,4,191.14077758789062,1.00070321559906,17.48488426208496,0,525.1768798828125,0.0004971642047166824,4.7950663566589355,0.004976057447493076,0,0.1831374615430832,0,1746519535.7757897,0.33337917923927307,3.3884103298187256,-5.834171295166016,1.1243122816085815,1.5358418226242065,0.045291125774383545,621.215278461,0.09838807582855225,0.17595230042934418,0.001741949119605124,0.1831374615430832,-0.3822707235813141,-0.00020166346803307533,10,5,0.17595230042934418,53.529998779296875,128.89999389648438,0.17595230042934418,0.1831374615430832,3.3055624961853027,-0.30739203095436096,87.1298828125,1.00070321559906,1.00070321559906
1000,95.04930877685547,0.000327594781992957,120000.0,-1.0006682872772217,1.525878801089675e-08,0.0407288521528244,1,16.848163604736328,0.10499677807092667,5,210.4171142578125,1.0012507438659668,8.449325561523438,0,620.3043212890625,0.0008844094118103385,7.668237686157227,0.005390409380197525,0,0.21556563675403595,0,1746519630.9007268,0.30895277857780457,2.885896921157837,-9.035558700561523,1.149102807044983,1.5578306913375854,-0.18506619334220886,722.293007092,0.10705607384443283,0.21121713519096375,0.0024014113005250692,0.21556563675403595,-0.25974515080451965,0.0004143519327044487,10,6,0.21121713519096375,49.97999954223633,31.200000762939453,0.21121713519096375,0.21556563675403595,5.015118598937988,-0.4924582242965698,78.20111083984375,1.0012507438659668,1.0012507438659668
1000,101.02180480957031,0.0003214058233425021,140000.0,1.2950962781906128,5.7220459481754915e-09,0.04560389742255211,1,17.498085021972656,0.09555262327194214,6,197.97705078125,1.0007861852645874,13.473420143127441,0,721.4022827148438,0.0005558888078667223,7.526043891906738,0.0059241848066449165,0,0.2489214390516281,0,1746519731.978402,0.2938426434993744,2.398513078689575,5.024094581604004,1.1983400583267212,1.5995336771011353,0.15806010365486145,818.15386543,0.12251033633947372,0.2465832382440567,0.003476518439128995,0.2489214390516281,0.032840546220541,0.0005337754264473915,10,7,0.2465832382440567,52.63999938964844,109.44999694824219,0.2465832382440567,0.2489214390516281,4.719728946685791,-0.3343981206417084,83.5237045288086,1.0007861852645874,1.0007861852645874
1000,95.78778076171875,0.0002991673827636987,160000.0,0.0728740394115448,3.051757735406113e-09,0.03906264901161194,1,17.181560516357422,0.07402686774730682,7,208.79489135742188,1.002750277519226,11.119352340698242,0,817.2434692382812,0.0019447117811068892,6.0805768966674805,0.00994298979640007,0,0.28111639618873596,0,1746519827.8393633,0.3037736117839813,2.769761323928833,-2.354067802429199,1.2493849992752075,1.6413984298706055,-0.11979284882545471,920.861183415,0.10967500507831573,0.2818801701068878,0.00260701566003263,0.28111639618873596,0.24223819375038147,0.004018804989755154,10,8,0.2818801701068878,48.150001525878906,44.5,0.2818801701068878,0.28111639618873596,3.7949721813201904,-0.4541909694671631,78.606201171875,1.002750277519226,1.002750277519226
1000,102.62553405761719,0.00024242683139164,180000.0,1.4170037508010864,-3.051757735406113e-09,0.03195573017001152,1,17.159259796142578,0.07388077676296234,8,194.88327026367188,1.000544548034668,15.839139938354492,0,919.942138671875,0.00038505360134877264,6.082696914672852,0.006030359771102667,0,0.31438037753105164,0,1746519930.546622,0.35134169459342957,2.831131935119629,4.71978759765625,1.2622605562210083,1.6518148183822632,0.22471077740192413,1020.676929174,0.12409937381744385,0.31732118129730225,0.002495215041562915,0.31438037753105164,0.41635745763778687,-0.003912630025297403,10,9,0.31732118129730225,54.290000915527344,155.14999389648438,0.31732118129730225,0.31438037753105164,4.164019584655762,-0.22948019206523895,85.46625518798828,1.000544548034668,1.000544548034668
1000,99.74381256103516,0.00032244977774098516,200000.0,0.8314759135246277,4.577636492086867e-09,0.06875055283308029,1,17.115825653076172,0.08562260121107101,9,200.51368713378906,1.0026875734329224,14.399569511413574,0,1019.7685546875,0.0019004294881597161,8.12128734588623,0.008750823326408863,0,0.34799569845199585,0,1746520030.36248,0.29931166768074036,2.1974234580993652,-1.439570426940918,1.2835179567337036,1.6684383153915405,-0.1611378937959671,1123.087248016,0.13621029257774353,0.35282960534095764,0.004141917917877436,0.34799569845199585,0.6363363862037659,0.002720463555306196,10,10,0.35282960534095764,52.91999816894531,97.05000305175781,0.35282960534095764,0.34799569845199585,5.113797664642334,-0.39061808586120605,82.62796783447266,1.002687692642212,1.002687692642212
