Misc/H_inv_g,Time/Rollout,Metrics/EpRet,_timestamp,_step,Misc/xHx,Misc/Alpha,Time/Update,Loss/Loss_reward_critic/Delta,Metrics/LagrangeMultiplier/Std,Loss/Loss_pi/Delta,Metrics/LagrangeMultiplier,Value/cost,_runtime,Metrics/LagrangeMultiplier/Max,Metrics/EpCost,Train/PolicyRatio/Max,Metrics/LagrangeMultiplier/Min,Loss/Loss_pi,Metrics/EpLen,Loss/Loss_cost_critic/Delta,Value/reward,Safety/ShieldLagrangeMultiplier/Min,Train/PolicyRatio,Safety/shield_violation,Train/LR,Safety/shield_adv_c,Train/StopIter,Loss/Loss_cost_critic,Safety/EpCostShield,Train/Entropy,TotalEnvSteps,Train/PolicyRatio/Std,Time/Epoch,Safety/ShieldLagrangeMultiplier/Max,Time/Total,Misc/FinalStepNorm,Train/Epoch,Train/PolicyRatio/Min,Loss/Loss_reward_critic,Train/KL,Misc/AcceptanceStep,Value/Adv,Safety/ShieldLagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Std,Time/FPS,Misc/gradient_norm,Train/PolicyStd
0.16891533136367798,103.2174301147461,-0.4006407856941223,1746566310.2265127,1,0.006314224097877741,1.7797322273254395,13.6974515914917,0.007656384259462357,0,-0.007469182834029198,0.03599999472498894,0.18089845776557922,203.286199651,0.03599999472498894,35.04999923706055,0.9994195699691772,0.03599999472498894,-0.007469182834029198,1000,17.743589401245117,0.041725557297468185,0.044999994337558746,0.9994195103645325,0.22511084377765656,0,-0.08882437646389008,10,17.743589401245117,65.25,1.407393455505371,20000.0,0.0004104260297026485,116.91490173339844,0.044999994337558746,116.91702270507812,0.3006240725517273,0,0.9994195699691772,0.007656384259462357,0.0003100406611338258,1,-6.103515470812226e-09,0.044999994337558746,0,171.06459045410156,0.07100734859704971,0.9886098504066467
0.16903558373451233,70.79961395263672,-0.27333104610443115,1746566395.115224,2,0.006228339858353138,1.7919608354568481,14.011137008666992,-0.0016299141570925713,0,0.028329912573099136,0.07104749977588654,0.7569916248321533,289.597430889,0.07104749977588654,38.82500076293945,1.000737190246582,0.07104749977588654,0.02086072973906994,1000,-2.1676998138427734,0.03727886825799942,0.0800047367811203,1.000737190246582,1.1563035249710083,0,1.9553077220916748,10,15.575889587402344,80.05000305175781,1.397813320159912,40000.0,0.0005212160176597536,84.8107681274414,0.0800047367811203,201.79469299316406,0.3029051423072815,1,1.000737190246582,0.006026470102369785,0.0003142341738566756,1,-3.051757735406113e-09,0.0800047367811203,0,235.81910705566406,0.0700889453291893,0.9791513085365295
0.20127548277378082,72.41871643066406,-0.13202959299087524,1746566481.426725,3,0.007960542105138302,1.5850515365600586,13.778491020202637,-0.0014988663606345654,0,-0.030357380397617817,0.10603831708431244,1.3171783685684204,378.186260449,0.10603831708431244,35.91666793823242,0.9996485114097595,0.10603831708431244,-0.009496650658547878,1000,-2.011643409729004,0.04421559348702431,0.1145545095205307,0.9996485114097595,2.6191012859344482,0,-0.701720654964447,10,13.56424617767334,58.150001525878906,1.3783527612686157,60000.0,0.00024855401716195047,86.19722747802734,0.1145545095205307,288.07904052734375,0.3190320134162903,2,0.9996485114097595,0.00452760374173522,0.0003315919602755457,1,-5.912780487449254e-09,0.1145545095205307,0,232.02603149414062,0.0653822273015976,0.9603325724601746
0.17591211199760437,74.72293853759766,0.1456041783094406,1746566570.0154753,4,0.006051413249224424,1.8179678916931152,13.760974884033203,0.004208313766866922,0,0.17377776559442282,0.14118343591690063,1.5373737812042236,467.769477807,0.14118343591690063,44.400001525878906,0.9984641075134277,0.14118343591690063,0.16428111493587494,1000,6.9878644943237305,0.043305229395627975,0.14806832373142242,0.9984641075134277,3.141490936279297,0,0.3942805528640747,10,20.55211067199707,149.5500030517578,1.3571847677230835,80000.0,0.0010860399343073368,88.48393249511719,0.14806832373142242,376.6768798828125,0.31980258226394653,3,0.9984641075134277,0.008735917508602142,0.00028582403319887817,1,-1.5258788677030566e-09,0.14806832373142242,0,226.0297393798828,0.06036396324634552,0.9403083920478821
0.2037169486284256,75.15569305419922,0.2933386564254761,1746566659.5987206,5,0.007315324619412422,1.6534759998321533,14.036518096923828,-0.0005642492324113846,0,-0.16050537675619125,0.17644420266151428,3.6521878242492676,556.875200331,0.17644420266151428,44.02000045776367,0.9993526339530945,0.17644420266151428,0.0037757381796836853,1000,-2.0289077758789062,0.053625524044036865,0.18203571438789368,0.9993526339530945,6.85107946395874,0,-1.0460593700408936,10,18.523202896118164,100.9000015258789,1.3479570150375366,100000.0,0.0004577990621328354,89.1922378540039,0.18203571438789368,465.96429443359375,0.3368411064147949,4,0.9993526339530945,0.008171668276190758,0.0002813087194226682,1,1.907348501362094e-09,0.18203571438789368,0,224.23477172851562,0.06775706261396408,0.9319465160369873
0.23217648267745972,75.2123794555664,0.7152292728424072,1746566748.7045035,6,0.010208229534327984,1.3997148275375366,13.805703163146973,0.009928353130817413,0,0.060175783932209015,0.21189546585083008,3.1485719680786133,644.150203387,0.21189546585083008,50.63999938964844,0.9997843503952026,0.21189546585083008,0.0639515221118927,1000,0.17229080200195312,0.06835439801216125,0.21646718680858612,0.9997842907905579,6.31734561920166,0,0.9287551045417786,10,18.695493698120117,115.05000305175781,1.348404049873352,120000.0,0.00015248730778694153,89.01809692382812,0.21646718680858612,555.374755859375,0.32498085498809814,5,0.9997843503952026,0.01810002140700817,0.00030914173112250865,1,-4.577636492086867e-09,0.21646718680858612,0,224.67343139648438,0.06638770550489426,0.9327669143676758
0.2625303566455841,73.39337158203125,1.2697674036026,1746566835.9794087,7,0.013231387361884117,1.2294535636901855,13.802430152893066,-0.0014081969857215881,0,-0.13503370434045792,0.24749654531478882,3.667681932449341,734.217121882,0.24749654531478882,50.189998626708984,1.0015215873718262,0.24749654531478882,-0.07108218222856522,1000,-2.751101493835449,0.08853968977928162,0.2505013346672058,1.0015215873718262,7.657899856567383,0,-0.771317720413208,10,15.944392204284668,77.94999694824219,1.3483189344406128,140000.0,0.0010759247234091163,87.19581604003906,0.2505013346672058,642.6566772460938,0.322768896818161,6,1.0015215873718262,0.016691824421286583,0.0002885665453504771,1,-7.629394005448376e-09,0.2505013346672058,0,229.36880493164062,0.081690214574337,0.9325871467590332
0.2667839527130127,75.94380950927734,1.8719592094421387,1746566926.046392,8,0.012201426550745964,1.280293345451355,14.037822723388672,0.0083804652094841,0,0.12978678569197655,0.2832982540130615,4.791130542755127,823.53509878,0.2832982540130615,54.630001068115234,0.9990004301071167,0.2832982540130615,0.05870460346341133,1000,0.9956178665161133,0.16482815146446228,0.2851462960243225,0.9990003705024719,9.429489135742188,0,0.4267524480819702,10,16.94001007080078,138.5500030517578,1.3454232215881348,160000.0,0.0007068307604640722,89.98165130615234,0.2851462960243225,732.7171020507812,0.3415617048740387,7,0.9990004301071167,0.025072289630770683,0.00026895132032223046,1,2.6702879907247734e-09,0.2851462960243225,0,222.26754760742188,0.0707734003663063,0.9300968050956726
0.29590722918510437,74.94094848632812,2.2382278442382812,1746567015.364389,9,0.018664533272385597,1.0351572036743164,13.779585838317871,-0.001123746857047081,0,0.00978047028183937,0.31936419010162354,5.0237345695495605,913.520745414,0.31936419010162354,61.70000076293945,0.9992048144340515,0.31936419010162354,0.0684850737452507,1000,5.13557243347168,0.15898442268371582,0.32033395767211914,0.9992048144340515,10.861164093017578,0,0.16493189334869385,10,22.07558250427246,155.5,1.3340296745300293,180000.0,0.0005622951430268586,88.72056579589844,0.32033395767211914,821.524658203125,0.3063105046749115,8,0.9992048144340515,0.023948542773723602,0.00032255504629574716,1,-7.629394005448376e-09,0.32033395767211914,0,225.4268798828125,0.10449114441871643,0.9197748303413391
0.32469943165779114,76.11048889160156,2.724727153778076,1746567105.3499525,10,0.021615589037537575,0.9619031548500061,13.796026229858398,-0.00020075403153896332,0,-0.040615445002913475,0.3557373285293579,5.567037582397461,1001.537842664,0.3557373285293579,70.41999816894531,1.0014193058013916,0.3557373285293579,0.027869628742337227,1000,-3.495370864868164,0.17695698142051697,0.35591936111450195,1.001419186592102,11.24533462524414,0,1.8871469497680664,10,18.580211639404297,146.89999389648438,1.3345664739608765,200000.0,0.001003544544801116,89.90653991699219,0.35591936111450195,912.0272827148438,0.31232941150665283,9,1.0014193058013916,0.02374778874218464,0.00031211847090162337,1,-2.2888182460434336e-09,0.35591936111450195,0,222.4532470703125,0.13064000010490417,0.9199315905570984
