Train/LR,Safety/ShieldLagrangeMultiplier/Max,Misc/AcceptanceStep,Safety/ShieldLagrangeMultiplier,Metrics/EpRet,Train/PolicyRatio,Time/Epoch,Safety/ShieldLagrangeMultiplier/Min,Train/PolicyRatio/Max,Value/cost,_runtime,Train/PolicyRatio/Std,_timestamp,Train/Epoch,Time/Rollout,_step,Safety/ShieldLagrangeMultiplier/Std,Time/Update,Misc/gradient_norm,Misc/H_inv_g,Metrics/EpCost,Metrics/EpLen,Metrics/LagrangeMultiplier/Std,Loss/Loss_pi,Misc/FinalStepNorm,Value/reward,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,Train/PolicyRatio/Min,Safety/EpCostShield,Misc/Alpha,Misc/xHx,Time/Total,Train/PolicyStd,Value/Adv,Loss/Loss_reward_critic/Delta,Metrics/LagrangeMultiplier/Max,Train/KL,Loss/Loss_reward_critic,Train/Entropy,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Min,Train/StopIter,Safety/shield_adv_c,Time/FPS,Safety/shield_violation,TotalEnvSteps,Loss/Loss_pi/Delta
0,0.044999994337558746,1,0.044999994337558746,0.03288968652486801,1.0020650625228882,183.2965545654297,0.044999994337558746,1.0020650625228882,-0.03807946294546127,328.574300204,0.0014601354487240314,1746535027.2198167,0,157.9276123046875,1,0,25.368907928466797,0.04105638712644577,0.11081681400537491,37.75,500,0,-0.42505547404289246,0.2925134599208832,0.06779675930738449,30.254549026489258,30.254549026489258,1.0020650625228882,54.79999923706055,2.6396126747131348,0.0028704372234642506,183.29782104492188,1.0035732984542847,4.959106458812812e-09,0.008642618544399738,0.035999998450279236,0.00031834020046517253,0.008642618544399738,1.4222677946090698,0.035999998450279236,0.035999998450279236,10,2.4532582759857178,109.11280059814453,-0.038155049085617065,20000.0,-0.42505547404289246
0,0.07938742637634277,1,0.07938742637634277,0.04542046785354614,1.0015183687210083,143.9329833984375,0.07938742637634277,1.0015184879302979,1.8079423904418945,467.319864935,0.0010736769763752818,1746535171.253294,1,120.0112075805664,2,0,23.921741485595703,0.0662558376789093,0.1262841373682022,56.70000076293945,500,0,-0.3813726007938385,0.2910313308238983,0.04399360716342926,34.180912017822266,3.926362991333008,1.0015184879302979,91.6500015258789,2.3045754432678223,0.0037657110951840878,327.3287048339844,1.024694561958313,1.5258788677030566e-09,-0.0018663061782717705,0.07067514955997467,0.00032200218993239105,0.006776312366127968,1.4427651166915894,0.07067514955997467,0.07067514955997467,10,3.406517505645752,138.9535675048828,2.7410478591918945,40000.0,0.043682873249053955
0,0.11322526633739471,1,0.11322526633739471,0.25288960337638855,1.0029772520065308,138.64610290527344,0.11322526633739471,1.0029772520065308,1.906862497329712,608.643173555,0.00210520694963634,1746535309.998858,2,112.34332275390625,3,0,26.302738189697266,0.03421230614185333,0.1281100958585739,53.65999984741211,500,0,-0.4080803096294403,0.3188486397266388,0.047400135546922684,26.005834579467773,-8.175077438354492,1.0029772520065308,54.42499923706055,2.4888644218444824,0.0032286886125802994,466.07611083984375,1.034841537475586,-1.5258788677030566e-09,0.002391766756772995,0.10556674003601074,0.0003551695845089853,0.009168079122900963,1.4526649713516235,0.10556674003601074,0.10556674003601074,10,1.837233066558838,144.25216674804688,3.18328595161438,60000.0,-0.026707708835601807
0,0.1475452482700348,1,0.1475452482700348,0.7957913279533386,1.0013270378112793,141.2147216796875,0.1475452482700348,1.0013270378112793,3.35211443901062,755.880681054,0.0009383573778904974,1746535451.3222828,3,117.69737243652344,4,0,23.517316818237305,0.0507647842168808,0.14667391777038574,56.310001373291016,500,0,-0.3461644947528839,0.31253954768180847,0.05884368345141411,38.26131820678711,12.255483627319336,1.0013270378112793,77.42500305175781,2.1308460235595703,0.004404786974191666,607.3955078125,1.0537232160568237,-3.509521562250484e-08,-0.00016188714653253555,0.14061510562896729,0.00035694800317287445,0.009006191976368427,1.4705842733383179,0.14061510562896729,0.14061510562896729,10,0.7017780542373657,141.6282958984375,5.3290300369262695,80000.0,0.061915814876556396
0,0.1822720170021057,1,0.1822720170021057,1.2032309770584106,1.0025118589401245,147.13238525390625,0.1822720170021057,1.0025118589401245,4.34426736831665,905.395055523,0.0017761243507266045,1746535598.5596702,4,120.97402954101562,5,0,26.15831184387207,0.04378775507211685,0.1409795880317688,53.400001525878906,500,0,-0.30924877524375916,0.31809669733047485,0.08482416719198227,39.87138366699219,1.6100654602050781,1.0025118589401245,92.67500305175781,2.256331443786621,0.0039284671656787395,754.632080078125,1.06978178024292,-3.814697002724188e-09,-0.0007017441093921661,0.1756984293460846,0.00035914653562940657,0.008304447866976261,1.4857157468795776,0.1756984293460846,0.1756984293460846,10,0.7111615538597107,135.9320068359375,6.809059143066406,100000.0,0.036915719509124756
0,0.2169087827205658,1,0.2169087827205658,2.0318901538848877,1.0015782117843628,149.4122314453125,0.2169087827205658,1.0015782117843628,10.821413040161133,1051.051178082,0.0011159360874444246,1746535748.0743668,5,124.30050659179688,6,0,25.111684799194336,0.0674998015165329,0.13393691182136536,80.44000244140625,500,0,-0.24636141955852509,0.29578229784965515,0.15028008818626404,85.00006866455078,45.128684997558594,1.0015782117843628,144.60000610351562,2.2083704471588135,0.00410095602273941,904.1505737304688,1.0712553262710571,3.3950804834148585e-08,0.01274473313242197,0.2109612226486206,0.00032759434543550014,0.02104918099939823,1.4873309135437012,0.2109612226486206,0.2109612226486206,10,2.1430373191833496,133.85784912109375,13.749820709228516,120000.0,0.06288735568523407
0,0.25117745995521545,1,0.25117745995521545,2.5750322341918945,1.0025345087051392,145.56329345703125,0.25117745995521545,1.0025346279144287,6.283388137817383,1193.121787947,0.001792140188626945,1746535893.7307847,6,119.01429748535156,7,0,26.54897689819336,0.0487360954284668,0.13976289331912994,81.08999633789062,500,0,-0.37175479531288147,0.3036363422870636,0.19576723873615265,61.268062591552734,-23.732006072998047,1.0025346279144287,73.25,2.1725106239318848,0.004237455781549215,1049.8126220703125,1.0730257034301758,-1.2207030941624453e-08,0.0014071520417928696,0.24649222195148468,0.0003410005883779377,0.0224563330411911,1.4885600805282593,0.24649222195148468,0.24649222195148468,10,2.1285433769226074,137.39727783203125,9.3389253616333,140000.0,-0.12539337575435638
0,0.2840787470340729,1,0.2840787470340729,2.9319748878479004,1.0021858215332031,141.9706268310547,0.2840787470340729,1.0021858215332031,3.872532844543457,1338.5325294,0.0015456092078238726,1746536035.801131,7,116.76608276367188,8,0,25.20452117919922,0.081660695374012,0.15435566008090973,65.36000061035156,500,0,-0.3870368003845215,0.3036058843135834,0.27802103757858276,35.42177200317383,-25.846290588378906,1.0021858215332031,44.224998474121094,1.9669243097305298,0.005169562995433807,1191.8746337890625,1.0807801485061646,-1.9454954980346884e-08,0.0009955000132322311,0.28202444314956665,0.00033465566230006516,0.023451833054423332,1.4959049224853516,0.28202444314956665,0.28202444314956665,10,-1.0309500694274902,140.87420654296875,6.8958282470703125,160000.0,-0.015282005071640015
0,0.31723758578300476,1,0.31723758578300476,3.486083984375,1.0009807348251343,145.31573486328125,0.31723758578300476,1.0009807348251343,6.512299537658691,1482.889683723,0.0006933999829925597,1746536181.212024,8,121.59834289550781,9,0,23.717355728149414,0.07737619429826736,0.17773789167404175,39.02000045776367,500,0,-0.33101093769073486,0.3064000606536865,0.37034347653388977,51.6796989440918,16.25792694091797,1.0009807348251343,81.0999984741211,1.7238870859146118,0.0067299483343958855,1337.2928466796875,1.082248330116272,-1.2588500908350397e-08,0.015422793105244637,0.31653037667274475,0.0003247935383114964,0.03887462615966797,1.4974569082260132,0.31653037667274475,0.31653037667274475,10,2.5076940059661865,137.63134765625,10.443124771118164,180000.0,0.05602586269378662
0,0.3499031364917755,1,0.3499031364917755,3.961362361907959,1.0016082525253296,144.2710723876953,0.3499031364917755,1.0016082525253296,4.668639183044434,1619.63283189,0.0011371781583875418,1746536325.5694172,9,119.46783447265625,10,0,24.803211212158203,0.06589685380458832,0.16272084414958954,43.38999938964844,500,0,-0.34148773550987244,0.2860593795776367,0.4180414080619812,26.01316261291504,-25.666536331176758,1.0016082525253296,58.599998474121094,1.7579762935638428,0.006471474654972553,1481.6583251953125,1.0932916402816772,6.103515470812226e-09,0.0018650814890861511,0.35044726729393005,0.0003377486427780241,0.04073970764875412,1.5076428651809692,0.35044726729393005,0.35044726729393005,10,0.5512024164199829,138.6279296875,7.5430521965026855,200000.0,-0.010476797819137573
