_runtime,Loss/Loss_pi/Delta,Safety/ShieldLagrangeMultiplier/Std,Metrics/LagrangeMultiplier,_step,Safety/ShieldLagrangeMultiplier/Max,Metrics/EpCost,Value/cost,Train/LR,Safety/shield_violation,Loss/Loss_reward_critic/Delta,Safety/ShieldLagrangeMultiplier,Train/PolicyStd,Safety/EpCostShield,Train/PolicyRatio/Std,Time/Epoch,Loss/Loss_cost_critic/Delta,Metrics/EpLen,Safety/shield_adv_c,Loss/Loss_reward_critic,Loss/Loss_pi,Train/KL,Train/PolicyRatio/Max,Train/Entropy,Value/reward,Metrics/LagrangeMultiplier/Std,Metrics/EpRet,Train/PolicyRatio/Min,Train/PolicyRatio,Metrics/LagrangeMultiplier/Max,Value/Adv,_timestamp,Time/Update,TotalEnvSteps,Train/Epoch,Metrics/LagrangeMultiplier/Min,Train/StopIter,Loss/Loss_cost_critic,Safety/ShieldLagrangeMultiplier/Min,Time/Rollout,Time/FPS,Time/Total
416.14613985,-0.44827795028686523,0,0.03599999472498894,1,0.044999994337558746,5.5,-0.1910850703716278,0.0002969999914057553,0.03708721324801445,0.015690898522734642,0.044999994337558746,0.980433464050293,17.5,0.010871944949030876,220.498046875,2.463615894317627,1000,NaN,0.015690898522734642,-0.44827795028686523,0.012280697003006935,1.0072088241577148,1.3991034030914307,0.009855309501290321,0,-3.529144287109375,1.0072088241577148,1.0072088241577148,0.03599999472498894,-0.11400572955608368,1746518310.2757435,96.26075744628906,20000.0,0,0.03599999472498894,40,2.463615894317627,0.044999994337558746,124.23722076416016,90.70375061035156,220.49911499023438
619.667096923,0.010141938924789429,0,0.06897986680269241,2,0.07999461889266968,2.950000047683716,-0.08618128299713135,0.00029399999766610563,0.5008271336555481,-0.009832465089857578,0.07999461889266968,0.9387045502662659,17.399999618530273,0.012239698320627213,194.79539489746094,-0.6502736806869507,1000,NaN,0.005858433432877064,-0.4381360113620758,0.013836942613124847,1.0064221620559692,1.3555524349212646,-0.017499346286058426,0,-2.779906988143921,1.0064221620559692,1.0064221620559692,0.06897986680269241,-0.42420056462287903,1746518505.1251996,96.81109619140625,40000.0,1,0.06897986680269241,40,1.8133422136306763,0.07999461889266968,97.98423767089844,102.67183685302734,415.3530578613281
822.850169558,-0.002479732036590576,0,0.102777861058712,3,0.11354503035545349,4.633333206176758,0.03928973525762558,0.000291000003926456,1.6696277856826782,0.0028758374974131584,0.11354503035545349,0.8947390913963318,37.45000076293945,0.01409628801047802,203.45315551757812,1.3144313097000122,1000,NaN,0.008734270930290222,-0.4406157433986664,0.019111575558781624,1.0086112022399902,1.3071391582489014,-0.05741913989186287,0,-2.2749507427215576,1.0086112022399902,1.0086112022399902,0.102777861058712,-0.03391911834478378,1746518708.6462915,97.90071868896484,60000.0,2,0.102777861058712,40,3.1277735233306885,0.11354503035545349,105.5523452758789,98.302734375,618.8607177734375
1029.146311694,0.02840590476989746,0,0.13602465391159058,4,0.14567930996418,9.550000190734863,0.15583375096321106,0.0002880000101868063,2.1569950580596924,-0.005341915879398584,0.14567930996418,0.8601309657096863,67.6500015258789,0.01293744333088398,203.12991333007812,2.975458860397339,1000,NaN,0.003392355050891638,-0.4122098386287689,0.013727002777159214,1.0077602863311768,1.2673813104629517,-0.06150541827082634,0,-1.7047370672225952,1.0077602863311768,1.0077602863311768,0.13602465391159058,0.08512693643569946,1746518911.829104,97.96549987792969,80000.0,3,0.13602465391159058,40,6.103232383728027,0.14567930996418,105.16435241699219,98.45915222167969,822.0568237304688
1238.311894591,0.04642447829246521,0,0.16883063316345215,5,0.1780305802822113,14.279999732971191,1.2153170108795166,0.0002849999873433262,4.127001762390137,0.002872250974178314,0.1780305802822113,0.8351523876190186,90.3499984741211,0.012403551489114761,206.23214721679688,5.467632293701172,1000,NaN,0.006264606025069952,-0.3657853603363037,0.013424267061054707,1.008097767829895,1.237789511680603,-0.02350124903023243,0,-1.3454468250274658,1.008097767829895,1.008097767829895,0.16883063316345215,0.0706803947687149,1746519118.1255257,98.07406616210938,100000.0,4,0.16883063316345215,40,11.5708646774292,0.1780305802822113,108.15799713134766,96.97808837890625,1028.343017578125
1446.223607583,-0.011355757713317871,0,0.2012065052986145,6,0.211264967918396,21.510000228881836,1.6921032667160034,0.00028199999360367656,5.890642166137695,-0.0004277224652469158,0.211264967918396,0.8123667240142822,93.94999694824219,0.012315359897911549,209.09469604492188,-1.292922019958496,1000,NaN,0.005836883559823036,-0.3771411180496216,0.013477151282131672,1.0085200071334839,1.2097450494766235,-0.021256204694509506,0,-0.5312573313713074,1.0085200071334839,1.0085200071334839,0.2012065052986145,0.0371515154838562,1746519327.2911427,98.63987731933594,120000.0,5,0.2012065052986145,40,10.277942657470703,0.211264967918396,110.45475769042969,95.65044403076172,1237.5023193359375
1653.204034179,0.022103041410446167,0,0.23426641523838043,7,0.24461233615875244,23.889999389648438,1.1466718912124634,0.0002789999998640269,5.281101703643799,-0.0016906526871025562,0.24461233615875244,0.7932425737380981,56.150001525878906,0.012471312656998634,207.8406219482422,-5.686248779296875,1000,NaN,0.00414623087272048,-0.3550380766391754,0.012342310510575771,1.0094634294509888,1.1856412887573242,0.007428519427776337,0,0.004239735659211874,1.0094634294509888,1.0094634294509888,0.23426641523838043,0.008072830736637115,1746519535.2028291,98.63251495361328,140000.0,6,0.23426641523838043,40,4.591693878173828,0.24461233615875244,109.20806121826172,96.22757720947266,1445.4129638671875
1852.657006051,0.02735075354576111,0,0.2671639919281006,8,0.27865928411483765,37.04999923706055,1.7972577810287476,0.00027600000612437725,5.132557392120361,0.0005275513976812363,0.27865928411483765,0.766711413860321,113.05000305175781,0.013079033233225346,206.9171600341797,2.8689327239990234,1000,NaN,0.004673782270401716,-0.3276873230934143,0.01357963215559721,1.0096590518951416,1.1510884761810303,-0.00046253055916167796,0,0.3603139817714691,1.0096590518951416,1.0096590518951416,0.2671639919281006,-0.165571391582489,1746519742.1833606,98.7628402709961,160000.0,7,0.2671639919281006,40,7.460626602172852,0.27865928411483765,108.15424346923828,96.65703582763672,1652.40234375
2052.190399751,-0.07948416471481323,0,0.30098840594291687,9,0.3112095594406128,33.29999923706055,1.9115724563598633,0.0002730000123847276,6.11547327041626,0.0030684652738273144,0.3112095594406128,0.752332866191864,31.799999237060547,0.013557539321482182,199.3695526123047,-3.206130027770996,1000,NaN,0.007742247544229031,-0.40717148780822754,0.012595446780323982,1.0136573314666748,1.1315170526504517,0.011119565926492214,0,0.4232504963874817,1.0136573314666748,1.0136572122573853,0.30098840594291687,-0.17216123640537262,1746519941.6363153,98.53162384033203,180000.0,8,0.30098840594291687,40,4.2544965744018555,0.3112095594406128,100.83785247802734,100.31622314453125,1851.834228515625
2253.754523766,-0.002898991107940674,0,0.3355567157268524,10,0.3432169556617737,30.440000534057617,2.408592462539673,0.0002699999895412475,5.881789684295654,-0.0011695236898958683,0.3432169556617737,0.7275547981262207,44.04999923706055,0.014419383369386196,199.46131896972656,-0.3147580623626709,1000,NaN,0.006572723854333162,-0.4100704789161682,0.01657196693122387,1.016364336013794,1.097445011138916,0.026015909388661385,0,0.43026992678642273,1.016364336013794,1.016364336013794,0.3355567157268524,0.04070613533258438,1746520141.169639,98.63948059082031,200000.0,9,0.3355567157268524,40,3.9397385120391846,0.3432169556617737,100.82173919677734,100.27006530761719,2051.37939453125
