Loss/Loss_pi/Delta,Safety/shield_adv_c,Loss/Loss_reward_critic,Loss/Loss_pi,Time/Update,Misc/FinalStepNorm,Train/PolicyRatio/Min,_runtime,Train/Epoch,TotalEnvSteps,Safety/ShieldLagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Max,Loss/Loss_reward_critic/Delta,Value/Adv,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Max,Metrics/EpRet,Train/PolicyStd,Misc/Alpha,Misc/xHx,Train/PolicyRatio,Time/FPS,Metrics/EpCost,Misc/gradient_norm,Safety/ShieldLagrangeMultiplier/Std,Time/Epoch,Train/PolicyRatio/Std,Time/Rollout,Metrics/EpLen,Train/StopIter,Safety/ShieldLagrangeMultiplier/Min,Train/LR,Train/PolicyRatio/Max,Train/KL,Misc/AcceptanceStep,Metrics/LagrangeMultiplier/Std,_timestamp,Safety/shield_violation,Train/Entropy,Metrics/LagrangeMultiplier/Min,Misc/H_inv_g,Loss/Loss_cost_critic,Loss/Loss_cost_critic/Delta,_step,Time/Total,Safety/EpCostShield,Value/reward,Value/cost
-0.256976842880249,0.7818074226379395,0.005055868532508612,-0.256976842880249,32.61759948730469,0.21505407989025116,1.000428557395935,322.950257613,0,20000.0,0.044999994337558746,0.044999994337558746,0.005055868532508612,1.525878801089675e-08,0.03599999472498894,0.03599999472498894,-0.11641721427440643,1.0124058723449707,2.6613829135894775,0.0028236685320734978,1.000428557395935,105.01326751708984,45.349998474121094,0.08064621686935425,0,190.45213317871094,0.00030300774960778654,157.83448791503906,1000,10,0.044999994337558746,0,1.000428557395935,0.0004076560726389289,1,0,1746539884.9686127,0.05064474046230316,1.4311752319335938,0.03599999472498894,0.08080538362264633,15.393972396850586,15.393972396850586,1,190.45339965820312,72.6500015258789,-0.18493911623954773,0.060276128351688385
-0.06955745816230774,-0.5389084815979004,0.002167281461879611,-0.32653430104255676,31.65241241455078,0.3638283312320709,0.9999816417694092,464.415124911,1,40000.0,0.06988297402858734,0.06988297402858734,-0.0028885870706290007,9.155272984173735e-09,0.0686262845993042,0.0686262845993042,-0.10260511934757233,1.0201969146728516,3.6744563579559326,0.0014812926528975368,0.9999816417694092,152.62554931640625,22.674999237060547,0.02923303097486496,0,131.03965759277344,1.2981229701836128e-05,99.38722229003906,1000,10,0.06988297402858734,0,0.9999816417694092,0.0002541729772929102,1,0,1746540016.1183522,1.9540666341781616,1.4388809204101562,0.0686262845993042,0.09901556372642517,3.758208751678467,-11.63576364517212,2,321.6101989746094,4.099999904632568,-0.16366684436798096,2.0367684364318848
0.19607563316822052,0.7926750183105469,0.0027857378590852022,-0.13045866787433624,32.70466232299805,0.30810073018074036,0.9996210932731628,606.659017322,2,60000.0,0.09924681484699249,0.09924681484699249,0.0006184563972055912,2.1362303925798187e-08,0.10152623057365417,0.10152623057365417,0.07165876775979996,1.0606684684753418,2.0721232891082764,0.004657983314245939,0.9996210932731628,141.48133850097656,28.100000381469727,0.05621878430247307,0,141.3614044189453,0.0002679415629245341,108.6567153930664,1000,10,0.09924681484699249,0,0.9996210932731628,0.0003033933462575078,1,0,1746540157.58291,1.4843701124191284,1.4774702787399292,0.10152623057365417,0.1486884206533432,17.895448684692383,14.137239933013916,3,463.0782775878906,70.0,-0.13089533150196075,1.157930612564087
-0.13250069320201874,0.07274729013442993,0.002750689396634698,-0.262959361076355,34.16228485107422,0.36983156204223633,1.0007925033569336,743.760173568,3,80000.0,0.12965990602970123,0.12965990602970123,-3.50484624505043e-05,-1.1825560974898508e-08,0.13451902568340302,0.13451902568340302,0.08598557859659195,1.084570288658142,3.04545259475708,0.002156374976038933,1.0007925033569336,140.71730041503906,26.725000381469727,0.034475695341825485,0,142.12893676757812,0.0005604407051578164,107.96661376953125,1000,10,0.12965990602970123,0,1.0007925033569336,0.00023424385290127248,1,0,1746540299.8265672,1.687942624092102,1.4999860525131226,0.13451902568340302,0.12143731117248535,8.338127136230469,-9.557321548461914,4,605.3099975585938,47.29999923706055,-0.10608112812042236,1.23747718334198
-0.02378043532371521,-0.18728432059288025,0.003826565109193325,-0.2867397964000702,33.347354888916016,0.32425421476364136,1.0014219284057617,883.602825679,4,100000.0,0.15969933569431305,0.15969933569431305,0.0010758757125586271,-9.918212917625624e-09,0.16733895242214203,0.16733895242214203,0.10301753133535385,1.095736026763916,3.7005083560943604,0.001460509025491774,1.0014219284057617,145.9910125732422,23.950000762939453,0.035217899829149246,0,136.99473571777344,0.0010054552694782615,103.64735412597656,1000,10,0.15969933569431305,0,1.0014219284057617,0.00030149208032526076,1,0,1746540436.9278967,3.353766441345215,1.5102224349975586,0.16733895242214203,0.08762423694133759,7.464953899383545,-0.8731732368469238,5,742.423828125,32.650001525878906,-0.0863056406378746,1.9120947122573853
0.029591143131256104,0.6307809352874756,0.0031760805286467075,-0.2571486532688141,32.838191986083984,0.3086053729057312,0.9992486834526062,1018.773731038,5,120000.0,0.18928596377372742,0.18928596377372742,-0.0006504845805466175,3.814697002724188e-09,0.19912098348140717,0.19912098348140717,0.23050309717655182,1.1274715662002563,2.8295814990997314,0.0024979503359645605,0.9992486834526062,143.12278747558594,16.40999984741211,0.047208063304424286,0,139.74014282226562,0.0005312750581651926,106.90192413330078,1000,10,0.18928596377372742,0,0.9992486834526062,0.00029880815418437123,1,0,1746540576.7708037,3.3960390090942383,1.5387368202209473,0.19912098348140717,0.10906396061182022,4.652632713317871,-2.812321186065674,6,882.266357421875,29.399999618530273,-0.06646772474050522,1.8930449485778809
0.003407001495361328,-0.2246173620223999,0.004911450669169426,-0.25374165177345276,33.55135726928711,0.28972840309143066,1.001207709312439,1161.816346022,6,140000.0,0.21938227117061615,0.21938227117061615,0.0017353701405227184,3.814697002724188e-09,0.2304290384054184,0.2304290384054184,0.23480242490768433,1.1652086973190308,3.2734882831573486,0.0018664058297872543,1.001207709312439,148.06661987304688,18.09000015258789,0.08923184871673584,0,135.0743408203125,0.0008540075505152345,101.52294921875,1000,10,0.21938227117061615,0,1.001207709312439,0.00034086161758750677,1,0,1746540711.94147,2.3915159702301025,1.571682333946228,0.2304290384054184,0.08850754797458649,4.012955188751221,-0.6396775245666504,7,1017.4410400390625,39.54999923706055,-0.04824152961373329,2.047556161880493
-0.025285810232162476,0.05917111039161682,0.004385547246783972,-0.27902746200561523,32.196651458740234,0.28750500082969666,1.0008654594421387,1294.211500958,7,160000.0,0.24926936626434326,0.24926936626434326,-0.0005259034223854542,-7.057189943537878e-09,0.26035115122795105,0.26035115122795105,0.20735234022140503,1.195614218711853,3.0056846141815186,0.0022138142958283424,1.0008654594421387,139.9292755126953,11.140000343322754,0.056816913187503815,0,142.92935180664062,0.0006119722384028137,110.73265838623047,1000,10,0.24926936626434326,0,1.0008654594421387,0.00031875312561169267,1,0,1746540854.9842553,3.674710988998413,1.5975151062011719,0.26035115122795105,0.09565375000238419,3.4319653511047363,-0.5809898376464844,8,1160.4691162109375,30.700000762939453,-0.02831489033997059,1.4349958896636963
0.030066311359405518,0.1331009864807129,0.005584064871072769,-0.24896115064620972,32.85625076293945,0.33374765515327454,1.0001838207244873,1431.017147008,8,180000.0,0.2793656885623932,0.2793656885623932,0.0011985176242887974,6.103515470812226e-09,0.28885069489479065,0.28885069489479065,0.15154486894607544,1.223833441734314,3.1704065799713135,0.001989747164770961,1.0001837015151978,151.1826629638672,9.239999771118164,0.05040803179144859,0,132.29031372070312,0.00012992469419259578,99.43402099609375,1000,10,0.2793656885623932,0,1.0001838207244873,0.00022863707272335887,1,0,1746540987.3795254,3.1581366062164307,1.620855689048767,0.28885069489479065,0.10526967793703079,3.5049071311950684,0.07294178009033203,9,1292.8759765625,35.29999923706055,-0.021822547540068626,1.4138795137405396
0.06511765718460083,0.4263433814048767,0.00513737415894866,-0.1838434934616089,31.89446258544922,0.30378609895706177,1.0004709959030151,1565.233641916,9,200000.0,0.31104323267936707,0.31104323267936707,-0.00044669071212410927,7.629394338515283e-10,0.3168923854827881,0.3168923854827881,0.14510633051395416,1.2482733726501465,2.564333915710449,0.0030414406210184097,1.0004709959030151,146.28302001953125,13.279999732971191,0.06998332589864731,0,136.7212677001953,0.00033301630173809826,104.8267822265625,1000,10,0.31104323267936707,0,1.0004709959030151,0.0003188895934727043,1,0,1746541124.1853251,3.635251522064209,1.6406482458114624,0.3168923854827881,0.11846589297056198,7.663707733154297,4.1588006019592285,10,1429.6976318359375,71.44999694824219,-0.0005280052428133786,1.7603946924209595
