Safety/ShieldLagrangeMultiplier/Max,Loss/Loss_reward_critic,Safety/ShieldLagrangeMultiplier/Std,Misc/H_inv_g,Train/PolicyRatio/Min,Train/StopIter,_runtime,Misc/AcceptanceStep,Time/FPS,Loss/Loss_reward_critic/Delta,Train/LR,Safety/EpCostShield,_step,Train/PolicyStd,Value/cost,Time/Rollout,_timestamp,Safety/ShieldLagrangeMultiplier,Metrics/EpLen,Train/PolicyRatio/Max,Time/Total,TotalEnvSteps,Misc/FinalStepNorm,Train/KL,Misc/Alpha,Value/reward,Metrics/EpCost,Train/PolicyRatio,Loss/Loss_pi,Metrics/LagrangeMultiplier/Std,Loss/Loss_cost_critic/Delta,Safety/shield_adv_c,Loss/Loss_pi/Delta,Metrics/LagrangeMultiplier/Min,Train/Epoch,Loss/Loss_cost_critic,Metrics/LagrangeMultiplier,Safety/ShieldLagrangeMultiplier/Min,Time/Epoch,Train/PolicyRatio/Std,Safety/shield_violation,Train/Entropy,Value/Adv,Time/Update,Misc/xHx,Metrics/EpRet,Metrics/LagrangeMultiplier/Max,Misc/gradient_norm
0.044999994337558746,0.0050404928624629974,0,0.07878929376602173,1.0007556676864624,10,284.236888966,1,124.81205749511719,0.0050404928624629974,0,31.5,1,1.0227123498916626,0.22346600890159607,136.5885009765625,1746548605.240568,0.044999994337558746,1000,1.0007556676864624,160.24203491210938,20000.0,0.3257356584072113,0.0002313220757059753,4.134263038635254,0.1360410451889038,19.5,1.0007556676864624,-0.29051581025123596,0,11.046377182006836,0.4354315996170044,-0.29051581025123596,0.03599999472498894,0,11.046377182006836,0.03599999472498894,0.044999994337558746,160.2409210205078,0.0005343095981515944,-0.1001126617193222,1.4412652254104614,-9.53674250681047e-10,23.652400970458984,0.001170119154267013,-0.4915273189544678,0.03599999472498894,0.02496303804218769
0.0793265551328659,0.002730855718255043,0,0.13399583101272583,0.9996089935302734,10,411.681638656,1,162.6725616455078,-0.0023096371442079544,0,53.75,2,1.0476943254470825,0.7088019251823425,96.5978775024414,1746548728.2806008,0.0793265551328659,1000,0.9996089935302734,283.2709655761719,40000.0,0.3342927396297455,0.00032062234822660685,2.4947993755340576,0.10902412235736847,18.625,0.9996089935302734,-0.23874825239181519,0,0.6062183380126953,0.7893262505531311,0.051767557859420776,0.07094891369342804,1,11.652595520019531,0.07094891369342804,0.0793265551328659,122.94637298583984,0.000276511418633163,0.866077721118927,1.4654840230941772,-1.4495848965623281e-08,26.34846305847168,0.003213345305994153,-0.2014414370059967,0.07094891369342804,0.055985525250434875
0.10995332896709442,0.0022392594255506992,0,0.16602425277233124,0.998562753200531,10,544.584272813,1,157.03305053710938,-0.0004915962927043438,0,155.3000030517578,3,1.0497294664382935,1.2744946479797363,103.32986450195312,1746548855.7252822,0.10995332896709442,1000,0.998562753200531,410.72564697265625,60000.0,0.31899794936180115,0.000338690442731604,1.921393632888794,0.08321021497249603,48.33333206176758,0.998562753200531,-0.1540624052286148,0,14.150514602661133,2.8353896141052246,0.08468584716320038,0.10363242030143738,2,25.803110122680664,0.10363242030143738,0.10995332896709442,127.36172485351562,0.001016300986520946,2.7778844833374023,1.4673457145690918,1.1825560974898508e-08,24.031837463378906,0.005417469888925552,-0.13036929070949554,0.10363242030143738,0.07480140775442123
0.14199182391166687,0.0077629913575947285,0,0.1451636105775833,1.0001167058944702,10,679.736078165,1,150.58766174316406,0.005523731932044029,0,174.89999389648438,4,1.0659162998199463,3.8442842960357666,109.02665710449219,1746548988.627682,0.14199182391166687,1000,1.0001167058944702,543.6218872070312,80000.0,0.29992952942848206,0.0003318658273201436,2.066148281097412,0.08450745046138763,56.775001525878906,1.0001167058944702,-0.13467667996883392,0,0.6923809051513672,0.6071505546569824,0.019385725259780884,0.13688316941261292,3,26.49549102783203,0.13688316941261292,0.14199182391166687,132.81300354003906,8.249544043792412e-05,6.202266216278076,1.4822312593460083,4.577636492086867e-09,23.78632164001465,0.004684962332248688,0.15878233313560486,0.13688316941261292,0.07821647822856903
0.17505379021167755,0.013168873265385628,0,0.10895879566669464,1.000177264213562,10,812.170907218,1,148.08494567871094,0.005405881907790899,0,147.75,5,1.0844553709030151,4.378112316131592,110.68258666992188,1746549123.779604,0.17505379021167755,1000,1.000177264213562,678.7694091796875,100000.0,0.35526004433631897,0.00023342244094237685,3.2604987621307373,0.0791025385260582,58.33000183105469,1.000177264213562,-0.16916733980178833,0,-7.864839553833008,2.0306074619293213,-0.03449065983295441,0.1708347350358963,4,18.630651473999023,0.1708347350358963,0.17505379021167755,135.0576171875,0.00012531664106063545,6.766985893249512,1.4996100664138794,1.5258788677030566e-09,24.375,0.0018813065253198147,0.4332272410392761,0.1708347350358963,0.031177686527371407
0.20789749920368195,0.007247358560562134,0,0.09790283441543579,1.0011613368988037,10,947.646834386,1,151.1156005859375,-0.005921514704823494,0,95.6500015258789,6,1.0936943292617798,5.200516700744629,108.2707748413086,1746549256.2145023,0.20789749920368195,1000,1.0011613368988037,811.214599609375,120000.0,0.36533135175704956,0.00021075765835121274,3.7315707206726074,0.07165315747261047,60.709999084472656,1.0011612176895142,-0.2728584110736847,0,-4.520092010498047,-1.170183539390564,-0.10369107127189636,0.20533356070518494,5,14.110559463500977,0.20533356070518494,0.20789749920368195,132.34901428222656,0.0008210767991840839,8.803004264831543,1.5083450078964233,-3.051757735406113e-09,24.07819175720215,0.0014362948713824153,0.712106466293335,0.20533356070518494,0.03653402626514435
0.24154715240001678,0.01806781254708767,0,0.14606106281280518,1.0022492408752441,10,1080.806855764,1,147.70367431640625,0.010820453986525536,0,211.75,7,1.1138437986373901,5.14617919921875,111.71570587158203,1746549391.690502,0.24154715240001678,1000,1.0022492408752441,946.7047729492188,140000.0,0.3315834701061249,0.00024839641992002726,2.270169973373413,0.09136652946472168,80.44999694824219,1.0022492408752441,-0.05837947502732277,0,11.322975158691406,2.216585397720337,0.21447893604636192,0.24018532037734985,6,25.433534622192383,0.24018532037734985,0.24154715240001678,135.40625,0.0015904534375295043,9.644272804260254,1.5266414880752563,-3.051757735406113e-09,23.690519332885742,0.003880718257278204,1.2194926738739014,0.24018532037734985,0.044886983931064606
0.2758985459804535,0.023911990225315094,0,0.1855747401714325,1.0002268552780151,10,1216.153972359,1,150.267822265625,0.005844177678227425,0,199.9499969482422,8,1.1437041759490967,5.283335208892822,109.2604751586914,1746549524.8503532,0.2758985459804535,1000,1.0002268552780151,1079.868896484375,160000.0,0.3381451368331909,0.00025491422275081277,1.822150707244873,0.12507395446300507,75.16000366210938,1.0002268552780151,-0.08800092339515686,0,2.228879928588867,0.1253994107246399,-0.02962144836783409,0.2754606008529663,7,27.66241455078125,0.2754606008529663,0.2758985459804535,133.09568786621094,0.00016038281319197267,10.9785737991333,1.5530815124511719,-3.8146971692576415e-10,23.835172653198242,0.0060236635617911816,1.7682145833969116,0.2754606008529663,0.05665668100118637
0.3108378052711487,0.02184128947556019,0,0.18876077234745026,0.9999113082885742,10,1348.663403219,1,147.83636474609375,-0.0020707007497549057,0,213.14999389648438,9,1.1814794540405273,6.321706295013428,111.20075225830078,1746549660.1978648,0.3108378052711487,1000,0.9999113082885742,1215.2188720703125,180000.0,0.30130940675735474,0.000305613357340917,1.596250057220459,0.19611267745494843,71.62000274658203,0.9999113082885742,-0.07734030485153198,0,-5.590433120727539,-0.11261314153671265,0.010660618543624878,0.3110356330871582,8,22.07198143005371,0.3110356330871582,0.3108378052711487,135.28469848632812,6.271451275097206e-05,12.487820625305176,1.5855392217636108,1.5258788677030566e-09,24.083927154541016,0.007849238812923431,2.306983709335327,0.3110356330871582,0.09787902235984802
0.34569886326789856,0.019668592140078545,0,0.18199878931045532,0.9997856020927429,10,1482.714619342,1,151.00393676757812,-0.0021726973354816437,0,149.35000610351562,10,1.2107725143432617,5.786300182342529,108.36131286621094,1746549792.7073493,0.34569886326789856,1000,0.9997856020927429,1347.728271484375,200000.0,0.3119920790195465,0.00030915989191271365,1.714253544807434,0.22991201281547546,68.62000274658203,0.9997856020927429,-0.24449606239795685,0,-4.0325927734375,0.11376744508743286,-0.16715575754642487,0.34678635001182556,9,18.03938865661621,0.34678635001182556,0.34569886326789856,132.44688415527344,0.00015164437354542315,13.05384635925293,1.610111117362976,-6.866454960174906e-09,24.085529327392578,0.006805801298469305,2.6909518241882324,0.34678635001182556,0.06748155504465103
