Time/Total,Metrics/LagrangeMultiplier,Metrics/LagrangeMultiplier/Max,Safety/ShieldLagrangeMultiplier/Max,Metrics/LagrangeMultiplier/Min,Metrics/EpRet,Misc/xHx,Metrics/LagrangeMultiplier/Std,Safety/ShieldLagrangeMultiplier/Min,Misc/AcceptanceStep,Loss/Loss_cost_critic,_step,Metrics/EpLen,Safety/shield_adv_c,Misc/FinalStepNorm,Train/PolicyStd,Safety/shield_violation,Time/Update,Loss/Loss_pi,Time/FPS,Train/PolicyRatio/Max,Value/cost,Metrics/EpCost,Train/KL,Train/PolicyRatio/Std,_runtime,Value/Adv,Train/PolicyRatio,Safety/EpCostShield,Train/PolicyRatio/Min,Loss/Loss_reward_critic,Train/Entropy,Misc/gradient_norm,Loss/Loss_cost_critic/Delta,Loss/Loss_reward_critic/Delta,Time/Epoch,Loss/Loss_pi/Delta,Safety/ShieldLagrangeMultiplier/Std,Value/reward,Safety/ShieldLagrangeMultiplier,Misc/H_inv_g,Train/StopIter,Misc/Alpha,Time/Rollout,Train/Epoch,Train/LR,_timestamp,TotalEnvSteps
191.8548583984375,0.03599999472498894,0.03599999472498894,0.044999994337558746,0.03599999472498894,-1.083429217338562,0.0019341548904776573,0,0.044999994337558746,1,84.50970458984375,1,500,6.301868438720703,0.2631312906742096,1.0471930503845215,-0.031581584364175797,26.30390167236328,-0.2785085141658783,104.2461929321289,1.0006349086761475,0.08625099062919617,192.72500610351562,0.0003477807331364602,0.0004489482380449772,334.556715653,2.784728891924715e-08,1.000634789466858,226.6750030517578,1.0006349086761475,0.023169061169028282,1.4644198417663574,0.04018165543675423,84.50970458984375,0.023169061169028282,191.85353088378906,-0.2785085141658783,0,0.23723159730434418,0.044999994337558746,0.08182843774557114,10,3.2156460285186768,165.5496063232422,0,0,1746509091.7702374,20000.0
333.4375,0.07081550359725952,0.07081550359725952,0.07955852150917053,0.07081550359725952,-0.8130701184272766,0.002878558123484254,0,0.07955852150917053,1,59.23128128051758,2,500,3.797201156616211,0.23199020326137543,1.0788930654525757,6.1504669189453125,23.002628326416016,-0.30178090929985046,141.3476104736328,1.0002038478851318,5.226630687713623,169.83749389648438,0.0004104245454072952,0.00014408603601623327,465.816532371,-1.2969969986897922e-08,1.0002037286758423,179.6750030517578,1.0002038478851318,0.02898481860756874,1.4947919845581055,0.0850553959608078,-25.278423309326172,0.005815757438540459,141.49514770507812,-0.023272395133972168,0,0.17014971375465393,0.07955852150917053,0.0880122035741806,10,2.6358866691589355,118.49250030517578,1,0,1746509233.3746727,40000.0
464.6799621582031,0.10496358573436737,0.10496358573436737,0.11235277354717255,0.10496358573436737,0.6113894581794739,0.0028156517073512077,0,0.11235277354717255,1,54.8822021484375,3,500,1.6139427423477173,0.3599686920642853,1.0965337753295898,7.209312438964844,24.075546264648438,-0.365889310836792,152.5085906982422,1.001466155052185,5.339595317840576,131.55999755859375,0.0002601912128739059,0.0010367563227191567,598.65558929,3.814697002724188e-09,1.001466155052185,106.42500305175781,1.001466155052185,0.026600664481520653,1.5109249353408813,0.04030501842498779,-4.349079132080078,-0.002384154126048088,131.14015197753906,-0.06410840153694153,0,0.26484325528144836,0.11235277354717255,0.13506411015987396,10,2.6651690006256104,107.0645751953125,2,0,1746509364.634437,60000.0
597.5592651367188,0.13829129934310913,0.13829129934310913,0.14559787511825562,0.13829129934310913,1.875282645225525,0.004941700492054224,0,0.14559787511825562,1,83.62016296386719,4,500,3.7764134407043457,0.3528073728084564,1.1035000085830688,12.927122116088867,22.028236389160156,-0.2806380093097687,150.66259765625,1.0004299879074097,10.164897918701172,107.93000030517578,0.00031467361259274185,0.00030401928233914077,739.370297212,2.4414061883248905e-08,1.0004299879074097,162.0500030517578,1.0004299879074097,0.02619837410748005,1.5173617601394653,0.039764489978551865,28.737960815429688,-0.00040229037404060364,132.7469482421875,0.08525130152702332,0,0.3003303110599518,0.14559787511825562,0.1753724366426468,10,2.011760711669922,110.71868133544922,3,0,1746509497.4738286,80000.0
738.2733764648438,0.17171449959278107,0.17171449959278107,0.17951466143131256,0.17171449959278107,3.506103754043579,0.005422193557024002,0,0.17951466143131256,1,108.56871032714844,5,500,0.5796141624450684,0.294590026140213,1.1189838647842407,20.58123207092285,25.489042282104492,-0.22586698830127716,142.2163543701172,1.0007437467575073,17.552440643310547,132.4600067138672,0.0003985711664427072,0.0005258802557364106,886.104852639,0.0,1.0007437467575073,208.3000030517578,1.0007437467575073,0.031325310468673706,1.5312271118164062,0.07153281569480896,24.94854736328125,0.005126936361193657,140.6308135986328,0.054771021008491516,0,0.3632518947124481,0.17951466143131256,0.1533878594636917,10,1.9205564260482788,115.1417465209961,4,0,1746509638.1888416,100000.0
884.9923095703125,0.20581570267677307,0.20581570267677307,0.2139151394367218,0.20581570267677307,4.970067977905273,0.0029244953766465187,0,0.2139151394367218,1,147.02557373046875,6,500,3.9360315799713135,0.30311039090156555,1.1276296377182007,31.986631393432617,27.351482391357422,-0.12417003512382507,136.39190673828125,0.9996411800384521,28.67745018005371,199.80999755859375,0.0003217486955691129,0.00025372402160428464,1026.745115402,-1.1444091230217168e-09,0.9996411800384521,291.6499938964844,0.9996411800384521,0.045373622328042984,1.5390132665634155,0.08227875828742981,38.45686340332031,0.014048311859369278,146.6362762451172,0.10169695317745209,0,0.5064860582351685,0.2139151394367218,0.11590763181447983,10,2.615103006362915,119.28475189208984,5,0,1746509784.9193037,120000.0
1025.61962890625,0.24046993255615234,0.24046993255615234,0.24877312779426575,0.24046993255615234,5.706370830535889,0.003225049003958702,0,0.24877312779426575,1,165.8531494140625,7,500,0.07132071256637573,0.33697509765625,1.142633318901062,32.25774002075195,24.190074920654297,-0.1536978781223297,142.32289123535156,1.000097632408142,28.32164764404297,236.44000244140625,0.00025032757548615336,6.900844891788438e-05,1168.450171788,-2.1362303925798187e-08,1.000097632408142,270.75,1.000097632408142,0.041901130229234695,1.5522327423095703,0.04760034754872322,18.82757568359375,-0.0034724920988082886,140.52552795410156,-0.02952784299850464,0,0.5951462388038635,0.24877312779426575,0.13531677424907684,10,2.4902684688568115,116.3354263305664,6,0,1746509925.5630245,140000.0
1167.3514404296875,0.275596559047699,0.275596559047699,0.2840617597103119,0.275596559047699,7.024121284484863,0.0048582544550299644,0,0.2840617597103119,1,185.297607421875,8,500,0.8228435516357422,0.30018964409828186,1.1680253744125366,41.526939392089844,25.080007553100586,-0.1449713557958603,141.23123168945312,0.9999262690544128,38.01215744018555,270.79998779296875,0.0003351581981405616,5.217783109401353e-05,1311.306316288,4.31060769301439e-08,0.9999262690544128,314.42498779296875,0.9999262690544128,0.05892997607588768,1.5739855766296387,0.10031995922327042,19.4444580078125,0.017028845846652985,141.61172485351562,0.008726522326469421,0,0.8695285320281982,0.2840617597103119,0.147952139377594,10,2.0289645195007324,116.53169250488281,7,0,1746510067.2682781,160000.0
1310.2020263671875,0.3111564815044403,0.3111564815044403,0.3197421431541443,0.3111564815044403,8.608674049377441,0.005568785592913628,0,0.3197421431541443,1,167.74327087402344,9,500,3.663163185119629,0.2924691438674927,1.2036257982254028,50.779205322265625,25.442516326904297,-0.0836363211274147,140.0940399169922,1.0016851425170898,47.23837661743164,304.6000061035156,0.0003252787864767015,0.0011915756622329354,1451.257010887,3.662109193669494e-08,1.0016851425170898,377.0,1.0016851425170898,0.051192834973335266,1.6040488481521606,0.0765499398112297,-17.554336547851562,-0.007737141102552414,142.76126098632812,0.06133503466844559,0,0.9925506711006165,0.3197421431541443,0.1543283313512802,10,1.89510977268219,117.31871032714844,8,0,1746510210.1251783,180000.0
1450.1497802734375,0.34713613986968994,0.34713613986968994,0.35562843084335327,0.34713613986968994,10.375663757324219,0.005760975647717714,0,0.35562843084335327,1,139.87632751464844,10,500,2.050319194793701,0.2885078191757202,1.2251579761505127,44.56259536743164,23.917083740234375,-0.21957750618457794,142.9945831298828,1.000854730606079,40.959163665771484,318.3800048828125,0.00035262596793472767,0.0006043296307325363,1594.719976366,2.8991697931246563e-08,1.0008546113967896,305.125,1.000854730606079,0.06645438075065613,1.621973991394043,0.1286116987466812,-27.866943359375,0.015261545777320862,139.8654327392578,-0.13594118505716324,0,1.1948405504226685,0.35562843084335327,0.1548427939414978,10,1.863230586051941,115.94832611083984,9,0,1746510350.0755253,200000.0
